#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PHI 30,6,3:07,5,Punt
2,1,9:47,PHI 21,5,2:10,16,Punt
3,1,6:16,SDG 43,6,3:20,8,Punt
4,1,1:17,PHI 9,4,1:54,28,Punt
5,2,13:32,SDG 25,1,0:35,-10,Interception
6,2,10:49,PHI 14,12,6:02,86,Touchdown
7,2,3:44,PHI 20,11,3:44,71,End of Half
8,3,13:21,PHI 34,10,3:39,61,Field Goal
9,3,3:21,PHI 15,3,1:25,6,Punt
10,4,13:48,PHI 15,1,0:19,0,Interception
11,4,9:21,PHI 22,3,1:09,3,Punt
12,4,7:26,SDG 23,4,1:02,1,Field Goal
13,4,4:42,PHI 21,4,1:13,9,Downs
14,4,1:34,PHI 19,3,1:34,-3,End of Game
