#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:16,BAL 19,4,2:53,14,Punt
2,1,8:58,BAL 8,3,2:12,13,Punt
3,1,2:37,BAL 5,3,1:05,1,Punt
4,1,1:25,OAK 47,9,3:34,42,Field Goal
5,2,11:01,BAL 27,6,2:52,25,Punt
6,2,4:09,BAL 16,3,1:04,3,Punt
7,2,1:37,BAL 12,10,1:34,63,Field Goal
8,3,15:00,BAL 24,8,4:22,26,Punt
9,3,9:41,BAL 28,13,7:00,72,Touchdown
10,3,1:14,BAL 23,4,1:26,6,Fumble
11,4,11:11,BAL 25,6,3:03,13,Punt
12,4,6:38,BAL 48,1,0:11,52,Touchdown
13,4,5:35,OAK 17,4,1:59,17,Touchdown
14,4,2:12,BAL 21,8,1:29,29,Downs
