Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
2,,,,OAK 30,7,14,"Sebastian Janikowski kicks off 55 yards, returned by Jonathan Carter for 27 yards (tackle by Ronald Curry)",0.000,1.730
2,14:51,1,10,NYJ 42,7,14,"Penalty on Dave Szott: False Start, 5 yards (no play)",1.730,1.400
2,14:51,1,15,NYJ 37,7,14,"Chad Pennington for no gain. Chad Pennington fumbles, recovered by Chad Pennington at NYJ-NYJ",1.400,0.240
2,14:10,2,17,NYJ 35,7,14,Curtis Martin right end for 1 yard (tackle by Charles Woodson),0.240,-0.290
2,13:33,3,16,NYJ 36,7,14,Chad Pennington pass complete to Chris Baker for 8 yards (tackle by Eric Barton),-0.290,-0.460
2,13:02,4,8,NYJ 44,7,14,"Dan Stryzinski punts 43 yards, muffed catch by Phillip Buchanon, recovered by Phillip Buchanon and returned for 17 yards (tackle by Michael Bates)",-0.460,-0.940
2,12:49,1,10,OAK 30,7,14,Tyrone Wheatley up the middle for 3 yards (tackle by Tyrone Carter and James Reed),0.940,0.800
2,12:12,2,7,OAK 33,7,14,Tyrone Wheatley right tackle for no gain (tackle by Marvin Jones),0.800,0.100
2,11:38,3,7,OAK 33,7,14,Rick Mirer pass complete to Jerry Rice for 17 yards (tackle by Tyrone Carter),0.100,2.260
2,11:01,1,10,OAK 50,7,14,Tyrone Wheatley up the middle for 3 yards (tackle by Marvin Jones and Chester McGlockton),2.260,2.120
2,10:22,2,7,NYJ 47,7,14,Justin Fargas right end for 5 yards (tackle by Sam Cowart and Victor Hobson),2.120,2.080
2,9:41,3,2,NYJ 42,7,14,Justin Fargas left end for -1 yards (tackle by Jason Ferguson),2.080,0.400
2,9:02,4,3,NYJ 43,7,14,"Shane Lechler punts 31 yards, fair catch by Santana Moss",0.400,0.350
2,8:55,1,10,NYJ 12,7,14,Curtis Martin right end for -1 yards (tackle by Chris Cooper),-0.350,-0.850
2,8:18,2,11,NYJ 11,7,14,Curtis Martin up the middle for 1 yard (tackle by Chris Cooper),-0.850,-1.420
2,7:36,3,10,NYJ 12,7,14,Chad Pennington pass complete to Santana Moss for 43 yards (tackle by Phillip Buchanon),-1.420,2.590
2,7:12,1,10,OAK 45,7,14,"Penalty on NYJ: Delay of Game, 5 yards (no play)",2.590,2.260
2,6:50,1,15,OAK 50,7,14,Chad Pennington pass incomplete intended for Kevin Swayne (defended by Phillip Buchanon),2.260,1.370
2,6:45,2,15,OAK 50,7,14,Chad Pennington pass complete to LaMont Jordan for 3 yards (tackle by Eric Barton),1.370,1.090
2,6:03,3,12,OAK 47,7,14,Chad Pennington pass complete to Santana Moss for 8 yards (tackle by Rod Woodson),1.090,0.660
2,5:27,4,4,OAK 39,7,14,Dan Stryzinski punts 34 yards,0.660,0.380
2,5:20,1,10,OAK 5,7,14,Rick Mirer pass incomplete intended for Tim Johnson (defended by Ray Mickens),-0.380,-0.780
2,5:15,2,10,OAK 5,7,14,Tyrone Wheatley up the middle for -2 yards (tackle by Dewayne Robertson),-0.780,-1.650
2,4:38,3,12,OAK 3,7,14,Rick Mirer pass complete to Tyrone Wheatley for 6 yards (tackle by Victor Hobson),-1.650,-2.490
2,4:04,4,6,OAK 9,7,14,"Shane Lechler punts 40 yards, returned by Santana Moss for 12 yards (tackle by Chris Hetherington)",-2.490,-3.120
2,3:55,1,10,OAK 37,7,14,Chad Pennington pass incomplete intended for Curtis Conway (defended by Charles Woodson),3.120,2.570
2,3:50,2,10,OAK 37,7,14,Curtis Martin up the middle for 7 yards (tackle by Napoleon Harris),2.570,2.810
2,3:10,3,3,OAK 30,7,14,Chad Pennington pass incomplete intended for Curtis Conway,2.810,1.480
2,3:04,4,3,OAK 30,10,14,Doug Brien 48 yard field goal good,1.480,3.000
2,,,,NYJ 30,10,14,"Doug Brien kicks off 53 yards, returned by Justin Fargas for 12 yards (tackle by David Young)",0.000,0.870
2,2:54,1,10,OAK 29,10,14,Tyrone Wheatley up the middle for 6 yards (tackle by Sam Cowart and Victor Hobson),0.870,1.140
2,2:21,2,4,OAK 35,10,14,Rick Mirer pass complete to Tim Brown for 7 yards (tackle by Sam Cowart),1.140,1.730
2,2:00,1,10,OAK 42,10,14,Justin Fargas up the middle for 3 yards (tackle by Jason Ferguson),1.730,1.590
2,1:47,,,,10,14,Timeout #1 by New York Jets,0.000,1.590
2,1:47,2,7,OAK 45,10,14,Tyrone Wheatley up the middle for 5 yards (tackle by Bryan Thomas),1.590,1.550
2,1:39,,,,10,14,Timeout #2 by New York Jets,0.000,1.550
2,1:39,3,2,OAK 50,10,14,Justin Fargas left end for 5 yards (tackle by Tyrone Carter),1.550,2.590
2,1:33,,,,10,14,Timeout #1 by Oakland Raiders,0.000,2.590
2,1:31,1,10,NYJ 45,10,14,Rick Mirer pass complete to Tyrone Wheatley for 25 yards (tackle by Jason Glenn),2.590,4.240
2,1:24,1,10,NYJ 20,10,14,Tyrone Wheatley left tackle for 7 yards (tackle by Jason Glenn and Sam Garnes),4.240,4.830
2,0:50,2,3,NYJ 13,10,14,Rick Mirer pass complete to Jerry Rice for 8 yards (tackle by Victor Hobson),4.830,6.060
2,0:43,1,5,NYJ 5,10,14,Justin Fargas up the middle for 3 yards (tackle by Victor Hobson),6.060,5.720
2,0:37,,,,10,14,Timeout #2 by Oakland Raiders,0.000,5.720
2,0:37,2,2,NYJ 2,10,20,"Rick Mirer pass complete to Jerry Porter for 2 yards, touchdown",5.720,7.000
2,,,,NYJ 2,10,21,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,10,21,"Sebastian Janikowski kicks off 58 yards, returned by Jonathan Carter for 17 yards (tackle by Travian Smith)",0.000,0.870
2,0:29,1,10,NYJ 29,10,21,Curtis Martin up the middle for 8 yards (tackle by Tyler Brayton and Chris Cooper),0.870,1.410
2,0:19,,,,10,21,Timeout #3 by New York Jets,0.000,1.410
2,0:19,2,2,NYJ 37,10,21,"Chad Pennington pass incomplete intended for Curtis Conway (defended by Terrance Shaw). Penalty on Terrance Shaw: Defensive Pass Interference, 7 yards (no play)",1.410,1.860
2,0:15,1,10,NYJ 44,10,21,Chad Pennington pass incomplete intended for Kevin Swayne,1.860,1.320
2,0:11,2,10,NYJ 44,10,21,Chad Pennington pass incomplete intended for Curtis Conway,1.320,0.630
2,0:06,3,10,NYJ 44,10,21,Chad Pennington pass incomplete intended for Curtis Conway,0.630,-0.460
2,0:02,4,10,NYJ 44,10,21,Chad Pennington pass complete to Curtis Conway for 22 yards (tackle by Travian Smith),-0.460,3.310
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,10,21,"Doug Brien kicks off 62 yards, returned by Justin Fargas for 26 yards (tackle by Quincy Stewart)",0.000,1.200
3,14:55,1,10,OAK 34,10,21,Alvis Whitted left end for 6 yards (tackle by Sam Garnes and Shaun Ellis),1.200,1.470
3,14:17,2,4,OAK 40,10,21,Tyrone Wheatley up the middle for 6 yards (tackle by Jason Ferguson and Sam Cowart),1.470,1.990
3,13:46,1,10,OAK 46,10,21,Tyrone Wheatley right guard for 1 yard (tackle by Sam Cowart and Shaun Ellis),1.990,1.590
3,13:06,2,9,OAK 47,10,21,"Penalty on Lincoln Kennedy: False Start, 5 yards (no play)",1.590,0.910
3,12:46,2,14,OAK 42,10,21,Tyrone Wheatley up the middle for 4 yards (tackle by Mo Lewis and Marvin Jones),0.910,0.760
3,12:09,3,10,OAK 46,10,21,Rick Mirer pass complete to Tim Johnson for 14 yards (tackle by Ray Green),0.760,2.920
3,11:41,1,10,NYJ 40,10,21,Tyrone Wheatley up the middle for 2 yards (tackle by Jason Glenn and Marvin Jones),2.920,2.640
3,11:04,2,8,NYJ 38,10,21,Tyrone Wheatley up the middle for -1 yards (tackle by Matt Walters and James Reed),2.640,1.820
3,10:24,3,9,NYJ 39,10,21,Rick Mirer pass complete to Jerry Porter for 9 yards (tackle by Aaron Beasley),1.820,3.580
3,9:56,1,10,NYJ 30,10,21,Zack Crockett up the middle for 2 yards (tackle by Shaun Ellis and Sam Garnes),3.580,3.300
3,9:20,2,8,NYJ 28,10,21,Justin Fargas left end for 1 yard (tackle by Mo Lewis and Bryan Thomas),3.300,2.740
3,8:43,3,7,NYJ 27,10,21,Rick Mirer pass complete to Tim Brown for 16 yards (tackle by Tyrone Carter),2.740,4.840
3,8:12,1,10,NYJ 11,10,21,Tyrone Wheatley up the middle for -1 yards (tackle by Mo Lewis),4.840,3.980
3,7:35,2,11,NYJ 12,10,21,"Tyrone Wheatley left end for 5 yards (tackle by Aaron Beasley). Tyrone Wheatley fumbles (forced by Aaron Beasley), recovered by Marvin Jones at NYJ-7",3.980,0.380
3,7:23,1,10,NYJ 7,10,21,Curtis Martin left end for 4 yards (tackle by Eric Barton),-0.380,-0.490
3,6:49,2,6,NYJ 11,10,21,"Chad Pennington for no gain. Chad Pennington fumbles, recovered by Chad Pennington at NYJ-10",-0.490,-1.070
3,6:12,3,7,NYJ 10,10,21,Chad Pennington pass complete to Santana Moss for 19 yards (tackle by Nnamdi Asomugha),-1.070,0.870
3,5:42,1,10,NYJ 29,10,21,Chad Pennington pass incomplete intended for Jonathan Carter,0.870,0.330
3,5:37,2,10,NYJ 29,10,21,Curtis Martin up the middle for 2 yards (tackle by Sean Gilbert),0.330,-0.100
3,4:55,3,8,NYJ 31,10,21,Chad Pennington pass incomplete intended for Anthony Becht,-0.100,-1.310
3,4:50,4,8,NYJ 31,10,21,"Dan Stryzinski punts 46 yards, returned by Phillip Buchanon for 1 yard (tackle by Jamie Henderson)",-1.310,-0.540
3,4:42,1,10,OAK 24,10,21,Tyrone Wheatley right tackle for -2 yards (tackle by Mo Lewis and Shaun Ellis),0.540,-0.270
3,4:06,2,12,OAK 22,10,21,Rick Mirer for 2 yards (tackle by Sam Garnes),-0.270,-0.690
3,3:22,3,10,OAK 24,10,21,Rick Mirer pass incomplete intended for Tyrone Wheatley (defended by Jason Glenn),-0.690,-1.770
3,3:18,4,10,OAK 24,10,21,"Shane Lechler punts 52 yards, returned by Santana Moss for 11 yards (tackle by Ronald Curry)",-1.770,-1.270
3,3:08,1,10,NYJ 35,10,21,Curtis Martin right end for 8 yards (tackle by Napoleon Harris and Rod Woodson),1.270,1.800
3,2:31,2,2,NYJ 43,10,21,Curtis Martin left guard for 1 yard (tackle by Chris Cooper and Travian Smith),1.800,1.220
3,1:54,3,1,NYJ 44,10,21,LaMont Jordan up the middle for 39 yards (tackle by Anthony Dorsett),1.220,4.440
3,1:10,1,10,OAK 17,10,21,Curtis Martin right end for 3 yards (tackle by Charles Woodson),4.440,4.320
3,0:36,2,7,OAK 14,10,21,Curtis Martin left tackle for 9 yards (tackle by DeLawrence Grant and Rod Woodson),4.320,6.060
3,0:02,1,5,OAK 5,10,21,Chad Pennington pass complete to Santana Moss for 3 yards (tackle by Charles Woodson),6.060,5.720
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,OAK 2,10,21,LaMont Jordan up the middle for no gain (tackle by Tyler Brayton and Napoleon Harris),5.720,4.950
4,14:25,3,2,OAK 2,16,21,"LaMont Jordan up the middle for 2 yards, touchdown",4.950,7.000
4,,,,,16,21,"Two Point Attempt: Chad Pennington pass incomplete intended for Santana Moss, conversion fails",1.000,-1.000
4,,,,NYJ 30,16,21,"Doug Brien kicks off 62 yards, returned by Justin Fargas for 23 yards (tackle by Derek Pagel)",0.000,1.000
4,14:13,1,10,OAK 31,16,21,Tyrone Wheatley right guard for 2 yards (tackle by Marvin Jones and Sam Cowart),1.000,0.730
4,13:39,2,8,OAK 33,16,21,Justin Fargas left tackle for 4 yards (tackle by James Reed),0.730,0.560
4,13:01,3,4,OAK 37,16,21,Rick Mirer pass complete to Jerry Porter for 9 yards (tackle by Sam Cowart),0.560,1.990
4,12:22,1,10,OAK 46,16,21,Justin Fargas up the middle for -1 yards (tackle by Dewayne Robertson and Jason Ferguson),1.990,1.320
4,11:48,2,11,OAK 45,16,21,Rick Mirer pass incomplete intended for Jerry Rice,1.320,0.630
4,11:44,,,,16,21,Timeout #1 by Oakland Raiders,0.000,0.630
4,11:44,3,11,OAK 45,16,21,Rick Mirer pass incomplete intended for Tim Johnson,0.630,-0.390
4,11:40,4,11,OAK 45,16,21,"Shane Lechler punts 55 yards, touchback",-0.390,-0.280
4,11:32,1,10,NYJ 20,16,21,Curtis Martin right tackle for -1 yards (tackle by Trace Armstrong and Napoleon Harris),0.280,-0.460
4,10:55,2,11,NYJ 19,16,21,Chad Pennington pass incomplete intended for Santana Moss (defended by Phillip Buchanon),-0.460,-1.140
4,10:51,3,11,NYJ 19,16,21,Chad Pennington pass complete to Curtis Martin for no gain,-1.140,-2.140
4,10:19,4,11,NYJ 19,16,21,Dan Stryzinski punts 43 yards,-2.140,-1.470
4,10:08,1,10,OAK 38,16,21,Rick Mirer pass incomplete intended for Tyrone Wheatley,1.470,0.920
4,10:02,2,10,OAK 38,16,21,Rick Mirer pass complete to Zack Crockett for 16 yards (tackle by Aaron Beasley),0.920,2.520
4,9:20,1,10,NYJ 46,16,21,"Penalty on Lincoln Kennedy: False Start, 5 yards (no play)",2.520,2.190
4,9:04,1,15,OAK 49,16,21,Rick Mirer pass complete to Jerry Rice for 12 yards (tackle by Aaron Beasley),2.190,2.920
4,8:42,2,3,NYJ 39,16,21,Justin Fargas up the middle for 6 yards (tackle by Quincy Stewart and Jason Ferguson),2.920,3.380
4,8:03,1,10,NYJ 33,16,21,Rick Mirer pass incomplete intended for Tim Brown,3.380,2.840
4,7:58,2,10,NYJ 33,16,21,Justin Fargas left guard for 3 yards (tackle by Victor Hobson),2.840,2.540
4,7:27,3,7,NYJ 30,16,21,Rick Mirer pass complete to Tim Brown for 10 yards (tackle by Sam Cowart),2.540,4.240
4,6:44,1,10,NYJ 20,16,21,Justin Fargas right guard for 3 yards (tackle by Sam Cowart),4.240,4.120
4,6:06,2,7,NYJ 17,16,21,Justin Fargas up the middle for 8 yards (tackle by Tyrone Carter and Ray Mickens),4.120,5.140
4,5:33,1,9,NYJ 9,16,21,Zack Crockett up the middle for 2 yards (tackle by Sam Cowart and Jason Ferguson),5.140,4.760
4,4:54,2,7,NYJ 7,16,21,Zack Crockett up the middle for no gain (tackle by Sam Garnes),4.760,3.810
4,4:16,3,7,NYJ 7,16,21,"Penalty on Tim Johnson: False Start, 5 yards (no play)",3.810,3.100
4,4:14,3,12,NYJ 12,16,21,Rick Mirer pass complete to Tyrone Wheatley for 8 yards (tackle by Jason Glenn),3.100,3.030
4,3:29,4,4,NYJ 4,16,24,Sebastian Janikowski 22 yard field goal good,3.030,3.000
4,,,,OAK 30,16,24,"Sebastian Janikowski kicks off 64 yards, returned by LaMont Jordan for 21 yards (tackle by Tim Johnson)",0.000,0.740
4,3:21,1,10,NYJ 27,16,24,Chad Pennington pass complete to Jerald Sowell for 44 yards (tackle by Napoleon Harris),0.740,3.640
4,2:35,1,10,OAK 29,16,24,Curtis Martin right tackle for 6 yards (tackle by Derrick Gibson and Charles Woodson),3.640,3.910
4,2:02,2,4,OAK 23,16,24,Chad Pennington pass complete to Anthony Becht for 6 yards (tackle by Eric Barton),3.910,4.440
4,1:55,1,10,OAK 17,16,24,LaMont Jordan left tackle for 14 yards (tackle by Rod Woodson),4.440,6.510
4,1:15,1,3,OAK 3,22,24,"Chad Pennington pass complete to Jerald Sowell for 3 yards, touchdown",6.510,7.000
4,,,,,24,24,"Two Point Attempt: Chad Pennington pass complete to Anthony Becht, conversion succeeds",1.000,1.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,,,,NYJ 30,24,24,"Doug Brien kicks off 62 yards, returned by Justin Fargas for 19 yards (tackle by Kenyatta Wright)",0.000,0.740
4,1:01,1,10,OAK 27,24,24,Rick Mirer pass complete to Jerry Rice for 4 yards (tackle by Ray Mickens),0.740,0.000
4,0:49,,,,24,24,Timeout #2 by Oakland Raiders,0.000,0.000
4,0:49,,,,24,24,Timeout #1 by New York Jets,0.000,0.000
4,,,,,24,24,--,0.000,0.740
4,0:49,2,6,OAK 31,24,24,Rick Mirer pass incomplete intended for Jerry Porter (defended by Aaron Beasley),0.740,0.040
4,0:45,3,6,OAK 31,24,24,Rick Mirer pass complete to Jerry Porter for 7 yards (tackle by Ray Green),0.040,1.470
4,0:39,1,10,OAK 38,24,24,Rick Mirer pass complete to Tim Johnson for 6 yards (tackle by Sam Garnes),1.470,1.730
4,0:20,2,4,OAK 44,24,24,"Penalty on Tyrone Wheatley: Illegal Motion, 5 yards (no play)",1.730,1.060
4,0:20,,,,24,24,Timeout #3 by Oakland Raiders,0.000,1.060
4,0:20,2,9,OAK 39,24,24,Rick Mirer pass complete to Tim Johnson for 10 yards (tackle by Sam Cowart),1.060,-0.460
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
,,,,,,,"Jets won the coin toss, Jets to receive the overtime kickoff.",,
OT,15:00,2,9,OAK 30,24,24,"Sebastian Janikowski kicks off 57 yards, returned by LaMont Jordan for 12 yards (tackle by Zack Crockett)",0.460,0.610
OT,14:56,1,10,NYJ 25,24,24,"Chad Pennington for no gain. Kevin Mawae fumbles, recovered by Kevin Mawae at NYJ-NYJ",0.610,0.060
OT,14:27,2,10,NYJ 25,24,24,Chad Pennington pass complete to Jerald Sowell for 4 yards (tackle by Charles Woodson),0.060,-0.100
OT,13:42,3,6,NYJ 29,24,24,"Chad Pennington pass complete to Curtis Conway for 8 yards (tackle by Eric Barton). Penalty on Kevin Mawae: Personal Foul, 15 yards",-0.100,0.410
OT,13:16,1,10,NYJ 22,24,24,Curtis Martin for 8 yards (tackle by Napoleon Harris and Charles Woodson),0.410,0.950
OT,12:35,2,2,NYJ 30,24,24,Santana Moss left end for 25 yards (tackle by Roderick Coleman),0.950,2.590
OT,12:03,1,10,OAK 45,24,24,LaMont Jordan left end for 8 yards (tackle by Rod Woodson),2.590,3.120
OT,11:35,2,2,OAK 37,24,24,Chad Pennington pass complete to Jerald Sowell for 1 yard (tackle by Roderick Coleman),3.120,2.540
OT,10:57,3,1,OAK 36,24,24,LaMont Jordan for 6 yards (tackle by Travian Smith),2.540,3.580
OT,10:18,1,10,OAK 30,24,24,Curtis Martin for 4 yards (tackle by Eric Barton),3.580,3.570
OT,9:38,2,6,OAK 26,24,24,Curtis Martin for 5 yards (tackle by Rod Woodson),3.570,3.530
OT,9:28,3,1,OAK 21,24,24,LaMont Jordan right end for no gain (tackle by Anthony Dorsett),3.530,2.210
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
OT,9:08,3,1,OAK 21,24,24,Timeout #1 by Oakland Raiders,3.530,2.210
OT,9:08,4,1,OAK 21,27,24,Doug Brien 38 yard field goal good,2.210,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
