Quarter,Time,Down,ToGo,Location,NOR,MIA,Detail,EPB,EPA
1,8:33,3,5,NOR 40,0,0,Chad Henne pass incomplete deep middle intended for Davone Bess,2.010,0.590
1,8:26,4,5,NOR 40,0,0,Penalty on Brandon Fields: Delay of Game (Declined),0.590,0.590
1,8:26,4,5,NOR 40,0,0,"Brandon Fields punts 33 yards, fair catch by Lance Moore",0.590,0.380
1,8:19,1,10,NOR 7,0,0,"Penalty on Jermon Bushrod: False Start, 3 yards (no play)",-0.380,-0.490
1,8:19,1,13,NOR 4,0,0,"Penalty on Drew Brees: Delay of Game, 2 yards (no play)",-0.490,-0.570
1,8:19,1,15,NOR 2,0,0,Drew Brees pass incomplete short left intended for David Thomas (defended by Jason Taylor),-0.570,-1.150
1,8:15,2,15,NOR 2,0,0,Heath Evans left tackle for 2 yards (tackle by Akin Ayodele and Randy Starks),-1.150,-1.770
1,7:37,3,13,NOR 4,0,0,Drew Brees pass incomplete deep right intended for Devery Henderson is intercepted by Tyrone Culver at NOR-27 and returned for 23 yards,-1.770,-6.280
1,7:25,1,4,NOR 4,0,6,"Ricky Williams right guard for 4 yards, touchdown",6.280,7.000
1,7:25,,,NOR 2,0,7,Dan Carpenter kicks extra point good,0.000,0.000
1,7:25,,,MIA 30,0,7,"Dan Carpenter kicks off 73 yards, returned by Courtney Roby for 87 yards (tackle by Vontae Davis). Penalty on Courtney Roby: Delay of Game, 5 yards",0.000,4.170
1,7:07,1,10,MIA 21,0,7,Drew Brees pass complete short middle to Heath Evans for -5 yards (tackle by Jason Ferguson),4.170,2.950
1,6:28,2,15,MIA 26,0,7,Reggie Bush left tackle for 2 yards (tackle by Channing Crowder and Jason Taylor),2.950,2.540
1,5:57,3,13,MIA 24,0,7,Drew Brees sacked by Yeremiah Bell and Randy Starks for -4 yards,2.540,1.590
1,5:10,4,17,MIA 28,3,7,John Carney 46 yard field goal good,1.590,3.000
1,5:10,,,NOR 30,3,7,"Thomas Morstead kicks off 67 yards, returned by Ted Ginn for 34 yards (tackle by Pierson Prioleau)",0.000,1.400
1,4:58,1,10,MIA 37,3,7,"Penalty on Jake Grove: False Start, 5 yards (no play)",1.400,1.070
1,4:58,1,15,MIA 32,3,13,"Ricky Williams left end for 68 yards, touchdown",1.070,7.000
1,4:58,,,NOR 2,3,14,Dan Carpenter kicks extra point good,0.000,0.000
1,4:58,,,MIA 30,3,14,"Dan Carpenter kicks off 70 yards, touchback",0.000,0.280
1,4:47,1,10,NOR 20,3,14,Pierre Thomas right guard for 5 yards (tackle by Gibril Wilson and Joey Porter),0.280,0.410
1,4:10,2,5,NOR 25,3,14,Drew Brees pass incomplete short left intended for Reggie Bush (defended by Sean Smith),0.410,-0.300
1,4:03,3,5,NOR 25,3,14,Drew Brees pass incomplete short middle intended for Lance Moore (defended by Tony McDaniel),-0.300,-1.700
1,3:57,4,5,NOR 25,3,14,"Thomas Morstead punts 49 yards, returned by Davone Bess for 14 yards (tackle by Pierson Prioleau)",-1.700,-1.600
1,3:45,1,10,MIA 40,3,14,Ronnie Brown middle for 7 yards (tackle by Tracy Porter and Jonathan Vilma),1.600,2.000
1,3:08,2,3,MIA 47,3,14,Ricky Williams right tackle for 1 yard (tackle by Remi Ayodele and Sedrick Ellis),2.000,1.420
1,2:33,3,2,MIA 48,3,14,Ronnie Brown right tackle for 2 yards (tackle by Jabari Greer and Sedrick Ellis),1.420,2.260
1,1:52,1,10,,3,14,Ronnie Brown right end for 4 yards (tackle by Darren Sharper),2.260,2.250
1,1:07,2,6,NOR 46,3,14,Ted Ginn left end for 5 yards (tackle by Will Smith),2.250,2.210
1,0:34,2,6,NOR 46,3,14,Timeout #2 by Miami Dolphins,2.250,2.210
1,0:34,3,1,NOR 41,3,14,Lousaka Polite middle for 3 yards (tackle by Jonathan Vilma),2.210,3.050
Quarter,Time,Down,ToGo,Location,NOR,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 38,3,14,Pat White right end for -3 yards (tackle by Jonathan Vilma),3.050,2.100
2,14:19,2,13,NOR 41,3,14,Chad Henne pass complete deep left to Greg Camarillo for 24 yards (tackle by Tracy Porter),2.100,4.440
2,13:36,1,10,NOR 17,3,14,Ricky Williams right end for -3 yards (tackle by Jonathan Vilma),4.440,3.490
2,12:52,2,13,NOR 20,3,14,Ronnie Brown left end for -1 yards (tackle by Scott Shanle),3.490,2.680
2,12:06,3,14,NOR 21,3,14,Chad Henne pass complete short left to Davone Bess for 7 yards (tackle by Scott Shanle),2.680,2.510
2,11:25,4,7,NOR 14,3,17,Dan Carpenter 32 yard field goal good,2.510,3.000
2,11:25,,,MIA 30,3,17,"Dan Carpenter kicks off 71 yards, returned by Courtney Roby for 18 yards (tackle by Jason Allen)",0.000,-0.060
2,11:16,1,10,NOR 17,3,17,Drew Brees pass incomplete short left intended for Reggie Bush,-0.060,-0.580
2,11:11,2,10,NOR 17,3,17,"Penalty on Jason Ferguson: Neutral Zone Infraction, 5 yards (no play)",-0.580,0.210
2,11:11,2,5,NOR 22,3,17,Drew Brees pass incomplete short left intended for Reggie Bush (defended by Gibril Wilson),0.210,-0.620
2,11:06,3,5,NOR 22,3,17,Drew Brees pass incomplete short left intended for Lance Moore is intercepted by Reggie Torbor at NOR-19,-0.620,-4.310
2,11:00,1,10,NOR 19,3,17,Ronnie Brown left end for 8 yards (tackle by Sedrick Ellis and Tracy Porter),4.310,5.140
2,10:22,2,2,NOR 11,3,17,Ronnie Brown left guard for 1 yard (tackle by Scott Shanle),5.140,4.690
2,9:43,3,1,NOR 10,3,17,Lousaka Polite middle for 2 yards (tackle by Scott Shanle),4.690,5.370
2,9:02,1,8,NOR 8,3,23,"Ronnie Brown right tackle for 8 yards, touchdown",5.370,7.000
2,9:02,,,NOR 2,3,24,Dan Carpenter kicks extra point good,0.000,0.000
2,9:02,,,MIA 30,3,24,"Dan Carpenter kicks off 73 yards, returned by Courtney Roby for 28 yards (tackle by Reggie Torbor)",0.000,0.610
2,8:50,1,10,NOR 25,3,24,Zach Strief for 9 yards (tackle by Yeremiah Bell and Gibril Wilson),0.610,1.280
2,8:13,2,1,NOR 34,3,24,Pierre Thomas left tackle for 6 yards (tackle by Jason Taylor and Sean Smith),1.280,1.600
2,7:36,1,10,NOR 40,3,24,Drew Brees pass complete short middle to Marques Colston for 25 yards (tackle by Sean Smith),1.600,3.250
2,7:10,1,10,MIA 35,3,24,Zach Strief for no gain (tackle by Paul Soliai and Randy Starks),3.250,2.700
2,6:28,2,10,MIA 35,3,24,"Drew Brees sacked by Jason Taylor for -6 yards. Drew Brees fumbles (forced by Jason Taylor), recovered by Jonathan Goodwin at MIA-40",2.700,1.350
2,6:02,3,15,MIA 40,3,24,Drew Brees pass complete short right to Devery Henderson for 9 yards (tackle by Will Allen),1.350,1.340
2,5:19,4,6,MIA 31,3,24,John Carney 49 yard field goal no good,1.340,-1.600
2,5:13,1,10,MIA 40,3,24,Ricky Williams middle for 4 yards (tackle by Remi Ayodele and Roman Harper),1.600,1.590
2,4:37,2,6,MIA 44,3,24,Ricky Williams right tackle for -1 yards (tackle by Jonathan Vilma),1.590,0.760
2,4:29,2,6,MIA 44,3,24,Timeout #1 by New Orleans Saints,1.590,0.760
2,4:29,3,7,MIA 43,3,24,Chad Henne pass incomplete short left intended for Ted Ginn (defended by Tracy Porter),0.760,-0.520
2,4:24,4,7,MIA 43,3,24,"Brandon Fields punts 51 yards, returned by Reggie Bush for 3 yards (tackle by Jason Allen)",-0.520,0.380
2,4:13,1,10,NOR 9,3,24,Reggie Bush left guard for -2 yards (tackle by Joey Porter),-0.380,-0.930
2,3:41,2,12,NOR 7,3,24,Drew Brees pass complete short left to Marques Colston for 3 yards (tackle by Yeremiah Bell),-0.930,-1.300
2,3:02,3,9,NOR 10,3,24,Drew Brees sacked by Yeremiah Bell for -6 yards,-1.300,-2.490
2,2:31,4,15,NOR 4,3,24,"Thomas Morstead punts 53 yards, returned by Ted Ginn for -2 yards (tackle by Courtney Roby)",-2.490,-1.660
2,2:21,1,10,MIA 41,3,24,"Penalty on Remi Ayodele: Defensive Offside, 5 yards (no play)",1.660,2.390
2,2:03,1,5,MIA 46,3,24,Ronnie Brown right guard for no gain (tackle by Anthony Hargrove and Troy Evans),2.390,1.800
2,1:57,2,5,MIA 46,3,24,Chad Henne pass complete short right to Anthony Fasano for 14 yards (tackle by Jonathan Vilma and Darren Sharper),1.800,2.920
2,1:51,1,10,NOR 40,3,24,Chad Henne sacked by Anthony Hargrove for -7 yards,2.920,1.430
2,1:43,1,10,NOR 40,3,24,Timeout #2 by New Orleans Saints,2.920,1.430
2,1:43,2,17,NOR 47,3,24,"Chad Henne pass complete short right to Davone Bess for -2 yards. Davone Bess fumbles (forced by Roman Harper), recovered by Scott Shanle at NOR-49",1.430,-2.190
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,1:38,1,10,NOR 49,3,24,Drew Brees pass complete short left to Lance Moore for 7 yards (tackle by Channing Crowder),2.190,2.590
2,1:15,2,3,MIA 44,3,24,Drew Brees pass incomplete short right intended for Marques Colston (defended by Nate Jones),2.590,1.880
2,1:08,3,3,MIA 44,3,24,Drew Brees pass complete short right to Reggie Bush for 5 yards (tackle by Nate Jones and Randy Starks),1.880,2.980
2,0:43,1,10,MIA 39,3,24,"Penalty on Joey Porter: Defensive Offside, 5 yards (no play)",2.980,3.710
2,0:41,1,5,MIA 34,3,24,Drew Brees pass complete short middle to Jeremy Shockey for 9 yards (tackle by Gibril Wilson),3.710,3.910
2,0:35,1,5,MIA 34,3,24,Timeout #3 by New Orleans Saints,3.710,3.910
2,0:35,1,10,MIA 25,3,24,Drew Brees pass complete short middle to Devery Henderson for 4 yards (tackle by Yeremiah Bell),3.910,3.900
2,0:17,2,6,MIA 21,3,24,Drew Brees pass incomplete short right intended for Marques Colston (defended by Nate Jones),3.900,3.200
2,0:12,3,6,MIA 21,3,24,Drew Brees pass complete deep middle to Marques Colston for 20 yards (tackle by Nate Jones and Tyrone Culver),3.200,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,0:05,3,6,MIA 21,3,24,Timeout #3 by Miami Dolphins,3.200,6.970
2,0:05,1,1,MIA 1,9,24,"Drew Brees middle for 1 yard, touchdown",6.970,7.000
2,0:05,,,MIA 2,10,24,John Carney kicks extra point good,0.000,0.000
2,0:05,,,NOR 30,10,24,"Thomas Morstead kicks off 50 yards, returned by Reggie Torbor for 9 yards (tackle by Chris Reis)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NOR,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,10,24,"Thomas Morstead kicks off 73 yards, returned by Ted Ginn for 20 yards (tackle by Marvin Mitchell)",0.000,-0.060
3,14:54,1,10,MIA 17,10,24,Ricky Williams right tackle for -1 yards (tackle by Roman Harper and Remi Ayodele),-0.060,-0.730
3,14:17,2,11,MIA 16,10,24,Chad Henne pass incomplete short right intended for Joey Haynos,-0.730,-1.410
3,14:10,3,11,MIA 16,16,24,"Chad Henne pass incomplete deep left intended for Ted Ginn is intercepted by Darren Sharper at MIA-42 and returned for 42 yards, touchdown",-1.410,-7.000
,,,,,,,"MIA challenged the incomplete pass ruling, and the play was upheld.",,
3,13:56,,,MIA 2,17,24,John Carney kicks extra point good,0.000,0.000
3,13:56,,,NOR 30,17,24,"Thomas Morstead kicks off 65 yards, returned by Ted Ginn for 18 yards (tackle by Jo-Lonn Dunbar)",0.000,0.480
3,13:50,1,10,MIA 23,17,24,Chad Henne sacked by Anthony Hargrove for -7 yards,0.480,-1.150
3,13:21,2,17,MIA 16,17,24,Chad Henne pass complete short right to Brian Hartline for 9 yards (tackle by Jabari Greer),-1.150,-0.490
3,12:46,3,8,MIA 25,17,24,Chad Henne pass incomplete deep right intended for Brian Hartline (defended by Roman Harper),-0.490,-1.700
3,12:40,4,8,MIA 25,17,24,"Brandon Fields punts 46 yards, returned by Reggie Bush for 6 yards (tackle by Reggie Torbor)",-1.700,-1.270
3,12:29,1,10,NOR 35,17,24,Pierre Thomas right tackle for 3 yards (tackle by Jason Ferguson and Randy Starks),1.270,1.130
3,11:49,2,7,NOR 38,17,24,Drew Brees pass incomplete deep middle intended for Devery Henderson (defended by Joey Porter),1.130,0.430
3,11:44,3,7,NOR 38,17,24,Drew Brees pass complete deep middle to Devery Henderson for 37 yards (tackle by Tyrone Culver),0.430,3.910
3,10:59,1,10,MIA 25,17,24,Drew Brees pass incomplete short right intended for Marques Colston (defended by Will Allen),3.910,3.360
3,10:54,2,10,MIA 25,17,24,Pierre Thomas left end for -1 yards (tackle by Channing Crowder and Nate Jones),3.360,2.540
3,10:11,3,11,MIA 26,17,24,Drew Brees pass incomplete deep middle intended for Marques Colston is intercepted by Nate Jones at MIA--1,2.540,-0.280
3,10:02,1,10,MIA 20,17,24,Ronnie Brown left end for 6 yards (tackle by Darren Sharper),0.280,0.540
3,9:36,2,4,MIA 26,17,24,Ronnie Brown right tackle for 2 yards (tackle by Darren Sharper and Jo-Lonn Dunbar),0.540,0.100
3,8:55,3,2,MIA 28,17,24,Ronnie Brown right tackle for 1 yard (tackle by Jonathan Vilma),0.100,-1.440
3,8:23,4,1,MIA 29,17,24,"Brandon Fields punts 51 yards, returned by Reggie Bush for 1 yard (tackle by Vontae Davis)",-1.440,-0.340
3,8:12,1,10,NOR 21,17,24,Drew Brees pass incomplete short middle intended for Marques Colston,0.340,-0.200
3,8:07,2,10,NOR 21,17,24,Drew Brees sacked by Joey Porter and Phillip Merling for -7 yards,-0.200,-2.130
3,7:28,3,17,NOR 14,17,24,"Drew Brees sacked by Jason Taylor for -1 yards. Drew Brees fumbles (forced by Jason Taylor), recovered by Randy Starks at NOR-15",-2.130,-4.580
3,7:17,1,10,NOR 15,17,24,Ricky Williams left end for 4 yards (tackle by Scott Shanle),4.580,4.640
3,6:42,2,6,NOR 11,17,24,Ronnie Brown right end for -4 yards (tackle by Anthony Hargrove),4.640,3.100
3,6:09,3,10,NOR 15,17,24,Chad Henne pass incomplete short right intended for Ricky Williams,3.100,2.440
3,6:04,4,10,NOR 15,17,27,Dan Carpenter 33 yard field goal good,2.440,3.000
3,6:04,,,MIA 30,17,27,"Dan Carpenter kicks off 60 yards, returned by Courtney Roby for 8 yards (tackle by Erik Walden)",0.000,0.040
3,5:53,1,10,NOR 18,17,27,Mike Bell right tackle for 35 yards (tackle by Yeremiah Bell),0.040,2.460
3,5:11,1,10,MIA 47,17,27,Mike Bell middle for 5 yards (tackle by Phillip Merling),2.460,2.590
3,4:34,2,5,MIA 42,17,27,Devery Henderson right end for 13 yards (tackle by Gibril Wilson),2.590,3.640
3,3:55,1,10,MIA 29,17,27,Pierre Thomas left guard for 6 yards (tackle by Jason Ferguson and Randy Starks),3.640,3.910
3,3:17,2,4,MIA 23,17,27,Drew Brees pass complete short right to Lance Moore for 11 yards (tackle by Vontae Davis),3.910,4.780
3,2:35,1,10,MIA 12,17,27,Pierre Thomas middle for 2 yards (tackle by Jason Ferguson),4.780,4.450
3,1:59,2,8,MIA 10,17,27,Drew Brees pass complete short right to Reggie Bush for no gain,4.450,3.480
3,1:15,3,8,MIA 10,23,27,"Drew Brees pass complete short right to Marques Colston for 10 yards, touchdown",3.480,7.000
3,1:15,,,MIA 2,24,27,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,,,"Thomas Morstead kicks off 72 yards, returned by Ted Ginn for 31 yards",,
3,1:04,1,10,MIA 29,24,27,Chad Henne pass incomplete short left intended for Joey Haynos,0.870,0.330
3,0:59,2,10,MIA 29,24,27,Chad Henne pass complete short left to Brian Hartline for 67 yards (tackle by Tracy Porter),0.330,6.280
3,0:07,1,4,NOR 4,24,33,"Ricky Williams left end for 4 yards, touchdown",6.280,7.000
3,0:07,,,NOR 2,24,34,Dan Carpenter kicks extra point good,0.000,0.000
3,0:07,,,MIA 30,24,34,"Dan Carpenter kicks off 70 yards, returned by Courtney Roby for 21 yards (tackle by Cameron Wake)",0.000,0.340
Quarter,Time,Down,ToGo,Location,NOR,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 21,24,34,Drew Brees pass complete deep middle to Jeremy Shockey for 66 yards (tackle by Gibril Wilson),0.340,4.710
4,14:12,1,10,MIA 13,24,34,Mike Bell left tackle for 3 yards (tackle by Randy Starks and Jason Taylor),4.710,4.580
4,13:33,2,7,MIA 10,30,34,"Reggie Bush left end for 10 yards, touchdown. Penalty on Channing Crowder: Unnecessary Roughness, 15 yards",4.580,7.000
4,13:33,,,MIA 2,31,34,John Carney kicks extra point good,0.000,0.000
4,13:33,,,NOR 45,31,34,"Thomas Morstead kicks off 55 yards, touchback",0.000,0.280
4,13:23,1,10,MIA 20,31,34,Chad Henne pass incomplete deep right intended for Davone Bess (defended by Jabari Greer),0.280,-0.270
4,13:17,2,10,MIA 20,31,34,Chad Henne pass incomplete short right intended for Davone Bess (defended by Jabari Greer),-0.270,-0.960
4,13:12,3,10,MIA 20,31,34,Chad Henne pass incomplete deep middle intended for Ted Ginn,-0.960,-2.030
4,13:05,4,10,MIA 20,31,34,"Brandon Fields punts 44 yards, returned by Reggie Bush for 4 yards (tackle by Nate Jones)",-2.030,-1.600
4,12:52,1,10,NOR 40,31,34,Mike Bell left tackle for 4 yards (tackle by Joey Porter),1.600,1.590
4,12:21,2,6,NOR 44,31,34,Mike Bell middle for 7 yards (tackle by Phillip Merling),1.590,2.320
4,11:38,1,10,MIA 49,31,34,Drew Brees pass complete deep middle to Jeremy Shockey for 16 yards (tackle by Yeremiah Bell),2.320,3.380
4,10:58,1,10,MIA 33,31,34,Mike Bell middle for 2 yards (tackle by Kendall Langford and Jason Ferguson),3.380,3.110
4,10:19,2,8,MIA 31,31,34,Drew Brees pass complete short left to Jeremy Shockey for 14 yards (tackle by Yeremiah Bell),3.110,4.440
4,9:43,1,10,MIA 17,31,34,Mike Bell middle for 7 yards (tackle by Akin Ayodele),4.440,5.100
4,9:06,2,3,MIA 10,31,34,Drew Brees pass complete short right to Heath Evans for 8 yards (tackle by Akin Ayodele),5.100,6.740
4,8:38,1,2,MIA 2,37,34,"Drew Brees middle for 2 yards, touchdown",6.740,7.000
4,8:38,,,MIA 2,37,34,John Carney kicks extra point no good,0.000,-1.000
4,8:38,,,NOR 30,37,34,"Thomas Morstead kicks off 78 yards, touchback",0.000,0.280
4,8:35,1,10,MIA 20,37,34,Chad Henne pass incomplete short middle intended for Joey Haynos (defended by Will Smith),0.280,-0.270
4,8:30,2,10,MIA 20,37,34,Ronnie Brown pass incomplete deep left intended for Anthony Fasano,-0.270,-0.960
4,8:21,3,10,MIA 20,37,34,Chad Henne pass incomplete short left intended for Brian Hartline,-0.960,-2.030
4,8:15,4,10,MIA 20,37,34,"Brandon Fields punts 55 yards, returned by Reggie Bush for 9 yards (tackle by Cameron Wake)",-2.030,-1.200
4,8:01,1,10,NOR 34,37,34,"Mike Bell left tackle for 4 yards (tackle by Phillip Merling). Penalty on Joey Porter: Unnecessary Roughness, 15 yards",1.200,2.460
4,7:36,1,10,MIA 47,37,34,Mike Bell left guard for 3 yards (tackle by Kendall Langford and Jason Ferguson),2.460,2.320
4,6:56,2,7,MIA 44,37,34,Drew Brees pass complete deep middle to Devery Henderson for 21 yards (tackle by Gibril Wilson),2.320,4.040
4,6:17,1,10,MIA 23,37,34,Mike Bell right guard for 6 yards (tackle by Akin Ayodele),4.040,4.380
4,5:44,2,4,MIA 17,37,34,Drew Brees pass incomplete short right intended for Jeremy Shockey,4.380,3.660
4,5:38,3,4,MIA 17,37,34,Drew Brees pass complete short right to Reggie Bush for 11 yards (tackle by Tyrone Culver),3.660,5.830
4,4:49,1,6,MIA 6,37,34,Mike Bell left guard for 4 yards (tackle by Gibril Wilson),5.830,5.720
4,4:15,2,2,MIA 2,37,34,Mike Bell left tackle for no gain (tackle by Gibril Wilson and Akin Ayodele),5.720,4.950
4,3:31,2,2,MIA 2,37,34,Timeout #1 by New Orleans Saints,5.720,4.950
4,3:31,3,2,MIA 2,37,34,Drew Brees pass incomplete short right intended for Marques Colston,4.950,3.250
4,3:27,4,2,MIA 2,40,34,John Carney 20 yard field goal good,3.250,3.000
4,3:27,,,NOR 30,40,34,"Thomas Morstead kicks off 74 yards, touchback",0.000,0.280
4,3:23,1,10,MIA 20,40,34,Chad Henne pass complete short middle to Ricky Williams for 7 yards (tackle by Jonathan Vilma),0.280,0.680
4,3:01,2,3,MIA 27,40,34,Chad Henne pass incomplete short left intended for Ted Ginn,0.680,-0.030
4,2:55,3,3,MIA 27,40,34,Chad Henne pass complete deep middle to Greg Camarillo for 17 yards (tackle by Tracy Porter),-0.030,1.860
4,2:26,1,10,MIA 44,40,34,"Chad Henne pass complete short left to Greg Camarillo for 7 yards (tackle by Randall Gay). Penalty on Greg Camarillo: Illegal Forward Pass, 5 yards",1.860,1.590
4,2:17,2,8,MIA 46,40,34,Chad Henne pass incomplete short left intended for Ricky Williams,1.590,0.890
4,2:11,3,8,MIA 46,40,34,"Penalty on Jake Grove: False Start, 5 yards (no play)",0.890,0.230
4,2:11,3,13,MIA 41,40,34,Chad Henne pass incomplete short right intended for Lousaka Polite,0.230,-0.650
4,2:06,4,13,MIA 41,46,34,"Chad Henne pass incomplete short left intended for Greg Camarillo is intercepted by Tracy Porter at NOR-46 and returned for 54 yards, touchdown. Penalty on Ted Ginn: Illegal Shift (Declined)",-0.650,-7.000
4,1:53,4,13,MIA 41,46,34,Timeout #2 by New Orleans Saints,-0.650,0.000
4,1:53,,,,46,34,"Two Point Attempt: Drew Brees pass incomplete intended for Marques Colston, conversion fails",1.000,-1.000
4,1:53,,,NOR 30,46,34,"Thomas Morstead kicks off 65 yards, out of bounds",0.000,1.600
4,1:53,1,10,MIA 40,46,34,Ronnie Brown left tackle for 5 yards (tackle by Tracy Porter),1.600,1.730
4,1:32,2,5,MIA 45,46,34,Chad Henne pass complete short left to Greg Camarillo for 4 yards (tackle by Pierson Prioleau and Tracy Porter),1.730,1.550
4,1:08,3,1,MIA 49,46,34,Chad Henne pass complete short right to Anthony Fasano for 6 yards (tackle by Jabari Greer),1.550,2.590
4,0:45,1,10,NOR 45,46,34,Chad Henne pass complete short right to Anthony Fasano for 1 yard (tackle by Jabari Greer),2.590,2.180
4,0:40,1,10,NOR 45,46,34,Timeout #2 by Miami Dolphins,2.590,2.180
4,0:40,2,9,NOR 44,46,34,Chad Henne pass complete short right to Greg Camarillo for 3 yards (tackle by Usama Young),2.180,1.880
4,0:34,3,6,NOR 41,46,34,Chad Henne pass complete short middle to Ted Ginn for 10 yards (tackle by Tracy Porter),1.880,3.510
4,0:28,3,6,NOR 41,46,34,Timeout #3 by Miami Dolphins,1.880,3.510
4,0:28,1,10,NOR 31,46,34,"Chad Henne pass incomplete short right intended for Greg Camarillo (defended by Usama Young). Penalty on Usama Young: Defensive Holding, 5 yards (no play)",3.510,3.840
4,0:23,1,10,NOR 26,46,34,Chad Henne pass incomplete deep left intended for Ted Ginn,3.840,3.300
4,0:17,2,10,NOR 26,46,34,Chad Henne pass complete short right to Brian Hartline for 18 yards (tackle by Randall Gay),3.300,5.370
4,0:06,1,8,NOR 8,46,34,Chad Henne spiked the ball. Penalty on Brian Hartline: Illegal Shift (no play),5.370,4.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
