#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NOR 27,4,2:34,22,Punt
2,1,8:19,NOR 7,3,0:54,-3,Interception
3,1,7:20,MIA 21,4,2:14,-7,Field Goal
4,1,4:47,NOR 20,3,1:02,5,Punt
5,2,11:21,NOR 17,3,0:21,5,Interception
6,2,8:55,NOR 25,7,3:42,44,Missed FG
7,2,4:13,NOR 9,3,1:52,-5,Punt
8,2,1:38,NOR 49,8,1:36,51,Touchdown
9,3,12:29,NOR 35,6,2:27,39,Interception
10,3,8:12,NOR 21,3,0:55,-7,Fumble
11,3,5:59,NOR 18,8,4:50,82,Touchdown
12,3,0:03,NOR 21,3,1:40,79,Touchdown
13,4,12:52,NOR 40,8,4:17,60,Touchdown
14,4,8:01,NOR 34,10,4:38,64,Field Goal
