Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
1,5:02,1,10,SFO 36,0,0,Ken Dorsey pass incomplete intended for Brandon Lloyd,1.330,0.790
1,4:54,2,10,SFO 36,0,0,Kevan Barlow left guard for 1 yard (tackle by Chris Hovan),0.790,0.230
1,4:14,3,9,SFO 37,0,0,Ken Dorsey for 5 yards (tackle by Juran Bolden and Anthony McFarland),0.230,-0.590
1,3:42,4,4,SFO 42,0,0,"Andy Lee punts 37 yards, fair catch by Mark Jones",-0.590,-0.340
1,3:35,1,10,TAM 21,0,0,Chris Simms pass complete to Michael Clayton for 8 yards (tackle by Bruce Thornton),0.340,0.880
1,3:14,2,2,TAM 29,0,0,Cadillac Williams up the middle for -4 yards (tackle by Tony Parrish),0.880,-0.360
1,2:35,3,6,TAM 25,0,0,Chris Simms pass complete to Michael Clayton for 14 yards (tackle by Ben Emanuel),-0.360,1.530
1,1:53,1,10,TAM 39,0,0,Chris Simms pass complete to Joey Galloway for 18 yards (tackle by Mike Adams),1.530,2.720
1,1:29,1,10,SFO 43,0,0,Cadillac Williams left guard for -1 yards (tackle by Derek Smith and Marques Douglas),2.720,2.040
1,0:52,2,11,SFO 44,0,0,"Chris Simms pass incomplete intended for Alex Smith (defended by Marques Douglas). Penalty on Chris Simms: Intentional Grounding, 10 yards",2.040,0.040
1,0:44,3,21,TAM 46,0,0,"Penalty on Anthony Davis: False Start, 5 yards (no play)",0.040,-0.630
1,0:44,3,26,TAM 41,0,0,Cadillac Williams up the middle for 15 yards (tackle by Tony Parrish and Mike Adams),-0.630,0.330
1,0:14,4,11,SFO 44,0,0,"Josh Bidwell punts 44 yards, touchback",0.330,-0.280
1,0:05,1,10,SFO 20,0,0,Ken Dorsey pass complete to Johnnie Morton for 7 yards (tackle by Ronde Barber),0.280,0.680
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,SFO 27,0,0,Kevan Barlow up the middle for 1 yard (tackle by Ryan Nece and Greg Spires),0.680,0.100
2,14:20,3,2,SFO 28,0,0,Ken Dorsey pass incomplete intended for Fred Beasley,0.100,-1.500
2,14:15,4,2,SFO 28,0,0,"Andy Lee punts 36 yards, returned by Mark Jones for 1 yard (tackle by Keith Lewis)",-1.500,-1.400
2,14:06,1,10,TAM 37,0,0,Chris Simms pass complete to Michael Pittman for 3 yards,1.400,1.260
2,13:31,2,7,TAM 40,0,0,Michael Pittman left guard for 2 yards (tackle by Isaac Sopoaga and Brandon Moore),1.260,0.830
2,12:50,3,5,TAM 42,0,0,Chris Simms pass complete to Edell Shepherd for 3 yards,0.830,-0.390
2,12:34,4,2,TAM 45,0,0,"Josh Bidwell punts 55 yards, touchback",-0.390,-0.280
2,12:27,1,10,SFO 20,0,0,Kevan Barlow up the middle for 3 yards (tackle by Ryan Nece),0.280,0.140
2,11:50,2,7,SFO 23,0,0,Kevan Barlow left end for 1 yard (tackle by Derrick Brooks),0.140,-0.430
2,11:08,3,6,SFO 24,0,0,Ken Dorsey pass incomplete intended for Terry Jackson,-0.430,-1.770
2,11:00,4,6,SFO 24,0,0,"Andy Lee punts 41 yards, returned by Mark Jones for 8 yards (tackle by Terry Jackson)",-1.770,-1.800
2,10:48,1,10,TAM 43,0,0,Chris Simms pass incomplete intended for Cadillac Williams,1.800,1.250
2,10:41,2,10,TAM 43,0,0,Cadillac Williams left end for no gain (tackle by Isaac Sopoaga and Mike Adams),1.250,0.560
2,10:06,3,10,TAM 43,0,0,"Penalty on Anthony Adams: Encroachment, 5 yards (no play)",0.560,1.220
2,9:42,3,5,TAM 48,0,0,Chris Simms pass incomplete intended for Michael Clayton,1.220,-0.190
2,9:34,4,5,TAM 48,0,0,Josh Bidwell punts 33 yards (tackle by Marquis Cooper),-0.190,-0.540
2,9:27,1,10,SFO 24,0,0,Frank Gore up the middle for 1 yard (tackle by Ryan Nece),0.540,0.130
2,8:53,2,9,SFO 25,0,0,Ken Dorsey pass complete to Billy Bajema for 5 yards (tackle by Shelton Quarles and Ryan Nece),0.130,0.100
2,8:11,3,4,SFO 30,0,0,Ken Dorsey pass incomplete intended for Trent Smith (defended by Ronde Barber),0.100,-1.370
2,8:04,4,4,SFO 30,0,0,"Andy Lee punts 43 yards, returned by Mark Jones for 1 yard (tackle by Jim Maxwell). Penalty on Kalvin Pearson: Illegal Block Above the , 10 yards",-1.370,-0.040
2,7:52,1,10,TAM 18,0,0,Chris Simms pass incomplete intended for Joey Galloway,0.040,-0.490
2,7:49,2,10,TAM 18,0,0,Cadillac Williams left tackle for -1 yards (tackle by Derek Smith). Penalty on Sean Mahan: Offensive Holding (Declined),-0.490,-1.340
2,7:24,3,11,TAM 17,0,0,Chris Simms pass incomplete intended for Joey Galloway (defended by Bruce Thornton),-1.340,-2.320
2,7:17,4,11,TAM 17,0,0,"Josh Bidwell punts 35 yards, returned by Rasheed Marshall for no gain. Rasheed Marshall fumbles, recovered by Ben Emanuel at TAM-48 (tackle by Blue Adams)",-2.320,-2.390
2,7:09,1,10,TAM 48,0,0,"Frank Gore left end for 1 yard (tackle by Ronde Barber). Penalty on Ellis Wyms: Personal Foul, 15 yards",2.390,3.450
2,6:46,1,10,TAM 32,0,0,Kevan Barlow right guard for 5 yards (tackle by Will Allen),3.450,3.580
2,6:13,2,5,TAM 27,0,0,Ken Dorsey pass incomplete intended for Brandon Lloyd,3.580,2.870
2,6:09,3,5,TAM 27,0,0,Ken Dorsey pass incomplete intended for Brandon Lloyd,2.870,1.720
2,6:04,4,5,TAM 27,0,3,Joe Nedney 45 yard field goal good,1.720,3.000
2,,,,SFO 30,0,3,"Joe Nedney kicks off 67 yards, returned by Torrie Cox for 17 yards (tackle by Derrick Johnson). Penalty on Jameel Cook: Offensive Holding, 10 yards",0.000,-0.380
2,5:51,1,10,TAM 10,0,3,"Cadillac Williams right end for 4 yards (tackle by Mike Adams). Penalty on Anthony Adams: Unnecessary Roughness, 15 yards",-0.380,0.870
2,5:34,1,10,TAM 29,0,3,Chris Simms pass complete to Joey Galloway for 19 yards,0.870,2.130
2,5:09,1,10,TAM 48,0,3,Chris Simms pass complete to Alex Smith for 24 yards (tackle by Shawntae Spencer),2.130,3.710
2,4:26,,,,0,3,Timeout #1 by San Francisco 49ers,0.000,3.710
2,4:26,1,10,SFO 28,0,3,Chris Simms pass complete to Mike Alstott for 9 yards (tackle by Bruce Thornton),3.710,4.420
2,3:44,2,1,SFO 19,0,3,Cadillac Williams up the middle for no gain (tackle by Mike Adams),4.420,3.720
2,3:15,3,1,SFO 19,0,3,Chris Simms up the middle for 1 yard (tackle by Derek Smith),3.720,4.370
2,2:20,1,10,SFO 18,0,3,"Chris Simms pass complete to Ike Hilliard for 7 yards (tackle by Tony Parrish and Shawntae Spencer). Penalty on Ike Hilliard: Offensive Offside, 5 yards (no play)",4.370,4.040
2,2:00,1,15,SFO 23,0,3,Chris Simms pass incomplete intended for Joey Galloway,4.040,3.150
2,1:55,2,15,SFO 23,0,3,Chris Simms sacked by Derrick Johnson for -12 yards,3.150,0.890
2,1:05,,,,0,3,Timeout #1 by Tampa Bay Buccaneers,0.000,0.890
2,1:05,3,27,SFO 35,0,3,Chris Simms pass complete to Michael Clayton for 6 yards (tackle by Derrick Johnson),0.890,1.500
2,0:24,4,21,SFO 29,3,3,Matt Bryant 47 yard field goal good,1.500,3.000
2,,,,TAM 30,3,3,"Matt Bryant kicks off 58 yards, returned by Maurice Hicks for 30 yards (tackle by Barrett Ruud)",0.000,1.730
2,0:11,1,10,SFO 42,3,3,Kevan Barlow left end for 29 yards (tackle by Greg Spires),1.730,3.640
2,0:02,,,,3,3,Timeout #2 by San Francisco 49ers,0.000,3.640
2,0:02,1,10,TAM 29,3,6,Joe Nedney 47 yard field goal good. Penalty on Ronde Barber: Defensive Offside (Declined),3.640,3.000
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,3,6,"Joe Nedney kicks off 69 yards, returned by Torrie Cox for 21 yards (tackle by Ben Emanuel)",0.000,0.410
3,14:54,1,10,TAM 22,3,6,Cadillac Williams left tackle for -1 yards (tackle by Andre Carter),0.410,-0.270
3,14:23,2,11,TAM 21,3,6,Chris Simms up the middle for 10 yards (tackle by Julian Peterson),-0.270,0.370
3,13:38,3,1,TAM 31,3,6,Cadillac Williams left guard for -1 yards (tackle by Derek Smith),0.370,-1.370
3,13:02,4,2,TAM 30,3,6,"Josh Bidwell punts 55 yards, returned by Rasheed Marshall for 3 yards (tackle by Kalvin Pearson)",-1.370,-0.040
3,12:49,1,10,SFO 18,3,6,Kevan Barlow up the middle for 11 yards (tackle by Derrick Brooks),0.040,0.870
3,12:15,1,10,SFO 29,3,6,Kevan Barlow left guard for 4 yards (tackle by Will Allen),0.870,0.870
3,11:32,2,6,SFO 33,3,6,Ken Dorsey pass complete to Frank Gore for -7 yards (tackle by Greg Spires),0.870,-0.760
3,10:49,3,13,SFO 26,3,6,Ken Dorsey pass complete to Terry Jackson for 6 yards (tackle by Derrick Brooks),-0.760,-1.240
3,10:13,4,7,SFO 32,3,6,"Andy Lee punts 45 yards, returned by Mark Jones for 7 yards (tackle by Jim Maxwell)",-1.240,-0.940
3,10:01,1,10,TAM 30,3,6,Chris Simms pass complete to Ike Hilliard for 7 yards (tackle by Shawntae Spencer),0.940,1.340
3,9:29,2,3,TAM 37,3,6,Chris Simms pass complete to Joey Galloway for 4 yards (tackle by Julian Peterson),1.340,1.660
3,8:50,1,10,TAM 41,3,6,Chris Simms pass incomplete intended for Michael Clayton (defended by Ben Emanuel),1.660,1.120
3,8:41,2,10,TAM 41,3,6,Michael Pittman left tackle for 2 yards (tackle by Anthony Adams),1.120,0.700
3,8:03,3,8,TAM 43,3,6,Chris Simms pass incomplete intended for Michael Clayton is intercepted by Shawntae Spencer at SFO-49 and returned for 24 yards,0.700,-3.780
3,7:53,1,10,TAM 27,3,6,Kevan Barlow right tackle for 2 yards (tackle by Ronde Barber and Derrick Brooks),3.780,3.500
3,7:10,2,8,TAM 25,3,6,Ken Dorsey pass incomplete intended for Kevan Barlow,3.500,2.810
3,7:05,3,8,TAM 25,3,6,Kevan Barlow left guard for 2 yards (tackle by Greg Spires),2.810,1.950
3,6:21,4,6,TAM 23,3,9,Joe Nedney 41 yard field goal good,1.950,3.000
3,,,,SFO 30,3,9,"Joe Nedney kicks off 70 yards, touchback",0.000,0.280
3,6:16,1,10,TAM 20,3,9,Cadillac Williams left guard for 1 yard (tackle by Andre Carter),0.280,-0.130
3,5:40,2,9,TAM 21,3,9,Chris Simms right end for 7 yards (tackle by Marques Douglas),-0.130,0.100
3,5:00,,,,3,9,Timeout #1 by San Francisco 49ers,0.000,0.100
3,5:00,3,2,TAM 28,3,9,Chris Simms pass complete to Joey Galloway for 9 yards (tackle by Derrick Johnson),0.100,1.400
3,4:23,1,10,TAM 37,3,9,Chris Simms pass incomplete is intercepted by Brandon Moore at TAM-47 and returned for 12 yards,1.400,-3.250
3,4:14,1,10,TAM 35,3,9,Ken Dorsey pass incomplete intended for Brandon Lloyd,3.250,2.700
3,4:09,2,10,TAM 35,3,9,Frank Gore right guard for 4 yards (tackle by Will Allen),2.700,2.540
3,3:25,3,6,TAM 31,3,9,Frank Gore up the middle for 3 yards (tackle by Greg Spires),2.540,1.680
3,2:50,4,3,TAM 28,3,12,Joe Nedney 46 yard field goal good,1.680,3.000
3,,,,SFO 30,3,12,"Joe Nedney kicks off 66 yards, returned by Mark Jones for 24 yards (tackle by Jim Maxwell)",0.000,0.810
3,2:39,1,10,TAM 28,3,12,Michael Pittman left tackle for -2 yards (tackle by Derek Smith),0.810,-0.010
3,2:05,2,12,TAM 26,3,12,Chris Simms pass complete to Joey Galloway for 15 yards (tackle by Shawntae Spencer),-0.010,1.660
3,1:27,1,10,TAM 41,3,12,Chris Simms pass incomplete intended for Joey Galloway (defended by Travis Hall),1.660,1.120
3,1:22,2,10,TAM 41,3,12,Chris Simms pass complete to Alex Smith for 19 yards (tackle by Tony Parrish),1.120,2.920
3,0:39,1,10,SFO 40,3,12,Cadillac Williams left tackle for 2 yards (tackle by Isaac Sopoaga and Julian Peterson),2.920,2.640
3,0:04,2,8,SFO 38,3,12,Chris Simms pass complete to Mike Alstott for 8 yards (tackle by Brandon Moore),2.640,3.580
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 30,3,12,Michael Pittman left end for 3 yards (tackle by Marques Douglas),3.580,3.440
4,14:23,2,7,SFO 27,3,12,Chris Simms sacked by Andre Carter for -8 yards,3.440,1.680
4,13:51,3,15,SFO 35,3,12,Chris Simms pass complete to Michael Clayton for 2 yards (tackle by Ben Emanuel),1.680,1.150
4,13:23,4,13,SFO 33,3,12,Matt Bryant 52 yard field goal no good,1.150,-1.800
4,12:56,1,10,SFO 43,3,12,Kevan Barlow right guard for 4 yards (tackle by Ronde Barber),1.800,1.790
4,12:19,2,6,SFO 47,3,12,"Kevan Barlow left tackle for 4 yards (tackle by Dewayne White). Penalty on Kwame Harris: Unnecessary Roughness, 15 yards",1.790,-0.360
4,11:37,,,,3,12,Timeout #2 by San Francisco 49ers,0.000,-0.360
4,11:37,3,17,SFO 36,3,12,Ken Dorsey pass complete to Kevan Barlow for 7 yards (tackle by Juran Bolden),-0.360,-0.520
4,10:59,4,10,SFO 43,3,12,"Andy Lee punts 47 yards, returned by Mark Jones for 12 yards (tackle by Cody Pickett)",-0.520,-0.410
4,10:45,1,10,TAM 22,9,12,"Chris Simms pass complete to Joey Galloway for 78 yards, touchdown",0.410,7.000
4,,,,SFO 2,10,12,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,10,12,"Matt Bryant kicks off 64 yards, returned by Maurice Hicks for 21 yards (tackle by Blue Adams)",0.000,0.740
4,10:27,1,10,SFO 27,10,12,Kevan Barlow up the middle for 2 yards (tackle by Dewayne White),0.740,0.470
4,9:51,2,8,SFO 29,10,12,Kevan Barlow left guard for 3 yards (tackle by Will Allen),0.470,0.170
4,9:08,3,5,SFO 32,10,12,Cody Pickett for 4 yards (tackle by Dewayne White),0.170,-0.980
4,8:28,4,1,SFO 36,10,12,"Andy Lee punts 49 yards, fair catch by Mark Jones",-0.980,0.220
4,8:17,1,10,TAM 15,10,12,Chris Simms pass complete to Joey Galloway for 1 yard (tackle by Mike Adams),-0.220,-0.580
4,7:48,2,9,TAM 16,10,12,Chris Simms pass complete to Joey Galloway for 5 yards (tackle by Shawntae Spencer),-0.580,-0.630
4,7:14,3,4,TAM 21,10,12,Chris Simms pass incomplete intended for Ike Hilliard (defended by Derrick Johnson),-0.630,-1.960
4,7:09,4,4,TAM 21,10,12,"Josh Bidwell punts 41 yards, returned by Rasheed Marshall for 10 yards (tackle by Jameel Cook)",-1.960,-2.130
4,6:58,1,10,SFO 48,10,12,Kevan Barlow right tackle for no gain (tackle by Ellis Wyms),2.130,1.580
4,6:18,2,10,SFO 48,10,12,Kevan Barlow right guard for 2 yards (tackle by Ronde Barber and Will Allen),1.580,1.160
4,5:32,3,8,SFO 50,10,12,Cody Pickett pass complete to Brandon Lloyd for 10 yards (tackle by Brian Kelly),1.160,2.920
4,4:51,1,10,TAM 40,10,12,Frank Gore right tackle for 2 yards (tackle by Derrick Brooks),2.920,2.640
4,4:01,2,8,TAM 38,10,12,Frank Gore left guard for 8 yards (tackle by Jermaine Phillips),2.640,3.580
4,3:21,1,10,TAM 30,10,12,Frank Gore left tackle for 5 yards (tackle by Chris Hovan),3.580,3.710
4,2:30,2,5,TAM 25,10,12,Cody Pickett left end for 8 yards (tackle by Jermaine Phillips),3.710,4.440
4,2:19,1,10,TAM 17,10,12,Kevan Barlow right guard for 2 yards (tackle by Ronde Barber and Ryan Nece),4.440,4.150
4,2:14,,,,10,12,Timeout #1 by Tampa Bay Buccaneers,0.000,4.150
4,2:14,2,8,TAM 15,10,12,"Penalty on Steve Bush: False Start, 5 yards (no play)",4.150,3.490
4,2:14,2,13,TAM 20,10,12,Frank Gore right guard for 8 yards (tackle by Shelton Quarles and Derrick Brooks),3.490,3.880
4,2:08,,,,10,12,Timeout #2 by Tampa Bay Buccaneers,0.000,3.880
4,2:08,3,5,TAM 12,10,12,Kevan Barlow right tackle for 2 yards (tackle by Ronde Barber and Derrick Brooks),3.880,2.860
4,2:00,4,3,TAM 10,10,15,Joe Nedney 28 yard field goal good,2.860,3.000
4,,,,SFO 30,10,15,"Joe Nedney kicks off 65 yards, returned by Mark Jones for 22 yards (tackle by Corey Smith)",0.000,0.740
4,1:49,1,10,TAM 27,10,15,"Chris Simms sacked by Bryant Young for -6 yards. Chris Simms fumbles (forced by Bryant Young), recovered by Julian Peterson at TAM-26 (tackle by Ike Hilliard)",0.740,-3.840
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:42,1,10,TAM 26,10,15,Kevan Barlow up the middle for 1 yard (tackle by Shelton Quarles),3.840,3.430
4,1:37,,,,10,15,Timeout #3 by Tampa Bay Buccaneers,0.000,3.430
4,1:37,2,9,TAM 25,10,15,Kevan Barlow left end for no gain (tackle by Anthony McFarland). Penalty on Justin Smiley: Offensive Holding (Declined),3.430,2.740
4,1:31,3,9,TAM 25,10,15,Kevan Barlow up the middle for 4 yards (tackle by Jermaine Phillips),2.740,2.110
4,0:43,,,,10,15,Timeout #3 by San Francisco 49ers,0.000,2.110
4,0:43,4,5,TAM 21,10,15,Joe Nedney 39 yard field goal no good,2.110,-0.870
4,0:39,1,10,TAM 29,10,15,Chris Simms pass incomplete intended for Michael Pittman,0.870,0.330
4,0:33,2,10,TAM 29,10,15,"Chris Simms sacked by Bryant Young for -6 yards. Chris Simms fumbles (forced by Bryant Young), recovered by Julian Peterson at TAM-23 (tackle by Dan Buenning). Penalty on Julian Peterson: Illegal Contact, 5 yards (no play)",0.330,1.200
4,0:21,1,10,TAM 34,10,15,Chris Simms sacked by Bryant Young for -2 yards,1.200,0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
