Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Latavius Murray,MIN,11,42,0,3,24,2.2,18,1.6,1,11.0
Kirk Cousins,MIN,5,1,0,0,1,0.2,0,0.0,0,
Roc Thomas,MIN,4,8,0,1,3,0.8,5,1.3,1,4.0
Stefon Diggs,MIN,2,25,0,1,25,12.5,0,0.0,0,
Mike Boone,MIN,1,1,0,,1,1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jay Ajayi,PHI,8,29,0,1,25,3.1,4,0.5,0,
Carson Wentz,PHI,5,26,0,1,24,4.8,2,0.4,0,
Wendell Smallwood,PHI,3,27,0,1,22,7.3,5,1.7,0,
Josh Adams,PHI,1,-1,0,,-1,-1.0,0,0.0,0,
