Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
2,0:43,1,10,PHI 27,10,3,Kirk Cousins pass complete short right to Stefon Diggs for 4 yards (tackle by Nigel Bradham),3.780,3.770
2,0:36,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:36,2,6,PHI 23,10,3,"Kirk Cousins sacked by Michael Bennett for no gain. Penalty on Michael Bennett: Roughing the Passer, 12 yards (no play)",3.770,4.840
2,0:31,1,10,PHI 11,10,3,Kirk Cousins pass complete short right to Kyle Rudolph for 8 yards (tackle by Malcolm Jenkins),4.840,5.660
2,0:27,2,2,PHI 3,16,3,"Kirk Cousins pass complete short left to Adam Thielen for 3 yards, touchdown, touchdown. Penalty on Ronald Darby: Defensive Holding (Declined)",5.660,7.000
2,0:21,,,PHI 15,17,3,Dan Bailey kicks extra point good,0.000,0.000
2,0:21,,,MIN 35,17,3,"Dan Bailey kicks off 61 yards, returned by DeAndre Carter for no gain (tackle by Eric Wilson)",0.000,0.410
2,0:16,1,10,PHI 22,17,3,Jay Ajayi left end for 3 yards (tackle by Stephen Weatherly),0.410,0.270
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,17,3,"Dan Bailey kicks off 62 yards, returned by DeAndre Carter for no gain (tackle by George Iloka)",0.000,0.740
3,14:54,1,10,PHI 27,17,3,Jay Ajayi left end for 7 yards (tackle by Anthony Barr),0.740,1.140
3,14:17,2,3,PHI 34,17,3,Jay Ajayi right end for -4 yards (tackle by Mike Hughes and Eric Kendricks),1.140,-0.100
3,13:33,3,7,PHI 30,17,3,Carson Wentz pass complete short left to Wendell Smallwood for 23 yards (tackle by Andrew Sendejo),-0.100,2.460
3,12:59,1,10,MIN 47,17,3,Wendell Smallwood up the middle for 13 yards (tackle by Harrison Smith),2.460,3.310
3,12:26,1,10,MIN 34,17,3,Jay Ajayi right end for 9 yards (tackle by Linval Joseph and Eric Kendricks),3.310,3.990
3,11:43,2,1,MIN 25,17,3,"Jay Ajayi up the middle for no gain (tackle by Anthony Barr). Penalty on Alshon Jeffery: Illegal Formation, 5 yards (no play)",3.990,3.310
3,11:15,2,6,MIN 30,17,3,Carson Wentz pass complete short right to Nelson Agholor for 5 yards (tackle by Mike Hughes),3.310,3.270
3,10:33,3,1,MIN 25,17,3,Carson Wentz pass complete short right to Zach Ertz for 8 yards (tackle by Harrison Smith),3.270,4.440
3,10:00,1,10,MIN 17,17,3,"Jay Ajayi right tackle for 6 yards (tackle by Anthony Barr). Penalty on Stephen Weatherly: Illegal Use of Hands, 5 yards",4.440,5.830
3,9:41,1,6,MIN 6,17,3,"Jay Ajayi right tackle for 1 yard. Jay Ajayi fumbles, recovered by Eric Kendricks at MIN-5 (tackle by Jay Ajayi)",5.830,0.380
3,9:33,1,10,MIN 5,17,3,Kirk Cousins pass complete deep right to Adam Thielen for 68 yards (tackle by Jalen Mills),-0.380,3.780
3,8:50,,,,,,Timeout #1 by Minnesota Vikings,,
3,8:50,1,10,PHI 27,17,3,Kirk Cousins pass complete deep left to Stefon Diggs for 25 yards (tackle by Sidney Jones),3.780,6.740
3,8:21,1,2,PHI 2,17,3,Roc Thomas left guard for -2 yards (tackle by Brandon Graham),6.740,5.340
3,7:43,2,4,PHI 4,17,3,Kirk Cousins pass incomplete short right intended for Laquon Treadwell (defended by Jalen Mills),5.340,4.490
3,7:38,3,4,PHI 4,17,3,Kirk Cousins pass incomplete short right intended for Adam Thielen (defended by Jalen Mills),4.490,3.030
3,7:35,4,4,PHI 4,20,3,Dan Bailey 22 yard field goal good,3.030,3.000
3,7:32,,,MIN 35,20,3,"Dan Bailey kicks off 62 yards, returned by DeAndre Carter for no gain (tackle by Jayron Kearse)",0.000,0.480
3,7:28,1,10,PHI 23,20,3,"Penalty on Nelson Agholor: False Start, 5 yards (no play)",0.480,0.000
3,7:28,1,15,PHI 18,20,3,Carson Wentz pass incomplete short left intended for Zach Ertz,0.000,-0.840
3,7:24,2,15,PHI 18,20,3,Carson Wentz pass complete short right to Zach Ertz for 16 yards. Penalty on Mackensie Alexander: Defensive Holding (Declined),-0.840,1.200
3,6:53,1,10,PHI 34,20,3,Carson Wentz pass complete short middle to Alshon Jeffery for 31 yards (tackle by Xavier Rhodes),1.200,3.250
3,6:03,1,10,MIN 35,20,3,Carson Wentz pass complete deep left to Nelson Agholor for 20 yards (tackle by Andrew Sendejo),3.250,4.580
3,5:18,1,10,MIN 15,20,3,Carson Wentz sacked by Danielle Hunter for -8 yards,4.580,2.940
3,4:32,2,18,MIN 23,20,3,Carson Wentz pass complete short right to Zach Ertz for 4 yards (tackle by Mike Hughes and Anthony Barr),2.940,2.790
3,3:46,3,14,MIN 19,20,3,Carson Wentz pass complete short right to Wendell Smallwood for 9 yards (tackle by George Iloka),2.790,2.810
3,3:00,4,5,MIN 10,20,6,Jake Elliott 28 yard field goal good,2.810,3.000
3,2:57,,,PHI 35,20,6,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,2:57,1,10,MIN 25,20,6,Kirk Cousins pass incomplete short middle intended for Adam Thielen,0.610,0.060
3,2:53,2,10,MIN 25,20,6,Roc Thomas left end for -2 yards (tackle by Sidney Jones),0.060,-0.890
3,2:13,3,12,MIN 23,20,6,Kirk Cousins pass complete short left to Latavius Murray for 8 yards (tackle by Ronald Darby),-0.890,-1.310
3,1:27,4,4,MIN 31,20,6,Matt Wile punts 35 yards out of bounds,-1.310,-1.200
3,1:19,1,10,PHI 34,20,6,Carson Wentz up the middle for 2 yards (tackle by Eric Kendricks),1.200,0.930
3,0:37,2,8,PHI 36,20,6,Carson Wentz pass complete short middle to Zach Ertz for 23 yards (tackle by Andrew Sendejo),0.930,2.850
3,0:05,1,10,MIN 41,20,6,Wendell Smallwood left end for 9 yards (tackle by Harrison Smith),2.850,3.520
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,MIN 32,20,6,Carson Wentz left end for 3 yards (tackle by Danielle Hunter),3.520,3.640
4,14:19,1,10,MIN 29,20,6,Carson Wentz left end for 2 yards (tackle by Linval Joseph),3.640,3.370
4,13:42,2,8,MIN 27,20,6,Carson Wentz pass complete short right to Nelson Agholor for 7 yards (tackle by Linval Joseph),3.370,3.600
4,12:55,3,1,MIN 20,20,6,Carson Wentz pass incomplete short right,3.600,2.270
4,12:49,,,,,,Timeout #1 by Philadelphia Eagles,,
4,12:49,4,1,MIN 20,20,6,Carson Wentz pass complete short right to Alshon Jeffery for 8 yards (tackle by Andrew Sendejo),2.270,4.780
4,12:12,1,10,MIN 12,20,6,Carson Wentz pass incomplete short right intended for Alshon Jeffery,4.780,4.100
4,12:09,2,10,MIN 12,20,12,"Carson Wentz pass complete short right to Wendell Smallwood for 12 yards, touchdown",4.100,7.000
4,12:05,,,MIN 2,20,14,"Two Point Attempt: Wendell Smallwood rushes, conversion succeeds.",0.000,1.000
4,12:05,,,PHI 35,20,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,12:05,1,10,MIN 25,20,14,Latavius Murray right tackle for 3 yards (tackle by Nigel Bradham),0.610,0.470
4,11:23,2,7,MIN 28,20,14,Kirk Cousins pass complete short left to Stefon Diggs for 13 yards,0.470,1.660
4,10:59,1,10,MIN 41,20,14,Latavius Murray right end for 1 yard (tackle by Jordan Hicks),1.660,1.260
4,10:14,2,9,MIN 42,20,14,"Kirk Cousins aborted snap, recovered by Nigel Bradham at MIN-30 (tackle by Roc Thomas)",1.260,-3.580
4,10:03,1,10,MIN 30,20,14,"Jay Ajayi left end for no gain (tackle by Andrew Sendejo) Penalty on PHI: Illegal Formation, 5 yards (no play)",3.580,3.250
4,9:38,1,15,MIN 35,20,14,Carson Wentz pass incomplete short left intended for Alshon Jeffery,3.250,2.360
4,9:33,2,15,MIN 35,20,14,"Penalty on Stephen Weatherly: Neutral Zone Infraction, 5 yards (no play)",2.360,3.030
4,9:33,2,10,MIN 30,20,14,"Carson Wentz pass incomplete short left. Penalty on Carson Wentz: Intentional Grounding, 10 yards",3.030,1.020
4,9:23,3,20,MIN 40,20,14,Carson Wentz pass incomplete deep right intended for Alshon Jeffery (defended by Harrison Smith),1.020,0.590
4,9:17,,,,,,Timeout #2 by Minnesota Vikings,,
4,9:17,4,20,MIN 40,20,14,"Penalty on PHI: Delay of Game, 5 yards (no play)",0.590,0.270
4,9:17,4,25,MIN 45,20,14,"Cameron Johnston punts 34 yards, fair catch by Adam Thielen at MIN-11",0.270,0.370
4,9:11,1,10,MIN 11,20,14,Kirk Cousins pass complete short left to Kyle Rudolph for 2 yards (tackle by Malcolm Jenkins),-0.370,-0.630
4,8:28,2,8,MIN 13,20,14,Latavius Murray left tackle for 11 yards (tackle by Nigel Bradham and Jordan Hicks),-0.630,0.540
4,7:52,1,10,MIN 24,20,14,Latavius Murray up the middle for 5 yards (tackle by Malcolm Jenkins),0.540,0.670
4,7:09,2,5,MIN 29,20,14,Kirk Cousins pass complete short right to Adam Thielen for 6 yards (tackle by Sidney Jones),0.670,1.270
4,6:37,1,10,MIN 35,20,14,Latavius Murray right tackle for 3 yards (tackle by Brandon Graham),1.270,1.130
4,5:58,2,7,MIN 38,20,14,Kirk Cousins pass complete short left to Latavius Murray for 6 yards (tackle by Fletcher Cox),1.130,1.220
4,5:09,3,1,MIN 44,20,14,Kirk Cousins pass complete short left to Kyle Rudolph for 17 yards,1.220,2.980
4,4:28,1,10,PHI 39,20,14,Latavius Murray left end for 2 yards (tackle by Chris Long),2.980,2.710
4,3:42,2,8,PHI 37,20,14,Kirk Cousins pass complete short left to Stefon Diggs for 1 yard (tackle by Malcolm Jenkins),2.710,2.150
4,2:58,3,7,PHI 36,20,14,Kirk Cousins pass complete short right to Stefon Diggs for 2 yards (tackle by Ronald Darby),2.150,1.070
4,2:51,,,,,,Timeout #3 by Philadelphia Eagles,,
4,2:51,4,5,PHI 34,23,14,Dan Bailey 52 yard field goal good,1.070,3.000
4,2:47,,,MIN 35,23,14,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,2:47,1,10,PHI 25,23,14,Carson Wentz up the middle for 11 yards (tackle by Anthony Barr),0.610,1.330
4,2:24,1,10,PHI 36,23,14,Carson Wentz pass complete short left to Zach Ertz for 10 yards (tackle by Mackensie Alexander),1.330,1.990
4,2:01,1,10,PHI 46,23,14,Carson Wentz pass complete short left to Jordan Matthews for 4 yards,1.990,1.990
4,1:58,2,6,PHI 50,23,14,Carson Wentz pass complete short middle to Zach Ertz for 20 yards (tackle by Eric Kendricks),1.990,3.580
4,1:32,1,10,MIN 30,23,14,Carson Wentz pass complete short middle to Zach Ertz for 15 yards (tackle by Eric Kendricks),3.580,4.580
4,1:19,1,10,MIN 15,23,14,Carson Wentz spiked the ball,4.580,3.950
4,1:18,2,10,MIN 15,23,14,"Carson Wentz pass incomplete short left intended for Zach Ertz (defended by Ben Gedeon). Penalty on Andrew Sendejo: Unnecessary Roughness, 8 yards (no play)",3.950,5.600
4,1:15,1,7,MIN 7,23,20,"Carson Wentz pass complete short left to Zach Ertz for 7 yards, touchdown",5.600,7.000
4,1:09,,,MIN 15,23,21,Jake Elliott kicks extra point good,0.000,0.000
4,1:09,,,PHI 35,23,21,"Jake Elliott kicks onside 15 yards, returned by Adam Thielen for no gain (tackle by Joshua Perkins)",0.000,-2.260
4,1:07,1,10,MIN 50,23,21,Kirk Cousins kneels for -1 yards,2.260,1.580
4,0:28,2,11,MIN 49,23,21,Kirk Cousins kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
