Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
C.J. Henderson,CAR,0,10,9,90.0%,68,7.6,6.8,1,128.3,5.9,58,10,0,0,0,0.0,0,8,0,0.0%
Myles Hartsfield,CAR,0,4,4,100.0%,41,10.3,10.3,0,109.4,7.5,30,11,1,0,0,0.0,0,7,1,12.5%
Jaycee Horn,CAR,0,3,3,100.0%,23,7.7,7.7,0,98.6,6.7,20,3,0,0,0,0.0,0,6,2,25.0%
Xavier Woods,CAR,0,3,2,66.7%,15,7.5,5.0,0,78.5,14.7,14,1,1,0,0,0.0,0,7,0,0.0%
Keith Taylor,CAR,0,3,2,66.7%,23,11.5,7.7,0,89.6,8.0,20,3,0,0,0,0.0,0,4,0,0.0%
Frankie Luvu,CAR,0,3,2,66.7%,43,21.5,14.3,0,109.7,0.0,-5,48,2,0,0,0.0,0,3,0,0.0%
Marquis Haynes,CAR,0,1,1,100.0%,5,5.0,5.0,0,87.5,-4.0,-4,9,0,0,0,0.0,0,1,0,0.0%
Damien Wilson,CAR,0,1,1,100.0%,4,4.0,4.0,0,83.3,3.0,3,1,0,0,0,0.0,0,4,0,0.0%
Cory Littleton,CAR,0,1,1,100.0%,6,6.0,6.0,0,91.7,4.0,4,2,0,0,0,0.0,0,1,0,0.0%
Brian Burns,CAR,0,0,0,,,,,,,,,,3,0,0,1.0,1,2,1,33.3%
Matthew Ioannidis,CAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Amare Barno,CAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Tommy Tremble,CAR,0,1,0,0.0%,,,0.0,,39.6,20.0,,,0,0,0,0.0,0,3,0,0.0%
Shaq Thompson,CAR,0,2,0,0.0%,,,0.0,,39.6,0.0,,,1,0,0,0.0,0,10,1,9.1%
Brandon Smith,CAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Akeem Davis-Gaither,CIN,0,5,5,100.0%,42,8.4,8.4,0,101.7,-0.2,-1,43,0,0,0,0.0,0,6,0,0.0%
Markus Bailey,CIN,0,2,2,100.0%,22,11.0,11.0,0,112.5,2.5,5,17,0,0,0,0.0,0,6,0,0.0%
Cam Taylor-Britt,CIN,0,4,2,50.0%,45,22.5,11.3,1,130.2,9.8,37,8,0,0,0,0.0,0,2,0,0.0%
Eli Apple,CIN,0,4,1,25.0%,16,16.0,4.0,0,43.7,11.5,10,6,0,0,0,0.0,0,2,0,0.0%
Logan Wilson,CIN,0,1,1,100.0%,1,1.0,1.0,0,79.2,-3.0,-3,4,1,0,0,0.0,0,4,1,20.0%
Germaine Pratt,CIN,1,2,1,50.0%,5,5.0,2.5,0,16.7,2.0,-3,8,0,0,0,0.0,0,1,1,50.0%
Jessie Bates III,CIN,1,3,1,33.3%,16,16.0,5.3,0,12.5,12.0,12,4,0,0,0,0.0,0,4,0,0.0%
Daxton Hill,CIN,0,1,1,100.0%,8,8.0,8.0,1,139.6,8.0,8,0,0,0,0,0.0,0,1,0,0.0%
Vonn Bell,CIN,0,2,1,50.0%,0,0.0,0.0,0,56.2,5.5,-1,1,1,0,0,0.0,0,2,0,0.0%
Jalen Davis,CIN,0,2,1,50.0%,9,9.0,4.5,0,62.5,0.5,1,8,0,0,0,0.0,0,1,0,0.0%
Sam Hubbard,CIN,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,1,33.3%
Michael Thomas,CIN,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%
Trey Hendrickson,CIN,0,2,0,0.0%,,,0.0,,39.6,-1.5,,,0,0,0,0.0,0,1,0,0.0%
Allan George,CIN,0,1,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,0,0,
