Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Onta Foreman,CAR,7,23,0,1,16,2.3,7,1.0,0,
Raheem Blackshear,CAR,5,13,1,2,12,2.4,1,0.2,0,
Spencer Brown,CAR,3,16,0,1,11,3.7,5,1.7,0,
Laviska Shenault Jr.,CAR,2,6,0,,4,2.0,2,1.0,0,
P.J. Walker,CAR,1,6,0,,3,3.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,22,153,4,12,69,3.1,84,3.8,2,11.0
Samaje Perine,CIN,6,51,0,2,25,4.2,26,4.3,0,
Joe Burrow,CIN,4,9,1,3,5,1.3,4,1.0,0,
Brandon Allen,CIN,3,-1,0,1,-1,-0.3,0,0.0,0,
Trent Taylor,CIN,3,18,0,,15,5.0,3,1.0,1,3.0
Trenton Irwin,CIN,1,11,0,1,8,8.0,3,3.0,0,
