Quarter,Time,Down,ToGo,Location,CAR,CIN,Detail,EPB,EPA
1,7:37,1,10,CIN 15,0,7,"Penalty on Marquise Blair: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-0.220,0.940
1,7:37,1,10,CIN 30,0,7,Joe Burrow pass incomplete short middle intended for Joe Mixon (defended by Bravvion Roy),0.940,0.390
1,7:33,2,10,CIN 30,0,7,Joe Burrow pass complete short middle to Hayden Hurst for 6 yards (tackle by Xavier Woods),0.390,0.500
1,6:51,3,4,CIN 36,0,7,Joe Burrow pass incomplete short left intended for Tyler Boyd (defended by Keith Taylor),0.500,-0.980
1,6:47,4,4,CIN 36,0,7,Kevin Huber punts 38 yards downed by Joe Bachie,-0.980,-0.670
1,6:37,1,10,CAR 26,0,7,P.J. Walker pass incomplete short left intended for Terrace Marshall (defended by Eli Apple),0.670,0.130
1,6:32,2,10,CAR 26,0,7,Laviska Shenault left end for 2 yards (tackle by Cam Taylor-Britt and Zachary Carter),0.130,-0.300
1,5:46,3,8,CAR 28,0,7,P.J. Walker pass incomplete short right intended for Tommy Tremble,-0.300,-1.500
1,5:39,4,8,CAR 28,0,7,"Johnny Hekker punts 63 yards, returned by Trent Taylor for 20 yards (tackle by Damien Wilson)",-1.500,-0.870
1,5:27,1,10,CIN 29,0,7,Joe Mixon right guard for 2 yards (tackle by Myles Hartsfield),0.870,0.600
1,4:53,2,8,CIN 31,0,7,Joe Burrow pass complete short right to Tee Higgins for 11 yards (tackle by Jaycee Horn),0.600,1.730
1,4:08,1,10,CIN 42,0,7,Trent Taylor right end for 9 yards (tackle by Keith Taylor),1.730,2.400
1,3:21,2,1,CAR 49,0,7,Joe Mixon left guard for 2 yards (tackle by Xavier Woods and Marquan McCall),2.400,2.460
1,2:43,1,10,CAR 47,0,7,"Penalty on Trent Taylor: False Start, 5 yards (accepted) (no play)",2.460,2.130
1,2:20,1,15,CIN 48,0,7,Joe Burrow pass complete short middle to Trent Taylor for 9 yards (tackle by Xavier Woods),2.130,2.450
1,1:41,2,6,CAR 43,0,7,Joe Mixon right guard for 29 yards (tackle by Shaq Thompson),2.450,4.650
1,0:50,1,10,CAR 14,0,7,Trent Taylor right end for 9 yards (tackle by Xavier Woods),4.650,5.670
1,0:14,2,1,CAR 5,0,7,Joe Burrow right guard for 2 yards (tackle by Frankie Luvu),5.670,6.510
Quarter,Time,Down,ToGo,Location,CAR,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,3,CAR 3,0,7,"Joe Burrow pass complete short left to Tyler Boyd for 2 yards (tackle by C.J. Henderson) CIN challenged the runner broke the plane ruling, and the play was upheld.",6.510,5.910
2,14:39,2,1,CAR 1,0,13,"Joe Burrow right guard for 1 yard, touchdown. Penalty on Brian Burns: Defensive Offside, 5 yards (declined)",5.910,7.000
2,14:37,,,CAR 15,0,14,Evan McPherson kicks extra point good,0.000,0.000
2,14:37,,,CIN 35,0,14,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
2,14:37,1,10,CAR 25,0,14,D'Onta Foreman left guard for 2 yards (tackle by Logan Wilson),0.610,0.330
2,14:01,2,8,CAR 27,0,14,P.J. Walker pass complete short left to Raheem Blackshear for 5 yards (tackle by Logan Wilson),0.330,0.300
2,13:19,3,3,CAR 32,0,14,"Penalty on Taylor Moton: False Start, 5 yards (accepted) (no play)",0.300,-0.360
2,12:55,3,8,CAR 27,0,14,P.J. Walker pass incomplete short middle intended for Spencer Brown,-0.360,-1.570
2,12:52,4,8,CAR 27,0,14,"Johnny Hekker punts 58 yards, returned by Trent Taylor for 27 yards. Trent Taylor fumbles (forced by Chandler Wooten) (tackle by Tommy Tremble and Chandler Wooten)",-1.570,-1.660
2,12:38,1,10,CIN 41,0,14,Joe Burrow pass complete short right to Hayden Hurst for 6 yards (tackle by Cory Littleton),1.660,1.930
2,11:58,2,4,CIN 47,0,14,Joe Mixon left end for 13 yards (tackle by Sean Chandler),1.930,2.920
2,11:22,1,10,CAR 40,0,14,Joe Burrow pass incomplete short right intended for Samaje Perine,2.920,2.370
2,11:18,2,10,CAR 40,0,14,Joe Burrow pass complete short left to Trenton Irwin for 14 yards (tackle by Myles Hartsfield),2.370,3.840
2,10:41,1,10,CAR 26,0,14,Joe Mixon right guard for -1 yards (tackle by Shaq Thompson and Myles Hartsfield),3.840,3.160
2,9:57,2,11,CAR 27,0,14,Joe Burrow pass complete short right to Tee Higgins for 7 yards (tackle by Jaycee Horn),3.160,3.400
2,9:17,3,4,CAR 20,0,14,"Joe Burrow sacked by Brian Burns for no gain. Penalty on Marquis Haynes: Defensive Offside, 5 yards (accepted) (no play)",3.400,4.580
2,8:54,1,10,CAR 15,0,14,Joe Burrow pass complete short right to Joe Mixon for 8 yards (tackle by Shaq Thompson and Jaycee Horn),4.580,5.410
2,8:03,2,2,CAR 7,0,14,Joe Mixon right tackle for 4 yards (tackle by Yetur Gross-Matos),5.410,6.510
2,7:31,1,3,CAR 3,0,20,"Joe Mixon right tackle for 3 yards, touchdown",6.510,7.000
2,7:29,,,CAR 15,0,21,Evan McPherson kicks extra point good,0.000,0.000
2,7:29,,,CIN 35,0,21,"Evan McPherson kicks off 66 yards, returned by Raheem Blackshear for 22 yards (tackle by Stanley Morgan)",0.000,0.340
2,7:24,1,10,CAR 21,0,21,Laviska Shenault right end for 4 yards (tackle by Logan Wilson and Eli Apple),0.340,0.340
2,6:47,2,6,CAR 25,0,21,"P.J. Walker pass deep right intended for Tommy Tremble is intercepted by Germaine Pratt at CAR-45 and returned for 3 yards (tackle by Tommy Tremble and Giovanni Ricci). Penalty on Cameron Erving: Illegal Formation, 5 yards (declined)",0.340,-2.790
2,6:36,1,10,CAR 42,0,21,Joe Burrow pass complete short left to Tyler Boyd for 14 yards (tackle by C.J. Henderson and Xavier Woods),2.790,3.710
2,6:04,1,10,CAR 28,0,21,Joe Mixon right end for 20 yards (tackle by Shaq Thompson),3.710,5.370
2,5:23,1,8,CAR 8,0,21,Joe Mixon right guard for 3 yards (tackle by Yetur Gross-Matos and Derrick Brown),5.370,5.150
2,4:37,,,,,,Timeout #2 by Cincinnati Bengals,,
2,4:37,2,5,CAR 5,0,21,Joe Burrow up the middle for 4 yards (tackle by Marquan McCall and Brian Burns),5.150,5.170
2,3:50,3,1,CAR 1,0,27,"Joe Mixon right end for 1 yard, touchdown. Penalty on Yetur Gross-Matos: Defensive Offside, 5 yards (declined)",5.170,7.000
2,3:45,,,CAR 15,0,28,Evan McPherson kicks extra point good,0.000,0.000
2,3:45,,,CIN 35,0,28,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
2,3:45,1,10,CAR 25,0,28,Spencer Brown right guard for 4 yards (tackle by Jay Tufele and Jessie Bates),0.610,0.470
2,3:12,2,7,CAR 28,0,28,"P.J. Walker pass incomplete deep left intended for D.J. Moore. Penalty on Cam Taylor-Britt: Illegal Contact, 5 yards (accepted) (no play)",0.470,1.200
2,3:06,1,10,CAR 34,0,28,P.J. Walker pass incomplete short left intended for Laviska Shenault,1.200,0.660
2,3:04,2,10,CAR 34,0,28,P.J. Walker scrambles up the middle for 6 yards (tackle by Logan Wilson),0.660,0.760
2,2:14,3,4,CAR 40,0,28,"P.J. Walker pass incomplete short left intended for Shi Smith Penalty on CAR: Illegal Shift, 5 yards (declined)",0.760,-0.720
2,2:10,4,4,CAR 40,0,28,"Johnny Hekker punts 50 yards, fair catch by Trent Taylor at CIN-10. Penalty on Damien Wilson: Ineligible Downfield Kick, 5 yards (accepted)",-0.720,0.220
2,2:02,1,10,CIN 15,0,28,Joe Mixon up the middle for 17 yards (tackle by Jaycee Horn),-0.220,1.070
2,1:57,1,10,CIN 32,0,28,Joe Burrow pass complete short right to Hayden Hurst for 5 yards (tackle by C.J. Henderson),1.070,1.200
2,1:51,2,5,CIN 37,0,28,Joe Burrow pass incomplete short right,1.200,0.500
2,1:47,3,5,CIN 37,0,28,Joe Burrow pass complete short middle to Samaje Perine for 3 yards (tackle by Shaq Thompson and C.J. Henderson),0.500,-0.720
2,1:40,,,,,,Timeout #1 by Carolina Panthers,,
2,1:40,4,2,CIN 40,0,28,"Kevin Huber punts 44 yards, returned by Shi Smith for 5 yards (tackle by Michael Thomas and Joe Bachie). Penalty on C.J. Henderson: Illegal Block Above the Waist, 10 yards (accepted)",-0.720,0.370
2,1:31,1,10,CAR 11,0,28,P.J. Walker pass complete short right to Tommy Tremble for 3 yards (tackle by Akeem Davis-Gaither),-0.370,-0.530
2,1:24,2,7,CAR 14,0,28,P.J. Walker pass deep right intended for D.J. Moore is intercepted by Jessie Bates at CAR-39 and returned for 16 yards (tackle by Tommy Tremble),-0.530,-4.040
2,1:09,1,10,CAR 23,0,28,Joe Mixon right guard for 8 yards (tackle by Xavier Woods and Shaq Thompson),4.040,4.750
2,0:46,2,2,CAR 15,0,28,Joe Burrow pass complete short right to Joe Mixon for 3 yards (tackle by C.J. Henderson),4.750,4.780
2,0:25,1,10,CAR 12,0,28,Joe Burrow pass incomplete short right intended for Tee Higgins (defended by Marquis Haynes),4.780,4.100
2,0:23,2,10,CAR 12,0,28,Joe Burrow sacked by Brian Burns for -5 yards,4.100,2.840
2,0:17,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:17,3,15,CAR 17,0,28,"Joe Burrow pass incomplete deep right intended for Trenton Irwin. Penalty on Brian Burns: Defensive Offside, 5 yards (accepted) (no play)",2.840,3.120
2,0:11,3,10,CAR 12,0,34,"Joe Burrow pass complete short right to Joe Mixon for 12 yards, touchdown",3.120,7.000
2,0:04,,,CAR 15,0,35,Evan McPherson kicks extra point good,0.000,0.000
2,0:04,,,CIN 35,0,35,"Evan McPherson kicks off 25 yards, returned by Tommy Tremble for 8 yards. Tommy Tremble fumbles (forced by Samaje Perine), recovered by Jalen Davis at CAR-46 (tackle by Samaje Perine and Clay Johnston)",0.000,2.390
Quarter,Time,Down,ToGo,Location,CAR,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,0,35,"Evan McPherson kicks off 68 yards, returned by Raheem Blackshear for 66 yards (tackle by Samaje Perine and Daxton Hill)",0.000,3.120
3,14:47,1,10,CIN 37,0,35,Baker Mayfield pass incomplete short left intended for D'Onta Foreman,3.120,2.570
3,14:44,2,10,CIN 37,0,35,Baker Mayfield pass complete short left to D.J. Moore for 10 yards (tackle by Cam Taylor-Britt),2.570,3.780
3,14:06,1,10,CIN 27,0,35,D'Onta Foreman left tackle for 5 yards (tackle by B.J. Hill),3.780,3.910
3,13:25,2,5,CIN 22,0,35,"Penalty on Taylor Moton: False Start, 5 yards (accepted) (no play)",3.910,3.230
3,13:07,2,10,CIN 27,0,35,Baker Mayfield pass complete short right to Terrace Marshall for 16 yards (tackle by Eli Apple and Jalen Davis),3.230,4.840
3,12:23,1,10,CIN 11,0,35,D'Onta Foreman left guard for 3 yards (tackle by Sam Hubbard),4.840,4.700
3,11:44,2,7,CIN 8,0,35,Baker Mayfield pass complete short right to Raheem Blackshear for no gain (tackle by Vonn Bell),4.700,3.760
3,11:02,3,7,CIN 8,0,35,Baker Mayfield pass incomplete short right intended for Terrace Marshall,3.760,2.960
3,10:55,4,7,CIN 8,6,35,"Baker Mayfield pass complete short middle to Tommy Tremble for 8 yards, touchdown",2.960,7.000
3,10:52,,,CIN 15,7,35,Eddy Pineiro kicks extra point good,0.000,0.000
3,10:52,,,CAR 35,7,35,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
3,10:52,1,10,CIN 25,7,35,"Penalty on Alex Cappa: False Start, 5 yards (accepted) (no play)",0.610,0.280
3,10:52,1,15,CIN 20,7,35,Joe Burrow pass complete short left to Tee Higgins for 5 yards (tackle by Jaycee Horn),0.280,0.060
3,10:11,2,10,CIN 25,7,35,Samaje Perine right end for 10 yards (tackle by Bravvion Roy and Sean Chandler),0.060,1.270
3,9:25,1,10,CIN 35,7,35,Joe Burrow pass incomplete deep right intended for Devin Asiasi,1.270,0.720
3,9:19,2,10,CIN 35,7,35,Joe Burrow pass complete short left to Tyler Boyd for 9 yards (tackle by Myles Hartsfield),0.720,1.220
3,8:42,3,1,CIN 44,7,35,Joe Burrow up the middle for 2 yards (tackle by Damien Wilson),1.220,2.060
3,8:04,1,10,CIN 47,7,35,Joe Mixon right guard for 7 yards (tackle by Shaq Thompson),2.060,2.330
3,7:23,2,4,CAR 47,7,35,Joe Mixon right guard for 4 yards (tackle by Bravvion Roy and Frankie Luvu),2.330,2.720
3,6:44,1,10,CAR 43,7,35,Joe Mixon left guard for 6 yards (tackle by Amare Barno and Shaq Thompson),2.720,2.990
3,6:03,2,4,CAR 37,7,35,Joe Burrow pass complete short right to Tee Higgins for 17 yards (tackle by Keith Taylor),2.990,4.240
3,5:18,1,10,CAR 20,7,35,Joe Burrow pass complete short right to Tee Higgins for 6 yards (tackle by Keith Taylor),4.240,4.640
3,4:44,2,4,CAR 14,7,41,"Joe Mixon left end for 14 yards, touchdown. Penalty on Matthew Ioannidis: Defensive Offside, 5 yards (declined)",4.640,7.000
3,4:38,,,CAR 15,7,42,Evan McPherson kicks extra point good,0.000,0.000
3,4:38,,,CIN 35,7,42,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
3,4:38,1,10,CAR 25,7,42,D'Onta Foreman left guard for 6 yards (tackle by Germaine Pratt and B.J. Hill),0.610,0.870
3,3:59,2,4,CAR 31,7,42,Baker Mayfield pass incomplete short middle intended for D.J. Moore (defended by Trey Hendrickson),0.870,0.170
3,3:55,3,4,CAR 31,7,42,Baker Mayfield pass incomplete deep right intended for D.J. Moore,0.170,-1.310
3,2:50,4,4,CAR 31,7,42,"Johnny Hekker punts 45 yards, returned by Trent Taylor for 5 yards (tackle by Brandon Smith). Penalty on Mike Thomas: Illegal Block Above the Waist, 10 yards (accepted)",-1.310,-0.150
3,3:42,1,10,CIN 19,7,42,Joe Mixon right tackle for 9 yards (tackle by Jaycee Horn),0.150,0.880
3,3:00,2,1,CIN 28,7,42,Joe Mixon up the middle for no gain (tackle by Frankie Luvu and Shaq Thompson),0.880,0.100
3,2:19,3,1,CIN 28,7,42,Brandon Allen right guard for 2 yards (tackle by Daviyon Nixon),0.100,0.940
3,1:42,1,10,CIN 30,7,42,Joe Mixon left guard for no gain (tackle by Bravvion Roy and Xavier Woods),0.940,0.390
3,1:00,2,10,CIN 30,7,42,Brandon Allen pass complete short left to Tyler Boyd for 4 yards (tackle by Damien Wilson),0.390,0.230
3,0:19,3,6,CIN 34,7,42,Brandon Allen pass complete short left to Hayden Hurst for 13 yards (tackle by Myles Hartsfield),0.230,2.060
Quarter,Time,Down,ToGo,Location,CAR,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 47,7,42,Samaje Perine left tackle for 3 yards (tackle by Yetur Gross-Matos and Matthew Ioannidis),2.060,1.920
4,14:16,2,7,CIN 50,7,42,Samaje Perine left end for -2 yards (tackle by Yetur Gross-Matos),1.920,0.960
4,13:30,3,9,CIN 48,7,42,Brandon Allen sacked by Amare Barno for no gain,0.960,-0.190
4,12:54,4,9,CIN 48,7,42,"Kevin Huber punts 38 yards, fair catch by Shi Smith at CAR-14",-0.190,0.280
4,12:48,1,10,CAR 14,7,42,Raheem Blackshear up the middle for 3 yards (tackle by Akeem Davis-Gaither),-0.280,-0.370
4,12:06,2,7,CAR 17,7,42,Baker Mayfield pass complete short left to Raheem Blackshear for 27 yards (tackle by Akeem Davis-Gaither and Markus Bailey),-0.370,1.860
4,11:39,1,10,CAR 44,7,42,Baker Mayfield pass complete short middle to Raheem Blackshear for 8 yards (tackle by Markus Bailey),1.860,2.400
4,11:00,2,2,CIN 48,7,42,Raheem Blackshear left tackle for 5 yards (tackle by Markus Bailey and Akeem Davis-Gaither),2.400,2.720
4,10:33,1,10,CIN 43,7,42,Baker Mayfield pass complete short left to Giovanni Ricci for 8 yards (tackle by Akeem Davis-Gaither),2.720,3.260
4,9:51,2,2,CIN 35,7,42,D'Onta Foreman left guard for 2 yards (tackle by Vonn Bell),3.260,3.380
4,9:25,1,10,CIN 33,7,42,Baker Mayfield pass complete short middle to D'Onta Foreman for 2 yards (tackle by Markus Bailey),3.380,3.110
4,8:58,2,8,CIN 31,7,42,Baker Mayfield pass complete short left to D.J. Moore for 14 yards (tackle by Michael Thomas),3.110,4.440
4,8:32,1,10,CIN 17,7,42,Baker Mayfield pass complete short left to D'Onta Foreman for -4 yards (tackle by Akeem Davis-Gaither),4.440,3.350
4,7:52,2,14,CIN 21,13,42,"Baker Mayfield pass complete deep left to Terrace Marshall for 21 yards, touchdown",3.350,7.000
4,7:47,,,CIN 15,14,42,Eddy Pineiro kicks extra point good,0.000,0.000
4,7:47,,,CAR 35,14,42,"Eddy Pineiro kicks off 48 yards, returned by Trent Taylor for 6 yards (tackle by Brandon Smith)",0.000,0.480
4,7:45,1,10,CIN 23,14,42,Trenton Irwin left end for 11 yards (tackle by Tae Hayes),0.480,1.200
4,7:00,1,10,CIN 34,14,42,Samaje Perine right end for 29 yards (tackle by Sean Chandler),1.200,3.120
4,6:09,1,10,CAR 37,14,42,Samaje Perine left guard for 2 yards (tackle by Daviyon Nixon and Tae Hayes),3.120,2.840
4,5:22,2,8,CAR 35,14,42,Trent Taylor left end for no gain (tackle by Amare Barno),2.840,2.150
4,4:37,3,8,CAR 35,14,42,Brandon Allen pass complete short right to Trent Taylor for 5 yards (tackle by Marquis Haynes),2.150,1.480
4,3:52,4,3,CAR 30,14,42,Evan McPherson 48 yard field goal no good,1.480,-1.470
4,3:47,1,10,CAR 38,14,42,Baker Mayfield pass incomplete short right intended for Terrace Marshall,1.470,0.920
4,3:44,2,10,CAR 38,14,42,Baker Mayfield pass complete short middle to Spencer Brown for 9 yards (tackle by Jay Tufele),0.920,1.420
4,3:22,3,1,CAR 47,14,42,Spencer Brown left guard for 5 yards (tackle by Markus Bailey and Joe Bachie),1.420,2.390
4,3:00,1,10,CIN 48,14,42,Spencer Brown up the middle for 7 yards (tackle by Michael Thomas and Domenique Davis),2.390,2.790
4,2:28,2,3,CIN 41,14,42,"Baker Mayfield pass complete short middle to Terrace Marshall for 16 yards (tackle by Markus Bailey and Jessie Bates). Penalty on Cam Taylor-Britt: Illegal Use of Hands / Defense, 5 yards (declined)",2.790,3.910
4,2:21,1,10,CIN 25,14,42,Raheem Blackshear left guard for 3 yards (tackle by Joe Bachie),3.910,3.770
4,2:00,2,7,CIN 22,14,42,Baker Mayfield pass complete short left to Shi Smith for 20 yards (tackle by Jessie Bates),3.770,6.740
4,1:53,1,2,CIN 2,14,42,Baker Mayfield pass incomplete short left intended for D.J. Moore,6.740,5.720
4,1:50,2,2,CIN 2,14,42,Raheem Blackshear up the middle for no gain (tackle by Joe Bachie and Jessie Bates),5.720,4.950
4,1:31,3,2,CIN 2,20,42,"Raheem Blackshear left tackle for 2 yards, touchdown",4.950,7.000
4,1:29,,,CIN 15,21,42,Eddy Pineiro kicks extra point good,0.000,0.000
4,1:29,,,CAR 35,21,42,"Eddy Pineiro kicks off 58 yards, returned by Trent Taylor for 9 yards (tackle by Giovanni Ricci)",0.000,-0.140
4,1:27,1,10,CIN 16,21,42,Brandon Allen kneels for -1 yards,-0.140,-0.780
4,0:44,2,11,CIN 15,21,42,Brandon Allen kneels for -2 yards,-0.780,-1.750
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
