Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
1,3:40,1,10,HOU 25,7,0,Carlos Hyde left tackle for 9 yards (tackle by Erik Harris),0.610,1.280
1,3:14,2,1,HOU 34,7,0,Carlos Hyde up the middle for 5 yards (tackle by Maxx Crosby),1.280,1.530
1,2:43,1,10,HOU 39,7,0,"DeAndre Carter aborted snap, recovered by DeAndre Carter at HOU-33. Penalty on Clelin Ferrell: Defensive Offside, 5 yards (no play)",1.530,2.260
1,2:26,1,5,HOU 44,7,0,"Deshaun Watson pass complete short left to Darren Fells for 23 yards (tackle by Karl Joseph). Penalty on Karl Joseph: Face Mask (15 Yards), 15 yards",2.260,4.370
1,2:11,1,10,OAK 18,7,0,Carlos Hyde up the middle for 6 yards (tackle by Daryl Worley and Tahir Whitehead),4.370,4.810
1,1:51,2,4,OAK 12,7,0,Deshaun Watson pass incomplete short right,4.810,4.030
1,1:44,3,4,OAK 12,7,6,"Deshaun Watson pass complete short right to Duke Johnson for 12 yards, touchdown",4.030,7.000
1,1:39,,,OAK 15,7,7,Ka'imi Fairbairn kicks extra point good,0.000,0.000
1,1:39,,,HOU 35,7,7,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,1:39,1,10,OAK 25,7,7,Josh Jacobs right tackle for -1 yards (tackle by Zach Cunningham),0.610,-0.070
1,1:03,2,11,OAK 24,7,7,Derek Carr pass complete short right to Josh Jacobs for 7 yards (tackle by Zach Cunningham and Benardrick McKinney),-0.070,0.170
1,0:16,3,4,OAK 31,7,7,Derek Carr pass incomplete short left intended for Darren Waller,0.170,-1.310
1,0:12,4,4,OAK 31,7,7,"A.J. Cole punts 54 yards, returned by DeAndre Carter for no gain (tackle by Nevin Lawson)",-1.310,0.220
1,0:03,1,10,HOU 15,7,7,Deshaun Watson left end for 12 yards (tackle by Nicholas Morrow),-0.220,0.740
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 27,7,7,Duke Johnson right tackle for no gain (tackle by P.J. Hall),0.740,0.200
2,14:36,2,10,HOU 27,7,7,Deshaun Watson pass incomplete short right intended for Jordan Akins,0.200,-0.490
2,14:31,3,10,HOU 27,7,7,Deshaun Watson pass incomplete short middle intended for DeAndre Carter (defended by Clelin Ferrell),-0.490,-1.570
2,14:26,4,10,HOU 27,7,7,"Bryan Anger punts 43 yards, fair catch by Trevor Davis at OAK-30",-1.570,-0.940
2,14:19,1,10,OAK 30,7,7,DeAndre Washington up the middle for 6 yards (tackle by Brandon Dunn and Justin Reid),0.940,1.200
2,13:53,2,4,OAK 36,7,7,DeAndre Washington left tackle for 6 yards (tackle by J.J. Watt),1.200,1.730
2,13:22,1,10,OAK 42,7,7,Derek Carr pass complete short middle to Hunter Renfrow for 8 yards (tackle by Brennan Scarlett),1.730,2.270
2,13:01,2,2,OAK 50,7,7,DeAndre Washington right end for 2 yards (tackle by J.J. Watt and Gareon Conley),2.270,2.390
2,12:19,1,10,HOU 48,7,7,Josh Jacobs right end for 23 yards (tackle by Brennan Scarlett),2.390,3.910
2,11:44,1,10,HOU 25,7,7,Josh Jacobs right tackle for 4 yards (tackle by Benardrick McKinney and Brandon Dunn),3.910,3.900
2,11:04,2,6,HOU 21,7,7,Derek Carr pass incomplete short right intended for Darren Waller (defended by Gareon Conley),3.900,3.200
2,10:59,,,,,,Timeout #1 by Oakland Raiders,,
2,10:59,3,6,HOU 21,7,7,Derek Carr pass complete short left to Zay Jones for 15 yards (tackle by Lonnie Johnson),3.200,5.830
2,10:20,1,6,HOU 6,7,7,Josh Jacobs up the middle for -2 yards (tackle by Angelo Blackson),5.830,4.570
2,9:43,2,8,HOU 8,13,7,"Derek Carr pass complete short right to Darren Waller for 8 yards, touchdown",4.570,7.000
2,9:36,,,HOU 15,14,7,Daniel Carlson kicks extra point good,0.000,0.000
2,9:36,,,OAK 35,14,7,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,9:36,1,10,HOU 25,14,7,Deshaun Watson pass complete short right to Jordan Akins for 4 yards (tackle by Nevin Lawson),0.610,0.600
2,9:05,2,6,HOU 29,14,7,Carlos Hyde up the middle for 5 yards (tackle by Clelin Ferrell),0.600,0.560
2,8:26,3,1,HOU 34,14,7,"Duke Johnson left end for 10 yards (tackle by Lamarcus Joyner). Penalty on Jordan Akins: Offensive Holding, 10 yards (no play)",0.560,-0.760
2,8:00,3,11,HOU 24,14,7,Deshaun Watson sacked by Benson Mayowa for -8 yards,-0.760,-2.390
2,7:12,4,19,HOU 16,14,7,"Bryan Anger punts 49 yards, returned by Trevor Davis for 3 yards (tackle by Brennan Scarlett). Penalty on Dallin Leavitt: Offensive Holding, 10 yards",-2.390,-0.810
2,7:01,1,10,OAK 28,14,7,"Derek Carr pass complete deep left to Darren Waller for 30 yards (tackle by Mike Adams). Penalty on Hunter Renfrow: Offensive Pass Interference, 10 yards (no play)",0.810,-0.040
2,6:54,1,20,OAK 18,14,7,Josh Jacobs right end for -6 yards (tackle by J.J. Watt),-0.040,-1.950
2,6:09,2,26,OAK 12,14,7,"Penalty on OAK: Delay of Game, 5 yards (no play)",-1.950,-2.310
2,5:54,2,31,OAK 7,14,7,Derek Carr pass complete short left to Hunter Renfrow for 11 yards (tackle by Justin Reid),-2.310,-1.960
2,5:20,3,20,OAK 18,14,7,Derek Carr pass complete short middle to Trevor Davis for 15 yards (tackle by Lonnie Johnson),-1.960,-1.180
2,4:52,4,5,OAK 33,14,7,"A.J. Cole punts 51 yards, returned by DeAndre Carter for 5 yards (tackle by Keisean Nixon)",-1.180,-0.340
2,4:42,1,10,HOU 21,14,7,"Carlos Hyde left tackle for 2 yards (tackle by Johnathan Hankins). Penalty on Maxx Crosby: Face Mask (15 Yards), 15 yards",0.340,1.470
2,4:23,1,10,HOU 38,14,7,Deshaun Watson pass complete deep middle to DeAndre Hopkins for 21 yards (tackle by Tahir Whitehead),1.470,2.850
2,3:46,1,10,OAK 41,14,7,Deshaun Watson pass complete short left to DeAndre Hopkins for 8 yards (tackle by Lamarcus Joyner),2.850,3.390
2,3:46,2,2,OAK 33,14,7,"Penalty on Nick Martin: False Start, 5 yards (no play)",3.390,2.710
2,2:47,2,7,OAK 38,14,7,Deshaun Watson pass complete short left to DeAndre Hopkins for 9 yards (tackle by Lamarcus Joyner),2.710,3.640
2,2:21,1,10,OAK 29,14,7,Deshaun Watson pass incomplete short left intended for Duke Johnson,3.640,3.100
2,2:16,2,10,OAK 29,14,7,Deshaun Watson pass incomplete deep middle intended for DeAndre Hopkins (defended by Erik Harris),3.100,2.410
2,2:10,3,10,OAK 29,14,7,Deshaun Watson pass complete short middle to Kenny Stills for 13 yards (tackle by Daryl Worley),2.410,4.510
2,2:00,1,10,OAK 16,14,7,Carlos Hyde right guard for -6 yards (tackle by Maxx Crosby),4.510,3.150
2,1:19,2,16,OAK 22,14,7,Deshaun Watson pass incomplete short right intended for Jordan Akins,3.150,2.480
2,1:16,3,16,OAK 22,14,7,Deshaun Watson pass complete short middle to Duke Johnson for 7 yards (tackle by Nicholas Morrow and Tahir Whitehead),2.480,2.440
2,1:07,,,,,,Timeout #3 by Oakland Raiders,,
2,1:07,4,9,OAK 15,14,10,Ka'imi Fairbairn 33 yard field goal good,2.440,3.000
2,1:04,,,HOU 35,14,10,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,1:04,,,,,,Timeout #1 by Houston Texans,,
2,1:04,1,10,OAK 25,14,10,Derek Carr pass complete short left to Jalen Richard for 4 yards (tackle by Keion Crossen),0.610,0.600
2,0:59,2,6,OAK 29,14,10,Derek Carr pass complete short right to Darren Waller for 3 yards (tackle by Zach Cunningham),0.600,0.300
2,0:54,3,3,OAK 32,14,10,Derek Carr pass incomplete short right intended for Jalen Richard,0.300,-1.240
2,0:48,4,3,OAK 32,14,10,"A.J. Cole punts 49 yards, returned by DeAndre Carter for 13 yards (tackle by Foster Moreau). Penalty on Peter Kalambayi: Illegal Block Above the Waist, 10 yards",-1.240,-0.410
2,0:38,1,10,HOU 22,14,10,"Deshaun Watson up the middle for 10 yards (tackle by Erik Harris). Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",0.410,-0.660
2,0:30,1,20,HOU 12,14,10,Duke Johnson left tackle for 4 yards (tackle by Maxx Crosby),-0.660,-1.080
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,14,10,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,14,10,Deshaun Watson right end for 3 yards (tackle by Maxx Crosby),0.610,0.470
3,14:28,2,7,HOU 28,14,10,"Penalty on Zach Fulton: False Start, 5 yards (no play)",0.470,-0.210
3,14:05,2,12,HOU 23,14,10,Deshaun Watson right end for 4 yards (tackle by Nevin Lawson),-0.210,-0.360
3,13:28,3,8,HOU 27,14,10,Deshaun Watson left end for 7 yards (tackle by Arden Key),-0.360,-1.110
3,12:42,4,1,HOU 34,14,10,Deshaun Watson left end for 9 yards (tackle by Erik Harris),-1.110,1.800
3,12:15,1,10,HOU 43,14,10,Deshaun Watson pass complete deep right to DeAndre Carter for 46 yards (tackle by Trayvon Mullen),1.800,4.840
3,12:06,1,10,OAK 11,14,10,Carlos Hyde right guard for -1 yards (tackle by Johnathan Hankins and Nicholas Morrow),4.840,3.980
3,11:25,2,11,OAK 12,14,10,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins,3.980,3.110
3,11:19,3,11,OAK 12,14,10,Deshaun Watson sacked by Arden Key for -10 yards,3.110,1.990
3,10:33,4,21,OAK 22,14,13,Ka'imi Fairbairn 40 yard field goal good,1.990,3.000
3,10:28,,,HOU 35,14,13,"Ka'imi Fairbairn kicks off 60 yards, returned by Dwayne Harris for 18 yards (tackle by Cullen Gillaspia and Peter Kalambayi)",0.000,0.480
3,10:24,1,10,OAK 23,14,13,Josh Jacobs right tackle for 1 yard (tackle by Brennan Scarlett and D.J. Reader),0.480,0.070
3,9:59,2,9,OAK 24,14,13,Josh Jacobs right tackle for 4 yards (tackle by Brennan Scarlett and Whitney Mercilus),0.070,-0.100
3,9:18,3,5,OAK 28,14,13,Derek Carr pass complete deep right to Tyrell Williams for 23 yards (tackle by Cornell Armstrong),-0.100,2.320
3,8:51,1,10,HOU 49,14,13,Jalen Richard right tackle for 3 yards (tackle by Zach Cunningham and Gareon Conley),2.320,2.190
3,8:09,2,7,HOU 46,14,13,Derek Carr pass incomplete deep left intended for Tyrell Williams (defended by Keion Crossen),2.190,1.490
3,8:02,3,7,HOU 46,20,13,"Derek Carr pass complete deep right to Tyrell Williams for 46 yards, touchdown",1.490,7.000
3,7:53,,,HOU 15,21,13,Daniel Carlson kicks extra point good,0.000,0.000
3,7:53,,,OAK 35,21,13,"Daniel Carlson kicks off 64 yards, returned by DeAndre Carter for 22 yards (tackle by Dallin Leavitt and Dwayne Harris)",0.000,0.480
3,7:48,1,10,HOU 23,21,13,Deshaun Watson pass complete short middle to Duke Johnson for 8 yards (tackle by Tahir Whitehead),0.480,1.010
3,7:18,2,2,HOU 31,21,13,Deshaun Watson pass complete short right to DeAndre Hopkins for 7 yards (tackle by Nevin Lawson),1.010,1.470
3,6:37,1,10,HOU 38,21,13,Deshaun Watson pass incomplete short left intended for Carlos Hyde (defended by Lamarcus Joyner),1.470,0.920
3,6:30,2,10,HOU 38,21,13,Deshaun Watson pass complete short middle to DeAndre Hopkins for 13 yards (tackle by Karl Joseph),0.920,2.320
3,5:57,1,10,OAK 49,21,13,Duke Johnson right tackle for -3 yards (tackle by Maxx Crosby),2.320,1.380
3,5:57,2,13,HOU 48,21,13,"Penalty on Zach Fulton: False Start, 5 yards (no play)",1.380,0.700
3,4:56,2,18,HOU 43,21,13,Deshaun Watson pass complete short middle to DeAndre Hopkins for 15 yards (tackle by Tahir Whitehead and Karl Joseph),0.700,2.020
3,4:14,3,3,OAK 42,21,13,Deshaun Watson pass complete short left to DeAndre Hopkins for 7 yards (tackle by Daryl Worley),2.020,3.250
3,3:40,1,10,OAK 35,21,13,Carlos Hyde up the middle for 4 yards (tackle by Tahir Whitehead),3.250,3.240
3,3:07,2,6,OAK 31,21,13,Deshaun Watson pass incomplete deep middle intended for DeAndre Carter (defended by Nicholas Morrow),3.240,2.540
3,3:02,3,6,OAK 31,21,13,Deshaun Watson pass complete short middle to Duke Johnson for 6 yards (tackle by Karl Joseph),2.540,3.910
3,2:26,1,10,OAK 25,21,13,Carlos Hyde right guard for 8 yards (tackle by Karl Joseph),3.910,4.550
3,1:58,2,2,OAK 17,21,13,"Carlos Hyde left guard for 1 yard (tackle by Maxx Crosby). Carlos Hyde fumbles (forced by Maxx Crosby), recovered by Carlos Hyde at OAK-16",4.550,4.060
3,1:17,3,1,OAK 16,21,13,Deshaun Watson right end for 4 yards (tackle by Lamarcus Joyner),4.060,4.780
3,0:41,1,10,OAK 12,21,13,Deshaun Watson pass complete short right to Darren Fells for 8 yards (tackle by Karl Joseph and Tahir Whitehead),4.780,5.600
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,OAK 4,21,19,"Deshaun Watson pass complete short right to Darren Fells for 4 yards, touchdown",5.600,7.000
4,14:56,,,OAK 15,21,20,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,14:56,,,HOU 35,21,20,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,14:56,1,10,OAK 25,21,20,Josh Jacobs left tackle for 5 yards (tackle by Brennan Scarlett and Benardrick McKinney),0.610,0.740
4,14:20,2,5,OAK 30,21,20,Derek Carr pass complete short right to Josh Jacobs for 8 yards (tackle by Keion Crossen),0.740,1.470
4,13:35,1,10,OAK 38,21,20,Derek Carr pass complete short middle to Foster Moreau for 10 yards (tackle by Benardrick McKinney and Brennan Scarlett). Penalty on D.J. Reader: Illegal Use of Hands (Declined),1.470,2.130
4,13:22,1,10,OAK 48,21,20,Josh Jacobs left tackle for 4 yards (tackle by Carlos Watkins),2.130,2.120
4,12:40,2,6,HOU 48,21,20,Derek Carr pass complete short middle to Jalen Richard for 20 yards (tackle by Keion Crossen),2.120,3.710
4,12:03,1,10,HOU 28,21,20,Derek Carr pass complete short left to Hunter Renfrow for 4 yards (tackle by Whitney Mercilus),3.710,3.710
4,11:27,2,6,HOU 24,21,20,Josh Jacobs left tackle for -1 yards (tackle by Whitney Mercilus),3.710,2.870
4,10:56,,,,,,Timeout #1 by Oakland Raiders,,
4,10:56,3,7,HOU 25,21,20,Derek Carr pass incomplete short right intended for Darren Waller (defended by Dylan Cole),2.870,1.800
4,10:52,4,7,HOU 25,24,20,Daniel Carlson 44 yard field goal good,1.800,3.000
4,10:48,,,OAK 35,24,20,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,10:48,1,10,HOU 25,24,20,"Deshaun Watson pass incomplete short right intended for Jordan Akins. Penalty on Maxx Crosby: Roughing the Passer, 15 yards (no play)",0.610,1.600
4,10:44,1,10,HOU 40,24,20,Deshaun Watson pass incomplete short left intended for Kenny Stills,1.600,1.050
4,10:41,2,10,HOU 40,24,20,Deshaun Watson pass complete short right to DeAndre Hopkins for 11 yards (tackle by Tahir Whitehead),1.050,2.320
4,10:05,1,10,OAK 49,24,20,Carlos Hyde up the middle for 5 yards (tackle by Nicholas Morrow),2.320,2.460
4,9:29,2,5,OAK 44,24,20,Carlos Hyde up the middle for -2 yards (tackle by P.J. Hall),2.460,1.490
4,8:46,3,7,OAK 46,24,20,Carlos Hyde left tackle for 10 yards (tackle by Erik Harris),1.490,3.180
4,8:16,1,10,OAK 36,24,20,Carlos Hyde up the middle for 9 yards (tackle by Tahir Whitehead),3.180,3.850
4,7:30,2,1,OAK 27,24,20,Deshaun Watson pass complete short left to DeAndre Hopkins for 3 yards (tackle by Daryl Worley),3.850,3.970
4,7:01,1,10,OAK 24,24,20,"Deshaun Watson up the middle for 10 yards (tackle by Lamarcus Joyner). Penalty on Nicholas Morrow: Illegal Contact, 5 yards",3.970,5.140
4,6:34,1,9,OAK 9,24,26,"Deshaun Watson pass complete short right to Darren Fells for 9 yards, touchdown, touchdown",5.140,7.000
4,6:26,,,OAK 15,24,27,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,6:26,,,HOU 35,24,27,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,6:26,1,10,OAK 25,24,27,Josh Jacobs left end for 8 yards (tackle by Justin Reid and Zach Cunningham),0.610,1.140
4,5:49,2,2,OAK 33,24,27,Derek Carr pass complete deep left to Tyrell Williams for 22 yards (tackle by Gareon Conley),1.140,2.590
4,5:07,1,10,HOU 45,24,27,Derek Carr pass incomplete deep right intended for Tyrell Williams,2.590,2.040
4,5:02,2,10,HOU 45,24,27,"Josh Jacobs right guard for 12 yards (tackle by Keion Crossen and Jahleel Addae). Penalty on Richie Incognito: Offensive Holding, 10 yards (no play)",2.040,0.690
4,4:57,2,20,OAK 45,24,27,Derek Carr pass complete short left to DeAndre Washington for 4 yards (tackle by Justin Reid and Gareon Conley),0.690,0.560
4,4:09,3,16,OAK 49,24,27,,0.560,-0.130
4,4:03,4,16,OAK 49,24,27,"A.J. Cole punts 36 yards, fair catch by DeAndre Carter at HOU-15",-0.130,0.220
4,3:56,1,10,HOU 15,24,27,Carlos Hyde up the middle for 1 yard (tackle by Johnathan Hankins),-0.220,-0.580
4,3:11,2,9,HOU 16,24,27,Deshaun Watson pass complete short middle to DeAndre Hopkins for 10 yards (tackle by Daryl Worley),-0.580,0.670
4,2:38,1,10,HOU 26,24,27,Carlos Hyde up the middle for 20 yards (tackle by Erik Harris),0.670,1.990
4,2:29,,,,,,Timeout #2 by Oakland Raiders,,
4,2:29,1,10,HOU 46,24,27,Carlos Hyde up the middle for 3 yards (tackle by Nicholas Morrow),1.990,1.860
4,2:23,,,,,,Timeout #3 by Oakland Raiders,,
4,2:23,2,7,HOU 49,24,27,Deshaun Watson pass complete short right to Darren Fells for 9 yards (tackle by Trayvon Mullen),1.860,2.790
4,2:00,1,10,OAK 42,24,27,Deshaun Watson kneels for -1 yards,2.790,2.110
4,1:18,2,11,OAK 43,24,27,Deshaun Watson kneels for -1 yards,2.110,1.290
4,0:36,3,12,OAK 44,24,27,Deshaun Watson kneels for -1 yards,1.290,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
