Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 75 yards, returned by Glenn Holt for 32 yards (tackle by Shantee Orr)",0.000,0.740
1,14:54,1,10,CIN 27,0,0,Chris Perry right tackle for 3 yards (tackle by Corey Williams),0.740,0.600
1,14:24,2,7,CIN 30,0,0,Ryan Fitzpatrick sacked by Shaun Rogers for -5 yards,0.600,-0.760
1,13:53,3,12,CIN 25,0,0,Ryan Fitzpatrick pass incomplete deep left intended for T.J. Houshmandzadeh,-0.760,-1.700
1,13:46,4,12,CIN 25,0,0,"Kyle Larson punts 49 yards, returned by Josh Cribbs for 7 yards (tackle by Dhani Jones)",-1.700,-1.140
1,13:34,1,10,CLE 33,0,0,Jamal Lewis left guard for 6 yards (tackle by Dhani Jones),1.140,1.400
1,13:02,2,4,CLE 39,0,0,"Jamal Lewis left tackle for 18 yards (tackle by David Jones). Penalty on David Jones: Unnecessary Roughness, 15 yards",1.400,3.710
1,12:36,1,10,CIN 28,0,0,Jamal Lewis left guard for 8 yards (tackle by Nedu Ndukwe),3.710,4.250
1,12:00,2,2,CIN 20,0,0,Jamal Lewis right guard for 6 yards (tackle by Antwan Odom),4.250,4.650
1,11:22,1,10,CIN 14,0,0,Jason Wright up the middle for 9 yards (tackle by Dhani Jones and Keith Rivers),4.650,5.670
1,10:46,2,1,CIN 5,0,0,Jamal Lewis left guard for no gain (tackle by Marvin White),5.670,4.960
1,10:10,3,1,CIN 5,0,0,Jamal Lewis left guard for -2 yards (tackle by Nedu Ndukwe and John Thornton),4.960,2.990
1,9:32,4,3,CIN 7,3,0,Phil Dawson 25 yard field goal good,2.990,3.000
1,,,,CLE 30,3,0,"Phil Dawson kicks off 69 yards, returned by Glenn Holt for 32 yards (tackle by Darnell Dinkins)",0.000,1.140
1,9:22,1,10,CIN 33,3,0,Chris Perry right tackle for 2 yards (tackle by Brandon McDonald),1.140,0.860
1,8:48,2,8,CIN 35,3,0,Chris Perry right guard for 3 yards (tackle by Shaun Rogers),0.860,0.560
1,8:09,3,5,CIN 38,3,0,Ryan Fitzpatrick pass incomplete short right intended for Chad Ochocinco (defended by Eric Wright),0.560,-0.850
1,8:03,4,5,CIN 38,3,0,Kyle Larson punts 37 yards (tackle by Kyries Hebert),-0.850,-0.810
1,7:52,1,10,CLE 28,3,0,Jamal Lewis left tackle for 2 yards (tackle by Keith Rivers),0.810,0.530
1,7:12,2,8,CLE 30,3,0,Derek Anderson pass complete short left to Braylon Edwards for 6 yards (tackle by David Jones),0.530,0.630
1,6:33,3,2,CLE 36,3,0,"Derek Anderson pass incomplete short right intended for Jerome Harrison. Penalty on Frostee Rucker: Defensive Offside, 5 yards (no play)",0.630,1.660
1,6:29,1,10,CLE 41,3,0,Jamal Lewis left guard for 5 yards (tackle by David Jones),1.660,1.800
1,5:52,2,5,CLE 46,3,0,Josh Cribbs left tackle for no gain (tackle by Nedu Ndukwe),1.800,1.090
1,5:09,3,5,CLE 46,3,0,Derek Anderson pass complete short middle to Syndric Steptoe for 7 yards (tackle by Jamar Fletcher),1.090,2.460
1,4:29,1,10,CIN 47,3,0,Derek Anderson pass incomplete short right intended for Jerome Harrison,2.460,1.910
1,4:23,2,10,CIN 47,3,0,Jerome Harrison left end for 10 yards (tackle by Marvin White),1.910,3.120
1,3:58,1,10,CIN 37,3,0,"Jerome Harrison left end for 2 yards (tackle by Keith Rivers). Penalty on Josh Cribbs: Illegal Motion, 5 yards (no play)",3.120,2.790
1,3:35,1,15,CIN 42,3,0,Jamal Lewis left guard for 2 yards (tackle by Jonathan Fanene),2.790,2.170
1,2:56,2,13,CIN 40,3,0,Derek Anderson pass incomplete deep left intended for Kellen Winslow Jr. (defended by Leon Hall),2.170,1.490
1,2:49,3,13,CIN 40,3,0,Derek Anderson pass incomplete short middle intended for Steve Sanders,1.490,0.590
1,2:43,4,13,CIN 40,3,0,Phil Dawson punts 33 yards,0.590,0.380
1,2:30,1,10,CIN 7,3,0,"Chris Perry left end for no gain (tackle by D'Qwell Jackson). Penalty on Corey Williams: Defensive Offside, 5 yards (no play)",-0.380,-0.120
1,2:14,1,5,CIN 12,3,0,Chris Perry left tackle for 3 yards (tackle by Kamerion Wimbley),-0.120,-0.140
1,1:33,2,2,CIN 15,3,0,Chris Perry left guard for -4 yards (tackle by Brandon McDonald),-0.140,-0.950
1,0:50,3,6,CIN 11,3,0,Ryan Fitzpatrick up the middle for 11 yards (tackle by Brandon McDonald),-0.950,0.410
1,0:16,1,10,CIN 22,3,0,Ryan Fitzpatrick pass complete short left to Chad Ochocinco for 13 yards (tackle by Brandon McDonald),0.410,1.270
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 35,3,0,"Ryan Fitzpatrick for no gain. Ryan Fitzpatrick fumbles, recovered by Ryan Fitzpatrick at CIN-34. Penalty on Louis Leonard: Defensive Offside, 5 yards (no play)",1.270,2.000
2,14:40,1,5,CIN 40,3,0,Ryan Fitzpatrick pass complete short left to T.J. Houshmandzadeh for 6 yards (tackle by Brandon McDonald),2.000,1.990
2,14:13,1,10,CIN 46,3,0,Chris Perry right guard for 3 yards (tackle by Corey Williams),1.990,1.860
2,13:33,2,7,CIN 49,3,0,Ryan Fitzpatrick pass incomplete deep right intended for Chad Ochocinco,1.860,1.160
2,13:27,3,7,CIN 49,3,0,Ryan Fitzpatrick up the middle for 13 yards (tackle by Terry Cousin),1.160,3.050
2,12:45,1,10,CLE 38,3,0,Chris Perry up the middle for 12 yards (tackle by Terry Cousin),3.050,3.840
2,12:11,1,10,CLE 26,3,0,Chris Perry up the middle for 1 yard (tackle by Santonio Thomas),3.840,3.430
2,11:25,2,9,CLE 25,3,0,"Penalty on Levi Jones: False Start, 5 yards (no play)",3.430,2.760
2,11:11,2,14,CLE 30,3,0,Ryan Fitzpatrick pass complete short right to Chris Perry for 5 yards (tackle by Terry Cousin),2.760,2.740
2,10:33,3,9,CLE 25,3,0,Ryan Fitzpatrick pass incomplete deep right intended for Antonio Chatman,2.740,1.800
2,10:26,4,9,CLE 25,3,3,Shayne Graham 42 yard field goal good,1.800,3.000
2,,,,CIN 30,3,3,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
2,10:22,1,10,CLE 20,3,3,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,0.280,-0.270
