Quarter,Time,Tm,Detail,CLE,CIN
1.0,9:29,Browns,Phil Dawson 25 yard field goal,3,0
2.0,10:22,Bengals,Shayne Graham 42 yard field goal,3,3
,0:08,Bengals,Shayne Graham 45 yard field goal,3,6
4.0,13:05,Browns,Braylon Edwards 4 yard pass from Derek Anderson (Phil Dawson kick),10,6
,11:06,Browns,Jamal Lewis 1 yard rush (Phil Dawson kick),17,6
,7:46,Bengals,Chad Johnson 4 yard pass from Ryan Fitzpatrick (pass failed),17,12
,0:32,Browns,Phil Dawson 29 yard field goal,20,12
