Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,SEA 30,0,0,"Olindo Mare kicks off 66 yards, returned by Orlando Scandrick for 25 yards (tackle by Kevin Hobbs)",0.000,0.870
1,14:55,1,10,DAL 29,0,0,Tony Romo pass incomplete short left,0.870,0.330
1,14:50,2,10,DAL 29,0,0,Tony Romo pass complete short left to Terrell Owens for 9 yards,0.330,0.830
1,14:18,3,1,DAL 38,0,0,"Tony Romo pass incomplete deep left. Penalty on Josh Wilson: Illegal Use of Hands, 5 yards (no play)",0.830,1.800
1,14:11,1,10,DAL 43,0,0,Marion Barber up the middle for 5 yards (tackle by Howard Green),1.800,1.930
1,13:28,2,5,DAL 48,0,0,Tony Romo pass complete deep left to Jason Witten for 36 yards (tackle by Deon Grant),1.930,4.510
1,12:44,1,10,SEA 16,0,6,"Tony Romo pass complete deep right to Martellus Bennett for 16 yards, touchdown",4.510,7.000
1,,,,SEA 2,0,7,Nick Folk kicks extra point good,0.000,0.000
1,,,,DAL 30,0,7,"Nick Folk kicks off 69 yards, returned by Josh Wilson for 18 yards (tackle by Tra Battle)",0.000,0.150
1,12:32,1,10,SEA 19,0,7,Matt Hasselbeck pass complete short middle to Koren Robinson for 14 yards (tackle by Terence Newman),0.150,1.140
1,12:00,1,10,SEA 33,0,7,Matt Hasselbeck pass incomplete deep right intended for Deion Branch,1.140,0.590
1,11:56,2,10,SEA 33,0,7,Julius Jones left tackle for 4 yards (tackle by Jay Ratliff),0.590,0.430
1,11:13,3,6,SEA 37,0,7,Matt Hasselbeck pass complete deep middle to Deion Branch for 17 yards (tackle by Ken Hamlin),0.430,2.520
1,10:38,1,10,DAL 46,0,7,Matt Hasselbeck pass complete short right to Deion Branch for 11 yards (tackle by Terence Newman),2.520,3.250
1,9:56,1,10,DAL 35,0,7,"Julius Jones left tackle for no gain (tackle by Marcus R. Spears). Julius Jones fumbles (forced by Marcus R. Spears), recovered by Anthony Henry at DAL-28 (tackle by Julius Jones)",3.250,-0.810
1,9:49,1,10,DAL 28,0,7,Tony Romo up the middle for 15 yards (tackle by Julian Peterson),0.810,1.800
1,9:08,1,10,DAL 43,0,7,Marion Barber for 3 yards,1.800,1.660
1,8:41,2,7,DAL 46,0,7,Tony Romo pass complete short left to Jason Witten for 10 yards (tackle by Marcus Trufant),1.660,2.650
1,8:12,1,10,SEA 44,0,7,Tony Romo pass complete short right to Jason Witten for 11 yards (tackle by Lofa Tatupu),2.650,3.380
1,7:23,1,10,SEA 33,0,7,Marion Barber right tackle for 2 yards (tackle by Lofa Tatupu),3.380,3.110
1,6:46,2,8,SEA 31,0,7,--,3.110,4.370
1,6:17,1,10,SEA 18,0,7,Marion Barber up the middle for 17 yards (tackle by Deon Grant),4.370,6.970
1,5:39,1,1,SEA 1,0,7,Marion Barber up the middle for -1 yards (tackle by LeRoy Hill and Baraka Atkins),6.970,5.720
1,4:53,2,2,SEA 2,0,13,"Marion Barber left guard for 2 yards, touchdown",5.720,7.000
1,,,,SEA 2,0,14,Nick Folk kicks extra point good,0.000,0.000
1,,,,DAL 30,0,14,"Nick Folk kicks off 65 yards, returned by Josh Wilson for 26 yards (tackle by Carlos Polk)",0.000,1.000
1,4:43,1,10,SEA 31,0,14,Matt Hasselbeck pass complete short middle to John Carlson for 33 yards (tackle by Keith Davis),1.000,3.180
1,4:10,1,10,DAL 36,0,14,Julius Jones up the middle for 2 yards (tackle by Bradie James),3.180,2.910
1,3:34,2,8,DAL 34,0,14,Matt Hasselbeck pass complete short left to Bobby Engram for 7 yards (tackle by Anthony Henry),2.910,3.140
1,2:55,3,1,DAL 27,0,14,Matt Hasselbeck pass complete short right to Leonard Weaver for 9 yards (tackle by Zach Thomas),3.140,4.370
1,2:30,1,10,DAL 18,0,14,"Penalty on Floyd Womack: False Start, 5 yards (no play)",4.370,4.040
1,2:09,1,15,DAL 23,0,14,Matt Hasselbeck sacked by DeMarcus Ware for -8 yards,4.040,2.070
1,1:38,2,23,DAL 31,0,14,Julius Jones left guard for 5 yards (tackle by Jay Ratliff),2.070,2.080
1,1:02,3,18,DAL 26,0,14,Matt Hasselbeck pass incomplete short right intended for Deion Branch (defended by Orlando Scandrick),2.080,1.740
1,1:02,4,18,DAL 26,3,14,Olindo Mare 44 yard field goal good,1.740,3.000
1,,,,SEA 30,3,14,"Olindo Mare kicks off 72 yards, touchback",0.000,0.280
1,0:52,1,10,DAL 20,3,14,Tony Romo pass complete deep middle to Terrell Owens for 26 yards,0.280,1.990
1,0:20,1,10,DAL 46,3,14,Tony Romo pass complete short left to Jason Witten for 10 yards (tackle by D.D. Lewis),1.990,2.650
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 44,3,14,Tony Romo pass complete short middle to Marion Barber for 13 yards (tackle by Julian Peterson),2.650,3.510
2,14:26,1,10,SEA 31,3,14,Tony Romo pass complete short middle to Jason Witten for 13 yards (tackle by Marcus Trufant),3.510,4.370
2,13:43,1,10,SEA 18,3,14,Tony Romo pass incomplete deep middle intended for Jason Witten (defended by Deon Grant),4.370,3.800
2,13:37,2,10,SEA 18,3,14,Marion Barber up the middle for 2 yards (tackle by Julian Peterson),3.800,3.300
2,12:51,3,8,SEA 16,3,14,Tony Romo pass complete short left to Patrick Crayton for 9 yards (tackle by Marcus Trufant),3.300,5.600
2,12:03,1,7,SEA 7,3,20,"Tony Romo pass complete short middle to Jason Witten for 7 yards, touchdown",5.600,7.000
2,,,,SEA 2,3,21,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,3,21,"Nick Folk kicks off 64 yards, returned by Josh Wilson for 20 yards (tackle by Alan Ball)",0.000,0.670
2,11:50,1,10,SEA 26,3,21,Julius Jones left end for -1 yards (tackle by DeMarcus Ware),0.670,-0.010
2,11:27,2,11,SEA 25,3,21,Matt Hasselbeck pass complete short left to Bobby Engram for 12 yards (tackle by Orlando Scandrick),-0.010,1.400
2,11:04,1,10,SEA 37,3,21,Julius Jones up the middle for 2 yards (tackle by Jason Hatcher),1.400,1.130
2,10:19,2,8,SEA 39,3,21,Julius Jones up the middle for 3 yards (tackle by Jason Hatcher and Bradie James),1.130,0.830
2,9:44,3,5,SEA 42,3,21,Matt Hasselbeck pass incomplete short middle intended for Koren Robinson,0.830,-0.590
2,9:39,4,5,SEA 42,3,21,"Jon Ryan punts 58 yards, touchback",-0.590,-0.280
2,9:30,1,10,DAL 20,3,21,--,0.280,2.790
2,8:42,1,10,SEA 42,3,21,"Tony Romo pass incomplete deep right intended for Terrell Owens. Penalty on Marcus Trufant: Defensive Pass Interference, 21 yards (no play)",2.790,4.170
2,8:37,1,10,SEA 21,3,21,Tony Romo pass incomplete deep left intended for Terrell Owens (defended by Deon Grant),4.170,3.630
