Quarter,Time,Tm,Detail,SDG,KAN
1.0,11:37,Chiefs,Priest Holmes 24 yard rush (Morten Andersen kick),0,7
,1:21,Chiefs,Priest Holmes 5 yard rush (Morten Andersen kick),0,14
2.0,10:08,Chiefs,Johnnie Morton 20 yard pass from Trent Green (Morten Andersen kick),0,21
,4:25,Chiefs,Morten Andersen 42 yard field goal,0,24
3.0,8:16,Chargers,Josh Norman 21 yard pass from Drew Brees (Steve Christie kick),7,24
,2:22,Chiefs,Morten Andersen 46 yard field goal,7,27
4.0,4:32,Chargers,Eric Parker 20 yard pass from Drew Brees (Steve Christie kick),14,27
