Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
2,10:33,1,10,OAK 44,9,0,"Brandon Weeden pass complete deep left to Josh Gordon for 44 yards, touchdown",2.650,7.000
2,10:33,,,OAK 2,10,0,Phil Dawson kicks extra point good,0.000,0.000
2,10:25,,,CLE 35,10,0,"Phil Dawson kicks off 69 yards, returned by Coye Francies for 32 yards (tackle by Kaluka Maiava)",0.000,0.810
2,10:19,1,10,OAK 28,10,0,Carson Palmer pass incomplete deep right intended for Denarius Moore (defended by Sheldon Brown),0.810,0.260
2,10:13,2,10,OAK 28,10,0,Marcel Reece right tackle for 7 yards (tackle by Ahtyba Rubin),0.260,0.500
2,9:37,3,3,OAK 35,10,0,Carson Palmer pass complete short left to Jeremy Stewart for 2 yards (tackle by Sheldon Brown),0.500,-0.910
2,8:57,4,1,OAK 37,10,0,"Shane Lechler punts 56 yards, returned by Josh Cribbs for 9 yards (tackle by Taiwan Jones). Penalty on OAK: Ineligible Downfield Kick, 5 yards (no play)",-0.910,-1.240
2,8:44,4,6,OAK 32,10,0,"Shane Lechler punts 41 yards, returned by Josh Cribbs for 9 yards (tackle by Keenan Clayton)",-1.240,-1.330
2,8:32,1,10,CLE 36,10,0,Trent Richardson right guard for no gain (tackle by Miles Burris),1.330,0.790
2,7:59,2,10,CLE 36,10,0,Brandon Weeden pass incomplete short right intended for Jordan Cameron,0.790,0.100
2,7:52,3,10,CLE 36,10,0,Brandon Weeden pass complete short right to Ben Watson for 8 yards (tackle by Michael Huff),0.100,-0.460
2,7:44,4,2,CLE 44,10,0,Reggie Hodges punts 26 yards,-0.460,-0.940
2,7:12,1,10,OAK 30,10,0,Jeremy Stewart left tackle for 11 yards (tackle by Phil Taylor),0.940,1.660
2,6:22,1,10,OAK 41,10,0,Jeremy Stewart right guard for 14 yards (tackle by Tashaun Gipson),1.660,2.590
2,5:49,1,10,CLE 45,10,0,Jeremy Stewart right tackle for 1 yard (tackle by T.J. Ward),2.590,2.180
2,5:19,2,9,CLE 44,10,0,Carson Palmer pass complete short right to Denarius Moore for 11 yards (tackle by Sheldon Brown),2.180,3.380
2,5:12,1,10,CLE 33,10,0,Carson Palmer pass incomplete short right intended for Denarius Moore,3.380,2.840
2,4:45,2,10,CLE 33,10,0,Carson Palmer pass incomplete deep right intended for Denarius Moore,2.840,2.150
2,4:39,3,10,CLE 33,10,0,Carson Palmer pass incomplete deep middle intended for Marcel Reece (defended by Buster Skrine),2.150,1.150
2,4:33,4,10,CLE 33,10,3,Sebastian Janikowski 51 yard field goal good,1.150,3.000
2,4:28,,,OAK 35,10,3,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
2,4:28,1,10,CLE 20,10,3,Trent Richardson up the middle for 5 yards (tackle by Tommy Kelly),0.280,0.410
2,3:50,2,5,CLE 25,10,3,Brandon Weeden pass complete short middle to Greg Little for 8 yards (tackle by Michael Huff),0.410,1.140
2,3:14,1,10,CLE 33,10,3,Brandon Weeden pass complete deep right to Josh Gordon for 22 yards (tackle by Michael Huff and Michael Mitchell),1.140,2.590
2,2:29,1,10,OAK 45,10,3,Trent Richardson left end for -1 yards (tackle by Philip Wheeler),2.590,1.910
2,2:00,2,11,OAK 46,10,3,"Penalty on Desmond Bryant: Neutral Zone Infraction, 5 yards (no play)",1.910,2.580
2,2:00,2,6,OAK 41,10,3,Trent Richardson up the middle for 4 yards,2.580,2.410
2,1:18,3,2,OAK 37,10,3,Brandon Weeden pass incomplete deep middle intended for Josh Gordon is intercepted by Phillip Adams at OAK-8,2.410,0.380
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:10,1,10,OAK 8,10,3,Carson Palmer pass incomplete short right intended for Brandon Myers,-0.380,-0.780
2,1:06,2,10,OAK 8,10,3,Carson Palmer pass complete short middle to Marcel Reece for 3 yards (tackle by Craig Robertson),-0.780,0.000
2,0:58,,,,10,3,Timeout #1 by Cleveland Browns,0.000,-1.070
2,0:58,3,7,OAK 11,10,3,Carson Palmer pass complete short middle to Denarius Moore for 20 yards (tackle by Sheldon Brown),-1.070,0.000
2,0:51,,,,10,3,Timeout #1 by Oakland Raiders,0.000,1.000
2,0:51,1,10,OAK 31,10,3,"Penalty on Khalif Barnes: False Start, 5 yards (no play)",1.000,0.670
2,0:51,1,15,OAK 26,10,3,Carson Palmer pass complete short left to Darrius Heyward-Bey for 10 yards (tackle by Sheldon Brown),0.670,1.140
2,0:28,2,5,OAK 36,10,3,Carson Palmer pass complete short left to Brandon Myers for 10 yards (tackle by Tashaun Gipson),1.140,0.000
2,0:21,,,,10,3,Timeout #2 by Oakland Raiders,0.000,1.990
2,0:21,1,10,OAK 46,10,3,Carson Palmer pass complete short right to Brandon Myers for 3 yards (tackle by Eric Hagg),1.990,0.000
2,0:14,,,,10,3,Timeout #3 by Oakland Raiders,0.000,1.860
2,0:14,2,7,OAK 49,10,3,Carson Palmer pass complete short right to Marcel Reece for 4 yards,1.860,1.690
2,0:10,3,3,CLE 47,10,3,Carson Palmer pass complete short right to Marcel Reece for 4 yards,1.690,2.720
2,0:05,1,10,CLE 43,10,3,Sebastian Janikowski 61 yard field goal no good,2.720,2.260
Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,10,3,"Sebastian Janikowski kicks off 74 yards, touchback. Penalty on Richard Gordon: Unnecessary Roughness, 15 yards",0.000,1.270
3,15:00,1,10,CLE 35,10,3,Brandon Weeden pass complete short right to Alex Smith for 1 yard (tackle by Philip Wheeler and Michael Mitchell),1.270,0.860
3,14:48,2,9,CLE 36,10,3,"Penalty on Tommy Kelly: Encroachment, 5 yards (no play)",0.860,1.530
3,14:11,2,4,CLE 41,10,3,Trent Richardson left tackle for 9 yards (tackle by Tommy Kelly),1.530,2.260
3,13:36,1,10,,10,3,"Trent Richardson right tackle for no gain (tackle by Michael Huff). Penalty on Ben Watson: Offensive Holding, 10 yards (no play)",2.260,1.600
3,13:31,1,20,CLE 40,10,3,Brandon Weeden pass complete short left to Greg Little for 9 yards (tackle by Brandian Ross),1.600,1.580
3,12:27,2,11,CLE 49,10,3,Trent Richardson left guard for 3 yards (tackle by Andre Carter),1.580,1.290
3,11:57,3,8,OAK 48,10,3,Brandon Weeden pass complete short left to Mohamed Massaquoi for 6 yards (tackle by Joselio Hanson),1.290,0.460
3,11:18,4,2,OAK 42,10,3,Brandon Weeden pass complete short left to Trent Richardson for 21 yards (tackle by Michael Mitchell),0.460,4.170
3,10:44,1,10,OAK 21,10,3,Trent Richardson right guard for 4 yards (tackle by Joselio Hanson),4.170,4.200
3,10:05,2,6,OAK 17,10,3,Brandon Weeden pass incomplete short right intended for Greg Little,4.200,3.460
3,10:02,3,6,OAK 17,10,3,Brandon Weeden pass incomplete short right intended for Trent Richardson (defended by Philip Wheeler),3.460,2.340
3,9:56,4,6,OAK 17,13,3,Phil Dawson 35 yard field goal good,2.340,3.000
3,9:51,,,CLE 35,13,3,"Phil Dawson kicks off 63 yards, returned by Jeremy Stewart for 16 yards (tackle by Johnson Bademosi)",0.000,0.040
3,9:46,1,10,OAK 18,13,3,Jeremy Stewart left tackle for 10 yards (tackle by Tashaun Gipson),0.040,0.810
3,9:06,1,10,OAK 28,13,3,Carson Palmer pass complete short left to Brandon Myers for 6 yards (tackle by D'Qwell Jackson),0.810,1.070
3,9:01,2,4,OAK 34,13,3,Carson Palmer pass complete short left to Darrius Heyward-Bey for 8 yards,1.070,1.730
3,8:00,1,10,OAK 42,13,3,Carson Palmer pass complete short middle to Darrius Heyward-Bey for 11 yards (tackle by Joe Haden),1.730,2.460
3,7:28,1,10,CLE 47,13,3,Jeremy Stewart left tackle for 6 yards (tackle by Kaluka Maiava and Ahtyba Rubin),2.460,2.720
3,6:51,2,4,CLE 41,13,3,Carson Palmer pass incomplete short left intended for Denarius Moore (defended by Sheldon Brown),2.720,2.010
3,6:46,3,4,CLE 41,13,3,Carson Palmer pass complete short left to Brandon Myers for 6 yards (tackle by Craig Robertson),2.010,3.250
3,6:11,1,10,CLE 35,13,3,Carson Palmer pass incomplete short left intended for Darrius Heyward-Bey,3.250,2.700
3,6:07,2,10,CLE 35,13,3,Jeremy Stewart left tackle for no gain (tackle by John Hughes),2.700,2.010
3,5:23,3,10,CLE 35,13,3,Carson Palmer sacked by Juqua Parker for -7 yards,2.010,0.460
3,4:55,4,17,CLE 42,13,3,Shane Lechler punts 32 yards,0.460,0.380
3,4:47,1,10,CLE 10,13,3,Brandon Weeden pass complete deep left to Josh Gordon for 20 yards (tackle by Michael Mitchell),-0.380,0.940
3,4:13,1,10,CLE 30,13,3,Brandon Weeden pass complete short left to Mohamed Massaquoi for 54 yards (tackle by Joselio Hanson),0.940,0.000
3,3:27,,,,13,3,Timeout #1 by Cleveland Browns,0.000,4.510
3,3:27,1,10,OAK 16,13,3,Trent Richardson up the middle for no gain (tackle by Miles Burris),4.510,3.900
3,2:50,2,10,OAK 16,13,3,Brandon Weeden pass complete short right to Travis Benjamin for 6 yards (tackle by Michael Huff),3.900,4.170
3,2:06,3,4,OAK 10,13,3,Brandon Weeden pass incomplete short right intended for Trent Richardson,4.170,2.840
3,2:02,4,4,OAK 10,13,3,"Phil Dawson 28 yard field goal no good, blocked by Desmond Bryant",2.840,-0.280
3,1:58,1,10,OAK 20,13,3,Carson Palmer pass incomplete deep middle intended for Denarius Moore,0.280,-0.270
3,1:53,2,10,OAK 20,13,3,Jeremy Stewart up the middle for 5 yards (tackle by Craig Robertson),-0.270,-0.300
3,1:10,3,5,OAK 25,13,3,Carson Palmer pass complete short left to Darrius Heyward-Bey for 11 yards (tackle by Sheldon Brown),-0.300,1.330
3,0:26,1,10,OAK 36,13,9,"Carson Palmer pass complete deep middle to Rod Streater for 64 yards, touchdown",1.330,7.000
3,0:26,,,CLE 2,13,10,Sebastian Janikowski kicks extra point good,0.000,0.000
3,0:17,,,OAK 35,13,10,"Sebastian Janikowski kicks off 74 yards, returned by Josh Cribbs for 18 yards (tackle by Keenan Clayton)",0.000,-0.380
3,0:12,1,10,CLE 9,13,10,Brandon Weeden pass incomplete short right intended for Jordan Cameron (defended by Tommy Kelly),-0.380,-0.780
3,0:09,2,10,CLE 9,13,10,Brandon Weeden pass incomplete short middle intended for Montario Hardesty (defended by Lamarr Houston),-0.780,0.000
3,0:04,,,,13,10,Timeout #2 by Cleveland Browns,0.000,-1.420
3,0:04,3,10,CLE 9,13,10,Brandon Weeden pass complete short middle to Greg Little for 13 yards (tackle by Joselio Hanson),-1.420,0.410
Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 22,13,10,Montario Hardesty up the middle for 4 yards (tackle by Tyvon Branch),0.410,0.410
4,14:23,2,6,CLE 26,13,10,Montario Hardesty right end for 13 yards (tackle by Miles Burris),0.410,1.530
4,13:44,1,10,CLE 39,13,10,Montario Hardesty left tackle for 3 yards (tackle by Tyvon Branch),1.530,1.390
4,13:10,2,7,CLE 42,13,10,Brandon Weeden sacked by Lamarr Houston for -11 yards,1.390,-0.760
4,12:38,3,18,CLE 31,13,10,Brandon Weeden pass complete short middle to Ben Watson for 14 yards (tackle by Joselio Hanson),-0.760,-0.390
4,12:01,4,4,CLE 45,13,10,"Reggie Hodges punts 43 yards, fair catch by Denarius Moore. Penalty on Buster Skrine: Fair Catch Interference, 15 yards",-0.390,-0.740
4,11:47,1,10,OAK 27,13,10,Carson Palmer pass incomplete short right intended for Juron Criner,0.740,0.200
4,11:43,2,10,OAK 27,13,10,Carson Palmer pass complete short left to Marcel Reece for 11 yards (tackle by Tashaun Gipson),0.200,1.470
4,11:19,1,10,OAK 38,13,10,Carson Palmer pass complete short right to Rod Streater for 19 yards (tackle by Buster Skrine),1.470,2.720
4,10:47,1,10,CLE 43,13,10,Carson Palmer pass complete short right to Derek Hagan for 6 yards (tackle by Joe Haden),2.720,2.990
4,10:07,2,4,CLE 37,13,10,Carson Palmer pass incomplete short left intended for Juron Criner (defended by Sheldon Brown),2.990,2.280
4,10:03,3,4,CLE 37,13,10,Carson Palmer pass complete short middle to Brandon Myers for 4 yards (tackle by Eric Hagg),2.280,3.380
4,9:38,1,10,CLE 33,13,10,Carson Palmer pass incomplete deep left intended for Juron Criner is intercepted by Sheldon Brown at CLE-6,3.380,0.380
4,9:31,1,10,CLE 6,13,10,Brandon Weeden pass complete short left to Jordan Cameron for 7 yards (tackle by Miles Burris),-0.380,-0.270
4,8:56,2,3,CLE 13,13,10,Brandon Weeden pass incomplete deep left intended for Ben Watson,-0.270,-0.600
4,8:52,3,3,CLE 13,13,10,Brandon Weeden pass complete short right to Josh Gordon for 11 yards (tackle by Brandian Ross),-0.600,0.540
4,8:08,1,10,CLE 24,13,10,Montario Hardesty left tackle for no gain (tackle by Omar Gaither),0.540,0.000
4,7:31,2,10,CLE 24,13,10,Brandon Weeden pass complete short left to Ben Watson for 22 yards (tackle by Ronald Bartell),0.000,1.990
4,7:04,1,10,CLE 46,13,10,Trent Richardson up the middle for 2 yards (tackle by Desmond Bryant and Miles Burris),1.990,1.720
4,6:27,2,8,CLE 48,13,10,Brandon Weeden pass complete short middle to Ben Watson for 7 yards (tackle by Miles Burris and Tyvon Branch),1.720,1.950
4,5:50,3,1,OAK 45,13,10,Brandon Weeden up the middle for no gain,1.950,0.000
4,4:57,,,,13,10,Timeout #3 by Cleveland Browns,0.000,0.270
4,4:57,4,1,OAK 45,13,10,Brandon Weeden up the middle for 3 yards,0.270,0.000
4,4:44,,,,13,10,Timeout #1 by Oakland Raiders,0.000,2.790
4,4:44,1,10,OAK 42,13,10,Brandon Weeden pass complete short right to Jordan Cameron for 23 yards (tackle by Brandian Ross),2.790,4.310
4,4:36,1,10,OAK 19,13,10,Trent Richardson right tackle for 1 yard (tackle by Lamarr Houston and Desmond Bryant),4.310,3.880
4,3:50,2,9,OAK 18,13,10,Trent Richardson left tackle for 8 yards,3.880,0.000
4,3:38,,,,13,10,Timeout #2 by Oakland Raiders,0.000,4.690
4,3:38,3,1,OAK 10,13,10,"Penalty on Desmond Bryant: Neutral Zone Infraction, 5 yards (no play)",4.690,6.060
4,3:38,1,5,OAK 5,13,10,Trent Richardson left tackle for 2 yards (tackle by Miles Burris),6.060,0.000
4,3:31,,,,13,10,Timeout #3 by Oakland Raiders,0.000,5.530
4,3:31,2,3,OAK 3,19,10,"Trent Richardson up the middle for 3 yards, touchdown",5.530,7.000
4,3:31,,,OAK 2,20,10,Phil Dawson kicks extra point good,0.000,0.000
4,3:27,,,CLE 35,20,10,"Phil Dawson kicks off 69 yards, returned by Coye Francies for 20 yards (tackle by Tank Carder)",0.000,-0.140
4,3:21,1,10,OAK 16,20,10,Carson Palmer pass complete short middle to Brandon Myers for 9 yards (tackle by D'Qwell Jackson),-0.140,0.690
4,2:55,2,1,OAK 25,20,10,Carson Palmer pass complete short middle to Juron Criner for 7 yards (tackle by Joe Haden),0.690,1.070
4,2:27,1,10,OAK 32,20,10,Carson Palmer pass complete short middle to Brandon Myers for 11 yards (tackle by Eric Hagg),1.070,1.800
4,2:02,1,10,OAK 43,20,10,Carson Palmer pass complete short middle to Brandon Myers for 8 yards (tackle by Eric Hagg),1.800,2.330
4,1:57,2,2,CLE 49,20,10,Carson Palmer pass complete short middle to Marcel Reece for -2 yards (tackle by Buster Skrine),2.330,1.350
4,1:29,3,4,OAK 49,20,10,Carson Palmer pass complete short middle to Brandon Myers for 14 yards (tackle by D'Qwell Jackson),1.350,3.120
4,1:16,1,10,CLE 37,20,10,Carson Palmer spiked the ball,3.120,2.570
4,1:13,2,10,CLE 37,20,10,Carson Palmer pass incomplete short middle intended for Juron Criner,2.570,1.880
4,1:12,3,10,CLE 37,20,10,Carson Palmer pass complete short middle to Rod Streater for 13 yards (tackle by Eric Hagg),1.880,3.970
4,1:00,1,10,CLE 24,20,10,Carson Palmer spiked the ball,3.970,3.430
4,0:57,2,10,CLE 24,20,10,"Carson Palmer pass complete short left to Marcel Reece for 15 yards (tackle by Eric Hagg). Penalty on Rod Streater: Illegal Formation, 5 yards (no play)",3.430,2.760
4,0:48,2,15,CLE 29,20,10,Carson Palmer pass complete short middle to Brandon Myers for 14 yards (tackle by Buster Skrine),2.760,4.170
4,0:32,3,1,CLE 15,20,10,Carson Palmer spiked the ball,4.170,2.590
4,0:32,4,1,CLE 15,20,10,Carson Palmer pass complete short middle to Juron Criner for 3 yards (tackle by Eric Hagg),2.590,4.780
4,0:14,1,10,CLE 12,20,10,Carson Palmer pass incomplete short right intended for Rod Streater (defended by Joe Haden),4.780,4.100
4,0:06,2,10,CLE 12,20,10,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",4.100,3.420
4,0:06,2,15,CLE 17,20,16,"Carson Palmer pass complete deep middle to Brandon Myers for 17 yards, touchdown",3.420,7.000
4,0:06,,,CLE 2,20,17,Sebastian Janikowski kicks extra point good,0.000,0.000
4,0:01,,,OAK 35,20,17,Sebastian Janikowski kicks onside 21 yards. Penalty on Sebastian Janikowski: Kickoff Out of Bounds,0.000,1.860
4,0:01,1,10,CLE 44,20,17,Brandon Weeden kneels for -1 yards,1.860,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
