#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,KAN 37,12,5:21,49,Field Goal
2,1,7:39,KAN 20,3,1:14,9,Punt
3,1,4:59,CIN 44,7,4:06,44,Touchdown
4,2,13:00,CIN 45,5,1:56,44,Fumble
5,2,9:57,CIN 44,6,3:30,44,Touchdown
6,2,4:24,KAN 18,4,2:32,13,Punt
7,2,1:27,KAN 40,10,1:27,58,Field Goal
8,3,13:17,KAN 30,6,3:41,6,Punt
9,3,8:10,CIN 36,3,1:13,-4,Punt
10,3,4:16,KAN 9,5,2:28,40,Fumble
11,4,13:54,KAN 20,3,1:34,8,Punt
12,4,11:13,KAN 44,5,3:10,56,Touchdown
13,4,5:03,KAN 20,3,1:15,-15,Punt
14,4,3:18,KAN 46,3,1:25,-3,Punt
15,4,0:18,CIN 38,1,0:18,-1,End of Game
