#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:39,CIN 27,4,2:00,73,Touchdown
2,1,6:25,CIN 18,3,1:26,-2,Punt
3,1,0:53,CIN 17,7,2:53,28,Fumble
4,2,11:04,CIN 20,4,1:07,12,Interception
5,2,6:27,CIN 29,3,2:03,8,Punt
6,2,1:52,CIN 15,3,0:25,6,Punt
7,3,15:00,CIN 20,3,1:43,6,Punt
8,3,9:36,CIN 22,4,1:26,14,Downs
9,3,6:57,CIN 15,6,2:41,33,Punt
10,3,1:48,CIN 48,8,2:54,37,Field Goal
11,4,12:20,CIN 16,3,1:07,5,Punt
12,4,8:03,CIN 10,8,3:00,90,Touchdown
13,4,3:48,CIN 34,4,0:30,20,Interception
14,4,1:53,CIN 14,7,1:35,68,Field Goal
