Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
1,9:14,3,3,NOR 38,0,0,Drew Brees pass complete short left to C.J. Spiller for 4 yards (tackle by Billy Winn),0.700,1.730
1,8:40,1,10,NOR 42,0,0,Khiry Robinson right tackle for 1 yard (tackle by Jerrell Freeman and Dwight Lowery),1.730,1.320
1,8:04,2,9,NOR 43,0,0,Drew Brees pass incomplete deep left intended for Brandin Cooks,1.320,0.630
1,7:58,3,9,NOR 43,0,0,Drew Brees pass complete short left to Brandin Cooks for 3 yards (tackle by Greg Toler),0.630,-0.320
1,7:22,4,6,NOR 46,0,0,"Thomas Morstead punts 37 yards, fair catch by Griff Whalen. Penalty on Brian Dixon: Fair Catch Interference, 15 yards",-0.320,-1.070
1,7:14,1,10,IND 32,0,0,Frank Gore for no gain (tackle by Stephone Anthony),1.070,0.530
1,6:48,2,10,IND 32,0,0,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Delvin Breaux),0.530,-0.160
1,6:43,3,10,IND 32,0,0,Andrew Luck right end for 9 yards (tackle by Delvin Breaux). Penalty on Hugh Thornton: Offensive Holding (Declined),-0.160,-0.650
1,6:14,4,1,IND 41,0,0,"Pat McAfee punts 38 yards, returned by Marcus Murphy for 1 yard (tackle by Winston Guy)",-0.650,-0.410
1,6:02,1,10,NOR 22,0,0,Drew Brees pass incomplete deep middle intended for Marques Colston (defended by Vontae Davis),0.410,-0.130
,,,,,,,"NOR challenged the incomplete pass ruling, and the play was upheld.",,
1,5:55,2,10,NOR 22,0,0,Khiry Robinson middle for 6 yards (tackle by Billy Winn),-0.130,-0.030
1,5:19,3,4,NOR 28,0,0,Drew Brees pass complete deep left to Brandon Coleman for 24 yards (tackle by Dwight Lowery),-0.030,2.390
1,5:00,1,10,IND 48,0,0,Khiry Robinson middle for 4 yards (tackle by David Parry and Vontae Davis),2.390,2.390
1,4:27,2,6,IND 44,0,0,Drew Brees pass complete short right to C.J. Spiller for 17 yards (tackle by Greg Toler),2.390,3.780
1,3:59,1,10,IND 27,0,0,Khiry Robinson right tackle for -2 yards (tackle by Trent Cole),3.780,2.960
1,3:23,2,12,IND 29,0,0,Drew Brees pass complete short right to Khiry Robinson for 3 yards (tackle by Erik Walden),2.960,2.680
1,2:52,3,9,IND 26,0,0,Drew Brees pass incomplete short left intended for Ben Watson,2.680,1.740
,,,,,,,"NOR challenged the incomplete pass ruling, and the play was upheld.",,
1,2:45,4,9,IND 26,0,0,Luke McCown pass complete short left to Ben Watson for 25 yards (tackle by D'Qwell Jackson),1.740,6.970
1,2:35,1,1,IND 1,6,0,"Khiry Robinson left tackle for 1 yard, touchdown",6.970,7.000
1,2:35,,,IND 1,7,0,Kai Forbath kicks extra point good,0.000,0.000
1,2:35,,,NOR 35,7,0,"Kai Forbath kicks off 61 yards, returned by Griff Whalen for 21 yards (tackle by David Hawthorne)",0.000,-0.610
1,2:23,1,10,IND 25,7,0,Andrew Luck pass incomplete short right intended for T.Y. Hilton is intercepted by Stephone Anthony at IND-28 and returned for 5 yards,0.610,-4.040
1,2:16,1,10,IND 23,7,0,C.J. Spiller for 5 yards (tackle by Colt Anderson),4.040,4.210
1,1:42,2,5,IND 18,7,0,"Mark Ingram right end for 6 yards (tackle by Greg Toler). Penalty on Michael Hoomanawanui: Offensive Holding, 10 yards (no play)",4.210,2.820
1,1:26,2,15,IND 28,7,0,Drew Brees pass complete short left to Willie Snead for 9 yards (tackle by Vontae Davis),2.820,3.340
1,1:06,3,6,IND 19,7,0,"Drew Brees pass incomplete deep right intended for Willie Snead. Penalty on Jahri Evans: Offensive Holding (Offsetting), Penalty on Kendall Langford: Defensive Offside (Offsetting) (no play)",3.340,3.340
1,1:00,3,6,IND 19,7,0,"Drew Brees pass incomplete deep left intended for Willie Snead is intercepted by Vontae Davis at IND-1. Penalty on D'Qwell Jackson: Defensive Holding, 5 yards (no play)",3.340,3.340
1,0:50,3,6,IND 19,7,0,Timeout #3 by New Orleans Saints,3.340,4.650
1,0:50,1,10,IND 14,7,0,Khiry Robinson right end for 4 yards (tackle by Trent Cole),4.650,4.710
1,0:14,2,6,IND 10,7,0,Drew Brees pass complete short right to Brandin Cooks for 4 yards (tackle by Nate Irving),4.710,4.730
Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,IND 6,13,0,"Khiry Robinson right end for 6 yards, touchdown",4.730,7.000
2,15:00,,,IND 6,14,0,Kai Forbath kicks extra point good,0.000,0.000
2,15:00,,,NOR 35,14,0,"Kai Forbath kicks off 67 yards, returned by Griff Whalen for 30 yards (tackle by David Hawthorne). Griff Whalen fumbles, recovered by Kyle Wilson at IND-31 and returned for 4 yards. Penalty on Dewey McDonald: Offensive Holding (Declined)",0.000,3.780
2,14:47,1,10,IND 27,14,0,C.J. Spiller left end for 9 yards (tackle by Vontae Davis),3.780,4.530
2,14:27,2,1,IND 18,14,0,Mark Ingram right tackle for 2 yards (tackle by Dwight Lowery),4.530,4.510
2,13:42,1,10,IND 16,20,0,"Drew Brees pass complete short right to Michael Hoomanawanui for 16 yards, touchdown",4.510,7.000
2,13:42,,,IND 16,20,0,Kai Forbath kicks extra point no good,0.000,-1.000
2,13:42,,,NOR 35,20,0,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
2,13:36,1,10,IND 20,20,0,Frank Gore right guard for 8 yards (tackle by Kenny Vaccaro),0.280,0.810
2,13:05,2,2,IND 28,20,0,Frank Gore middle for 14 yards (tackle by Jairus Byrd),0.810,1.730
2,12:24,1,10,IND 42,20,0,Andrew Luck pass incomplete short right intended for Frank Gore (defended by Cameron Jordan),1.730,1.190
2,12:20,2,10,IND 42,20,0,Andrew Luck pass incomplete,1.190,0.500
2,12:13,3,10,IND 42,20,0,Andrew Luck pass incomplete short right intended for T.Y. Hilton,0.500,-0.590
2,12:08,4,10,IND 42,20,0,"Pat McAfee punts 38 yards, returned by Marcus Murphy for 12 yards (tackle by Josh McNary). Penalty on Jamarca Sanford: Illegal Block Above the Waist, 10 yards",-0.590,0.380
2,11:56,1,10,NOR 10,20,0,Mark Ingram middle for 20 yards (tackle by Bjoern Werner and Greg Toler),-0.380,0.940
2,11:28,1,10,NOR 30,20,0,Drew Brees pass complete short right to Michael Hoomanawanui for 2 yards (tackle by D'Qwell Jackson and Dwight Lowery),0.940,0.660
2,10:51,2,8,NOR 32,20,0,Mark Ingram right tackle for no gain (tackle by D'Qwell Jackson and T.Y. McGill),0.660,-0.030
2,10:10,3,8,NOR 32,20,0,Drew Brees pass complete short left to Brandin Cooks for 6 yards (tackle by Greg Toler),-0.030,-0.850
2,9:25,4,2,NOR 38,20,0,Thomas Morstead punts 57 yards,-0.850,0.380
2,9:14,1,10,IND 5,20,0,"Penalty on Bobby Richardson: Neutral Zone Infraction, 5 yards (no play)",-0.380,-0.190
2,9:14,1,5,IND 10,20,0,Andrew Luck pass complete short right to T.Y. Hilton for 11 yards (tackle by Delvin Breaux),-0.190,0.340
2,8:55,1,10,IND 21,20,0,Frank Gore left tackle for 3 yards (tackle by Stephone Anthony and John Jenkins),0.340,0.210
2,8:13,2,7,IND 24,20,0,Andrew Luck pass complete short left to Frank Gore for 6 yards (tackle by Dannell Ellerbe),0.210,0.300
2,7:50,3,1,IND 30,20,0,Ahmad Bradshaw left guard for 5 yards (tackle by Kenny Vaccaro),0.300,1.270
2,7:26,1,10,IND 35,20,0,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,1.270,0.720
2,7:21,2,10,IND 35,20,0,Andrew Luck pass incomplete short left intended for Phillip Dorsett (defended by Hau'oli Kikaha),0.720,0.040
2,7:17,3,10,IND 35,20,0,Andrew Luck pass complete short left to Phillip Dorsett for 8 yards (tackle by Kyle Wilson),0.040,-0.520
2,6:51,4,2,IND 43,20,0,"Pat McAfee punts 57 yards, touchback",-0.520,-0.280
2,6:42,1,10,NOR 20,20,0,Drew Brees pass incomplete short left intended for Willie Snead,0.280,-0.270
2,6:37,2,10,NOR 20,20,0,Drew Brees pass complete short left to Michael Hoomanawanui for 5 yards (tackle by Nate Irving),-0.270,-0.300
2,6:10,3,5,NOR 25,20,0,Drew Brees pass complete short right to Brandin Cooks for 18 yards (tackle by Colt Anderson),-0.300,1.800
2,5:37,1,10,NOR 43,20,0,Mark Ingram right end for 11 yards (tackle by Colt Anderson),1.800,2.520
2,5:02,1,10,IND 46,20,0,Mark Ingram left end for 44 yards (tackle by Greg Toler),2.520,6.740
2,4:16,1,2,IND 2,20,0,"Drew Brees pass complete short right to Josh Hill for 2 yards. Penalty on Josh Hill: Offensive Pass Interference, 10 yards (no play)",6.740,4.640
2,4:10,1,12,IND 12,20,0,Mark Ingram middle for 4 yards (tackle by Kendall Langford),4.640,4.570
2,3:34,2,8,IND 8,20,0,Drew Brees pass incomplete short middle intended for Willie Snead (defended by Greg Toler),4.570,3.580
2,3:27,3,8,IND 8,20,0,Drew Brees pass incomplete deep middle intended for Marques Colston is intercepted by Vontae Davis at IND--9,3.580,-0.280
2,3:22,1,10,IND 20,20,0,Andrew Luck sacked by Cameron Jordan for -10 yards,0.280,-1.510
2,2:38,2,20,IND 10,20,0,Andrew Luck pass complete short middle to Donte Moncrief for 5 yards (tackle by Dannell Ellerbe),-1.510,-1.860
2,2:05,3,15,IND 15,20,0,Andrew Luck pass complete short middle to Donte Moncrief for 9 yards (tackle by Stephone Anthony),-1.860,-1.770
2,1:58,4,6,IND 24,20,0,"Pat McAfee punts 61 yards, returned by Marcus Murphy for 13 yards (tackle by Zurlon Tipton)",-1.770,-0.810
2,1:44,1,10,NOR 28,20,0,Drew Brees pass complete short left to Mark Ingram for -5 yards (tackle by Jerrell Freeman and Billy Winn),0.810,-0.410
2,1:21,2,15,NOR 23,20,0,Drew Brees pass incomplete deep right intended for Willie Snead,-0.410,-1.090
2,1:16,3,15,NOR 23,20,0,Drew Brees pass incomplete deep right intended for Brandin Cooks,-1.090,-1.830
2,1:08,4,15,NOR 23,20,0,"Thomas Morstead punts 46 yards, muffed catch by Griff Whalen, recovered by Griff Whalen and returned for no gain",-1.830,-1.000
2,0:59,1,10,IND 31,20,0,Andrew Luck pass complete short right to Donte Moncrief for 12 yards (tackle by Brian Dixon),1.000,1.800
2,0:51,1,10,IND 43,20,0,Andrew Luck pass complete short middle to Ahmad Bradshaw for 8 yards (tackle by Jairus Byrd),1.800,1.800
2,0:44,1,10,IND 43,20,0,Timeout #1 by Indianapolis Colts,1.800,2.330
2,0:44,2,2,NOR 49,20,0,Andrew Luck pass complete short middle to Coby Fleener for 15 yards (tackle by Brandon Browner),2.330,2.330
2,0:38,2,2,NOR 49,20,0,Timeout #2 by Indianapolis Colts,2.330,3.310
2,0:38,1,10,NOR 34,20,0,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",3.310,2.980
2,0:38,1,15,NOR 39,20,0,Andrew Luck pass complete short right to Coby Fleener for 5 yards (tackle by Stephone Anthony),2.980,2.980
2,0:31,1,15,NOR 39,20,0,Timeout #3 by Indianapolis Colts,2.980,2.770
2,0:31,2,10,NOR 34,20,0,Andrew Luck pass incomplete short right intended for Coby Fleener,2.770,2.080
2,0:27,3,10,NOR 34,20,0,Andrew Luck for 16 yards (tackle by Stephone Anthony),2.080,4.370
2,0:19,1,10,NOR 18,20,0,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,4.370,3.800
2,0:13,2,10,NOR 18,20,0,Andrew Luck pass incomplete deep right intended for Donte Moncrief is intercepted by Kyle Wilson at NOR--1 and returned for 20 yards,3.800,-0.150
2,0:02,1,10,NOR 19,20,0,Drew Brees kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,20,0,"Kai Forbath kicks off 67 yards, returned by Griff Whalen for 20 yards (tackle by Hau'oli Kikaha). Penalty on Josh McNary: Illegal Block Above the Waist, 9 yards",0.000,0.380
3,14:53,1,10,IND 9,20,0,Andrew Luck pass incomplete short left intended for T.Y. Hilton,-0.380,-0.780
3,14:50,2,10,IND 9,20,0,Frank Gore middle for 1 yard (tackle by Dannell Ellerbe),-0.780,-1.300
3,14:11,3,9,IND 10,20,0,Andrew Luck pass complete short left to Andre Johnson for 4 yards (tackle by Brian Dixon),-1.300,-2.470
3,13:39,4,5,IND 14,20,0,"Pat McAfee punts 60 yards, returned by Marcus Murphy for 19 yards (tackle by Winston Guy). Penalty on Michael Mauti: Illegal Block Above the Waist, 10 yards",-2.470,-0.040
3,13:23,1,10,NOR 18,20,0,Mark Ingram middle for 35 yards (tackle by Vontae Davis),0.040,2.460
3,12:51,1,10,IND 47,20,0,Mark Ingram middle for 17 yards (tackle by Dwight Lowery and Erik Walden),2.460,3.580
3,12:17,1,10,IND 30,20,0,Khiry Robinson left tackle for 4 yards (tackle by Jerrell Freeman and Bjoern Werner),3.580,3.570
3,11:40,2,6,IND 26,20,0,Drew Brees pass complete deep left to Ben Watson for 25 yards (tackle by Vontae Davis),3.570,6.970
3,11:07,1,1,IND 1,20,0,Khiry Robinson right end for no gain (tackle by Erik Walden),6.970,5.910
3,10:30,2,1,IND 1,26,0,"Mark Ingram left guard for 1 yard, touchdown",5.910,7.000
3,10:30,,,IND 1,27,0,Kai Forbath kicks extra point good,0.000,0.000
3,10:30,,,NOR 30,27,0,"Kai Forbath kicks off 65 yards, returned by Griff Whalen for 20 yards (tackle by Brian Dixon)",0.000,-0.610
3,10:20,1,10,IND 25,27,0,Andrew Luck pass complete short middle to Dwayne Allen for 10 yards (tackle by Stephone Anthony),0.610,1.270
3,9:51,1,10,IND 35,27,0,Frank Gore middle for 4 yards (tackle by Dannell Ellerbe),1.270,1.260
3,9:14,2,6,IND 39,27,0,Andrew Luck pass incomplete deep left intended for Donte Moncrief (defended by Kenny Vaccaro),1.260,0.560
3,9:09,3,6,IND 39,27,0,"Andrew Luck pass incomplete short right intended for Donte Moncrief. Penalty on Brandon Browner: Defensive Holding, 5 yards (no play)",0.560,1.860
3,9:03,1,10,IND 44,27,0,Andrew Luck sacked by Bobby Richardson and John Jenkins for -5 yards,1.860,0.640
3,8:24,2,15,IND 39,27,0,Andrew Luck pass complete short middle to Frank Gore for 7 yards (tackle by Dannell Ellerbe),0.640,0.890
3,7:42,3,8,IND 46,27,0,Andrew Luck sacked by Kenny Vaccaro for -15 yards,0.890,-1.310
3,7:05,4,23,IND 31,27,0,"Pat McAfee punts 60 yards, returned by Marcus Murphy for 6 yards (tackle by Colt Anderson). Penalty on Dewey McDonald: Player Out of Bounds on Punt, 5 yards (no play)",-1.310,-1.630
3,6:53,4,28,IND 26,27,0,"Pat McAfee punts 52 yards, returned by Marcus Murphy for 8 yards (tackle by Zurlon Tipton)",-1.630,-0.940
3,6:39,1,10,NOR 30,27,0,C.J. Spiller left end for 1 yard (tackle by Henry Anderson and Trent Cole),0.940,0.530
3,6:04,2,9,NOR 31,27,0,Drew Brees pass complete short left to Mark Ingram for 10 yards (tackle by D'Qwell Jackson),0.530,1.660
3,5:34,1,10,NOR 41,27,0,Khiry Robinson middle for 2 yards (tackle by Kendall Langford and D'Qwell Jackson),1.660,1.390
3,4:59,2,8,NOR 43,27,0,Drew Brees pass incomplete short right intended for Josh Hill,1.390,0.700
3,4:53,3,8,NOR 43,27,0,Drew Brees pass complete short middle to Ben Watson for 3 yards (tackle by Dwight Lowery),0.700,0.700
3,4:10,3,8,NOR 43,27,0,Timeout #1 by Indianapolis Colts,0.700,-0.320
3,4:10,4,5,NOR 46,27,0,"Thomas Morstead punts 41 yards, out of bounds",-0.320,0.320
3,4:02,1,10,IND 13,27,0,Andrew Luck pass incomplete short right intended for T.Y. Hilton,-0.320,-0.770
3,3:56,2,10,IND 13,27,6,"Andrew Luck pass complete deep left to T.Y. Hilton for 87 yards, touchdown",-0.770,7.000
3,3:56,,,NOR 13,27,7,"Adam Vinatieri kicks extra point good. Penalty on Brandon Browner: Defensive Offside, 5 yards",0.000,0.000
3,3:56,,,IND 40,27,7,"Pat McAfee kicks off 60 yards, touchback",0.000,-0.280
3,3:42,1,10,NOR 20,27,7,Mark Ingram middle for 5 yards (tackle by Jerrell Freeman),0.280,0.410
3,3:14,2,5,NOR 25,27,7,Drew Brees pass complete short middle to Ben Watson for 6 yards (tackle by D'Qwell Jackson),0.410,1.000
3,2:44,1,10,NOR 31,27,7,Mark Ingram right end for 1 yard (tackle by Billy Winn and T.Y. McGill),1.000,0.600
3,2:23,2,9,NOR 32,27,7,Drew Brees pass complete short left to C.J. Spiller for -3 yards (tackle by D'Qwell Jackson),0.600,-0.490
3,1:44,3,12,NOR 29,27,7,Drew Brees pass incomplete short middle intended for Brandin Cooks,-0.490,-1.440
3,1:38,4,12,NOR 29,27,7,"Thomas Morstead punts 53 yards, returned by Griff Whalen for 16 yards (tackle by Brandon Coleman)",-1.440,-1.200
3,1:25,1,10,IND 34,27,7,Andrew Luck pass complete short right to Andre Johnson for 1 yard (tackle by Kyle Wilson),1.200,0.790
3,0:42,2,9,IND 35,27,7,"Andrew Luck pass complete short middle to Frank Gore for 4 yards (tackle by Dannell Ellerbe). Penalty on Bobby Richardson: Unnecessary Roughness, 15 yards",0.790,2.520
3,0:11,1,10,NOR 46,27,13,"Andrew Luck pass complete deep left to T.Y. Hilton for 46 yards, touchdown",2.520,7.000
3,0:11,,,NOR 46,27,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,0:11,,,IND 35,27,14,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,0:01,1,10,NOR 20,27,14,Drew Brees pass incomplete deep left intended for Brandin Cooks,0.280,-0.270
Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NOR 20,27,14,Khiry Robinson left end for 1 yard (tackle by Jerrell Freeman),-0.270,-0.820
4,14:23,3,9,NOR 21,27,14,"Drew Brees pass complete short middle to Brandin Cooks for 3 yards (tackle by Greg Toler). Brandin Cooks fumbles (forced by Greg Toler), recovered by Josh Hill at NOR-28",-0.820,-1.500
4,13:40,4,2,NOR 28,27,14,"Thomas Morstead punts 53 yards, muffed catch by Griff Whalen, recovered by Akeem Davis and returned for no gain. Penalty on Brian Dixon: Fair Catch Interference (Offsetting), Penalty on Colt Anderson: Running Into the Kicker (Offsetting) (no play)",-1.500,-1.500
4,13:26,4,2,NOR 28,27,14,"Thomas Morstead punts 55 yards, fair catch by Griff Whalen",-1.500,0.060
4,13:18,1,10,IND 17,27,14,Andrew Luck pass complete short right to Frank Gore for 5 yards (tackle by Kevin Williams),-0.060,0.210
4,12:50,2,5,IND 22,27,14,Andrew Luck pass incomplete short left intended for Frank Gore (defended by Kevin Williams),0.210,-0.620
4,12:43,3,5,IND 22,27,14,Andrew Luck pass incomplete short right intended for Coby Fleener (defended by Brandon Browner),-0.620,-1.900
4,12:38,4,5,IND 22,27,14,"Pat McAfee punts 49 yards, returned by Marcus Murphy for 10 yards (tackle by Sio Moore)",-1.900,-1.530
4,12:28,1,10,NOR 39,27,14,Khiry Robinson right end for 2 yards (tackle by Trent Cole and Jerrell Freeman),1.530,1.260
4,11:58,2,8,NOR 41,27,14,Drew Brees pass complete short right to Willie Snead for 5 yards (tackle by Jerrell Freeman and Greg Toler),1.260,1.220
4,11:22,3,3,NOR 46,27,14,Drew Brees sacked by Kendall Langford for -9 yards,1.220,-0.910
4,10:46,4,12,NOR 37,27,14,"Thomas Morstead punts 45 yards, returned by Griff Whalen for 22 yards (tackle by Justin Drescher)",-0.910,-1.600
4,10:34,1,10,IND 40,27,14,Andrew Luck pass complete short left to Frank Gore for 10 yards (tackle by Hau'oli Kikaha),1.600,2.260
4,10:21,1,10,,27,14,Frank Gore middle for 4 yards (tackle by Kevin Williams and Stephone Anthony),2.260,2.250
4,9:47,2,6,NOR 46,27,14,Andrew Luck pass incomplete short middle intended for Frank Gore,2.250,1.550
4,9:42,3,6,NOR 46,27,14,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,1.550,0.200
4,9:36,4,6,NOR 46,27,14,Pat McAfee punts 45 yards,0.200,0.380
4,9:26,1,10,NOR 1,27,14,Drew Brees pass incomplete short right intended for Willie Snead,-0.380,-0.780
4,9:23,2,10,NOR 1,27,14,Drew Brees pass complete short right to Michael Hoomanawanui for 2 yards (tackle by Dwight Lowery),-0.780,-1.190
4,8:54,3,8,NOR 3,27,14,Drew Brees pass complete deep right to Brandin Cooks for 47 yards (tackle by Colt Anderson),-1.190,2.260
4,8:27,1,10,,27,14,Khiry Robinson right tackle for -1 yards (tackle by Trent Cole),2.260,1.580
4,7:42,2,11,NOR 49,27,14,Drew Brees pass incomplete short left intended for Brandin Cooks,1.580,0.890
4,7:37,3,11,NOR 49,27,14,Drew Brees pass complete short right to C.J. Spiller for -4 yards (tackle by Erik Walden),0.890,-0.390
4,6:53,4,15,NOR 45,27,14,"Thomas Morstead punts 45 yards, returned by Griff Whalen for 9 yards (tackle by Akeem Davis). Griff Whalen fumbles (forced by Akeem Davis), recovered by Tony Carter at IND-19 (tackle by Ramon Humber). Penalty on Dewey McDonald: Illegal Use of Hands, 5 yards",-0.390,0.380
4,6:40,1,10,IND 5,27,14,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Kyle Wilson),-0.380,-0.780
4,6:34,2,10,IND 5,27,14,Andrew Luck middle for 2 yards (tackle by Hau'oli Kikaha),-0.780,-1.190
4,5:55,3,8,IND 7,27,14,"Andrew Luck pass complete short right to Donte Moncrief for 15 yards (tackle by Brian Dixon). Penalty on Anthony Castonzo: Offensive Holding, 3 yards (no play)",-1.190,-1.540
4,5:21,3,11,IND 4,27,14,Andrew Luck pass incomplete deep right intended for T.Y. Hilton (defended by Delvin Breaux),-1.540,-2.490
4,5:14,4,11,IND 4,27,14,"Pat McAfee punts 58 yards, returned by Marcus Murphy for 5 yards (tackle by Sio Moore)",-2.490,-1.800
4,5:01,1,10,NOR 43,27,14,Mark Ingram middle for 3 yards (tackle by David Parry and Jerrell Freeman),1.800,1.660
4,4:17,2,7,NOR 46,27,14,Mark Ingram middle for -4 yards (tackle by Colt Anderson and Erik Walden),1.660,1.660
4,4:12,2,7,NOR 46,27,14,Timeout #2 by Indianapolis Colts,1.660,0.430
4,4:12,3,11,NOR 42,27,14,Drew Brees pass incomplete,0.430,-0.590
4,4:07,4,11,NOR 42,27,14,"Thomas Morstead punts 58 yards, touchback",-0.590,-0.280
4,3:59,1,10,IND 20,27,14,Andrew Luck pass complete short middle to Andre Johnson for 4 yards (tackle by Dannell Ellerbe),0.280,0.270
4,3:38,2,6,IND 24,27,14,Andrew Luck pass complete deep right to Andre Johnson for 35 yards (tackle by Jairus Byrd),0.270,0.270
4,3:31,2,6,IND 24,27,14,Timeout #1 by New Orleans Saints,0.270,2.850
4,3:31,1,10,NOR 41,27,14,Andrew Luck pass incomplete short right intended for Ahmad Bradshaw (defended by Cameron Jordan),2.850,2.310
4,3:25,2,10,NOR 41,27,14,Andrew Luck pass complete deep right to Coby Fleener for 27 yards (tackle by Kenny Vaccaro),2.310,4.650
4,3:18,1,10,NOR 14,27,14,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Delvin Breaux),4.650,4.000
4,3:14,2,10,NOR 14,27,14,Andrew Luck pass complete short right to T.Y. Hilton for 6 yards,4.000,4.280
4,3:10,3,4,NOR 8,27,20,"Andrew Luck pass complete short middle to Donte Moncrief for 8 yards, touchdown",4.280,7.000
4,3:10,,,NOR 8,27,21,Adam Vinatieri kicks extra point good,0.000,0.000
4,3:10,,,IND 35,27,21,"Pat McAfee kicks onside 18 yards, recovered by Marcus Murphy",0.000,-2.060
4,3:02,1,10,NOR 47,27,21,Khiry Robinson left end for no gain (tackle by Billy Winn and Jerrell Freeman),2.060,2.060
4,2:58,1,10,NOR 47,27,21,Timeout #3 by Indianapolis Colts,2.060,1.520
4,2:58,2,10,NOR 47,27,21,"Drew Brees pass complete short middle to Marques Colston for 11 yards (tackle by Darius Butler). Penalty on Willie Snead: Illegal Shift, 5 yards (no play)",1.520,0.840
4,2:52,2,15,NOR 42,27,21,Drew Brees pass complete short left to Willie Snead for 11 yards (tackle by Vontae Davis and Colt Anderson),0.840,0.840
4,2:09,2,15,NOR 42,27,21,Timeout #2 by New Orleans Saints,0.840,1.620
4,2:09,3,4,IND 47,27,21,Drew Brees pass complete short right to Marques Colston for 20 yards (tackle by Darius Butler),1.620,3.780
4,1:58,1,10,IND 27,27,21,Drew Brees kneels for -1 yards,3.780,3.100
4,1:20,2,11,IND 28,27,21,Drew Brees kneels for -1 yards,3.100,2.280
4,0:39,3,12,IND 29,27,21,Drew Brees kneels for -1 yards,2.280,1.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
