Quarter,Time,Down,ToGo,Location,TAM,DAL,Detail,EPB,EPA
1,5:13,4,3,TAM 38,7,0,"Josh Bidwell punts 48 yards, returned by Terence Newman for 24 yards (tackle by Kalvin Pearson)",-0.850,-1.470
1,5:00,1,10,DAL 38,7,0,Julius Jones left end for 2 yards (tackle by Dewayne White),1.470,1.190
1,4:14,2,8,DAL 40,7,0,Tony Romo pass incomplete short right intended for Terrell Owens,1.190,0.500
1,4:08,3,8,DAL 40,7,0,Tony Romo pass complete deep left to Terrell Owens for 18 yards (tackle by Will Allen),0.500,2.790
1,3:22,1,10,TAM 42,7,0,"Julius Jones left end for 4 yards (tackle by Barrett Ruud). Penalty on Patrick Crayton: Offensive Holding, 10 yards",2.790,1.430
1,3:22,2,16,TAM 48,7,0,Tony Romo pass incomplete short left intended for Terry Glenn,1.430,0.760
1,2:47,3,16,TAM 48,7,0,Tony Romo pass complete deep right to Patrick Crayton for 21 yards (tackle by Derrick Brooks),0.760,3.780
1,2:04,1,10,TAM 27,7,0,Julius Jones left tackle for -3 yards (tackle by Will Allen),3.780,2.830
1,1:17,2,13,TAM 30,7,6,"Tony Romo pass complete deep middle to Terry Glenn for 30 yards, touchdown",2.830,7.000
1,,,,TAM 2,7,7,Mike Vanderjagt kicks extra point good,0.000,0.000
1,,,,DAL 30,7,7,"Mike Vanderjagt kicks off 64 yards, returned by Michael Pittman for 35 yards (tackle by Jacques Reeves)",0.000,1.660
1,1:01,1,10,TAM 41,7,7,Bruce Gradkowski pass incomplete deep middle intended for Joey Galloway is intercepted by Roy Williams at DAL-25 and returned for 27 yards,1.660,-2.390
1,0:48,1,10,TAM 48,7,7,Julius Jones middle for 4 yards (tackle by Jermaine Phillips),2.390,2.390
1,0:07,2,6,TAM 44,7,7,Tony Romo pass complete short left to Terrell Owens for 13 yards,2.390,3.510
Quarter,Time,Down,ToGo,Location,TAM,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 31,7,7,Tony Romo pass incomplete short middle intended for Terrell Owens,3.510,2.970
2,14:54,2,10,TAM 31,7,7,Marion Barber left end for 5 yards (tackle by Jermaine Phillips),2.970,2.940
2,14:12,3,5,TAM 26,7,7,Tony Romo pass complete short left to Patrick Crayton for 9 yards (tackle by Barrett Ruud),2.940,4.440
2,13:37,1,10,TAM 17,7,7,Marion Barber middle for 3 yards (tackle by Derrick Brooks and Barrett Ruud),4.440,4.320
2,12:58,2,7,TAM 14,7,7,Tony Romo pass complete short right to Jason Witten for 9 yards (tackle by Juran Bolden),4.320,6.060
2,12:26,1,5,TAM 5,7,7,Marion Barber right guard for 3 yards (tackle by Chris Hovan),6.060,5.720
2,11:42,2,2,TAM 2,7,7,Tony Romo pass incomplete short left intended for Terrell Owens,5.720,4.950
2,11:37,3,2,TAM 2,7,13,"Tony Romo pass complete short right to Terry Glenn for 2 yards, touchdown",4.950,7.000
2,,,,TAM 2,7,14,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,DAL 30,7,14,"Mike Vanderjagt kicks off 67 yards, returned by Michael Pittman for 26 yards (tackle by Sam Hurd)",0.000,0.870
2,11:26,1,10,TAM 29,7,14,Cadillac Williams left tackle for 5 yards (tackle by Jay Ratliff),0.870,1.000
2,10:53,2,5,TAM 34,7,14,Cadillac Williams middle for 2 yards (tackle by Bradie James),1.000,0.560
2,10:13,3,3,TAM 36,7,14,Bruce Gradkowski pass complete short middle to Mike Alstott for 4 yards (tackle by Roy Williams and Bradie James),0.560,1.600
2,9:28,1,10,TAM 40,7,14,Cadillac Williams left guard for 5 yards (tackle by Jay Ratliff and Marcus Spears),1.600,1.730
2,8:54,2,5,TAM 45,7,14,Cadillac Williams left guard for 3 yards (tackle by DeMarcus Ware and Bradie James),1.730,1.420
2,8:10,3,2,TAM 48,7,14,Cadillac Williams right end for 22 yards (tackle by DeMarcus Ware),1.420,3.580
2,7:27,1,10,DAL 30,7,14,Michael Pittman middle for 2 yards (tackle by Jason Ferguson),3.580,3.300
2,6:52,2,8,DAL 28,7,14,Bruce Gradkowski pass incomplete short middle intended for Michael Pittman (defended by Akin Ayodele),3.300,2.610
2,6:48,,,,7,14,Timeout #2 by Tampa Bay Buccaneers,0.000,2.610
2,6:48,3,8,DAL 28,7,14,Bruce Gradkowski pass incomplete deep left intended for Joey Galloway (defended by Anthony Henry),2.610,1.590
2,6:42,4,8,DAL 28,10,14,Matt Bryant 46 yard field goal good,1.590,3.000
2,,,,TAM 30,10,14,"Matt Bryant kicks off 68 yards, returned by Miles Austin for 34 yards (tackle by Jamie Winborn). Penalty on Jamie Winborn: Unnecessary Roughness, 15 yards",0.000,2.320
2,6:30,1,10,TAM 49,10,14,Julius Jones middle for 3 yards (tackle by Derrick Brooks),2.320,2.190
2,5:51,2,7,TAM 46,10,14,Tony Romo pass incomplete deep right intended for Terrell Owens (defended by Juran Bolden),2.190,1.490
2,5:45,3,7,TAM 46,10,14,Tony Romo pass complete short right to Patrick Crayton for 5 yards (tackle by Juran Bolden),1.490,0.530
2,5:01,4,2,TAM 41,10,14,"Mat McBriar punts 28 yards, fair catch by Ike Hilliard",0.530,0.320
2,4:53,1,10,TAM 13,10,14,Cadillac Williams right tackle for 6 yards (tackle by Akin Ayodele and Marcus Spears),-0.320,0.030
2,4:16,2,4,TAM 19,10,14,Cadillac Williams right tackle for 5 yards (tackle by Bradie James and Roy Williams),0.030,0.540
2,3:37,1,10,TAM 24,10,14,"Bruce Gradkowski pass complete short left to Anthony Becht for 4 yards (tackle by DeMarcus Ware). Penalty on John Wade: Offensive Holding, 10 yards (no play)",0.540,-0.500
2,3:00,1,20,TAM 14,10,14,Cadillac Williams left tackle for 5 yards (tackle by Jason Hatcher),-0.500,-0.740
2,2:24,2,15,TAM 19,10,14,Bruce Gradkowski pass incomplete short middle intended for Joey Galloway,-0.740,-1.430
2,2:19,3,15,TAM 19,10,14,Bruce Gradkowski pass complete short middle to Michael Pittman for 6 yards (tackle by Kenyon Coleman),-1.430,-1.700
2,2:10,,,,10,14,Timeout #1 by Dallas Cowboys,0.000,-1.700
2,2:10,4,9,TAM 25,10,14,Josh Bidwell punts 49 yards,-1.700,-0.670
2,1:58,1,10,DAL 26,10,14,"Tony Romo pass complete short middle to Terrell Owens for 15 yards (tackle by Juran Bolden). Penalty on Chris Hovan: Roughing the Passer, 15 yards",0.670,2.650
2,1:49,1,10,TAM 44,10,14,Marion Barber right tackle for 10 yards (tackle by Kalvin Pearson),2.650,3.310
2,1:25,1,10,TAM 34,10,14,Tony Romo pass complete deep right to Patrick Crayton for 33 yards (tackle by Barrett Ruud),3.310,6.970
2,0:36,1,1,TAM 1,10,20,"Tony Romo pass complete short left to Marion Barber for 1 yard, touchdown",6.970,7.000
2,,,,TAM 2,10,21,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,DAL 30,10,21,"Mike Vanderjagt kicks off 67 yards, returned by Michael Pittman for 17 yards (tackle by Roy Williams)",0.000,0.280
2,0:24,1,10,TAM 20,10,21,Bruce Gradkowski pass complete short right to Michael Pittman for 13 yards (tackle by Terence Newman and Bradie James),0.280,1.140
2,0:15,,,,10,21,Timeout #3 by Tampa Bay Buccaneers,0.000,1.140
2,0:15,1,10,TAM 33,10,21,Bruce Gradkowski middle for 8 yards (tackle by Jacques Reeves),1.140,1.670
2,0:01,2,2,TAM 41,10,21,Bruce Gradkowski spiked the ball,1.670,0.960
Quarter,Time,Down,ToGo,Location,TAM,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,10,21,"Matt Bryant kicks off 70 yards, returned by Miles Austin for 18 yards (tackle by Torrie Cox)",0.000,0.040
3,14:55,1,10,DAL 18,10,21,"Julius Jones left tackle for no gain (tackle by Ryan Nece). Penalty on Kyle Kosier: Offensive Holding, 9 yards (no play)",0.040,-0.720
3,14:31,1,19,DAL 9,10,21,Tony Romo pass complete short right to Anthony Fasano for 9 yards (tackle by Juran Bolden),-0.720,-0.490
3,13:42,2,10,DAL 18,10,21,Tony Romo pass complete short right to Terry Glenn for 12 yards,-0.490,0.940
3,13:09,1,10,DAL 30,10,21,Julius Jones left guard for 14 yards (tackle by Will Allen),0.940,1.860
3,12:24,1,10,DAL 44,10,21,Tony Romo pass complete deep right to Terry Glenn for 45 yards (tackle by Will Allen),1.860,4.840
3,11:47,1,10,TAM 11,10,21,Tony Romo pass complete short middle to Terrell Owens for 7 yards (tackle by Will Allen),4.840,5.470
3,11:09,2,3,TAM 4,10,21,Julius Jones right guard for 2 yards (tackle by Ryan Nece),5.470,5.120
3,10:25,3,1,TAM 2,10,21,Marion Barber right tackle for no gain (tackle by Jermaine Phillips),5.120,3.250
3,10:00,4,1,TAM 2,10,27,"Tony Romo pass complete short right to Marion Barber for 2 yards, touchdown",3.250,7.000
3,,,,TAM 2,10,28,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,DAL 30,10,28,"Mike Vanderjagt kicks off 62 yards, returned by Michael Pittman for 19 yards (tackle by Ryan Fowler)",0.000,0.740
3,9:49,1,10,TAM 27,10,28,Cadillac Williams middle for 3 yards (tackle by Jason Ferguson and Chris Canty),0.740,0.600
3,9:09,2,7,TAM 30,10,28,Bruce Gradkowski pass incomplete intended for Michael Pittman is intercepted by Akin Ayodele at TAM-35,0.600,-3.250
,,,,,,,"DAL challenged the ruling, and the original play was overturned.",,
3,9:01,1,10,TAM 35,10,28,Julius Jones right tackle for 1 yard (tackle by Jermaine Phillips),3.250,2.840
3,8:20,2,9,TAM 34,10,28,Tony Romo pass complete short middle to Terrell Owens for 14 yards (tackle by Barrett Ruud),2.840,4.240
3,7:39,1,10,TAM 20,10,28,Julius Jones middle for 4 yards (tackle by Derrick Brooks),4.240,4.280
3,6:59,2,6,TAM 16,10,28,"Julius Jones left tackle for 4 yards (tackle by Barrett Ruud). Penalty on Chris Hovan: Defensive Holding, 5 yards",4.280,5.600
3,6:34,1,7,TAM 7,10,34,"Tony Romo pass complete to Terrell Owens for 7 yards, touchdown",5.600,7.000
3,,,,TAM 2,10,35,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,DAL 30,10,35,"Mike Vanderjagt kicks off 67 yards, returned by Torrie Cox for 16 yards (tackle by Abram Elam)",0.000,0.150
3,6:24,1,10,TAM 19,10,35,Cadillac Williams left end for 5 yards (tackle by Alshermond Singleton and Pat Watkins),0.150,0.340
3,5:48,2,5,TAM 24,10,35,Cadillac Williams right tackle for 3 yards (tackle by Alshermond Singleton),0.340,-0.030
3,5:12,3,2,TAM 27,10,35,Bruce Gradkowski right end for 6 yards (tackle by Akin Ayodele),-0.030,1.140
3,4:37,1,10,TAM 33,10,35,Bruce Gradkowski pass complete short right to Ike Hilliard for 3 yards (tackle by Alshermond Singleton),1.140,1.000
3,3:55,2,7,TAM 36,10,35,Bruce Gradkowski pass incomplete short middle intended for Joey Galloway (defended by Marcus Spears),1.000,0.300
3,3:49,3,7,TAM 36,10,35,Bruce Gradkowski pass incomplete intended for Joey Galloway,0.300,-0.980
3,3:43,4,7,TAM 36,10,35,"Josh Bidwell punts 38 yards, fair catch by Terence Newman",-0.980,-0.670
3,3:36,1,10,DAL 26,10,35,Marion Barber left tackle for 1 yard (tackle by Ryan Nece),0.670,0.270
3,2:51,2,9,DAL 27,10,35,Tony Romo pass complete short middle to Jason Witten for 13 yards (tackle by Will Allen),0.270,1.600
3,2:06,1,10,DAL 40,10,35,Marion Barber right end for 9 yards (tackle by Jermaine Phillips and Barrett Ruud),1.600,2.270
3,1:19,2,1,DAL 49,10,35,Marion Barber middle for 4 yards (tackle by Jermaine Phillips and Julian Jenkins),2.270,2.460
3,0:33,1,10,TAM 47,10,35,Marion Barber left end for 2 yards (tackle by Ryan Nece),2.460,2.180
Quarter,Time,Down,ToGo,Location,TAM,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,TAM 45,10,35,Tony Romo pass complete deep right to Terrell Owens for 26 yards. Penalty on Will Allen: Defensive Holding (Declined),2.180,4.310
4,14:25,1,10,TAM 19,10,35,Marion Barber middle for 4 yards (tackle by Will Allen),4.310,4.350
4,13:42,2,6,TAM 15,10,35,Marion Barber middle for 5 yards (tackle by Barrett Ruud),4.350,4.690
4,12:56,3,1,TAM 10,10,35,Marion Barber left end for 1 yard (tackle by Will Allen and Julian Jenkins),4.690,5.140
4,12:07,1,9,TAM 9,10,35,Lousaka Polite left guard for 2 yards (tackle by Ryan Nece),5.140,4.760
4,11:25,2,7,TAM 7,10,35,Lousaka Polite left guard for 3 yards (tackle by Ryan Nece),4.760,4.490
4,10:38,3,4,TAM 4,10,35,Lousaka Polite middle for no gain (tackle by Chris Hovan),4.490,3.030
4,10:03,4,4,TAM 4,10,38,Mike Vanderjagt 22 yard field goal good,3.030,3.000
4,,,,DAL 30,10,38,"Mike Vanderjagt kicks off 68 yards, returned by Torrie Cox for 22 yards (tackle by Bobby Carpenter)",0.000,0.540
4,9:53,1,10,TAM 24,10,38,Bruce Gradkowski pass complete short left to Earnest Graham for 4 yards (tackle by Akin Ayodele),0.540,0.540
4,9:19,2,6,TAM 28,10,38,Bruce Gradkowski pass complete short middle to Michael Clayton for 10 yards (tackle by Kevin Burnett and Bradie James),0.540,1.470
4,8:43,1,10,TAM 38,10,38,Bruce Gradkowski sacked by Jason Hatcher for -10 yards,1.470,-0.430
4,8:19,2,20,TAM 28,10,38,Bruce Gradkowski pass complete short right to Joey Galloway for 5 yards (tackle by Bobby Carpenter),-0.430,-0.430
4,7:42,3,15,TAM 33,10,38,Bruce Gradkowski pass incomplete short right intended for Joey Galloway (defended by Junior Glymph),-0.430,-1.180
4,7:38,4,15,TAM 33,10,38,"Josh Bidwell punts 43 yards, fair catch by Patrick Crayton",-1.180,-0.540
4,7:30,1,10,DAL 24,10,38,Marion Barber left tackle for 4 yards (tackle by Kalvin Pearson),0.540,0.540
4,6:47,2,6,DAL 28,10,38,Marion Barber left tackle for 7 yards (tackle by Jamie Winborn),0.540,1.270
4,6:01,1,10,DAL 35,10,38,Tony Romo pass incomplete short left intended for Sam Hurd. Penalty on Miles Austin: Illegal Motion (Declined),1.270,0.720
4,5:58,2,10,DAL 35,10,38,Marion Barber right end for 1 yard (tackle by Torrie Cox),0.720,0.170
4,5:12,3,9,DAL 36,10,38,Marion Barber right end for 24 yards (tackle by Phillip Buchanon),0.170,2.920
4,4:35,1,10,TAM 40,10,38,Lousaka Polite left tackle for 4 yards (tackle by Kalvin Pearson),2.920,2.910
4,3:49,2,6,TAM 36,10,38,Lousaka Polite right tackle for 3 yards (tackle by Jamie Winborn),2.910,2.610
4,3:05,3,3,TAM 33,10,38,Lousaka Polite right guard for 3 yards (tackle by Jovan Haye and Jamie Winborn),2.610,3.580
4,2:18,1,10,TAM 30,10,38,Lousaka Polite left tackle for 3 yards (tackle by Blue Adams and Charles Bennett),3.580,3.440
4,2:00,2,7,TAM 27,10,38,Tony Romo kneels for -1 yards,3.440,2.610
4,1:16,3,8,TAM 28,10,38,Tony Romo kneels for -2 yards,2.610,1.410
4,0:32,4,10,TAM 30,10,38,Tony Romo kneels for -1 yards,1.410,-1.000
4,0:31,1,10,TAM 31,10,38,Bruce Gradkowski kneels for -1 yards,1.000,0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
