0,1
Officials,Officials
Referee,Peter Morelli
Umpire,Bruce Stritesky
Head Linesman,Ed Camp
Line Judge,Sarah Thomas
Back Judge,Dale Shaw
Side Judge,Scott Edwards
Field Judge,Rick Patterson
