Quarter,Time,Down,ToGo,Location,CIN,SFO,Detail,EPB,EPA
2,,,,CIN 30,3,7,"Shayne Graham kicks off 58 yards, returned by Michael Robinson for 30 yards (tackle by Nedu Ndukwe)",0.000,1.730
2,8:19,1,10,SFO 42,3,7,Frank Gore up the middle for 4 yards (tackle by John Thornton),1.730,1.730
2,7:41,2,6,SFO 46,3,7,Shaun Hill pass incomplete short left intended for Vernon Davis (defended by Landon Johnson),1.730,1.030
2,7:37,3,6,SFO 46,3,7,Shaun Hill pass incomplete short middle intended for Vernon Davis (defended by Leon Hall),1.030,-0.320
2,7:33,4,6,SFO 46,3,7,"Andy Lee punts 37 yards, returned by Antonio Chatman for 1 yard (tackle by Brian Jennings)",-0.320,-0.040
2,7:22,1,10,CIN 18,3,7,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 18 yards (tackle by Michael Lewis),0.040,1.330
2,6:38,1,10,CIN 36,3,7,Rudi Johnson right tackle for 9 yards (tackle by Nate Clements and Jeff Ulbrich),1.330,2.010
2,6:05,2,1,CIN 45,3,7,Rudi Johnson right guard for -1 yards (tackle by Parys Haralson),2.010,1.160
2,5:25,3,2,CIN 44,3,7,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 4 yards (tackle by Michael Lewis),1.160,2.130
2,4:45,1,10,CIN 48,9,7,"Carson Palmer pass complete deep middle to Chris Henry for 52 yards, touchdown",2.130,7.000
2,,,,SFO 2,10,7,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,10,7,"Shayne Graham kicks off 66 yards, returned by Maurice Hicks for 20 yards (tackle by Jim Maxwell)",0.000,0.540
2,4:30,1,10,SFO 24,10,7,Frank Gore left tackle for no gain (tackle by Dhani Jones and Domata Peko),0.540,0.000
2,3:50,2,10,SFO 24,10,7,Shaun Hill pass complete short left to Darrell Jackson for 9 yards (tackle by Leon Hall),0.000,0.500
2,3:13,3,1,SFO 33,10,7,Shaun Hill pass complete deep left to Darrell Jackson for 19 yards (tackle by Leon Hall),0.500,2.390
2,2:30,1,10,CIN 48,10,7,Shaun Hill pass complete short left to Darrell Jackson for 13 yards (tackle by Leon Hall),2.390,3.250
2,2:00,1,10,CIN 35,10,7,Frank Gore right tackle for 6 yards (tackle by Dhani Jones and Landon Johnson),3.250,3.510
2,1:37,2,4,CIN 29,10,7,Frank Gore right tackle for 3 yards (tackle by Michael Myers),3.510,3.200
2,1:02,3,1,CIN 26,10,7,Frank Gore up the middle for 2 yards (tackle by Justin Smith),3.200,3.970
2,0:36,1,10,CIN 24,10,7,Shaun Hill pass complete to Vernon Davis for 7 yards (tackle by Madieu Williams),3.970,4.460
2,0:17,2,3,CIN 17,10,7,Shaun Hill spiked the ball,4.460,3.750
2,0:14,3,3,CIN 17,10,13,"Shaun Hill pass complete deep middle to Vernon Davis for 17 yards, touchdown",3.750,7.000
2,,,,CIN 2,10,14,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,10,14,"Joe Nedney kicks off 56 yards, returned by Glenn Holt for 16 yards (tackle by Keith Lewis)",0.000,0.940
2,0:04,1,10,CIN 30,10,14,Carson Palmer kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,CIN,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,10,14,"Shayne Graham kicks off 61 yards, returned by Maurice Hicks for 19 yards (tackle by John Busing)",0.000,0.810
3,14:54,1,10,SFO 28,10,14,Frank Gore up the middle for 20 yards (tackle by Dexter Jackson),0.810,2.130
3,14:19,1,10,SFO 48,10,14,Frank Gore left end for 7 yards (tackle by Landon Johnson and Leon Hall),2.130,2.530
3,13:41,2,3,CIN 45,10,14,Frank Gore right end for 5 yards (tackle by Landon Johnson),2.530,2.920
3,12:58,1,10,CIN 40,10,14,Shaun Hill sacked by Dexter Jackson and Domata Peko for -7 yards,2.920,1.430
3,12:21,2,17,CIN 47,10,14,Shaun Hill pass complete short left to Vernon Davis for 8 yards (tackle by Landon Johnson),1.430,1.820
3,11:44,3,9,CIN 39,10,14,Shaun Hill pass complete short right to Maurice Hicks for 10 yards (tackle by Dexter Jackson),1.820,3.640
3,11:00,1,10,CIN 29,10,14,Frank Gore up the middle for 5 yards (tackle by Dhani Jones and Robert Geathers),3.640,3.780
3,10:20,2,5,CIN 24,10,14,Shaun Hill pass complete short middle to Darrell Jackson for 5 yards (tackle by Dhani Jones),3.780,4.310
3,9:39,1,10,CIN 19,10,14,Frank Gore left guard for 6 yards (tackle by Justin Smith),4.310,4.720
3,9:04,2,4,CIN 13,10,14,Frank Gore left tackle for 2 yards (tackle by John Thornton),4.720,4.430
3,8:24,3,2,CIN 11,10,14,Shaun Hill pass incomplete short left intended for Darrell Jackson,4.430,2.820
3,8:19,4,2,CIN 11,10,17,Joe Nedney 29 yard field goal good,2.820,3.000
3,,,,SFO 30,10,17,"Joe Nedney kicks off 66 yards, returned by Glenn Holt for 21 yards (tackle by Zak Keasey)",0.000,0.610
3,8:07,1,10,CIN 25,10,17,Carson Palmer pass incomplete short left intended for Kenny Watson,0.610,0.060
3,8:03,2,10,CIN 25,10,17,Kenny Watson up the middle for 8 yards (tackle by Donald Strickland),0.060,0.430
3,7:22,3,2,CIN 33,10,17,Carson Palmer pass incomplete short middle intended for Chad Ochocinco,0.430,-1.180
3,7:17,4,2,CIN 33,10,17,Kyle Larson punts 40 yards (tackle by Anthony Schlegel),-1.180,-1.070
3,7:03,1,10,SFO 32,10,17,Shaun Hill pass complete short right to Darrell Jackson for 7 yards (tackle by Domata Peko),1.070,1.470
3,6:28,2,3,SFO 39,10,17,Frank Gore right tackle for 7 yards (tackle by Dhani Jones),1.470,1.990
3,5:54,1,10,SFO 46,10,17,Frank Gore up the middle for 7 yards (tackle by Robert Geathers and Madieu Williams),1.990,2.400
3,5:11,2,3,CIN 47,10,17,Frank Gore up the middle for 3 yards (tackle by Madieu Williams),2.400,2.650
3,4:28,1,10,CIN 44,10,17,Shaun Hill pass complete short right to Michael Robinson for 3 yards (tackle by Johnathan Joseph),2.650,2.520
3,4:00,2,7,CIN 41,10,17,"Frank Gore for 6 yards (tackle by Madieu Williams). Shaun Hill fumbles, recovered by Shaun Hill at CIN-41",2.520,2.610
3,3:23,3,1,CIN 35,10,17,"Frank Gore right guard for 5 yards (tackle by Dhani Jones and Dexter Jackson). Penalty on Dexter Jackson: Unnecessary Roughness, 15 yards",2.610,4.580
3,2:50,1,10,CIN 15,10,17,Maurice Hicks left end for 1 yard (tackle by Domata Peko),4.580,4.110
3,2:11,2,9,CIN 14,10,17,Frank Gore right guard for 3 yards (tackle by Robert Geathers),4.110,3.780
3,1:31,3,6,CIN 11,10,17,Shaun Hill sacked by Robert Geathers for -9 yards,3.780,2.120
3,0:58,4,15,CIN 20,10,20,Joe Nedney 38 yard field goal good,2.120,3.000
3,,,,SFO 30,10,20,"Joe Nedney kicks off 66 yards, returned by Glenn Holt for 13 yards (tackle by Keith Lewis)",0.000,-0.060
3,0:49,1,10,CIN 17,10,20,Carson Palmer pass complete short left to Antonio Chatman for 7 yards (tackle by Walt Harris),-0.060,0.480
3,0:29,2,3,CIN 24,10,20,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 9 yards (tackle by Mark Roman),0.480,1.140
Quarter,Time,Down,ToGo,Location,CIN,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 33,10,20,Carson Palmer pass complete short middle to Chad Ochocinco for 20 yards (tackle by Mark Roman),1.140,2.460
4,14:22,1,10,SFO 47,10,20,Rudi Johnson left tackle for 4 yards (tackle by Marques Douglas),2.460,2.450
4,13:42,2,6,SFO 43,10,20,Carson Palmer pass complete short right to Chad Ochocinco for 25 yards (tackle by Donald Strickland),2.450,4.370
4,12:56,1,10,SFO 18,10,20,Rudi Johnson right tackle for no gain (tackle by Marques Douglas),4.370,3.800
4,12:16,2,10,SFO 18,10,20,Carson Palmer pass complete short left to Kenny Watson for 1 yard (tackle by Donald Strickland),3.800,3.170
4,11:26,3,9,SFO 17,10,20,Carson Palmer pass incomplete short left intended for Chad Ochocinco,3.170,2.310
4,11:22,4,9,SFO 17,13,20,Shayne Graham 35 yard field goal good,2.310,3.000
4,,,,CIN 30,13,20,"Shayne Graham kicks off 63 yards, returned by Maurice Hicks for 30 yards (tackle by Marvin White)",0.000,1.400
4,11:10,1,10,SFO 37,13,20,Frank Gore up the middle for 1 yard (tackle by Justin Smith),1.400,0.990
4,10:33,2,9,SFO 38,13,20,Frank Gore up the middle for 1 yard (tackle by Robert Geathers),0.990,0.430
4,9:53,3,8,SFO 39,13,20,Shaun Hill up the middle for 12 yards (tackle by Dexter Jackson),0.430,2.320
4,9:16,1,10,CIN 49,13,20,Shaun Hill pass complete short middle to Frank Gore for 9 yards (tackle by Landon Johnson),2.320,3.000
4,8:33,2,1,CIN 40,13,20,Frank Gore up the middle for 8 yards (tackle by Domata Peko),3.000,3.450
4,7:50,1,10,CIN 32,13,20,Maurice Hicks right guard for 2 yards (tackle by Domata Peko),3.450,3.170
4,7:09,2,8,CIN 30,13,20,Shaun Hill pass complete short middle to Arnaz Battle for 6 yards (tackle by Landon Johnson),3.170,3.270
4,6:28,3,2,CIN 24,13,20,Shaun Hill pass incomplete short right intended for Arnaz Battle (defended by Johnathan Joseph),3.270,1.990
4,6:21,4,2,CIN 24,13,20,Shaun Hill pass incomplete short left intended for Jason Hill (defended by Johnathan Joseph),1.990,-0.540
4,6:15,1,10,CIN 24,13,20,Carson Palmer pass complete short middle to Chad Ochocinco for 11 yards (tackle by Patrick Willis),0.540,1.270
4,5:31,1,10,CIN 35,13,20,Carson Palmer pass complete short left to Chad Ochocinco for 7 yards (tackle by Donald Strickland),1.270,1.670
4,4:48,2,3,CIN 42,13,20,Kenny Watson left guard for 4 yards (tackle by Patrick Willis),1.670,1.990
4,4:19,1,10,CIN 46,13,20,Kenny Watson left tackle for 3 yards (tackle by Ronald Fields and Michael Lewis),1.990,1.860
4,3:51,2,7,CIN 49,13,20,Carson Palmer pass complete short middle to Kenny Watson for 1 yard (tackle by Patrick Willis),1.860,1.420
4,3:07,3,5,SFO 49,13,20,Carson Palmer pass incomplete short middle intended for Chad Ochocinco,1.420,0.000
4,3:00,4,5,SFO 49,13,20,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 18 yards (tackle by Mark Roman),0.000,3.510
4,2:36,1,10,SFO 31,13,20,Carson Palmer pass incomplete deep left intended for Chris Henry,3.510,2.970
4,2:29,2,10,SFO 31,13,20,Carson Palmer pass complete short left to Chad Ochocinco for 7 yards (tackle by Nate Clements),2.970,3.200
4,2:24,3,3,SFO 24,13,20,Carson Palmer pass incomplete short left intended for Chad Ochocinco,3.200,1.970
4,2:20,4,3,SFO 24,13,20,Carson Palmer pass incomplete deep left intended for Chad Ochocinco,1.970,-0.540
,,,,,,,"CIN challenged the pass completion ruling, and the play was upheld.",,
4,2:14,1,10,SFO 24,13,20,Frank Gore up the middle for 3 yards (tackle by Domata Peko),0.540,0.400
4,2:10,,,,13,20,Timeout #2 by Cincinnati Bengals,0.000,0.400
4,2:10,2,7,SFO 27,13,20,Frank Gore right end for 3 yards (tackle by Dexter Jackson),0.400,0.100
4,2:05,,,,13,20,Timeout #3 by Cincinnati Bengals,0.000,0.100
4,2:05,3,4,SFO 30,13,20,"Penalty on SFO: Delay of Game, 5 yards (no play)",0.100,-0.560
4,2:05,3,9,SFO 25,13,20,Frank Gore right guard for 10 yards (tackle by Nedu Ndukwe and Robert Geathers),-0.560,1.270
4,1:59,1,10,SFO 35,13,20,Shaun Hill kneels for -1 yards,1.270,0.590
4,1:18,2,11,SFO 34,13,20,Shaun Hill kneels for -1 yards,0.590,-0.230
4,0:38,3,12,SFO 33,13,20,Shaun Hill kneels for -1 yards,-0.230,-1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
