Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
1,0:04,2,4,CHI 36,14,7,"Penalty on Josh Mauro: Neutral Zone Infraction, 5 yards (no play)",1.200,1.660
Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CHI 41,14,7,Jay Cutler right guard for 8 yards,1.660,2.200
2,14:28,2,2,CHI 49,14,7,Jeremy Langford left guard for 2 yards (tackle by Calais Campbell),2.200,2.320
2,13:36,1,10,ARI 49,14,7,Jeremy Langford left guard for 6 yards (tackle by Tony Jefferson),2.320,2.590
2,12:54,2,4,ARI 43,14,7,"Jay Cutler left end for 6 yards (tackle by Deone Bucannon). Jay Cutler fumbles (forced by Deone Bucannon), ball out of bounds at ARI-35",2.590,3.120
2,12:17,1,10,ARI 37,14,7,Jay Cutler pass complete short right to Eddie Royal for 9 yards (tackle by Tyrann Mathieu),3.120,3.790
2,12:03,2,1,ARI 28,14,7,Jeremy Langford left guard for 2 yards (tackle by Deone Bucannon),3.790,3.840
2,11:27,1,10,ARI 26,14,7,Jeremy Langford right guard for 4 yards (tackle by Kevin Minter),3.840,3.840
2,10:48,2,6,ARI 22,14,7,Jay Cutler pass complete deep middle to Martellus Bennett for 21 yards (tackle by Tony Jefferson),3.840,6.970
2,10:06,1,1,ARI 1,14,13,"Jeremy Langford left guard for 1 yard, touchdown",6.970,7.000
2,10:06,,,ARI 1,14,14,Robbie Gould kicks extra point good,0.000,0.000
2,10:06,,,CHI 35,14,14,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
2,10:02,1,10,ARI 20,14,14,David Johnson right guard for 2 yards (tackle by Adrian Amos and Shea McClellin),0.280,0.000
2,9:21,2,8,ARI 22,14,14,Carson Palmer pass complete short left to John Brown for 11 yards (tackle by Alan Ball),0.000,1.140
2,8:46,1,10,ARI 33,14,14,"Carson Palmer pass complete short right to Michael Floyd for 12 yards (tackle by Kyle Fuller). Penalty on Michael Floyd: Offensive Pass Interference, 10 yards (no play)",1.140,0.480
2,8:13,1,20,ARI 23,14,14,Carson Palmer pass complete short left to David Johnson for 3 yards (tackle by Brandon Dunn),0.480,-0.350
2,7:32,2,17,ARI 26,14,14,Carson Palmer pass complete short right to Larry Fitzgerald for 7 yards (tackle by Shea McClellin),-0.350,-0.100
2,6:51,3,10,ARI 33,14,14,Carson Palmer pass complete short left to John Brown for 13 yards (tackle by Adrian Amos),-0.100,1.990
2,6:08,1,10,ARI 46,14,14,Chris Johnson left tackle for no gain (tackle by Pernell McPhee),1.990,1.450
2,5:30,2,10,ARI 46,14,14,"Carson Palmer pass incomplete deep left intended for John Brown. Penalty on Alan Ball: Defensive Pass Interference, 38 yards (no play)",1.450,4.510
2,5:22,1,10,CHI 16,14,14,Chris Johnson right tackle for 5 yards (tackle by Willie Young),4.510,4.760
2,4:43,2,5,CHI 11,14,14,Chris Johnson left tackle for 3 yards (tackle by Shea McClellin),4.760,4.620
2,3:56,3,2,CHI 8,20,14,"Carson Palmer pass complete short right to Larry Fitzgerald for 8 yards, touchdown",4.620,7.000
2,3:56,,,CHI 8,21,14,"Chandler Catanzaro kicks extra point good. Penalty on Will Sutton: Defensive Offside, 5 yards",0.000,0.000
2,3:56,,,ARI 40,21,14,"Chandler Catanzaro kicks off 60 yards, touchback",0.000,-0.280
2,3:51,1,10,CHI 20,21,14,Matt Forte left guard for 1 yard (tackle by Josh Mauro),0.280,-0.130
2,3:08,2,9,CHI 21,27,14,"Jay Cutler pass incomplete short middle intended for Martellus Bennett is intercepted by Tony Jefferson at CHI-26 and returned for 26 yards, touchdown",-0.130,-7.000
2,2:59,,,CHI 21,28,14,Chandler Catanzaro kicks extra point good,0.000,0.000
2,2:59,,,ARI 35,28,14,"Chandler Catanzaro kicks off 71 yards, returned by Marc Mariani for 31 yards (tackle by Kenny Demens). Penalty on Sam Acho: Offensive Holding, 10 yards",0.000,0.370
2,2:51,1,10,CHI 11,28,14,Matt Forte left end for 4 yards (tackle by Kevin Minter),-0.370,-0.430
2,2:15,2,6,CHI 15,28,14,Matt Forte left end for 4 yards (tackle by Calais Campbell),-0.430,-0.430
2,2:09,2,6,CHI 15,28,14,Timeout #1 by Arizona Cardinals,-0.430,-0.480
2,2:09,3,2,CHI 19,28,14,"Penalty on Cory Redding: Encroachment, 5 yards (no play)",-0.480,0.540
2,2:09,1,10,CHI 24,28,14,Matt Forte right guard for 14 yards (tackle by Tyrann Mathieu),0.540,1.470
2,2:00,1,10,CHI 38,28,14,Matt Forte left guard for 1 yard (tackle by Tony Jefferson),1.470,1.060
2,1:39,2,9,CHI 39,28,14,Jimmy Clausen pass complete short left to Martellus Bennett for 1 yard (tackle by Tony Jefferson),1.060,1.060
2,1:29,2,9,CHI 39,28,14,Timeout #2 by Arizona Cardinals,1.060,0.500
2,1:29,3,8,CHI 40,28,14,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",0.500,-0.160
2,1:29,3,13,CHI 35,28,14,Jimmy Clausen pass incomplete short left intended for Matt Forte,-0.160,-1.040
2,1:25,4,13,CHI 35,28,14,"Pat O'Donnell punts 45 yards, muffed catch by JJ Nelson, recovered by Jacquizz Rodgers and returned for no gain",-1.040,4.110
2,1:15,1,10,ARI 22,28,14,Jimmy Clausen pass incomplete short right intended for Marquess Wilson (defended by Josh Mauro),4.110,3.560
2,1:12,2,10,ARI 22,28,14,Jimmy Clausen pass incomplete short left intended for Josh Bellamy (defended by Calais Campbell),3.560,2.870
2,1:08,3,10,ARI 22,28,14,Jimmy Clausen pass incomplete short left intended for Marquess Wilson,2.870,1.990
2,1:04,4,10,ARI 22,28,17,Robbie Gould 40 yard field goal good. Penalty on Rashad Johnson: Defensive Offside (Declined),1.990,3.000
2,1:04,,,CHI 35,28,17,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
2,0:59,1,10,ARI 20,28,17,Carson Palmer pass incomplete short left intended for JJ Nelson is intercepted by Jared Allen at ARI-14 and returned for 2 yards,0.280,-4.780
2,0:54,1,10,ARI 12,28,17,Jimmy Clausen pass complete short left to Eddie Royal for -1 yards (tackle by Rashad Johnson),4.780,3.940
2,0:48,2,11,ARI 13,28,17,Jimmy Clausen pass complete short left to Matt Forte for 9 yards (tackle by Tony Jefferson),3.940,3.940
2,0:39,2,11,ARI 13,28,17,Timeout #1 by Chicago Bears,3.940,3.940
2,0:39,2,11,ARI 13,28,17,Timeout #3 by Arizona Cardinals,3.940,4.840
2,0:39,3,2,ARI 4,28,17,"Penalty on Tyrann Mathieu: Neutral Zone Infraction, 1 yards (no play)",4.840,5.060
2,0:39,3,1,ARI 3,28,17,Matt Forte left end for -2 yards (tackle by Tony Jefferson),5.060,5.060
2,0:02,3,1,ARI 3,28,17,Timeout #2 by Chicago Bears,5.060,3.020
2,0:02,4,3,ARI 5,28,20,Robbie Gould 23 yard field goal good,3.020,3.000
Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,28,20,"Chandler Catanzaro kicks off 73 yards, returned by Marc Mariani for 28 yards (tackle by Rashad Johnson)",0.000,0.280
3,14:53,1,10,CHI 20,28,20,Matt Forte left guard for no gain (tackle by Josh Mauro),0.280,-0.270
3,14:21,2,10,CHI 20,28,20,Jimmy Clausen sacked by Josh Mauro for -5 yards,-0.270,-1.860
3,14:21,3,15,CHI 15,28,20,Jimmy Clausen pass incomplete deep middle intended for Marquess Wilson is intercepted by Patrick Peterson at CHI-33 and returned for 1 yard,-1.860,-3.450
3,13:33,1,10,CHI 32,28,20,Chris Johnson left tackle for 4 yards (tackle by Christian Jones),3.450,3.440
3,12:49,2,6,CHI 28,34,20,"Carson Palmer pass complete deep right to Larry Fitzgerald for 28 yards, touchdown. Penalty on Pernell McPhee: Roughing the Passer, 15 yards",3.440,7.000
3,12:49,,,CHI 28,35,20,Chandler Catanzaro kicks extra point good,0.000,0.000
3,12:49,,,CHI 28,35,20,"Chandler Catanzaro kicks off 50 yards, touchback",0.000,-0.280
3,12:41,1,10,CHI 20,35,20,Matt Forte right tackle for 2 yards (tackle by Josh Mauro),0.280,0.000
3,12:41,2,8,CHI 22,35,20,"Penalty on Will Montgomery: False Start, 5 yards (no play)",0.000,-0.790
3,11:53,2,13,CHI 17,35,20,Jimmy Clausen pass complete short left to Eddie Royal for -1 yards (tackle by Tyrann Mathieu),-0.790,-1.690
3,11:13,3,14,CHI 16,35,20,Jimmy Clausen pass complete short middle to Matt Forte for 10 yards (tackle by Rashad Johnson),-1.690,-1.630
3,10:42,4,4,CHI 26,35,20,"Pat O'Donnell punts 55 yards, returned by Patrick Peterson for 6 yards (tackle by Sam Acho)",-1.630,-0.610
3,10:29,1,10,ARI 25,35,20,Chris Johnson right tackle for 3 yards (tackle by Eddie Goldman),0.610,0.470
3,9:53,2,7,ARI 28,35,20,Chris Johnson right tackle for 8 yards (tackle by Sherrick McManis),0.470,1.330
3,9:17,1,10,ARI 36,35,20,Chris Johnson right tackle for 1 yard (tackle by Jared Allen),1.330,0.930
3,8:37,2,9,ARI 37,35,20,Carson Palmer pass incomplete deep left intended for Michael Floyd (defended by Alan Ball),0.930,0.230
3,8:29,3,9,ARI 37,35,20,Carson Palmer pass complete short right to Larry Fitzgerald for 24 yards (tackle by Kyle Fuller),0.230,2.980
3,7:51,1,10,CHI 39,35,20,"Penalty on CHI: Defensive 12 On-field, 5 yards (no play)",2.980,3.710
3,7:33,1,5,CHI 34,35,20,Carson Palmer pass complete deep right to Larry Fitzgerald for 20 yards (tackle by Lamarr Houston),3.710,4.650
3,6:50,1,10,CHI 14,35,20,Chris Johnson right end for 1 yard (tackle by Will Sutton),4.650,4.160
3,6:13,2,9,CHI 13,41,20,"David Johnson left end for 13 yards, touchdown",4.160,7.000
3,6:13,,,CHI 13,42,20,Chandler Catanzaro kicks extra point good,0.000,0.000
3,6:13,,,ARI 35,42,20,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,6:06,1,10,CHI 20,42,20,Jimmy Clausen pass complete short right to Eddie Royal for 15 yards (tackle by Tony Jefferson),0.280,1.270
3,5:30,1,10,CHI 35,42,20,Matt Forte right end for 27 yards (tackle by Patrick Peterson),1.270,3.050
3,4:54,1,10,ARI 38,42,20,"Jacquizz Rodgers left tackle for 3 yards (tackle by Rashad Johnson). Penalty on Vlad Ducasse: Offensive Holding, 10 yards",3.050,2.590
3,4:28,1,17,ARI 45,42,20,Jimmy Clausen pass complete short right to Martellus Bennett for 5 yards (tackle by Patrick Peterson),2.590,2.240
3,3:50,2,12,ARI 40,42,20,"Jimmy Clausen for -5 yards (tackle by Frostee Rucker). Jimmy Clausen fumbles (forced by Frostee Rucker), recovered by Kyle Long at ARI-45",2.240,0.890
3,3:14,3,17,ARI 45,42,20,Jimmy Clausen pass complete short left to Eddie Royal for 12 yards (tackle by Kevin Minter),0.890,1.170
3,2:31,4,5,ARI 33,42,23,Robbie Gould 51 yard field goal good,1.170,3.000
3,2:31,,,CHI 35,42,23,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,2:26,1,10,ARI 20,42,23,Chris Johnson left tackle for 3 yards (tackle by Jarvis Jenkins),0.280,0.140
3,1:45,2,7,ARI 23,42,23,Chris Johnson left guard for 4 yards (tackle by Jarvis Jenkins and Christian Jones),0.140,-0.030
3,1:00,3,3,ARI 27,42,23,Carson Palmer pass incomplete deep right intended for Jaron Brown,-0.030,-1.570
3,0:53,4,3,ARI 27,42,23,"Penalty on Markus Golden: False Start, 5 yards (no play)",-1.570,-1.900
3,0:53,4,8,ARI 22,42,23,"Drew Butler punts 42 yards, returned by Marc Mariani for 20 yards (tackle by Justin Bethel)",-1.900,-2.650
3,0:39,1,10,ARI 44,42,23,"Penalty on Vlad Ducasse: False Start, 5 yards (no play)",2.650,2.320
3,0:39,1,15,ARI 49,42,23,"Jimmy Clausen pass complete short left to Martellus Bennett for 5 yards (tackle by Kevin Minter). Penalty on Jermon Bushrod: Offensive Holding, 10 yards (no play)",2.320,1.660
3,0:17,1,25,CHI 41,42,23,Jimmy Clausen pass complete short right to Cameron Meredith for 6 yards (tackle by Alex Okafor and Ed Stinson),1.660,0.900
Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,19,CHI 47,42,23,Jimmy Clausen pass incomplete short left intended for Marquess Wilson,0.900,0.230
4,14:55,3,19,CHI 47,42,23,Jimmy Clausen sacked by Markus Golden and Kareem Martin for -10 yards,0.230,-0.910
4,14:26,4,29,CHI 37,42,23,"Pat O'Donnell punts 44 yards, fair catch by Patrick Peterson",-0.910,-0.150
4,14:18,1,10,ARI 19,42,23,"Carson Palmer pass incomplete short left intended for Darren Fells. Penalty on Alan Ball: Illegal Contact, 5 yards (no play)",0.150,0.540
4,14:12,1,10,ARI 24,42,23,Chris Johnson right guard for 7 yards (tackle by Alan Ball and Shea McClellin),0.540,0.940
4,13:34,2,3,ARI 31,42,23,"Chris Johnson right end for 7 yards (tackle by Shea McClellin). Penalty on Larry Fitzgerald: Offensive Offside, 5 yards (no play)",0.940,0.270
4,13:12,2,8,ARI 26,42,23,David Johnson right end for 14 yards (tackle by Adrian Amos),0.270,1.600
4,12:33,1,10,ARI 40,42,23,David Johnson left end for 13 yards (tackle by Christian Jones),1.600,2.460
4,11:47,1,10,CHI 47,42,23,Chris Johnson left tackle for -1 yards (tackle by Brandon Dunn and Pernell McPhee),2.460,1.780
4,11:04,2,11,CHI 48,42,23,Carson Palmer pass incomplete short left intended for Chris Johnson,1.780,1.090
4,10:59,3,11,CHI 48,42,23,Carson Palmer pass complete short right to John Brown for 6 yards (tackle by Antrel Rolle),1.090,1.090
4,10:13,3,11,CHI 48,42,23,Timeout #1 by Chicago Bears,1.090,0.460
4,10:13,4,5,CHI 42,42,23,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",0.460,0.130
4,10:12,4,10,CHI 47,42,23,Drew Butler punts 43 yards,0.130,0.380
4,10:03,1,10,CHI 4,42,23,Jimmy Clausen for no gain. Will Montgomery fumbles and returned for 2 yards,-0.380,-0.930
4,9:17,2,12,CHI 2,42,23,Matt Forte left guard for 1 yard (tackle by Calais Campbell and Sean Weatherspoon),-0.930,-1.540
4,8:35,3,11,CHI 3,42,23,Jimmy Clausen pass complete short left to Eddie Royal for 4 yards (tackle by Tyrann Mathieu),-1.540,-2.490
4,7:58,4,7,CHI 7,42,23,Pat O'Donnell punts 39 yards,-2.490,-2.520
4,7:46,1,10,CHI 46,42,23,Carson Palmer pass complete short left to Larry Fitzgerald for 14 yards (tackle by Antrel Rolle),2.520,3.450
4,7:04,1,10,CHI 32,42,23,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald (defended by Terrance Mitchell),3.450,2.900
4,6:57,2,10,CHI 32,42,23,Chris Johnson right guard for 5 yards (tackle by Shea McClellin),2.900,2.870
4,6:14,3,5,CHI 27,42,23,Carson Palmer pass complete short right to John Brown for 4 yards,2.870,2.870
4,5:46,3,5,CHI 27,42,23,Timeout #1 by Arizona Cardinals,2.870,2.080
4,5:46,4,1,CHI 23,42,23,Carson Palmer pass complete short right to Larry Fitzgerald for 2 yards (tackle by Terrance Mitchell),2.080,4.170
4,5:03,1,10,CHI 21,42,23,Chris Johnson right guard for 3 yards (tackle by Shea McClellin and Will Sutton),4.170,4.040
4,4:22,2,7,CHI 18,42,23,Chris Johnson left tackle for 4 yards (tackle by Alan Ball),4.040,4.020
4,3:36,3,3,CHI 14,42,23,Chris Johnson right guard for 5 yards (tackle by Christian Jones and Shea McClellin),4.020,5.140
4,2:49,1,9,CHI 9,48,23,"Carson Palmer pass complete short right to Larry Fitzgerald for 9 yards, touchdown",5.140,7.000
4,2:49,,,CHI 9,48,23,Chandler Catanzaro kicks extra point no good,0.000,-1.000
4,2:49,,,ARI 35,48,23,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
4,2:42,1,10,CHI 20,48,23,Jimmy Clausen pass complete deep left to Cameron Meredith for 22 yards (tackle by Jerraud Powers),0.280,1.730
4,2:13,1,10,CHI 42,48,23,Jimmy Clausen pass complete short right to Martellus Bennett for 21 yards (tackle by Tony Jefferson),1.730,3.120
4,2:05,1,10,ARI 37,48,23,Jimmy Clausen pass complete short left to Marquess Wilson for 10 yards (tackle by Jerraud Powers),3.120,3.780
,,,,,,,"ARI challenged the pass completion ruling, and the play was upheld.",,
4,1:57,1,10,ARI 27,48,23,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",3.780,3.450
4,1:57,1,15,ARI 32,48,23,Jimmy Clausen pass incomplete deep left intended for Cameron Meredith,3.450,2.560
4,1:53,2,15,ARI 32,48,23,Jimmy Clausen pass complete short right to Cameron Meredith for 8 yards (tackle by Patrick Peterson),2.560,2.940
4,1:21,3,7,ARI 24,48,23,Jimmy Clausen pass incomplete deep right intended for Martellus Bennett,2.940,2.940
4,1:16,3,7,ARI 24,48,23,Timeout #2 by Chicago Bears,2.940,1.870
4,1:16,4,7,ARI 24,48,23,Jimmy Clausen pass incomplete deep left intended for Eddie Royal,1.870,-0.540
4,1:11,1,10,ARI 24,48,23,Carson Palmer kneels for -1 yards,0.540,-0.140
4,0:30,2,11,ARI 23,48,23,Carson Palmer kneels for -1 yards,-0.140,-0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
