Quarter,Time,Down,ToGo,Location,OAK,STL,Detail,EPB,EPA
2,12:57,2,8,STL 39,0,21,Darren McFadden left guard for 7 yards (tackle by Jo-Lonn Dunbar and James Laurinaitis),2.580,2.810
2,12:35,3,1,STL 32,0,21,Darren McFadden right guard for no gain (tackle by James Laurinaitis),2.810,1.310
2,11:52,4,1,STL 32,0,21,"Penalty on Marcel Reece: False Start, 5 yards (no play)",1.310,0.790
2,11:37,4,6,STL 37,0,21,Marquette King punts 31 yards,0.790,0.380
2,11:26,1,10,STL 6,0,21,"Penalty on Pat Sims: Encroachment, 5 yards (no play)",-0.380,-0.160
2,11:26,1,5,STL 11,0,27,"Tre Mason left guard for 89 yards, touchdown. Penalty on Tre Mason: Unsportsmanlike Conduct, 15 yards",-0.160,7.000
2,11:26,,,OAK 2,0,28,Greg Zuerlein kicks extra point good,0.000,0.000
2,11:26,,,STL 20,0,28,"Greg Zuerlein kicks off 80 yards, touchback",0.000,-0.280
2,11:14,1,10,OAK 20,0,28,Derek Carr right end for 1 yard (tackle by Eugene Sims),0.280,-0.130
2,10:42,2,9,OAK 21,0,28,"Penalty on Mychal Rivera: False Start, 5 yards (no play)",-0.130,-0.940
2,10:22,2,14,OAK 16,0,28,Derek Carr pass incomplete short left intended for Kenbrell Thompkins,-0.940,-1.690
2,10:16,3,14,OAK 16,0,28,"Derek Carr pass complete short left to James Jones for 13 yards (tackle by E.J. Gaines). Penalty on Kenbrell Thompkins: Illegal Block Above the Waist, 10 yards",-1.690,-1.140
2,9:47,3,11,OAK 19,0,28,Derek Carr pass incomplete short middle intended for Maurice Jones-Drew is intercepted by E.J. Gaines at OAK-23,-1.140,-4.040
2,9:32,1,10,OAK 23,0,28,Tre Mason left end for 10 yards (tackle by D.J. Hayden),4.040,4.710
2,9:08,1,10,OAK 13,0,28,Zac Stacy up the middle for 4 yards (tackle by Khalil Mack and Sio Moore),4.710,4.770
2,8:24,2,6,OAK 9,0,28,Shaun Hill pass incomplete short left intended for Lance Kendricks (defended by Brandian Ross),4.770,3.880
2,8:19,3,6,OAK 9,0,28,"Shaun Hill pass incomplete short right intended for Kenny Britt. Penalty on D.J. Hayden: Defensive Holding, 5 yards (no play)",3.880,6.280
2,8:16,1,4,OAK 4,0,34,"Shaun Hill pass complete short right to Cory Harkey for 4 yards, touchdown",6.280,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,8:16,,,OAK 2,0,35,Greg Zuerlein kicks extra point good,0.000,0.000
2,8:16,,,STL 35,0,35,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,8:10,1,10,OAK 20,0,35,Marcel Reece left tackle for 2 yards (tackle by Alec Ogletree),0.280,0.000
2,7:35,2,8,OAK 22,0,35,Derek Carr pass incomplete short middle intended for Vincent Brown,0.000,-0.690
2,7:31,3,8,OAK 22,0,35,Derek Carr pass incomplete short right intended for Vincent Brown is intercepted by Trumaine Johnson at OAK-35 and returned for 22 yards,-0.690,-4.710
2,7:22,1,10,OAK 13,0,35,"Penalty on Greg Robinson: False Start, 5 yards (no play)",4.710,4.290
2,7:22,1,15,OAK 18,0,35,Shaun Hill pass complete short left to Tre Mason for 7 yards (tackle by Tarell Brown),4.290,4.390
2,7:00,2,8,OAK 11,0,35,Tre Mason right end for -2 yards (tackle by D.J. Hayden),4.390,3.120
2,6:08,3,10,OAK 13,0,35,Shaun Hill sacked by Justin Tuck for -7 yards,3.120,2.120
2,5:32,4,17,OAK 20,0,38,Greg Zuerlein 38 yard field goal good,2.120,3.000
2,5:32,,,STL 35,0,38,"Greg Zuerlein kicks off 68 yards, muffed catch by George Atkinson, recovered by George Atkinson at OAK-0, and returned for 4 yards",0.000,0.380
2,5:23,1,10,OAK 4,0,38,Maurice Jones-Drew right tackle for 2 yards (tackle by E.J. Gaines),-0.380,-0.630
2,4:48,2,8,OAK 6,0,38,Derek Carr pass incomplete deep middle intended for Marcel Reece,-0.630,-1.190
2,4:43,3,8,OAK 6,0,38,Derek Carr pass complete short middle to Kenbrell Thompkins for 18 yards (tackle by Rodney McLeod),-1.190,0.540
2,4:13,1,10,OAK 24,0,38,Derek Carr pass complete short right to Andre Holmes for 6 yards (tackle by Trumaine Johnson),0.540,0.810
2,3:49,2,4,OAK 30,0,38,Derek Carr pass complete short middle to Andre Holmes for 6 yards (tackle by E.J. Gaines),0.810,1.330
2,3:21,1,10,OAK 36,0,38,Maurice Jones-Drew left tackle for 3 yards (tackle by William Hayes),1.330,1.200
2,2:32,2,7,OAK 39,0,38,Derek Carr pass incomplete short right intended for Andre Holmes,1.200,0.500
2,2:25,3,7,OAK 39,0,38,Derek Carr pass complete short left to Mychal Rivera for 10 yards (tackle by Alec Ogletree),0.500,2.190
2,2:06,1,10,OAK 49,0,38,Derek Carr pass complete short middle to Vincent Brown for 10 yards (tackle by T.J. McDonald),2.190,2.850
2,2:00,1,10,STL 41,0,38,Derek Carr pass incomplete short right intended for Vincent Brown,2.850,2.310
2,1:53,2,10,STL 41,0,38,Derek Carr pass complete short left to Gabe Jackson for -6 yards (tackle by Chris Long),2.310,0.830
2,1:09,3,16,STL 47,0,38,Derek Carr pass complete short left to James Jones for no gain,0.830,0.130
2,0:24,4,16,STL 47,0,38,"Marquette King punts 47 yards, touchback",0.130,-0.280
2,0:14,1,10,STL 20,0,38,Shaun Hill kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,OAK,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,0,38,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,STL 20,0,38,Tre Mason up the middle for 2 yards (tackle by Sio Moore and Miles Burris),0.280,0.000
3,14:25,2,8,STL 22,0,38,Shaun Hill pass complete short right to Tre Mason for 5 yards (tackle by Travis Carrie),0.000,-0.030
3,13:53,3,3,STL 27,0,38,Shaun Hill pass incomplete short right intended for Trey Watts,-0.030,-1.570
3,13:46,4,3,STL 27,0,38,"Johnny Hekker punts 44 yards, returned by Travis Carrie for 6 yards (tackle by Cody Davis). Penalty on George Atkinson: Illegal Block Above the Waist, 10 yards",-1.570,-0.540
3,13:37,1,10,OAK 24,0,38,Derek Carr pass complete short right to Marcel Reece for 7 yards (tackle by Michael Brockers),0.540,0.940
3,13:08,2,3,OAK 31,0,38,Darren McFadden left end for 3 yards (tackle by Trumaine Johnson and Michael Brockers),0.940,1.200
3,12:31,1,10,OAK 34,0,38,Derek Carr pass complete short left to Darren McFadden for 5 yards (tackle by Trumaine Johnson),1.200,1.330
3,11:55,2,5,OAK 39,0,38,Derek Carr pass incomplete short left intended for Mychal Rivera (defended by Aaron Donald),1.330,0.630
3,11:47,3,5,OAK 39,0,38,Derek Carr pass complete short left to James Jones for 3 yards (tackle by T.J. McDonald),0.630,-0.590
3,11:16,4,2,OAK 42,0,38,"Marquette King punts 43 yards, fair catch by Tavon Austin",-0.590,0.220
3,11:08,1,10,STL 15,0,38,Tre Mason up the middle for 3 yards (tackle by Sio Moore),-0.220,-0.280
3,10:46,2,7,STL 18,0,38,Tre Mason left end for -1 yards (tackle by Charles Woodson),-0.280,-1.120
3,10:02,3,8,STL 17,0,38,Shaun Hill pass incomplete short right intended for Tavon Austin,-1.120,-2.320
3,9:59,4,8,STL 17,0,38,"Johnny Hekker punts 52 yards, returned by Travis Carrie for -1 yards (tackle by Trey Watts)",-2.320,-0.940
3,9:50,1,10,OAK 30,0,38,Derek Carr sacked by William Hayes for -8 yards,0.940,-0.690
3,9:20,2,18,OAK 22,0,38,Derek Carr pass complete short right to Mychal Rivera for 6 yards (tackle by James Laurinaitis),-0.690,-0.560
3,8:46,3,12,OAK 28,0,38,Derek Carr sacked by Chris Long for -7 yards,-0.560,-1.960
3,8:09,4,19,OAK 21,0,38,"Marquette King punts 47 yards, muffed catch by Tavon Austin, recovered by Tavon Austin and returned for 5 yards (tackle by Chimdi Chekwa)",-1.960,-1.470
3,7:53,1,10,STL 38,0,38,Shaun Hill pass incomplete,1.470,0.920
3,7:47,2,10,STL 38,0,38,Tre Mason up the middle for 1 yard (tackle by Sio Moore),0.920,0.370
3,7:13,3,9,STL 39,0,38,Shaun Hill pass incomplete deep middle intended for Stedman Bailey,0.370,-0.780
3,7:06,4,9,STL 39,0,38,"Johnny Hekker punts 44 yards, out of bounds",-0.780,0.060
3,7:00,1,10,OAK 17,0,38,Marcel Reece left guard for -1 yards (tackle by William Hayes),-0.060,-0.730
3,6:28,2,11,OAK 16,0,38,Derek Carr pass complete short middle to Marcel Reece for 4 yards (tackle by Mark Barron),-0.730,-0.870
3,5:48,3,7,OAK 20,0,38,Derek Carr pass complete short left to James Jones for 10 yards (tackle by Trumaine Johnson),-0.870,0.940
3,5:19,1,10,OAK 30,0,38,"Marcel Reece right end for 8 yards (tackle by William Hayes). Marcel Reece fumbles (forced by William Hayes), recovered by Rodney McLeod at OAK-43 and returned for 9 yards (tackle by Khalif Barnes)",0.940,-3.310
3,5:05,1,10,OAK 34,0,38,Tre Mason left end for -8 yards (tackle by Justin Tuck),3.310,1.690
3,4:26,2,18,OAK 42,0,38,Shaun Hill pass incomplete short right intended for Tre Mason,1.690,1.030
3,4:18,3,18,OAK 42,0,38,Shaun Hill pass incomplete short middle intended for Tavon Austin (defended by Justin Tuck),1.030,0.460
3,4:15,4,18,OAK 42,0,38,"Johnny Hekker punts 34 yards, fair catch by Travis Carrie",0.460,0.380
3,4:08,1,10,OAK 8,0,38,Derek Carr pass complete short left to Brice Butler for 17 yards (tackle by James Laurinaitis),-0.380,0.610
3,3:33,1,10,OAK 25,0,38,"Penalty on Robert Quinn: Encroachment, 5 yards (no play)",0.610,1.340
3,3:23,1,5,OAK 30,0,38,Derek Carr pass complete short left to Brice Butler for 10 yards (tackle by Trumaine Johnson),1.340,1.600
3,2:55,1,10,OAK 40,0,38,Derek Carr pass complete short right to Marcel Reece for 6 yards (tackle by William Hayes and Rodney McLeod),1.600,1.860
3,2:18,2,4,OAK 46,0,38,"Derek Carr pass incomplete deep right intended for Brice Butler. Penalty on E.J. Gaines: Illegal Contact, 5 yards (no play)",1.860,2.320
3,2:11,1,10,STL 49,0,38,Derek Carr sacked by Robert Quinn for -8 yards,2.320,0.700
3,1:30,2,18,OAK 43,0,38,Derek Carr pass complete short right to Darren McFadden for 13 yards (tackle by T.J. McDonald),0.700,1.750
3,0:49,3,5,STL 44,0,38,Derek Carr pass incomplete short left intended for Kenbrell Thompkins (defended by Mark Barron),1.750,0.330
3,0:42,4,5,STL 44,0,38,Derek Carr pass incomplete short right intended for Mychal Rivera (defended by T.J. McDonald). Penalty on Marcel Reece: Offensive Pass Interference (Declined),0.330,-1.860
3,0:37,1,10,STL 44,0,38,Zac Stacy up the middle for 11 yards (tackle by Charles Woodson),1.860,2.590
Quarter,Time,Down,ToGo,Location,OAK,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 45,0,38,Tavon Austin left end for 6 yards (tackle by Miles Burris),2.590,2.850
4,14:22,2,4,OAK 39,0,38,Zac Stacy right tackle for 1 yard (tackle by Sio Moore),2.850,2.280
4,13:41,3,3,OAK 38,0,38,"Shaun Hill pass incomplete deep left intended for Kenny Britt. Penalty on Travis Carrie: Defensive Pass Interference, 28 yards (no play)",2.280,4.910
4,13:34,1,10,OAK 10,0,38,Zac Stacy left tackle for 2 yards (tackle by Antonio Smith),4.910,4.570
4,12:55,2,8,OAK 8,0,44,"Tre Mason right tackle for 8 yards, touchdown",4.570,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,12:55,,,OAK 2,0,45,Greg Zuerlein kicks extra point good,0.000,0.000
4,12:55,,,STL 35,0,45,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,12:47,1,10,OAK 20,0,45,Darren McFadden left end for 5 yards (tackle by Trumaine Johnson),0.280,0.410
4,12:10,2,5,OAK 25,0,45,Matt Schaub pass complete short right to Andre Holmes for 16 yards (tackle by E.J. Gaines),0.410,1.660
4,11:35,1,10,OAK 41,0,45,Matt Schaub pass incomplete short right intended for Mychal Rivera,1.660,1.120
4,11:34,2,10,OAK 41,0,45,Matt Schaub pass complete short middle to Maurice Jones-Drew for 12 yards (tackle by Mark Barron),1.120,2.460
4,11:01,1,10,STL 47,0,45,"Matt Schaub pass incomplete deep right intended for Mychal Rivera. Penalty on William Hayes: Roughing the Passer, 15 yards (no play)",2.460,3.450
4,10:52,1,10,STL 32,0,45,Darren McFadden right tackle for 1 yard (tackle by T.J. McDonald),3.450,3.040
4,10:22,2,9,STL 31,0,45,Matt Schaub pass complete short right to James Jones for 6 yards (tackle by E.J. Gaines and Alec Ogletree),3.040,3.140
4,9:41,3,3,STL 25,0,45,"Matt Schaub sacked by Robert Quinn for -11 yards. Matt Schaub fumbles (forced by Robert Quinn), recovered by Chris Long at STL-36",3.140,-1.330
4,9:30,1,10,STL 36,0,45,Tre Mason left tackle for no gain (tackle by Sio Moore),1.330,0.790
4,8:50,2,10,STL 36,0,45,Tre Mason left tackle for -1 yards (tackle by Pat Sims),0.790,-0.030
4,8:08,3,11,STL 35,0,45,Benny Cunningham up the middle for 5 yards (tackle by Miles Burris and Brandian Ross),-0.030,-0.720
4,7:31,4,6,STL 40,0,45,"Johnny Hekker punts 60 yards, touchback",-0.720,-0.280
4,7:23,1,10,OAK 20,0,45,Matt Schaub pass complete short right to Kenbrell Thompkins for 10 yards (tackle by E.J. Gaines),0.280,0.940
4,6:50,1,10,OAK 30,0,45,Matt Schaub pass complete short right to Marcel Reece for 13 yards (tackle by Alec Ogletree),0.940,1.800
4,6:24,1,10,OAK 43,0,45,Matt Schaub pass incomplete deep middle intended for Mychal Rivera,1.800,1.250
4,6:19,2,10,OAK 43,0,45,Matt Schaub sacked by Aaron Donald for -8 yards,1.250,-0.490
4,5:38,3,18,OAK 35,0,51,"Matt Schaub pass incomplete short left intended for Kenbrell Thompkins is intercepted by Trumaine Johnson at OAK-43 and returned for 43 yards, touchdown",-0.490,-7.000
4,5:24,,,OAK 2,0,52,Greg Zuerlein kicks extra point good,0.000,0.000
4,5:24,,,STL 35,0,52,"Greg Zuerlein kicks off 72 yards, returned by George Atkinson for 21 yards (tackle by Korey Toomer)",0.000,0.280
4,5:19,1,10,OAK 14,0,52,Darren McFadden left end for 1 yard (tackle by Robert Quinn),-0.280,-0.640
4,4:40,2,9,OAK 15,0,52,Matt Schaub pass incomplete short right intended for James Jones,-0.640,-1.280
4,4:34,3,9,OAK 15,0,52,"Matt Schaub sacked by Robert Quinn for -10 yards. Matt Schaub fumbles (forced by Robert Quinn), recovered by Kevin Boothe at OAK-10",-1.280,-2.490
4,3:47,4,14,OAK 10,0,52,"Marquette King punts 47 yards, fair catch by Tavon Austin",-2.490,-1.800
4,3:39,1,10,STL 43,0,52,Zac Stacy up the middle for 7 yards (tackle by C.J. Wilson),1.800,2.200
4,2:55,2,3,,0,52,Zac Stacy up the middle for 2 yards (tackle by C.J. Wilson),2.200,1.750
4,2:12,3,1,OAK 48,0,52,Benny Cunningham left end for -2 yards (tackle by Denico Autry),1.750,-0.060
4,2:00,4,3,,0,52,"Johnny Hekker punts 41 yards, fair catch by Travis Carrie",-0.060,0.380
4,1:53,1,10,OAK 9,0,52,Maurice Jones-Drew up the middle for 1 yard (tackle by William Hayes),-0.380,-0.710
4,1:27,2,9,OAK 10,0,52,Darren McFadden up the middle for 2 yards (tackle by Kendall Langford and James Laurinaitis),-0.710,-1.070
4,0:38,3,7,OAK 12,0,52,Marcel Reece left tackle for 3 yards (tackle by Michael Brockers),-1.070,-2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
