#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:54,STL 41,4,1:50,59,Touchdown
2,1,10:32,STL 22,7,3:20,78,Touchdown
3,1,5:34,STL 39,6,2:57,61,Touchdown
4,2,11:26,STL 6,1,0:12,94,Touchdown
5,2,9:32,OAK 23,4,1:22,23,Touchdown
6,2,7:22,OAK 13,4,1:55,-7,Field Goal
7,2,0:14,STL 20,1,0:14,-1,End of Half
8,3,15:00,STL 20,3,1:23,7,Punt
9,3,11:08,STL 15,3,1:18,2,Punt
10,3,7:53,STL 38,3,0:53,1,Punt
11,3,5:05,OAK 34,3,0:57,-8,Punt
12,3,0:37,STL 44,5,2:50,56,Touchdown
13,4,9:30,STL 36,3,2:07,4,Punt
14,4,3:39,STL 43,3,1:46,7,Punt
