Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,19,118,1,6,54,2.8,64,3.4,0,
Kareem Hunt,CLE,10,49,0,3,27,2.7,22,2.2,0,
Jacoby Brissett,CLE,5,16,1,4,6,1.2,10,2.0,0,
David Njoku,CLE,1,-6,0,0,-6,-6.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tyler Allgeier,ATL,10,84,0,2,48,4.8,36,3.6,0,
Caleb Huntley,ATL,10,56,1,5,31,3.1,25,2.5,0,
Cordarrelle Patterson,ATL,9,38,1,2,18,2.0,20,2.2,0,
Marcus Mariota,ATL,5,3,0,1,3,0.6,0,0.0,0,
Avery Williams,ATL,1,21,0,1,21,21.0,0,0.0,0,
