Quarter,Time,Down,ToGo,Location,CLE,ATL,Detail,EPB,EPA
1,5:46,3,12,CLE 29,0,0,Marcus Mariota pass complete to Tyler Allgeier for 20 yards (tackle by Jeremiah Owusu-Koramoah),2.280,5.140
1,5:01,1,9,CLE 9,0,0,Marcus Mariota left end for -2 yards (tackle by Denzel Ward),5.140,4.020
1,4:25,2,11,CLE 11,0,0,Cordarrelle Patterson left end for -1 yards (tackle by Perrion Winfrey),4.020,3.100
1,3:44,3,12,CLE 12,0,0,Marcus Mariota pass incomplete short right intended for Drake London (defended by Grant Delpit),3.100,2.630
1,3:40,4,12,CLE 12,0,3,Younghoe Koo 30 yard field goal good,2.630,3.000
1,3:36,,,ATL 35,0,3,"Bradley Pinion kicks off 65 yards, returned by Jerome Ford for 16 yards (tackle by Avery Williams and DeAngelo Malone). Penalty on Richard LeCounte: Offensive Holding, 8 yards (accepted)",0.000,-0.380
1,3:28,1,10,CLE 8,0,3,Nick Chubb right tackle for 4 yards (tackle by Richie Grant and Timmy Horne),-0.380,-0.490
1,3:06,2,6,CLE 12,0,3,"Jacoby Brissett pass complete short left to David Njoku for 11 yards. David Njoku fumbles (forced by Jaylinn Hawkins), recovered by Rashaan Evans at CLE-24 and returned for -7 yards (tackle by Jedrick Wills). Penalty on Jedrick Wills: Offensive Holding, 10 yards (declined)",-0.490,-3.250
1,2:52,1,10,CLE 35,0,3,Cordarrelle Patterson right end for -4 yards (tackle by John Johnson),3.250,2.430
1,2:11,2,14,CLE 35,0,3,Marcus Mariota pass complete deep left to Parker Hesse for 22 yards (tackle by Martin Emerson),2.430,4.710
1,1:29,1,10,CLE 13,0,9,"Cordarrelle Patterson left end for 13 yards, touchdown",4.710,7.000
1,1:20,,,CLE 15,0,10,Younghoe Koo kicks extra point good,0.000,0.000
1,1:20,,,ATL 35,0,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,1:20,1,10,CLE 25,0,10,Jacoby Brissett pass complete short left to Donovan Peoples-Jones for 5 yards (tackle by Lorenzo Carter),0.610,0.740
1,0:39,2,5,CLE 30,0,10,Nick Chubb right tackle for 8 yards (tackle by Adetokunbo Ogundeji and Lorenzo Carter),0.740,1.470
Quarter,Time,Down,ToGo,Location,CLE,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 38,0,10,Kareem Hunt right end for 5 yards (tackle by Richie Grant),1.470,1.600
2,14:24,2,5,CLE 43,0,10,Jacoby Brissett pass complete short right to Amari Cooper for 9 yards (tackle by Lorenzo Carter),1.600,2.390
2,13:51,1,10,ATL 48,0,10,Kareem Hunt left tackle for 1 yard (tackle by Ta'Quon Graham),2.390,1.980
2,13:18,2,9,ATL 47,0,10,Jacoby Brissett pass incomplete short left intended for Harrison Bryant,1.980,1.290
2,13:15,3,9,ATL 47,0,10,Jacoby Brissett pass complete short left to Kareem Hunt for 8 yards (tackle by AJ Terrell and Lorenzo Carter),1.290,0.660
2,12:36,4,1,ATL 39,0,10,Jacoby Brissett left guard for 2 yards (tackle by Ta'Quon Graham and Rashaan Evans),0.660,3.120
2,11:54,1,10,ATL 37,0,10,Jacoby Brissett pass complete short right to David Njoku for 8 yards (tackle by Mykal Walker),3.120,3.650
2,11:10,2,2,ATL 29,0,10,Nick Chubb left tackle for 10 yards (tackle by Mykal Walker and Jaylinn Hawkins),3.650,4.310
2,10:29,1,10,ATL 19,0,10,Nick Chubb right end for 5 yards (tackle by Abdullah Anderson),4.310,4.530
2,9:49,2,5,ATL 14,0,10,Nick Chubb left tackle for 4 yards (tackle by Timmy Horne and Abdullah Anderson),4.530,4.690
2,9:07,3,1,ATL 10,0,10,Kareem Hunt right guard for 5 yards (tackle by Lorenzo Carter and Casey Hayward),4.690,6.060
2,8:28,1,5,ATL 5,0,10,Kareem Hunt right tackle for 1 yard (tackle by Ta'Quon Graham),6.060,5.340
2,7:49,2,4,ATL 4,0,10,Jacoby Brissett pass incomplete short middle intended for Donovan Peoples-Jones,5.340,4.490
2,7:42,3,4,ATL 4,6,10,"Jacoby Brissett scrambles right tackle for 4 yards, touchdown",4.490,7.000
2,7:35,,,ATL 15,7,10,Cade York kicks extra point good,0.000,0.000
2,7:35,,,CLE 35,7,10,"Cade York kicks off 65 yards, touchback.",0.000,0.610
2,7:35,1,10,ATL 25,7,10,Tyler Allgeier right tackle for 6 yards (tackle by Alex Wright and Sione Takitaki),0.610,0.870
2,6:59,2,4,ATL 31,7,10,Marcus Mariota pass incomplete deep left intended for Drake London (defended by Denzel Ward),0.870,0.170
2,6:46,3,4,ATL 31,7,10,Marcus Mariota pass incomplete short left intended for Kyle Pitts (defended by Grant Delpit),0.170,-1.310
2,6:41,4,4,ATL 31,7,10,"Bradley Pinion punts 50 yards, returned by Donovan Peoples-Jones for 1 yard (tackle by Mike Ford)",-1.310,-0.280
2,6:31,1,10,CLE 20,7,10,Nick Chubb right end for 2 yards (tackle by Anthony Rush),0.280,0.000
2,5:54,2,8,CLE 22,7,10,Jacoby Brissett pass complete short right to Harrison Bryant for 2 yards (tackle by Mykal Walker),0.000,-0.430
2,5:10,3,6,CLE 24,7,10,Jacoby Brissett pass complete short middle to Harrison Bryant for 5 yards (tackle by Mykal Walker),-0.430,-1.440
2,4:36,4,1,CLE 29,7,10,Jacoby Brissett right guard for 3 yards (tackle by Mykal Walker),-1.440,1.070
2,3:54,1,10,CLE 32,7,10,Nick Chubb right end for 3 yards (tackle by Lorenzo Carter),1.070,0.930
2,3:13,2,7,CLE 35,7,10,Nick Chubb left end for 13 yards (tackle by Mike Ford and Darren Hall),0.930,2.130
2,2:35,1,10,CLE 48,7,10,David Njoku right end for -6 yards (tackle by DeAngelo Malone),2.130,0.770
2,2:00,2,16,CLE 42,7,10,Jacoby Brissett pass complete short middle to David Bell for 15 yards (tackle by Rashaan Evans),0.770,2.080
2,1:25,3,1,ATL 43,7,10,Jacoby Brissett pass complete deep left to Donovan Peoples-Jones for 42 yards (tackle by DeAundre Alford),2.080,6.970
2,0:52,,,,,,Timeout #1 by Atlanta Falcons,,
2,0:52,1,1,ATL 1,7,10,Nick Chubb right guard for no gain (tackle by Ta'Quon Graham),6.970,5.910
2,0:27,2,1,ATL 1,7,10,"Jacoby Brissett pass incomplete short right intended for David Njoku (defended by Richie Grant). Penalty on Wyatt Teller: Offensive Holding, 10 yards (accepted) (no play)",5.910,4.020
2,0:20,2,11,ATL 11,7,10,Jacoby Brissett pass incomplete short right intended for Kareem Hunt,4.020,3.120
2,0:16,3,11,ATL 11,7,10,Jacoby Brissett pass incomplete short left intended for Amari Cooper,3.120,2.700
2,0:11,4,11,ATL 11,10,10,Cade York 29 yard field goal good,2.700,3.000
2,0:07,,,CLE 35,10,10,"Cade York kicks off 65 yards, touchback.",0.000,0.610
2,0:07,1,10,ATL 25,10,10,Marcus Mariota kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CLE,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,10,10,"Cade York kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,10,10,Marcus Mariota pass incomplete deep left intended for Kyle Pitts (defended by Jeremiah Owusu-Koramoah),0.610,0.060
3,14:54,2,10,ATL 25,10,10,Tyler Allgeier right tackle for 4 yards (tackle by Jacob Phillips),0.060,-0.100
3,14:12,3,6,ATL 29,10,10,Marcus Mariota pass incomplete short left intended for Drake London,-0.100,-1.440
3,14:07,4,6,ATL 29,10,10,"Bradley Pinion punts 49 yards, fair catch by Donovan Peoples-Jones at CLE-22",-1.440,-0.410
3,13:58,1,10,CLE 22,10,10,Jacoby Brissett pass incomplete deep right intended for Donovan Peoples-Jones,0.410,-0.130
3,13:51,2,10,CLE 22,10,10,Nick Chubb left tackle for 7 yards (tackle by Rashaan Evans),-0.130,0.100
3,13:13,3,3,CLE 29,10,10,Kareem Hunt left tackle for 1 yard (tackle by Anthony Rush),0.100,-1.370
3,12:29,4,2,CLE 30,10,10,"Penalty on Ronnie Harrison: False Start, 5 yards (accepted) (no play)",-1.370,-1.700
3,12:11,4,7,CLE 25,10,10,"Corey Bojorquez punts 62 yards, returned by Avery Williams for 18 yards (tackle by D'Ernest Johnson)",-1.700,-1.000
3,12:00,1,10,ATL 31,10,10,Marcus Mariota pass incomplete short left intended for Drake London,1.000,0.460
3,11:55,2,10,ATL 31,10,10,"Marcus Mariota pass complete short left to Drake London for 7 yards (tackle by John Johnson). Penalty on Drake London: Face Mask (15 Yards), 15 yards (accepted)",0.460,-0.620
3,11:33,2,18,ATL 23,10,10,Marcus Mariota pass incomplete deep left intended for KhaDarel Hodge,-0.620,-1.290
3,11:26,3,18,ATL 23,10,10,Marcus Mariota sacked by Jordan Elliott for -8 yards,-1.290,-2.440
3,10:49,4,26,ATL 15,10,10,"Bradley Pinion punts 54 yards, returned by Donovan Peoples-Jones for 6 yards (tackle by Erik Harris)",-2.440,-1.400
3,10:36,1,10,CLE 37,10,10,Nick Chubb left tackle for 2 yards (tackle by Rashaan Evans and Anthony Rush),1.400,1.130
3,9:56,2,8,CLE 39,10,10,Jacoby Brissett pass incomplete deep left intended for Amari Cooper,1.130,0.430
3,9:52,3,8,CLE 39,10,10,Jacoby Brissett pass incomplete short right intended for Donovan Peoples-Jones (defended by Casey Hayward),0.430,-0.780
3,9:44,4,8,CLE 39,10,10,Corey Bojorquez punts 47 yards downed by A.J. Green,-0.780,0.280
3,9:32,1,10,ATL 14,10,10,Cordarrelle Patterson left tackle for 4 yards (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),-0.280,-0.210
3,9:00,2,6,ATL 18,10,10,Cordarrelle Patterson right guard for 3 yards (tackle by Sione Takitaki and Jacob Phillips),-0.210,-0.560
3,8:23,3,3,ATL 21,10,10,Marcus Mariota left tackle for 8 yards (tackle by Ronnie Harrison),-0.560,0.870
3,7:45,1,10,ATL 29,10,10,Tyler Allgeier up the middle for 3 yards (tackle by Grant Delpit),0.870,0.730
3,7:05,2,7,ATL 32,10,10,Marcus Mariota pass short middle intended for Drake London is intercepted by Denzel Ward at ATL-43 and returned for no gain (tackle by Drake London),0.730,-2.720
3,6:57,1,10,ATL 43,10,10,Jacoby Brissett scrambles left end for 2 yards (tackle by Adetokunbo Ogundeji),2.720,2.450
3,6:13,2,8,ATL 41,10,10,Kareem Hunt right end for 6 yards (tackle by Grady Jarrett),2.450,2.540
3,5:25,3,2,ATL 35,10,10,Kareem Hunt left tackle for 3 yards (tackle by Ta'Quon Graham),2.540,3.450
3,4:43,1,10,ATL 32,10,10,Jacoby Brissett pass complete short right to Nick Chubb for no gain (tackle by Troy Andersen and AJ Terrell),3.450,2.900
3,4:03,2,10,ATL 32,10,10,Jacoby Brissett pass incomplete short left intended for Nick Chubb (defended by Lorenzo Carter),2.900,2.210
3,3:59,3,10,ATL 32,10,10,Jacoby Brissett pass complete short left to Donovan Peoples-Jones for 5 yards (tackle by DeAundre Alford),2.210,1.720
3,3:12,4,5,ATL 27,13,10,Cade York 45 yard field goal good,1.720,3.000
3,3:06,,,CLE 35,13,10,"Cade York kicks off 65 yards, touchback.",0.000,0.610
3,3:06,1,10,ATL 25,13,10,Caleb Huntley left end for 6 yards (tackle by John Johnson),0.610,0.870
3,2:33,2,4,ATL 31,13,10,Caleb Huntley left tackle for 5 yards (tackle by Grant Delpit),0.870,1.330
3,1:59,1,10,ATL 36,13,10,Caleb Huntley right tackle for 14 yards (tackle by Ronnie Harrison),1.330,2.260
3,1:18,1,10,CLE 50,13,10,Caleb Huntley right end for 9 yards (tackle by Jordan Elliott and Sione Takitaki),2.260,2.930
3,0:39,2,1,CLE 41,13,10,Caleb Huntley left tackle for 4 yards (tackle by Jeremiah Owusu-Koramoah),2.930,3.120
Quarter,Time,Down,ToGo,Location,CLE,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 37,13,10,Tyler Allgeier left tackle for 7 yards (tackle by Isaac Rochell),3.120,3.520
4,14:35,2,3,CLE 30,13,10,Tyler Allgeier right end for 14 yards (tackle by Grant Delpit),3.520,4.510
4,14:00,1,10,CLE 16,13,10,Caleb Huntley right tackle for 6 yards (tackle by Jacob Phillips),4.510,4.970
4,13:18,2,4,CLE 10,13,10,Caleb Huntley right tackle for 5 yards (tackle by Jordan Elliott),4.970,6.060
4,12:56,1,5,CLE 5,13,16,"Caleb Huntley left tackle for 5 yards, touchdown",6.060,7.000
4,12:51,,,CLE 15,13,17,Younghoe Koo kicks extra point good,0.000,0.000
4,12:51,,,ATL 35,13,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,12:51,1,10,CLE 25,13,17,Nick Chubb right end for 6 yards (tackle by Richie Grant and Jaylinn Hawkins),0.610,0.870
4,12:20,2,4,CLE 31,13,17,Jacoby Brissett pass complete short middle to Nick Chubb for 9 yards (tackle by Rashaan Evans),0.870,1.600
4,12:01,1,10,CLE 40,13,17,Nick Chubb left end for 3 yards (tackle by Abdullah Anderson),1.600,1.460
4,11:23,2,7,CLE 43,13,17,Jacoby Brissett pass complete short right to David Njoku for 9 yards (tackle by Mykal Walker),1.460,2.390
4,10:42,1,10,ATL 48,13,17,Kareem Hunt right end for 20 yards (tackle by Darren Hall and Jaylinn Hawkins),2.390,3.710
4,9:58,1,10,ATL 28,19,17,"Nick Chubb left end for 28 yards, touchdown",3.710,7.000
4,9:51,,,ATL 15,20,17,Cade York kicks extra point good,0.000,0.000
4,9:51,,,CLE 35,20,17,"Cade York kicks off 65 yards, touchback.",0.000,0.610
4,9:51,1,10,ATL 25,20,17,Tyler Allgeier right end for 5 yards (tackle by Jacob Phillips and Isaac Rochell),0.610,0.740
4,9:18,2,5,ATL 30,20,17,Avery Williams left tackle for 21 yards (tackle by Greg Newsome),0.740,2.320
4,8:40,1,10,CLE 49,20,17,"Tyler Allgeier right end for 42 yards (tackle by Grant Delpit). Penalty on Tommy Togiai: Defensive Holding, 3 yards (accepted)",2.320,6.280
4,8:11,1,4,CLE 4,20,17,Caleb Huntley right tackle for 2 yards (tackle by John Johnson),6.280,5.720
4,7:35,2,2,CLE 2,20,17,"Marcus Mariota aborted snap, recovered by Marcus Mariota at CLE-2 Marcus Mariota pass incomplete short right",5.720,4.950
4,7:29,3,2,CLE 2,20,17,Marcus Mariota pass incomplete intended for Keith Smith,4.950,3.250
4,7:23,4,2,CLE 2,20,20,Younghoe Koo 21 yard field goal good,3.250,3.000
4,7:19,,,ATL 35,20,20,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,7:19,1,10,CLE 25,20,20,Jacoby Brissett pass complete short middle to Harrison Bryant for 3 yards (tackle by Rashaan Evans),0.610,0.470
4,6:40,2,7,CLE 28,20,20,Nick Chubb right end for 10 yards (tackle by Mykal Walker),0.470,1.470
4,6:00,1,10,CLE 38,20,20,Nick Chubb right end for 3 yards (tackle by Grady Jarrett),1.470,1.330
4,5:25,2,7,CLE 41,20,20,Jacoby Brissett pass complete short middle to Kareem Hunt for 11 yards (tackle by Rashaan Evans),1.330,2.390
4,4:38,1,10,ATL 48,20,20,Jacoby Brissett pass incomplete short left intended for Amari Cooper (defended by Arnold Ebiketie),2.390,1.850
4,4:15,2,10,ATL 48,20,20,Kareem Hunt left end for 4 yards (tackle by Rashaan Evans and Grady Jarrett),1.850,1.550
4,3:50,3,7,ATL 45,20,20,Jacoby Brissett pass incomplete short left intended for Harrison Bryant,1.550,0.330
4,3:44,4,6,ATL 44,20,20,Corey Bojorquez punts 35 yards downed by Ronnie Harrison,0.330,0.380
4,3:35,1,10,ATL 9,20,20,Caleb Huntley right end for no gain (tackle by Jeremiah Owusu-Koramoah and Alex Wright),-0.380,-0.780
4,3:03,2,10,ATL 9,20,20,"Marcus Mariota pass complete deep right to Olamide Zaccheaus for 42 yards (tackle by Denzel Ward). Penalty on Denzel Ward: Face Mask (15 Yards), 15 yards (accepted)",-0.780,3.310
4,2:50,1,10,CLE 34,20,20,Cordarrelle Patterson left end for 6 yards (tackle by Isaac Rochell),3.310,3.580
4,2:45,,,,,,Timeout #1 by Cleveland Browns,,
4,2:45,2,4,CLE 28,20,20,Tyler Allgeier right tackle for 1 yard (tackle by Jeremiah Owusu-Koramoah and Alex Wright),3.580,3.010
4,2:39,,,,,,Timeout #2 by Cleveland Browns,,
4,2:39,3,3,CLE 27,20,20,Tyler Allgeier left end for no gain (tackle by Jacob Phillips),3.010,1.770
4,2:33,,,,,,Timeout #3 by Cleveland Browns,,
4,2:33,4,3,CLE 27,20,23,Younghoe Koo 45 yard field goal good,1.770,3.000
4,2:28,,,ATL 35,20,23,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,2:28,1,10,CLE 25,20,23,Jacoby Brissett pass incomplete short left intended for David Njoku,0.610,0.060
4,2:24,2,10,CLE 25,20,23,Jacoby Brissett pass complete deep left to David Bell for 20 yards (tackle by DeAundre Alford),0.060,1.930
4,2:04,1,10,CLE 45,20,23,Jacoby Brissett pass complete short left to Donovan Peoples-Jones for 6 yards (tackle by Mykal Walker),1.930,2.190
4,1:57,2,4,ATL 49,20,23,Kareem Hunt left guard for 3 yards (tackle by Mykal Walker),2.190,1.880
4,1:38,3,1,ATL 46,20,23,"Jacoby Brissett right tackle for 5 yards (tackle by Arnold Ebiketie). Penalty on Grady Jarrett: Defensive Offside, 5 yards (declined)",1.880,2.850
4,1:36,1,10,ATL 41,20,23,Jacoby Brissett pass incomplete short left intended for Donovan Peoples-Jones,2.850,2.310
4,1:32,2,10,ATL 41,20,23,"Jacoby Brissett pass complete short left to Kareem Hunt for no gain (tackle by Lorenzo Carter). Penalty on Joel Bitonio: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.310,1.630
4,1:24,2,15,ATL 46,20,23,Jacoby Brissett sacked by Grady Jarrett for -8 yards,1.630,-0.100
4,1:02,3,23,CLE 46,20,23,Jacoby Brissett pass deep left intended for David Bell is intercepted by DeAundre Alford at ATL-26 and returned for no gain (tackle by David Bell),-0.100,-0.670
4,0:55,1,10,ATL 26,20,23,Marcus Mariota kneels for -1 yards,0.670,-0.010
4,0:18,2,11,ATL 25,20,23,Marcus Mariota kneels for -1 yards,-0.010,-0.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
