Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
2,8:28,3,4,LAR 15,0,7,"Blaine Gabbert middle for 9 yards (tackle by Mark Barron and Trumaine Johnson). Penalty on Lamarcus Joyner: Defensive Holding, 3 yards",3.810,6.510
2,8:21,1,3,LAR 3,0,13,"Shaun Draughn left end for 3 yards, touchdown",6.510,7.000
2,8:21,,,LAR 3,0,14,Phil Dawson kicks extra point good,0.000,0.000
2,8:21,,,SFO 35,0,14,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
2,8:16,1,10,LAR 25,0,14,Tavon Austin right end for 2 yards (tackle by Ahmad Brooks),0.610,0.330
2,7:36,2,8,LAR 27,0,14,Case Keenum pass complete short right to Kenny Britt for 22 yards (tackle by Antoine Bethea),0.330,2.190
2,6:58,1,10,LAR 49,0,14,Todd Gurley right guard for 5 yards (tackle by NaVorro Bowman),2.190,2.320
2,6:19,2,5,SFO 46,0,14,Todd Gurley middle for no gain (tackle by Quinton Dial and NaVorro Bowman),2.320,1.620
2,5:38,3,5,SFO 46,0,14,Case Keenum pass incomplete short left intended for Tavon Austin (defended by Jimmie Ward),1.620,0.200
2,5:34,4,5,SFO 46,0,14,"Johnny Hekker punts 36 yards, fair catch by Jeremy Kerley",0.200,0.380
2,5:26,1,10,SFO 10,0,14,Carlos Hyde left guard for 11 yards (tackle by Lamarcus Joyner),-0.380,0.340
2,4:59,1,10,SFO 21,0,14,"Blaine Gabbert pass incomplete short middle intended for Jeremy Kerley. Penalty on Aaron Donald: Roughing the Passer, 15 yards (no play)",0.340,1.330
2,4:54,1,10,SFO 36,0,14,Blaine Gabbert pass complete short right to Carlos Hyde for 1 yard (tackle by Trumaine Johnson),1.330,0.930
2,4:23,2,9,SFO 37,0,14,Shaun Draughn middle for 3 yards (tackle by Aaron Donald),0.930,0.630
2,3:49,3,6,SFO 40,0,14,Blaine Gabbert pass complete short left to Jeremy Kerley for 10 yards (tackle by Lamarcus Joyner),0.630,2.260
2,3:30,1,10,,0,14,"Blaine Gabbert pass complete short right to Shaun Draughn for 11 yards (tackle by Dominique Easley). Shaun Draughn fumbles (forced by Dominique Easley), recovered by Trumaine Johnson at LAR-39 (tackle by Shaun Draughn)",2.260,-1.530
2,3:17,1,10,LAR 39,0,14,Todd Gurley for 2 yards,1.530,1.260
2,2:38,2,8,LAR 41,0,14,Case Keenum pass incomplete short left intended for Tyler Higbee (defended by Ray-Ray Armstrong),1.260,0.560
2,2:34,3,8,LAR 41,0,14,Case Keenum pass incomplete short left intended for Tavon Austin,0.560,-0.650
2,2:31,4,8,LAR 41,0,14,"Johnny Hekker punts 39 yards, fair catch by Jeremy Kerley",-0.650,-0.280
2,2:24,1,10,SFO 20,0,14,Carlos Hyde left end for -1 yards (tackle by Coty Sensabaugh and Alec Ogletree),0.280,-0.460
2,2:00,2,11,SFO 19,0,14,Carlos Hyde left guard for 4 yards (tackle by Robert Quinn),-0.460,-0.560
2,1:20,3,7,SFO 23,0,14,Blaine Gabbert pass incomplete short right intended for Jeremy Kerley,-0.560,-1.830
2,1:16,4,7,SFO 23,0,14,"Bradley Pinion punts 40 yards, returned by Tavon Austin for 2 yards (tackle by Aaron Burbridge)",-1.830,-1.530
2,1:07,1,10,LAR 39,0,14,Case Keenum pass complete short left to Todd Gurley for -5 yards (tackle by Ray-Ray Armstrong),1.530,0.310
2,0:40,2,15,LAR 34,0,14,Case Keenum pass incomplete short right intended for Brian Quick,0.310,-0.360
2,0:35,3,15,LAR 34,0,14,Case Keenum sacked by Arik Armstead for -4 yards,-0.360,-0.360
2,0:22,3,15,LAR 34,0,14,Timeout #1 by San Francisco 49ers,-0.360,-1.370
2,0:22,4,19,LAR 30,0,14,"Johnny Hekker punts 44 yards, out of bounds",-1.370,-0.670
2,0:16,1,10,SFO 26,0,14,Blaine Gabbert kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,0,14,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,SFO 25,0,14,Carlos Hyde middle for no gain (tackle by William Hayes),0.610,0.060
3,14:28,2,10,SFO 25,0,14,Blaine Gabbert pass complete short left to Quinton Patton for 6 yards (tackle by Coty Sensabaugh),0.060,0.170
3,13:51,3,4,SFO 31,0,14,Blaine Gabbert pass complete short left to Blaine Gabbert for -16 yards (tackle by T.J. McDonald),0.170,-2.440
3,13:16,4,20,SFO 15,0,14,"Bradley Pinion punts 52 yards, returned by Tavon Austin for 8 yards (tackle by Jaquiski Tartt)",-2.440,-1.660
3,13:04,1,10,LAR 41,0,14,Todd Gurley left tackle for 4 yards (tackle by NaVorro Bowman),1.660,1.660
3,12:31,2,6,LAR 45,0,14,Todd Gurley left guard for -3 yards (tackle by NaVorro Bowman),1.660,0.560
3,11:52,3,9,LAR 42,0,14,Case Keenum pass complete short right to Brian Quick for 3 yards (tackle by Antoine Bethea),0.560,-0.390
3,11:16,4,6,LAR 45,0,14,"Johnny Hekker punts 37 yards, fair catch by Jeremy Kerley",-0.390,-0.040
3,11:08,1,10,SFO 18,0,14,Blaine Gabbert pass incomplete short right intended for Vance McDonald (defended by Maurice Alexander),0.040,-0.490
3,11:05,2,10,SFO 18,0,14,Carlos Hyde right guard for 3 yards (tackle by Alec Ogletree),-0.490,-0.790
3,10:33,3,7,SFO 21,0,14,Blaine Gabbert pass incomplete short left intended for Jeremy Kerley,-0.790,-1.960
3,10:26,4,7,SFO 21,0,14,"Bradley Pinion punts 52 yards, returned by Tavon Austin for 8 yards (tackle by Jaquiski Tartt). Penalty on Josh Forrest: Offensive Holding, 10 yards",-1.960,0.060
3,10:16,1,10,LAR 17,0,14,Case Keenum pass incomplete deep right intended for Tavon Austin,-0.060,-0.580
3,10:11,2,10,LAR 17,0,14,Case Keenum pass complete short right to Tavon Austin for 5 yards (tackle by Jimmie Ward),-0.580,-0.620
3,9:25,3,5,LAR 22,0,14,Case Keenum pass incomplete short left intended for Kenny Britt (defended by Jimmie Ward),-0.620,-1.900
3,9:21,4,5,LAR 22,0,14,"Johnny Hekker punts 47 yards, returned by Jeremy Kerley for 4 yards (tackle by Chase Reynolds)",-1.900,-1.270
3,9:09,1,10,SFO 35,0,14,Carlos Hyde left guard for no gain (tackle by Robert Quinn),1.270,0.720
3,8:45,2,10,SFO 35,0,14,Carlos Hyde right guard for no gain (tackle by Cam Thomas),0.720,0.040
3,8:17,3,10,SFO 35,0,14,Blaine Gabbert pass complete short left to Jeremy Kerley for -2 yards (tackle by T.J. McDonald),0.040,-1.180
3,7:44,4,12,SFO 33,0,14,"Bradley Pinion punts 39 yards, fair catch by Tavon Austin",-1.180,-0.810
3,7:36,1,10,LAR 28,0,14,Todd Gurley middle for 10 yards (tackle by NaVorro Bowman),0.810,1.470
3,7:12,1,10,LAR 38,0,14,Case Keenum pass complete short right to Tavon Austin for no gain,1.470,0.920
3,6:35,2,10,LAR 38,0,14,Todd Gurley left tackle for 2 yards (tackle by Antoine Bethea),0.920,0.500
3,6:00,3,8,LAR 40,0,14,"Case Keenum pass complete short left to Lance Kendricks for 9 yards (tackle by Ray-Ray Armstrong). Penalty on Cody Wichmann: Illegal Use of Hands, 10 yards (no play)",0.500,-0.820
3,5:43,3,18,LAR 30,0,14,Case Keenum pass complete short right to Benny Cunningham for 7 yards (tackle by Jaquiski Tartt),-0.820,-0.910
3,5:11,4,11,LAR 37,0,14,"Johnny Hekker punts 47 yards, fair catch by Jeremy Kerley",-0.910,0.140
3,5:03,1,10,SFO 16,0,14,Carlos Hyde left guard for -2 yards (tackle by T.J. McDonald),-0.140,-0.890
3,4:41,2,12,SFO 14,0,14,Carlos Hyde left guard for 4 yards (tackle by Michael Brockers),-0.890,-1.070
3,4:12,3,8,SFO 18,0,14,Blaine Gabbert pass incomplete short right intended for Torrey Smith,-1.070,-2.240
3,4:07,4,8,SFO 18,0,14,"Bradley Pinion punts 48 yards, returned by Tavon Austin for 28 yards (tackle by Jaquiski Tartt)",-2.240,-3.050
3,3:52,1,10,SFO 38,0,14,Todd Gurley left tackle for 5 yards (tackle by Mike Purcell),3.050,3.180
3,3:12,2,5,SFO 33,0,14,Benny Cunningham right guard for 1 yard (tackle by Quinton Dial),3.180,2.610
3,2:29,3,4,SFO 32,0,14,Case Keenum pass complete short left to Tavon Austin for 5 yards (tackle by Jimmie Ward),2.610,3.780
3,1:53,1,10,SFO 27,0,14,Todd Gurley left end for 1 yard (tackle by Ray-Ray Armstrong),3.780,3.370
3,1:10,2,9,SFO 26,0,14,Case Keenum pass incomplete short middle intended for Lance Kendricks is intercepted by Ray-Ray Armstrong at SFO-18 and returned for 5 yards,3.370,-0.480
3,1:02,1,10,SFO 23,0,14,Blaine Gabbert pass incomplete short left intended for Garrett Celek (defended by Alec Ogletree),0.480,-0.070
3,0:58,2,10,SFO 23,0,14,Carlos Hyde middle for 2 yards (tackle by Michael Brockers and William Hayes),-0.070,-0.490
3,0:23,3,8,SFO 25,0,14,"Blaine Gabbert pass complete short left to Quinton Patton for 13 yards (tackle by Coty Sensabaugh). Quinton Patton fumbles (forced by Coty Sensabaugh), ball out of bounds at SFO-38",-0.490,1.470
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 38,0,14,Blaine Gabbert pass complete short right to Jeremy Kerley for 17 yards (tackle by Lamarcus Joyner),1.470,1.470
4,14:24,1,10,SFO 38,0,14,Timeout #1 by San Francisco 49ers,1.470,2.590
4,14:24,1,10,LAR 45,0,14,Blaine Gabbert pass incomplete short right intended for Torrey Smith,2.590,2.040
4,14:20,2,10,LAR 45,0,14,"Penalty on Andrew Tiller: False Start, 5 yards (no play)",2.040,1.370
4,14:20,2,15,,0,14,"Blaine Gabbert pass incomplete short right intended for Torrey Smith. Penalty on Trumaine Johnson: Defensive Pass Interference, 12 yards (no play)",1.370,3.050
4,14:16,1,10,LAR 38,0,14,Blaine Gabbert left tackle for 1 yard (tackle by Alec Ogletree),3.050,2.640
4,13:33,2,9,LAR 37,0,14,"Blaine Gabbert pass complete short right to Jeremy Kerley for 5 yards (tackle by Lamarcus Joyner). Penalty on SFO: Illegal Shift, 5 yards (no play)",2.640,1.970
4,13:18,2,14,LAR 42,0,14,Blaine Gabbert pass complete short left to Quinton Patton for 35 yards (tackle by Alec Ogletree),1.970,5.600
4,12:48,1,7,LAR 7,0,14,Carlos Hyde middle for -1 yards (tackle by William Hayes),5.600,4.570
4,12:16,2,8,LAR 8,0,14,Blaine Gabbert pass incomplete short middle intended for Torrey Smith,4.570,3.580
4,12:12,3,8,LAR 8,0,20,"Blaine Gabbert pass complete short left to Vance McDonald for 8 yards, touchdown",3.580,7.000
4,12:12,,,LAR 8,0,21,Phil Dawson kicks extra point good,0.000,0.000
4,12:12,,,SFO 35,0,21,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
4,12:07,1,10,LAR 25,0,21,Case Keenum pass incomplete short right intended for Tavon Austin,0.610,0.060
4,12:03,2,10,LAR 25,0,21,Case Keenum pass complete short left to Lance Kendricks for 6 yards (tackle by NaVorro Bowman),0.060,0.170
4,11:17,3,4,LAR 31,0,21,Case Keenum pass incomplete short right intended for Tavon Austin,0.170,-1.310
4,11:13,4,4,LAR 31,0,21,"Johnny Hekker punts 49 yards, fair catch by Jeremy Kerley",-1.310,-0.280
4,11:05,1,10,SFO 20,0,21,Blaine Gabbert pass complete short middle to Vance McDonald for 6 yards (tackle by Alec Ogletree),0.280,0.540
4,10:32,2,4,SFO 26,0,21,Blaine Gabbert pass complete short left to Jeremy Kerley for 8 yards (tackle by Alec Ogletree),0.540,1.200
4,9:57,1,10,SFO 34,0,21,Blaine Gabbert pass incomplete deep right intended for Jeremy Kerley,1.200,0.660
4,9:52,2,10,SFO 34,0,21,Carlos Hyde middle for 7 yards (tackle by Alec Ogletree),0.660,0.890
4,9:15,3,3,SFO 41,0,21,Carlos Hyde middle for 4 yards (tackle by Dominique Easley),0.890,1.930
4,8:39,1,10,SFO 45,0,21,Blaine Gabbert pass complete short right to Garrett Celek for 15 yards (tackle by T.J. McDonald),1.930,2.920
4,7:55,1,10,LAR 40,0,21,Shaun Draughn left guard for no gain (tackle by T.J. McDonald),2.920,2.370
4,7:20,2,10,LAR 40,0,21,"Blaine Gabbert right tackle for 2 yards (tackle by Alec Ogletree). Penalty on Aaron Donald: Unnecessary Roughness, 15 yards, Penalty on Aaron Donald: Disqualification, 12 yards",2.370,4.840
4,6:42,1,10,LAR 11,0,21,Carlos Hyde left guard for 5 yards (tackle by William Hayes),4.840,5.080
4,6:03,2,5,LAR 6,0,21,"Blaine Gabbert pass incomplete short left intended for Quinton Patton. Penalty on Coty Sensabaugh: Defensive Pass Interference, 5 yards (no play)",5.080,6.970
4,6:00,1,1,LAR 1,0,21,Carlos Hyde left guard for no gain (tackle by Maurice Alexander),6.970,5.910
4,5:18,2,1,LAR 1,0,27,"Carlos Hyde middle for 1 yard, touchdown",5.910,7.000
4,5:18,,,LAR 1,0,28,Phil Dawson kicks extra point good,0.000,0.000
4,5:18,,,SFO 35,0,28,"Bradley Pinion kicks off 69 yards, returned by Benny Cunningham for 32 yards (tackle by Dontae Johnson)",0.000,-0.810
4,5:07,1,10,LAR 28,0,28,Case Keenum pass complete short right to Malcolm Brown for 8 yards (tackle by Ray-Ray Armstrong),0.810,1.340
4,4:49,2,2,LAR 36,0,28,Malcolm Brown middle for 5 yards (tackle by Ahmad Brooks and NaVorro Bowman),1.340,1.660
4,4:23,1,10,LAR 41,0,28,Case Keenum pass complete short right to Brian Quick for 5 yards (tackle by Eric Reid),1.660,1.800
4,3:52,2,5,LAR 46,0,28,Case Keenum pass incomplete short right intended for Brian Quick (defended by Dontae Johnson),1.800,1.090
4,3:52,3,5,LAR 46,0,28,Case Keenum pass complete short middle to Kenny Britt for 15 yards,1.090,2.980
4,3:26,1,10,SFO 39,0,28,Case Keenum pass complete short middle to Brian Quick for 15 yards (tackle by Dontae Johnson),2.980,3.970
4,2:58,1,10,SFO 24,0,28,Case Keenum pass incomplete short middle intended for Tyler Higbee,3.970,3.430
4,2:54,2,10,SFO 24,0,28,Case Keenum pass incomplete short left intended for Tavon Austin,3.430,2.740
4,2:50,3,10,SFO 24,0,28,Case Keenum pass incomplete short left intended for Kenny Britt,2.740,1.870
4,2:41,4,10,SFO 24,0,28,Case Keenum right end for 5 yards (tackle by NaVorro Bowman),1.870,-0.150
4,2:33,1,10,SFO 19,0,28,Mike Davis left guard for 1 yard (tackle by Eugene Sims),0.150,-0.200
4,2:00,2,9,SFO 20,0,28,Mike Davis right guard for 2 yards (tackle by Dominique Easley and Lamarcus Joyner),-0.200,-0.680
4,1:16,3,7,SFO 22,0,28,Mike Davis middle for -2 yards (tackle by Ethan Westbrooks),-0.680,-0.680
4,0:31,3,7,SFO 22,0,28,Timeout #2 by San Francisco 49ers,-0.680,-2.030
4,0:31,4,9,SFO 20,0,28,"Bradley Pinion punts 36 yards, fair catch by Tavon Austin",-2.030,-1.860
4,0:24,1,10,LAR 44,0,28,Case Keenum kneels for -1 yards,1.860,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
