#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,LAR 25,8,3:40,29,Punt
2,1,8:55,LAR 9,3,2:13,-4,Punt
3,1,3:24,LAR 21,3,1:40,6,Punt
4,2,14:10,LAR 36,6,3:10,9,Interception
5,2,8:16,LAR 25,5,2:50,29,Punt
6,2,3:17,LAR 39,3,0:53,2,Punt
7,2,1:07,LAR 39,3,0:51,-9,Punt
8,3,13:04,LAR 41,3,1:56,4,Punt
9,3,10:16,LAR 17,3,1:07,5,Punt
10,3,7:36,LAR 28,4,2:33,9,Punt
11,3,3:52,SFO 38,5,2:50,12,Interception
12,4,12:07,LAR 25,3,1:02,6,Punt
13,4,5:14,LAR 28,10,2:41,53,Downs
14,4,0:24,LAR 44,1,0:24,-1,End of Game
