Quarter,Time,Down,ToGo,Location,NYG,NYJ,Detail,EPB,EPA
1,0:13,3,9,NYG 26,0,14,Daniel Jones pass complete short right to Bennie Fowler for 11 yards (tackle by Nate Hairston),-0.490,1.400
Quarter,Time,Down,ToGo,Location,NYG,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 37,0,14,Saquon Barkley right tackle for no gain (tackle by Harvey Langi),1.400,0.860
2,14:20,2,10,NYG 37,0,14,Daniel Jones pass incomplete short left intended for Bennie Fowler (defended by Tarell Basham),0.860,0.170
2,14:15,3,10,NYG 37,0,14,"Daniel Jones pass incomplete short right intended for Darius Slayton. Penalty on Nate Hairston: Defensive Pass Interference, 15 yards (no play)",0.170,2.390
2,14:10,1,10,NYJ 48,0,14,Daniel Jones pass complete short right to Rhett Ellison for 31 yards (tackle by Jamal Adams),2.390,4.440
2,13:33,1,10,NYJ 17,0,14,"Daniel Jones pass incomplete short right. Penalty on Steve McLendon: Defensive Offside, 5 yards (no play)",4.440,5.520
2,13:30,1,5,NYJ 12,0,14,Wayne Gallman up the middle for 2 yards (tackle by Steve McLendon),5.520,5.100
2,12:45,2,3,NYJ 10,0,14,"Penalty on Steve McLendon: Neutral Zone Infraction, 5 yards (no play)",5.100,6.060
2,12:33,1,5,NYJ 5,6,14,"Daniel Jones pass complete short middle to Darius Slayton for 5 yards, touchdown",6.060,7.000
2,12:26,,,NYJ 15,7,14,Aldrick Rosas kicks extra point good,0.000,0.000
2,12:26,,,NYG 35,7,14,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,12:26,1,10,NYJ 25,7,14,Sam Darnold pass complete short left to Demaryius Thomas for 1 yard (tackle by Alec Ogletree),0.610,0.200
2,11:59,2,9,NYJ 26,7,14,Bilal Powell left tackle for no gain (tackle by Oshane Ximines and Dalvin Tomlinson),0.200,-0.490
2,11:17,3,9,NYJ 26,7,14,"Sam Darnold pass incomplete deep left intended for Robby Anderson. Penalty on Deandre Baker: Defensive Holding, 5 yards (no play)",-0.490,1.000
2,11:13,1,10,NYJ 31,7,14,Sam Darnold pass incomplete deep right intended for Vyncint Smith,1.000,0.460
2,11:06,2,10,NYJ 31,7,14,Bilal Powell up the middle for -3 yards (tackle by Alec Ogletree and R.J. McIntosh),0.460,-0.630
2,10:20,3,13,NYJ 28,7,14,Sam Darnold sacked by Markus Golden for -7 yards,-0.630,-1.960
2,9:39,4,20,NYJ 21,7,14,Lac Edwards punts 40 yards downed by Thomas Hennessy,-1.960,-1.530
2,9:29,1,10,NYG 39,7,14,Saquon Barkley up the middle for -3 yards (tackle by Nathan Shepherd),1.530,0.580
2,8:48,2,13,NYG 36,7,14,Daniel Jones pass complete short left to Rhett Ellison for 6 yards (tackle by James Burgess),0.580,0.700
2,8:07,3,7,NYG 42,7,14,Daniel Jones pass complete short right to Darius Slayton for 8 yards (tackle by Nate Hairston),0.700,2.260
2,7:24,1,10,NYG 50,7,14,"Daniel Jones sacked by Nathan Shepherd for no gain. Penalty on Nate Hairston: Defensive Holding, 5 yards (no play)",2.260,2.590
2,7:08,1,10,NYJ 45,7,14,"Daniel Jones aborted snap, recovered by Daniel Jones at NYG-45 Daniel Jones pass incomplete short right",2.590,2.040
2,7:03,2,10,NYJ 45,7,14,Saquon Barkley up the middle for no gain (tackle by Tarell Basham and Kyle Phillips),2.040,1.360
2,6:21,3,10,NYJ 45,7,14,Daniel Jones pass complete short middle to Golden Tate for 6 yards (tackle by Brandon Copeland),1.360,0.660
2,5:33,4,4,NYJ 39,13,14,"Daniel Jones pass complete short right to Darius Slayton for 39 yards, touchdown",0.660,7.000
2,5:24,,,NYJ 15,13,14,"Two Point Attempt: Riley Dixon pass incomplete intended for Kaden Smith, conversion fails",1.000,-1.000
2,5:24,,,NYG 35,13,14,"Aldrick Rosas kicks off 59 yards, returned by Ty Montgomery for 21 yards (tackle by Julian Love). Penalty on Harvey Langi: Offensive Holding, 10 yards",0.000,-0.060
2,5:19,1,10,NYJ 17,13,14,Le'Veon Bell right guard for 2 yards (tackle by Leonard Williams and B.J. Hill),-0.060,-0.250
2,4:39,2,8,NYJ 19,13,14,Sam Darnold pass incomplete deep left intended for Robby Anderson,-0.250,-1.000
2,4:36,3,8,NYJ 19,13,14,"Sam Darnold pass complete deep right to Chris Herndon for 30 yards (tackle by Alec Ogletree). Penalty on Alex Lewis: Offensive Holding, 9 yards (no play)",-1.000,-2.240
2,4:20,3,17,NYJ 10,13,14,Sam Darnold pass complete short right to Le'Veon Bell for 9 yards (tackle by Michael Thomas),-2.240,-2.140
2,3:43,4,8,NYJ 19,13,14,Lac Edwards punts 51 yards out of bounds,-2.140,-0.940
2,3:35,1,10,NYG 30,13,14,Saquon Barkley up the middle for 3 yards (tackle by Brandon Copeland),0.940,0.800
2,3:03,2,7,NYG 33,13,14,Saquon Barkley left tackle for 1 yard (tackle by Henry Anderson),0.800,0.230
2,2:19,3,6,NYG 34,13,14,Daniel Jones pass complete short right to Rhett Ellison for 5 yards (tackle by Brian Poole and Brandon Copeland),0.230,-0.780
2,2:00,4,1,NYG 39,13,14,Daniel Jones up the middle for no gain (tackle by Jamal Adams),-0.780,-2.980
2,1:54,1,10,NYG 39,13,14,Sam Darnold pass incomplete short right intended for Demaryius Thomas (defended by Alec Ogletree),2.980,2.440
2,1:49,2,10,NYG 39,13,14,Le'Veon Bell right tackle for 3 yards (tackle by Leonard Williams),2.440,2.150
2,1:34,,,,,,Timeout #1 by New York Giants,,
2,1:34,3,7,NYG 36,13,14,Sam Darnold pass incomplete short left intended for Chris Herndon,2.150,0.880
2,1:29,4,7,NYG 36,13,14,Sam Ficken 54 yard field goal no good,0.880,-1.860
2,1:25,1,10,NYG 44,13,14,Saquon Barkley up the middle for 2 yards (tackle by Jamal Adams),1.860,1.590
2,0:57,2,8,NYG 46,13,14,Daniel Jones pass complete short right to Darius Slayton for 4 yards (tackle by Arthur Maulet),1.590,1.420
2,0:33,3,4,NYG 50,13,14,Daniel Jones sacked by Jordan Jenkins for -4 yards,1.420,-0.320
2,0:24,,,,,,Timeout #1 by New York Jets,,
2,0:24,4,8,NYG 46,13,14,"Riley Dixon punts 54 yards, touchback.",-0.320,-0.280
2,0:14,1,10,NYJ 20,13,14,Sam Darnold kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NYG,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,13,14,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,13,14,Daniel Jones pass incomplete short right,0.610,0.060
3,14:57,2,10,NYG 25,13,14,Daniel Jones pass complete short right to Darius Slayton for 9 yards (tackle by Arthur Maulet),0.060,0.560
3,14:23,3,1,NYG 34,13,20,"Daniel Jones sacked by Jamal Adams for -9 yards. Daniel Jones fumbles (forced by Jamal Adams), recovered by Jamal Adams at NYG-25 and returned for 25 yards, touchdown",0.560,-7.000
3,14:13,,,NYG 15,13,21,Sam Ficken kicks extra point good,0.000,0.000
3,14:13,,,NYJ 35,13,21,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
3,14:13,1,10,NYG 25,13,21,Saquon Barkley up the middle for -2 yards (tackle by Harvey Langi),0.610,-0.210
3,13:34,2,12,NYG 23,13,21,Daniel Jones pass complete short right to Darius Slayton for 15 yards (tackle by Jamal Adams),-0.210,1.470
3,12:52,1,10,NYG 38,13,21,Daniel Jones pass complete short right to Saquon Barkley for 1 yard (tackle by Brandon Copeland and Arthur Maulet),1.470,1.060
3,12:08,2,9,NYG 39,13,21,Daniel Jones pass incomplete short left intended for Wayne Gallman,1.060,0.370
3,12:01,3,9,NYG 39,19,21,"Daniel Jones pass complete short right to Golden Tate for 61 yards, touchdown",0.370,7.000
3,11:51,,,NYJ 2,19,21,"Two Point Attempt: Daniel Jones pass complete to Golden Tate, conversion succeeds. Penalty on Golden Tate: Offensive Pass Interference, 10 yards (no play)",1.000,0.000
3,11:51,,,NYJ 25,19,21,Aldrick Rosas kicks extra point no good wide right,0.000,-1.000
3,11:51,,,NYG 35,19,21,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,11:51,1,10,NYJ 25,19,21,Sam Darnold sacked by Dalvin Tomlinson for -5 yards,0.610,-0.610
3,11:11,2,15,NYJ 20,19,21,Le'Veon Bell left tackle for 4 yards (tackle by David Mayo and Dalvin Tomlinson),-0.610,-0.760
3,10:35,3,11,NYJ 24,19,21,Sam Darnold pass incomplete deep left intended for Robby Anderson (defended by Antoine Bethea),-0.760,-1.770
3,10:29,4,11,NYJ 24,19,21,"Lac Edwards punts 40 yards, fair catch by Golden Tate at NYG-36",-1.770,-1.330
3,10:22,1,10,NYG 36,19,21,Daniel Jones pass complete short right to Darius Slayton for 7 yards (tackle by Arthur Maulet),1.330,1.740
3,9:41,2,3,NYG 43,19,21,Saquon Barkley up the middle for no gain (tackle by Steve McLendon),1.740,1.030
3,8:59,3,3,NYG 43,19,21,Daniel Jones pass complete short left to Saquon Barkley for 22 yards (tackle by Marcus Maye),1.030,3.250
3,8:16,1,10,NYJ 35,19,21,Saquon Barkley up the middle for -1 yards (tackle by Nathan Shepherd),3.250,2.570
3,7:35,2,11,NYJ 36,19,21,Daniel Jones pass incomplete deep right intended for Golden Tate,2.570,1.880
3,7:28,3,11,NYJ 36,19,21,Daniel Jones pass complete short left to Darius Slayton for 14 yards (tackle by Blessuan Austin),1.880,4.110
3,7:16,1,10,NYJ 22,19,21,"Wayne Gallman right guard for no gain (tackle by Folorunso Fatukasi). Penalty on Nick Gates: Illegal Formation, 5 yards (no play)",4.110,3.780
3,6:49,1,15,NYJ 27,19,21,Daniel Jones left end for 9 yards (tackle by Blessuan Austin),3.780,4.130
3,6:08,2,6,NYJ 18,19,21,Daniel Jones pass complete short middle to Wayne Gallman for 3 yards (tackle by James Burgess),4.130,3.930
3,5:26,3,3,NYJ 15,25,21,"Daniel Jones pass complete short middle to Golden Tate for 15 yards, touchdown",3.930,7.000
3,5:21,,,NYJ 2,27,21,"Two Point Attempt: Daniel Jones pass complete to Bennie Fowler, conversion succeeds",1.000,1.000
3,5:21,,,NYG 35,27,21,"Aldrick Rosas kicks off 64 yards, returned by Ty Montgomery for 18 yards (tackle by Cody Core and Devante Downs)",0.000,0.150
3,5:15,1,10,NYJ 19,27,21,Sam Darnold pass complete short left to Demaryius Thomas for 4 yards (tackle by Deandre Baker and Jabrill Peppers),0.150,0.210
3,4:43,2,6,NYJ 23,27,21,Bilal Powell right guard for 13 yards (tackle by Jabrill Peppers),0.210,1.330
3,4:09,1,10,NYJ 36,27,21,Bilal Powell left guard for 3 yards (tackle by Antoine Bethea),1.330,1.200
3,3:29,2,7,NYJ 39,27,21,Sam Darnold pass incomplete short right intended for Demaryius Thomas (defended by Janoris Jenkins),1.200,0.500
3,3:23,3,7,NYJ 39,27,21,Sam Darnold left end for 24 yards (tackle by Antoine Bethea),0.500,3.120
3,2:39,1,10,NYG 37,27,21,Le'Veon Bell right tackle for 2 yards (tackle by David Mayo),3.120,2.840
3,1:58,2,8,NYG 35,27,21,Sam Darnold pass incomplete short right,2.840,2.150
3,1:49,3,8,NYG 35,27,21,Sam Darnold pass incomplete deep middle,2.150,0.970
3,1:46,4,8,NYG 35,27,24,Sam Ficken 53 yard field goal good,0.970,3.000
3,1:42,,,NYJ 35,27,24,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
3,1:42,1,10,NYG 25,27,24,Daniel Jones pass incomplete short left intended for Darius Slayton,0.610,0.060
3,1:38,2,10,NYG 25,27,24,Daniel Jones pass incomplete short middle intended for Golden Tate (defended by James Burgess),0.060,-0.620
3,1:34,3,10,NYG 25,27,24,Daniel Jones sacked by Nathan Shepherd for -8 yards,-0.620,-2.320
3,1:01,4,18,NYG 17,27,24,"Riley Dixon punts 53 yards, returned by Braxton Berrios for no gain (tackle by Cody Core)",-2.320,-0.940
3,0:53,1,10,NYJ 30,27,24,Sam Darnold pass complete short middle to Le'Veon Bell for 11 yards (tackle by Alec Ogletree),0.940,1.660
3,0:12,1,10,NYJ 41,27,24,Sam Darnold pass complete short right to Jamison Crowder for 25 yards (tackle by Corey Ballentine),1.660,3.310
Quarter,Time,Down,ToGo,Location,NYG,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 34,27,24,"Sam Darnold pass incomplete deep left intended for Robby Anderson (defended by Deandre Baker). Penalty on Deandre Baker: Defensive Pass Interference, 33 yards (no play)",3.310,6.970
4,14:55,1,1,NYG 1,27,30,"Le'Veon Bell up the middle for 1 yard, touchdown",6.970,7.000
4,14:52,,,NYG 15,27,31,Sam Ficken kicks extra point good,0.000,0.000
4,14:52,,,NYJ 35,27,31,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
4,14:52,1,10,NYG 25,27,31,Saquon Barkley right tackle for no gain (tackle by Folorunso Fatukasi),0.610,0.060
4,14:11,2,10,NYG 25,27,31,Daniel Jones pass incomplete short right intended for Darius Slayton,0.060,-0.620
4,14:07,3,10,NYG 25,27,31,Daniel Jones left end for 11 yards (tackle by James Burgess),-0.620,1.330
4,13:37,1,10,NYG 36,27,31,Saquon Barkley left tackle for -4 yards (tackle by Folorunso Fatukasi),1.330,0.250
4,12:55,2,14,NYG 32,27,31,Daniel Jones pass incomplete short left intended for Golden Tate (defended by Jordan Jenkins),0.250,-0.430
4,12:51,3,14,NYG 32,27,31,Daniel Jones pass complete short right to Darius Slayton for 12 yards (tackle by Jamal Adams),-0.430,-0.460
4,12:12,4,2,NYG 44,27,31,Riley Dixon punts 49 yards out of bounds,-0.460,0.380
4,12:03,1,10,NYJ 7,27,31,Le'Veon Bell right guard for 1 yard (tackle by Dalvin Tomlinson and Alec Ogletree),-0.380,-0.710
4,11:24,2,9,NYJ 8,27,31,Sam Darnold pass complete short middle to Le'Veon Bell for 8 yards (tackle by Dalvin Tomlinson and Antoine Bethea),-0.710,-0.370
4,10:43,3,1,NYJ 16,27,31,Sam Darnold pass complete short right to Trevon Wesco for 15 yards (tackle by Janoris Jenkins),-0.370,1.000
4,9:57,1,10,NYJ 31,27,31,Sam Darnold pass complete deep right to Demaryius Thomas for 47 yards (tackle by Sam Beal),1.000,4.110
4,9:09,1,10,NYG 22,27,31,Le'Veon Bell up the middle for 4 yards (tackle by Markus Golden and Alec Ogletree),4.110,4.130
4,8:27,2,6,NYG 18,27,31,Le'Veon Bell right guard for 1 yard (tackle by B.J. Hill and Oshane Ximines),4.130,3.560
4,7:44,3,5,NYG 17,27,31,Sam Darnold pass incomplete short right intended for Jamison Crowder,3.560,2.360
4,7:39,4,5,NYG 17,27,34,Sam Ficken 35 yard field goal good,2.360,3.000
4,7:36,,,NYJ 35,27,34,"Sam Ficken kicks off 67 yards, returned by Corey Ballentine for 19 yards (tackle by Frankie Luvu)",0.000,-0.060
4,7:28,1,10,NYG 17,27,34,Daniel Jones pass complete short middle to Saquon Barkley for 6 yards (tackle by Brandon Copeland),-0.060,0.350
4,6:49,2,4,NYG 23,27,34,Daniel Jones pass incomplete short left intended for Golden Tate (defended by Jamal Adams),0.350,-0.490
4,6:45,3,4,NYG 23,27,34,Daniel Jones pass complete short middle to Golden Tate for 7 yards (tackle by James Burgess and Brandon Copeland),-0.490,0.940
4,6:08,1,10,NYG 30,27,34,Daniel Jones pass complete short right to Bennie Fowler for 5 yards (tackle by James Burgess),0.940,1.070
4,5:37,2,5,NYG 35,27,34,Daniel Jones sacked by and James Burgess for -10 yards and Steve McLendon for -10 yards,1.070,-0.960
4,5:03,3,15,NYG 25,27,34,Daniel Jones pass incomplete deep left intended for Darius Slayton,-0.960,-1.700
4,4:57,4,15,NYG 25,27,34,"Riley Dixon punts 48 yards, fair catch by Braxton Berrios at NYJ-27",-1.700,-0.740
4,4:50,1,10,NYJ 27,27,34,Le'Veon Bell right guard for 3 yards (tackle by Jabrill Peppers and Dalvin Tomlinson),0.740,0.600
4,4:45,,,,,,Timeout #1 by New York Giants,,
4,4:45,2,7,NYJ 30,27,34,Sam Darnold pass complete short right to Le'Veon Bell for 6 yards (tackle by Corey Ballentine),0.600,0.700
4,4:36,,,,,,Timeout #2 by New York Giants,,
4,4:36,3,1,NYJ 36,27,34,Le'Veon Bell up the middle for no gain (tackle by Dalvin Tomlinson),0.700,-0.980
4,4:23,,,,,,Timeout #2 by New York Giants,,
4,4:23,4,1,NYJ 36,27,34,"Lac Edwards punts 52 yards, fair catch by Golden Tate at NYG-12",-0.980,0.350
4,4:17,1,10,NYG 12,27,34,Daniel Jones pass incomplete short left intended for Darius Slayton,-0.350,-0.780
4,4:12,2,10,NYG 12,27,34,Daniel Jones pass complete short left to Saquon Barkley for 3 yards (tackle by Arthur Maulet and James Burgess),-0.780,-1.070
4,3:33,3,7,NYG 15,27,34,"Penalty on Spencer Pulley: False Start, 5 yards (no play)",-1.070,-1.650
4,3:32,3,12,NYG 10,27,34,Daniel Jones sacked by Jordan Jenkins for -7 yards,-1.650,-2.490
4,2:51,4,19,NYG 3,27,34,"Riley Dixon punts 59 yards, returned by Braxton Berrios for 12 yards (tackle by Antonio Hamilton)",-2.490,-2.260
4,2:40,1,10,NYJ 50,27,34,Bilal Powell up the middle for 4 yards (tackle by Lorenzo Carter),2.260,2.250
4,2:00,2,6,NYG 46,27,34,Bilal Powell right tackle for -4 yards (tackle by Markus Golden),2.250,1.030
4,1:16,3,10,NYJ 50,27,34,Bilal Powell left guard for 2 yards (tackle by Leonard Williams and Dalvin Tomlinson),1.030,0.070
4,0:29,4,8,NYG 48,27,34,"Penalty on NYJ: Delay of Game, 5 yards (no play)",0.070,-0.260
4,0:28,4,13,NYJ 47,27,34,"Lac Edwards punts 45 yards, returned by Golden Tate for 8 yards (tackle by Matthias Farley)",-0.260,0.140
4,0:18,1,10,NYG 16,27,34,Daniel Jones pass complete short left to Kaden Smith for 1 yard,-0.140,-0.510
4,0:11,2,9,NYG 17,27,34,Daniel Jones pass incomplete short right intended for Darius Slayton (defended by Blessuan Austin),-0.510,-1.200
4,0:06,3,9,NYG 17,27,34,"Daniel Jones pass complete short right to Darius Slayton for 8 yards, lateral to Golden Tate for 6 yards, lateral to Blessuan Austin for 6 yards. Golden Tate fumbles (forced by Blessuan Austin), recovered by Quinnen Williams at NYG-31 (tackle by Saquon Barkley)",-1.200,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
