Quarter,Time,Tm,Detail,DEN,SDG
1.0,12:01,Chargers,LaDainian Tomlinson 5 yard rush (Nate Kaeding kick),0,7
2.0,13:27,Broncos,Tatum Bell 16 yard rush (Jason Elam kick),7,7
,7:05,Chargers,LaDainian Tomlinson 1 yard rush (Nate Kaeding kick),7,14
,0:00,Chargers,Nate Kaeding 23 yard field goal,7,17
3.0,5:12,Chargers,Nate Kaeding 23 yard field goal,7,20
4.0,14:18,Broncos,Reuben Droughns 4 yard rush (Jason Elam kick),14,20
,9:26,Broncos,Jason Elam 31 yard field goal,17,20
