#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:27,DEN 43,4,1:26,43,Touchdown
2,1,8:29,SDG 34,1,0:10,0,Interception
3,1,7:36,SDG 42,3,1:30,8,Punt
4,1,4:26,SDG 47,6,3:26,15,Fumble
5,2,13:27,SDG 32,3,1:29,5,Punt
6,2,9:54,DEN 21,6,2:49,21,Touchdown
7,2,4:21,SDG 15,6,2:50,20,Punt
8,2,1:30,DEN 17,5,1:30,13,Field Goal
9,3,15:00,SDG 29,8,4:57,29,Punt
10,3,9:24,DEN 48,10,4:12,43,Field Goal
11,3,3:26,SDG 25,3,1:42,-1,Punt
12,4,14:18,SDG 24,3,1:05,0,Punt
13,4,9:26,SDG 32,3,1:40,8,Punt
14,4,3:39,SDG 20,5,2:49,8,Punt
