Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
2,0:28,1,10,DEN 20,10,7,Peyton Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,10,7,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,PIT 20,10,7,Ben Roethlisberger pass incomplete short right intended for Jonathan Dwyer,0.280,-0.270
3,14:56,2,10,PIT 20,10,7,Jonathan Dwyer right guard for 3 yards (tackle by Derek Wolfe),-0.270,-0.560
3,14:13,3,7,PIT 23,10,7,"Penalty on Willie Colon: False Start, 5 yards (no play)",-0.560,-1.330
3,13:57,3,12,PIT 18,10,7,Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 15 yards (tackle by Joe Mays),-1.330,1.140
3,13:19,1,10,PIT 33,10,7,Jonathan Dwyer left tackle for 5 yards (tackle by Robert Ayers),1.140,1.270
3,12:42,2,5,PIT 38,10,7,Ben Roethlisberger pass complete short right to Heath Miller for 15 yards (tackle by Wesley Woodyard),1.270,2.460
3,12:08,1,10,DEN 47,10,7,Ben Roethlisberger pass complete short left to Jonathan Dwyer for no gain,2.460,1.910
3,11:29,2,10,DEN 47,10,7,"Penalty on Kevin Vickerson: Neutral Zone Infraction, 5 yards (no play)",1.910,2.590
3,11:09,2,5,DEN 42,10,7,Ben Roethlisberger pass complete short left to Isaac Redman for 2 yards (tackle by Rahim Moore),2.590,2.150
3,10:29,3,3,DEN 40,10,7,Ben Roethlisberger middle for 2 yards (tackle by Elvis Dumervil),2.150,0.720
3,9:58,4,1,DEN 38,10,7,Ben Roethlisberger middle for 2 yards (tackle by Elvis Dumervil and Rahim Moore),0.720,3.180
3,9:33,1,10,DEN 36,10,7,"Penalty on Willie Colon: False Start, 5 yards (no play)",3.180,2.850
3,9:09,1,15,DEN 41,10,7,Isaac Redman right guard for 3 yards (tackle by Justin Bannan),2.850,2.370
3,8:31,2,12,DEN 38,10,7,"Ben Roethlisberger sacked by Chris Harris for -9 yards. Penalty on Antonio Brown: False Start, 5 yards (no play)",2.370,1.690
3,8:08,2,17,DEN 43,10,7,Ben Roethlisberger pass complete short left to Mike Wallace for 13 yards (tackle by Tracy Porter),1.690,2.740
3,7:34,3,4,DEN 30,10,7,Ben Roethlisberger pass complete short left to Mike Wallace for 7 yards (tackle by Wesley Woodyard),2.740,4.040
3,6:59,1,10,DEN 23,10,7,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown (defended by Mike Adams),4.040,3.500
3,6:52,2,10,DEN 23,10,7,Jonathan Dwyer middle for 7 yards (tackle by Mike Adams),3.500,3.850
3,6:14,3,3,DEN 16,10,7,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown,3.850,2.480
3,6:09,4,3,DEN 16,13,7,Shaun Suisham 35 yard field goal good,2.480,3.000
3,6:09,,,PIT 35,13,7,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
3,6:05,1,10,DEN 20,13,7,Peyton Manning pass complete short right to Eric Decker for 9 yards (tackle by Keenan Lewis),0.280,0.950
3,5:41,2,1,DEN 29,13,13,"Peyton Manning pass complete short left to Demaryius Thomas for 71 yards, touchdown",0.950,7.000
3,5:41,,,PIT 2,13,14,Matt Prater kicks extra point good,0.000,0.000
3,5:41,,,DEN 35,13,14,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,5:29,1,10,PIT 20,13,14,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown (defended by Mike Adams),0.280,-0.270
3,5:24,2,10,PIT 20,13,14,Ben Roethlisberger pass incomplete short left intended for Emmanuel Sanders (defended by Tracy Porter),-0.270,-0.960
3,5:17,3,10,PIT 20,13,14,"Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders (defended by Rahim Moore). Penalty on Rahim Moore: Unnecessary Roughness, 15 yards",-0.960,1.270
3,5:11,1,10,PIT 35,13,14,Ben Roethlisberger pass complete short left to Chris Rainey for -1 yards (tackle by Kevin Vickerson),1.270,0.590
3,4:31,2,11,PIT 34,13,14,Ben Roethlisberger sacked by Joe Mays and Chris Harris for -7 yards,0.590,-1.020
3,3:53,3,18,PIT 27,13,14,Ben Roethlisberger pass complete deep middle to Heath Miller for 23 yards (tackle by Mike Adams),-1.020,2.260
3,3:18,1,10,,13,14,"Jonathan Dwyer left end for 3 yards (tackle by Elvis Dumervil). Penalty on Elvis Dumervil: Face Mask (15 Yards), 14 yards",2.260,3.380
3,2:48,1,10,DEN 33,13,14,Ben Roethlisberger pass complete short left to Jonathan Dwyer for 11 yards (tackle by Rahim Moore),3.380,4.110
3,2:07,1,10,DEN 22,13,14,Ben Roethlisberger pass incomplete short middle intended for Jerricho Cotchery,4.110,3.560
3,2:03,2,10,DEN 22,13,14,Isaac Redman middle for 3 yards (tackle by Wesley Woodyard),3.560,3.260
3,1:18,3,7,DEN 19,13,14,Ben Roethlisberger pass complete short right to Heath Miller for 8 yards (tackle by Mike Adams),3.260,4.840
3,0:33,1,10,DEN 11,13,14,Jonathan Dwyer right end for 9 yards (tackle by Mike Adams),4.840,5.850
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,DEN 2,13,14,Isaac Redman left guard for -1 yards (tackle by Von Miller),5.850,4.890
4,14:15,3,2,DEN 3,19,14,"Ben Roethlisberger pass complete short left to Mike Wallace for 3 yards, touchdown",4.890,7.000
4,14:15,,,,19,14,"Two Point Attempt: Ben Roethlisberger pass incomplete intended for Leonard Pope, conversion fails",0.000,-1.000
4,14:15,,,PIT 35,19,14,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
4,14:11,1,10,DEN 20,19,14,Willis McGahee middle for 9 yards (tackle by Chris Carter),0.280,0.950
4,13:46,2,1,DEN 29,19,14,Willis McGahee middle for 12 yards (tackle by Ryan Mundy),0.950,1.660
4,13:14,1,10,DEN 41,19,14,Peyton Manning pass complete short left to Demaryius Thomas for 8 yards (tackle by Troy Polamalu),1.660,2.200
4,12:42,2,2,DEN 49,19,14,Knowshon Moreno left tackle for 2 yards (tackle by Evander Hood),2.200,2.320
4,12:18,1,10,PIT 49,19,14,Peyton Manning pass complete short right to Eric Decker for 6 yards (tackle by Ryan Mundy and LaMarr Woodley),2.320,2.590
4,11:53,2,4,PIT 43,19,14,Peyton Manning pass complete short left to Matt Willis for 14 yards (tackle by Keenan Lewis),2.590,3.640
4,11:24,1,10,PIT 29,19,14,Peyton Manning pass incomplete short middle intended for Eric Decker (defended by Keenan Lewis),3.640,3.100
4,11:18,2,10,PIT 29,19,14,Peyton Manning pass complete short right to Jacob Tamme for 11 yards (tackle by Lawrence Timmons),3.100,4.370
4,10:45,1,10,PIT 18,19,14,Peyton Manning pass complete short right to Eric Decker for 17 yards (tackle by Ryan Mundy),4.370,6.970
,,,,,,,"PIT challenged the runner was down by contact ruling, and the play was upheld.",,
4,9:28,1,1,PIT 1,19,20,"Peyton Manning pass complete short left to Jacob Tamme for 1 yard, touchdown",6.970,7.000
4,9:28,,,,19,22,"Two Point Attempt: Peyton Manning pass complete to Willis McGahee, conversion succeeds",0.000,1.000
4,9:28,,,DEN 35,19,22,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,9:23,1,10,PIT 20,19,22,Chris Rainey left end for 7 yards (tackle by Tracy Porter),0.280,0.680
4,8:42,2,3,PIT 27,19,22,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace (defended by Tracy Porter),0.680,-0.030
4,8:35,3,3,PIT 27,19,22,Ben Roethlisberger pass incomplete short middle intended for Heath Miller (defended by Tracy Porter),-0.030,-1.570
4,8:29,4,3,PIT 27,19,22,"Drew Butler punts 46 yards, returned by Jim Leonhard for 10 yards (tackle by Curtis Brown)",-1.570,-1.400
4,8:18,1,10,DEN 37,19,22,Willis McGahee right end for 5 yards (tackle by Lawrence Timmons),1.400,1.530
4,7:52,2,5,DEN 42,19,22,Willis McGahee left guard for 3 yards (tackle by Lawrence Timmons),1.530,1.220
4,7:31,3,2,DEN 45,19,22,Knowshon Moreno right guard for 3 yards (tackle by Lawrence Timmons),1.220,2.130
4,7:01,1,10,DEN 48,19,22,Lance Ball middle for 11 yards (tackle by Troy Polamalu),2.130,2.850
4,6:27,1,10,PIT 41,19,22,Lance Ball middle for 3 yards (tackle by Cameron Heyward),2.850,2.710
4,5:50,2,7,PIT 38,19,22,Peyton Manning pass complete short right to Jacob Tamme for 18 yards (tackle by Cortez Allen),2.710,4.240
4,5:25,1,10,PIT 20,19,22,Willis McGahee left tackle for no gain (tackle by Cameron Heyward),4.240,3.690
4,4:44,2,10,PIT 20,19,22,Willis McGahee right end for 8 yards (tackle by Jason Worilds),3.690,3.690
4,3:55,2,10,PIT 20,19,22,Timeout #1 by Denver Broncos,3.690,4.340
4,3:55,3,2,PIT 12,19,22,"Penalty on Peyton Manning: Delay of Game, 5 yards (no play)",4.340,3.360
4,3:55,3,7,PIT 17,19,22,"Peyton Manning pass incomplete short right intended for Eric Decker. Penalty on Keenan Lewis: Defensive Pass Interference, 9 yards (no play)",3.360,5.370
4,3:51,1,8,PIT 8,19,22,Willis McGahee right tackle for no gain (tackle by Larry Foote),5.370,4.570
4,3:12,2,8,PIT 8,19,22,Peyton Manning pass incomplete short middle intended for Brandon Stokley,4.570,3.580
4,3:07,3,8,PIT 8,19,22,Peyton Manning pass incomplete short right intended for Eric Decker (defended by Keenan Lewis),3.580,2.950
4,3:03,4,8,PIT 8,19,25,Matt Prater 26 yard field goal good,2.950,3.000
4,3:03,,,DEN 35,19,25,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,3:00,1,10,PIT 20,19,25,"Ben Roethlisberger pass complete short middle to Antonio Brown for 19 yards (tackle by Chris Harris). Ben Roethlisberger fumbles, recovered by Ben Roethlisberger at PIT-13",0.280,1.530
4,2:16,1,10,PIT 39,19,25,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders,1.530,0.990
4,2:10,2,10,PIT 39,19,31,"Ben Roethlisberger pass incomplete short left intended for Emmanuel Sanders is intercepted by Tracy Porter at PIT-43 and returned for 43 yards, touchdown",0.990,-7.000
4,1:58,,,,19,31,"Two Point Attempt: Willis McGahee left tackle, conversion fails",0.000,-1.000
4,1:58,,,DEN 35,19,31,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,1:58,1,10,PIT 20,19,31,Ben Roethlisberger sacked by Von Miller for -5 yards,0.280,-1.070
4,1:27,2,15,PIT 15,19,31,Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 10 yards (tackle by Jim Leonhard),-1.070,-0.300
4,1:01,3,5,PIT 25,19,31,Ben Roethlisberger sacked by Von Miller for -10 yards,-0.300,-0.300
4,0:54,3,5,PIT 25,19,31,Timeout #2 by Pittsburgh Steelers,-0.300,-2.440
4,0:54,4,15,PIT 15,19,31,Ben Roethlisberger sacked by Wesley Woodyard for -5 yards,-2.440,-5.140
4,0:42,1,9,PIT 9,19,31,Peyton Manning kneels for -2 yards,5.140,4.020
4,0:42,2,11,PIT 11,19,31,Peyton Manning kneels for -1 yards,4.020,3.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
