Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
1,8:21,2,6,DET 19,0,0,Kirk Cousins pass complete short left to Tyler Conklin for -2 yards (tackle by Amani Oruwariye),,
1,7:35,3,8,DET 21,0,0,Kirk Cousins pass complete short right to Dede Westbrook for -2 yards (tackle by Jerry Jacobs),,
1,6:54,4,10,DET 23,3,0,Greg Joseph 41 yard field goal good,,
1,6:49,,,MIN 35,3,0,"Greg Joseph kicks off 65 yards, touchback.",,
1,6:49,1,10,DET 25,3,0,Jamaal Williams right tackle for 1 yard (tackle by Sheldon Richardson),,
1,6:15,2,9,DET 26,3,0,Jamaal Williams up the middle for 2 yards (tackle by Nick Vigil),,
1,5:55,3,7,DET 28,3,0,Jared Goff sacked by D.J. Wonnum for -8 yards,,
1,5:22,4,15,DET 20,3,0,"Jack Fox punts 62 yards, returned by Dede Westbrook for 16 yards (tackle by Ifeatu Melifonwu)",,
1,5:10,1,10,MIN 34,3,0,Kirk Cousins pass complete deep left to Justin Jefferson for 34 yards (tackle by Amani Oruwariye),,
1,4:27,1,10,DET 32,3,0,Justin Jefferson pass incomplete short right intended for K.J. Osborn,,
1,4:19,2,10,DET 32,3,0,Alexander Mattison right end for 9 yards (tackle by Tracy Walker),,
1,3:47,3,1,DET 23,3,0,Alexander Mattison up the middle for 3 yards (tackle by Ifeatu Melifonwu and Tracy Walker),,
1,3:10,1,10,DET 20,3,0,Alexander Mattison left tackle for 5 yards (tackle by Josh Woods),,
1,2:32,2,5,DET 15,3,0,Kirk Cousins pass complete short middle to Tyler Conklin for 6 yards (tackle by Alex Anzalone),,
1,1:55,1,9,DET 9,3,0,Alexander Mattison right end for -4 yards (tackle by Derrick Barnes),,
1,1:13,2,13,DET 13,3,0,Kirk Cousins pass incomplete short left intended for Kene Nwangwu,,
1,1:07,3,13,DET 13,3,0,Kirk Cousins pass incomplete short left intended for K.J. Osborn,,
1,1:03,4,13,DET 13,6,0,Greg Joseph 31 yard field goal good,,
1,0:59,,,MIN 35,6,0,"Greg Joseph kicks off 64 yards, returned by Godwin Igwebuike for 30 yards (tackle by Dan Chisena and Kris Boyd)",,
1,0:52,1,10,DET 31,6,0,Jared Goff pass complete short left to Jamaal Williams for 9 yards (tackle by Harrison Smith and Blake Lynch),,
1,0:15,2,1,DET 40,6,0,Jermar Jefferson left tackle for 8 yards (tackle by Cameron Dantzler and Xavier Woods),,
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 48,6,0,"Jared Goff pass complete deep middle to T.J. Hockenson for 25 yards (tackle by Nick Vigil and Xavier Woods). Penalty on Xavier Woods: Unnecessary Roughness / Defense, 14 yards (accepted)",,
2,14:33,1,10,MIN 13,6,0,Jamaal Williams up the middle for 4 yards (tackle by Nick Vigil and Blake Lynch),,
2,13:54,2,6,MIN 9,6,6,"Jared Goff pass complete short middle to T.J. Hockenson for 9 yards, touchdown",,
2,13:50,,,MIN 15,6,7,Riley Patterson kicks extra point good,,
2,13:50,,,DET 35,6,7,"Jack Fox kicks off 61 yards, returned by Kene Nwangwu for 44 yards (tackle by Dean Marlowe)",,
2,13:40,1,10,MIN 48,6,7,Kirk Cousins pass complete short left to K.J. Osborn for 7 yards (tackle by Josh Woods),,
2,13:05,2,3,DET 45,6,7,Alexander Mattison right tackle for 3 yards (tackle by Alim McNeill and Levi Onwuzurike),,
2,12:28,1,10,DET 42,6,7,Alexander Mattison right tackle for 10 yards (tackle by Tracy Walker),,
2,11:51,1,10,DET 32,6,7,Kene Nwangwu up the middle for -1 yards (tackle by Levi Onwuzurike),,
2,11:16,,,,,,Timeout #1 by Detroit Lions,,
2,11:16,2,11,DET 33,6,7,"Kirk Cousins sacked by Charles Harris for -5 yards. Kirk Cousins fumbles (forced by Charles Harris), recovered by Julian Okwara at DET-38 and returned for 6 yards (tackle by Brian O'Neill and Garrett Bradbury)",,
2,11:08,1,10,DET 44,6,7,Jamaal Williams up the middle for 5 yards (tackle by Xavier Woods and Troy Dye),,
2,10:32,2,5,DET 49,6,7,Jared Goff pass complete short right to Josh Reynolds for 28 yards (tackle by Harrison Smith),,
2,9:51,1,10,MIN 23,6,13,"Jared Goff pass complete deep right to Brock Wright for 23 yards, touchdown",,
2,9:45,,,MIN 15,6,14,Riley Patterson kicks extra point good,,
2,9:45,,,DET 35,6,14,"Jack Fox kicks off 65 yards, touchback.",,
2,9:45,1,10,MIN 25,6,14,Kirk Cousins pass complete short right to Alexander Mattison for 14 yards (tackle by Derrick Barnes),,
2,9:17,1,10,MIN 39,6,14,Alexander Mattison right tackle for 2 yards (tackle by Alim McNeill and Austin Bryant),,
2,8:41,2,8,MIN 41,6,14,Kirk Cousins sacked by Charles Harris for -6 yards,,
2,7:56,3,14,MIN 35,6,14,Kirk Cousins pass complete short right to Kene Nwangwu for 6 yards (tackle by Julian Okwara and Tracy Walker),,
2,7:15,4,8,MIN 41,6,14,"Jordan Berry punts 49 yards, returned by Kalif Raymond for no gain (tackle by Dan Chisena)",,
2,7:06,1,10,DET 10,6,14,Jamaal Williams for 4 yards (tackle by Armon Watts),,
2,6:32,2,6,DET 14,6,14,Jared Goff pass complete short right to Amon-Ra St. Brown for 6 yards (tackle by Bashaud Breeland),,
2,5:51,1,10,DET 20,6,14,"Penalty on Sheldon Richardson: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
2,5:34,1,5,DET 25,6,14,Godwin Igwebuike right tackle for 6 yards (tackle by Troy Dye and Xavier Woods),,
2,5:00,1,10,DET 31,6,14,Jamaal Williams left end for 8 yards (tackle by Xavier Woods and Nick Vigil),,
2,4:19,2,2,DET 39,6,14,Jamaal Williams up the middle for 2 yards (tackle by Sheldon Richardson),,
2,3:39,1,10,DET 41,6,14,Jared Goff pass complete short middle to Brock Wright for 5 yards (tackle by Blake Lynch),,
2,3:04,2,5,DET 46,6,14,Jared Goff pass complete short left to Josh Reynolds for 27 yards (tackle by Troy Dye and Bashaud Breeland),,
2,2:17,1,10,MIN 27,6,14,Jermar Jefferson left tackle for 4 yards (tackle by Michael Pierce),,
2,2:00,2,6,MIN 23,6,14,Jared Goff pass complete short right to Amon-Ra St. Brown for 7 yards (tackle by Nick Vigil),,
2,1:54,1,10,MIN 16,6,14,Jamaal Williams left end for 3 yards (tackle by Troy Dye),,
2,1:48,,,,,,Timeout #1 by Minnesota Vikings,,
2,1:48,2,7,MIN 13,6,14,Jermar Jefferson left end for no gain (tackle by Nick Vigil),,
2,1:42,,,,,,Timeout #2 by Minnesota Vikings,,
2,1:42,3,7,MIN 13,6,14,Jared Goff pass incomplete short right,,
2,1:37,4,7,MIN 13,6,17,Riley Patterson 31 yard field goal good,,
2,1:33,,,DET 35,6,17,"Jack Fox kicks off 65 yards, touchback.",,
2,1:33,1,10,MIN 25,6,17,Kirk Cousins pass complete short right to Justin Jefferson for 2 yards (tackle by Jerry Jacobs),,
2,1:26,,,,,,Timeout #2 by Detroit Lions,,
2,1:26,2,8,MIN 27,6,17,Kirk Cousins pass complete short middle to Justin Jefferson for 16 yards (tackle by Will Harris),,
2,1:08,1,10,MIN 43,6,17,Kirk Cousins pass complete short middle to Justin Jefferson for 15 yards (tackle by Tracy Walker),,
2,0:46,1,10,DET 42,6,17,Kirk Cousins pass incomplete short right intended for Tyler Conklin,,
2,0:44,2,10,DET 42,6,17,Kirk Cousins pass incomplete deep right intended for Justin Jefferson,,
2,0:40,3,10,DET 42,6,17,Kirk Cousins pass incomplete deep left intended for Dede Westbrook (defended by Will Harris),,
2,0:35,4,10,DET 42,6,17,Kirk Cousins sacked by Julian Okwara for -3 yards,,
2,0:32,1,10,DET 45,6,17,Jared Goff pass complete short right to Amon-Ra St. Brown for 6 yards (tackle by Bashaud Breeland),,
2,0:26,2,4,MIN 49,6,17,Jared Goff pass complete deep middle to Kalif Raymond for 24 yards (tackle by Xavier Woods),,
2,0:19,,,,,,Timeout #3 by Detroit Lions,,
2,0:19,1,10,MIN 25,6,17,Jared Goff pass complete short left to Amon-Ra St. Brown for 7 yards,,
2,0:15,2,3,MIN 18,6,17,"Penalty on DET: Delay of Game, 5 yards (accepted) (no play)",,
2,0:15,2,8,MIN 19,6,17,Jared Goff pass incomplete deep left intended for Josh Reynolds,,
2,0:10,3,8,MIN 23,6,20,Riley Patterson 41 yard field goal good,,
2,0:06,,,DET 35,6,20,"Jack Fox kicks off 65 yards, touchback.",,
2,0:05,1,10,MIN 25,6,20,Kirk Cousins kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,6,20,"Greg Joseph kicks off 65 yards, touchback.",,
3,15:00,1,10,DET 25,6,20,Jared Goff pass incomplete short right intended for T.J. Hockenson (defended by D.J. Wonnum),,
3,14:56,2,10,DET 25,6,20,Godwin Igwebuike right end for 2 yards (tackle by Bashaud Breeland),,
3,14:31,3,8,DET 27,6,20,Jared Goff pass incomplete short right intended for Godwin Igwebuike,,
3,14:24,4,8,DET 27,6,20,"Jack Fox punts 47 yards, returned by Dede Westbrook for 2 yards (tackle by Jason Cabinda)",,
3,14:13,1,10,MIN 28,6,20,Kirk Cousins pass complete short left to Justin Jefferson for 11 yards (tackle by Alex Anzalone),,
3,13:51,1,10,MIN 39,6,20,Alexander Mattison left tackle for 5 yards (tackle by Levi Onwuzurike and Michael Brockers),,
3,13:26,2,5,MIN 44,6,20,Kirk Cousins pass complete short middle to Tyler Conklin for 5 yards (tackle by Alex Anzalone),,
3,12:48,1,10,MIN 49,6,20,Alexander Mattison left tackle for 1 yard (tackle by Michael Brockers and Josh Woods),,
3,12:09,2,9,DET 50,6,20,Kirk Cousins pass complete short middle to C.J. Ham for 19 yards (tackle by Dean Marlowe),,
3,11:39,1,10,DET 31,6,20,Alexander Mattison left tackle for 8 yards (tackle by Josh Woods),,
3,11:13,2,2,DET 23,6,20,Alexander Mattison right tackle for 11 yards (tackle by Dean Marlowe),,
3,10:45,1,10,DET 12,6,20,"Kene Nwangwu up the middle for no gain (tackle by Derrick Barnes). Penalty on Tyler Conklin: Offensive Holding, 10 yards (accepted) (no play)",,
3,10:18,1,20,DET 22,6,20,Kirk Cousins pass incomplete short right intended for Justin Jefferson,,
3,10:13,2,20,DET 22,6,20,Kirk Cousins pass complete short middle to Tyler Conklin for 10 yards (tackle by Tracy Walker),,
3,9:36,3,10,DET 12,6,20,Kirk Cousins pass incomplete short right intended for Tyler Conklin (defended by Alex Anzalone),,
3,9:30,4,10,DET 12,9,20,Greg Joseph 31 yard field goal good,,
3,9:26,,,MIN 35,9,20,"Greg Joseph kicks off 65 yards, touchback.",,
3,9:26,1,10,DET 25,9,20,"Jamaal Williams right end for -3 yards. Jamaal Williams fumbles (forced by Bashaud Breeland), recovered by Evan Brown at DET-22 (tackle by Bashaud Breeland)",,
3,8:39,2,13,DET 22,9,20,Jared Goff pass incomplete intended for Jermar Jefferson,,
3,8:32,3,13,DET 22,9,20,Jared Goff sacked by Blake Lynch for -7 yards,,
3,8:00,4,20,DET 15,9,20,"Jack Fox punts 57 yards, returned by Dede Westbrook for 5 yards (tackle by KhaDarel Hodge and Godwin Igwebuike)",,
3,7:49,1,10,MIN 33,9,20,Kirk Cousins pass complete deep middle to Justin Jefferson for 48 yards (tackle by Jerry Jacobs),,
3,7:12,1,10,DET 19,9,20,Alexander Mattison up the middle for 4 yards (tackle by Tracy Walker),,
3,6:51,2,6,DET 15,9,20,Kirk Cousins pass incomplete short left intended for Justin Jefferson,,
3,6:44,3,6,DET 15,9,20,Kirk Cousins pass complete short left to Tyler Conklin for 7 yards (tackle by Dean Marlowe),,
3,6:20,1,8,DET 8,15,20,"Alexander Mattison right end for 8 yards, touchdown",,
3,6:13,,,DET 2,15,20,"Two Point Attempt: Kene Nwangwu rushes, conversion fails.",,
3,6:13,,,MIN 35,15,20,"Greg Joseph kicks off 65 yards, touchback.",,
3,6:13,1,10,DET 25,15,20,Jared Goff pass complete short right to Josh Reynolds for 8 yards (tackle by Bashaud Breeland and Nick Vigil),,
3,5:35,2,2,DET 33,15,20,Jamaal Williams left tackle for 2 yards (tackle by Blake Lynch and Nick Vigil),,
3,4:55,1,10,DET 35,15,20,Jamaal Williams left tackle for 11 yards (tackle by Xavier Woods and Nick Vigil),,
3,4:12,1,10,DET 46,15,20,Jared Goff scrambles right end for 1 yard (tackle by Nick Vigil),,
3,3:34,2,9,DET 47,15,20,"Jared Goff pass incomplete deep right intended for T.J. Hockenson. Penalty on Bashaud Breeland: Defensive Pass Interference, 17 yards (accepted) (no play)",,
3,3:29,1,10,MIN 36,15,20,Jared Goff pass incomplete deep left intended for T.J. Hockenson,,
3,3:23,2,10,MIN 36,15,20,Jermar Jefferson left end for no gain (tackle by Dalvin Tomlinson),,
3,2:40,3,10,MIN 36,15,20,Jamaal Williams right end for 5 yards (tackle by Kenny Willekes and Nick Vigil),,
3,2:01,4,5,MIN 31,15,23,Riley Patterson 49 yard field goal good,,
3,1:56,,,DET 35,15,23,"Jack Fox kicks off 65 yards, touchback.",,
3,1:56,1,10,MIN 25,15,23,Kirk Cousins pass complete deep right to Justin Jefferson for 16 yards (tackle by Amani Oruwariye),,
3,1:34,1,10,MIN 41,15,23,Alexander Mattison left tackle for no gain (tackle by Bruce Hector and Michael Brockers),,
3,0:52,2,10,MIN 41,15,23,"Penalty on Oli Udoh: False Start, 5 yards (accepted) (no play)",,
3,0:31,2,15,MIN 36,15,23,Kirk Cousins pass complete short left to Alexander Mattison for 4 yards (tackle by Amani Oruwariye),,
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,MIN 40,15,23,Kirk Cousins pass complete deep right to K.J. Osborn for 21 yards (tackle by Will Harris),,
4,14:25,1,10,DET 39,15,23,Kirk Cousins pass complete short left to K.J. Osborn for 14 yards (tackle by Tracy Walker),,
4,13:56,1,10,DET 25,15,23,Alexander Mattison up the middle for 1 yard (tackle by Bruce Hector and Alex Anzalone),,
4,13:26,,,,,,Timeout #1 by Detroit Lions,,
4,13:26,2,9,DET 24,15,23,Kirk Cousins pass complete short middle to Alexander Mattison for 16 yards (tackle by Alex Anzalone),,
4,12:43,1,8,DET 8,15,23,Alexander Mattison right tackle for 3 yards (tackle by Josh Woods),,
4,12:05,2,5,DET 5,15,23,Kirk Cousins pass incomplete short left intended for K.J. Osborn (defended by Alex Anzalone),,
4,12:02,3,5,DET 5,21,23,"Kirk Cousins pass complete short middle to K.J. Osborn for 5 yards, touchdown",,
4,11:57,,,DET 15,21,23,"Penalty on Charles Harris: Roughing the Passer, 1 yard (accepted) (no play)",,
4,11:57,1,1,DET 2,21,23,"Two Point Attempt: Alexander Mattison rushes, conversion fails.",,
4,11:57,,,MIN 35,21,23,"Greg Joseph kicks off 65 yards, touchback.",,
4,11:57,1,10,DET 25,21,23,Jamaal Williams up the middle for 9 yards (tackle by Bashaud Breeland and Harrison Smith),,
4,11:21,2,1,DET 34,21,23,Jamaal Williams up the middle for 3 yards (tackle by Sheldon Richardson),,
4,10:47,1,10,DET 37,21,23,Jamaal Williams right tackle for 5 yards (tackle by Michael Pierce),,
4,10:06,2,5,DET 42,21,23,Jared Goff pass complete short middle to Amon-Ra St. Brown for 14 yards (tackle by Cameron Dantzler),,
4,9:22,1,10,MIN 44,21,23,Jermar Jefferson up the middle for 6 yards (tackle by Harrison Smith),,
4,8:47,2,4,MIN 38,21,23,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown (defended by Cameron Dantzler),,
4,8:41,3,4,MIN 38,21,23,Jared Goff pass intended for T.J. Hockenson is intercepted by Cameron Dantzler at MIN-31 and returned for no gain (tackle by T.J. Hockenson),,
4,8:34,1,10,MIN 31,21,23,Kirk Cousins pass complete short left to Justin Jefferson for 14 yards (tackle by Amani Oruwariye),,
4,8:07,1,10,MIN 45,21,23,Kirk Cousins pass complete short left to Justin Jefferson for 5 yards (tackle by Amani Oruwariye),,
4,7:45,2,5,DET 50,21,23,"Alexander Mattison left end for no gain (tackle by Tracy Walker and Charles Harris). Penalty on Luke Stocker: Offensive Holding, 10 yards (accepted) (no play)",,
4,7:20,2,15,MIN 40,21,23,"Penalty on Oli Udoh: False Start, 5 yards (accepted) (no play)",,
4,6:55,2,20,MIN 35,21,23,Kirk Cousins pass complete short right to Kene Nwangwu for -2 yards (tackle by Jerry Jacobs),,
4,6:12,3,22,MIN 33,21,23,Kirk Cousins pass complete short left to Tyler Conklin for 11 yards (tackle by Dean Marlowe and Will Harris),,
4,5:39,4,11,MIN 44,21,23,"Jordan Berry punts 37 yards, fair catch by Kalif Raymond at DET-19",,
4,5:32,1,10,DET 19,21,23,Jared Goff pass incomplete short left intended for Brock Wright,,
4,5:27,2,10,DET 19,21,23,Jared Goff pass complete short right to Amon-Ra St. Brown for 9 yards (tackle by Nick Vigil),,
4,4:49,3,1,DET 28,21,23,Jamaal Williams up the middle for no gain (tackle by Kenny Willekes and Troy Dye),,
4,4:08,,,,,,Timeout #2 by Detroit Lions,,
4,4:08,4,1,DET 28,21,23,"Jared Goff sacked by Blake Lynch for -9 yards. Jared Goff fumbles (forced by Blake Lynch), recovered by Blake Lynch at DET-19 (tackle by Blake Lynch)",,
4,4:01,1,10,DET 19,21,23,Alexander Mattison right end for 4 yards (tackle by Tracy Walker and Josh Woods),,
4,3:24,2,6,DET 15,21,23,Justin Jefferson right end for 4 yards (tackle by Josh Woods),,
4,2:48,3,2,DET 11,21,23,Alexander Mattison up the middle for 2 yards (tackle by Dean Marlowe and Michael Brockers),,
4,2:04,1,9,DET 9,21,23,Alexander Mattison left tackle for 5 yards (tackle by Amani Oruwariye),,
4,2:00,2,4,DET 4,21,23,Alexander Mattison up the middle for 1 yard (tackle by Levi Onwuzurike and Tracy Walker),,
4,1:54,,,,,,Timeout #3 by Detroit Lions,,
4,1:54,3,3,DET 3,27,23,"Kirk Cousins pass complete to Justin Jefferson for 3 yards, touchdown",,
4,1:50,,,DET 2,27,23,Two Point Attempt: Kirk Cousins pass incomplete intended for,,
4,1:50,,,MIN 35,27,23,"Greg Joseph kicks off 65 yards, touchback.",,
4,1:50,1,10,DET 25,27,23,Jared Goff pass complete short right to T.J. Hockenson for 5 yards (tackle by Nick Vigil),,
4,1:33,2,5,DET 30,27,23,Jared Goff pass complete short middle to Josh Reynolds for 6 yards (tackle by Blake Lynch),,
4,1:19,1,10,DET 36,27,23,Jared Goff spiked the ball,,
4,1:18,2,10,DET 36,27,23,Jared Goff pass incomplete short middle intended for Josh Reynolds,,
4,1:14,3,10,DET 36,27,23,Jared Goff pass complete short middle to Godwin Igwebuike for 13 yards (tackle by Nick Vigil),,
4,1:05,1,10,DET 49,27,23,Jared Goff pass complete short right to KhaDarel Hodge for 9 yards (tackle by Nick Vigil),,
4,0:48,2,1,MIN 42,27,23,Jared Goff pass complete short left to Amon-Ra St. Brown for 9 yards (tackle by Mackensie Alexander),,
4,0:44,1,10,MIN 33,27,23,Jared Goff pass complete short left to Amon-Ra St. Brown for 9 yards (tackle by Blake Lynch),,
4,0:27,2,1,MIN 24,27,23,Jared Goff pass incomplete deep right intended for Amon-Ra St. Brown (defended by Bashaud Breeland),,
4,0:23,3,1,MIN 24,27,23,"Penalty on DET: Delay of Game, 5 yards (accepted) (no play)",,
4,0:23,3,6,MIN 29,27,23,Jared Goff pass complete short left to T.J. Hockenson for 10 yards (tackle by Blake Lynch),,
4,0:13,1,10,MIN 19,27,23,Jared Goff spiked the ball,,
4,0:12,2,10,MIN 19,27,23,Jared Goff pass complete short right to Amon-Ra St. Brown for 8 yards (tackle by Bashaud Breeland),,
4,0:08,,,,,,Timeout #1 by Minnesota Vikings,,
4,0:08,3,2,MIN 11,27,23,Jared Goff pass incomplete short right intended for Josh Reynolds,,
4,0:04,,,,,,Timeout #2 by Minnesota Vikings,,
4,0:04,4,2,MIN 11,27,29,"Jared Goff pass complete short left to Amon-Ra St. Brown for 11 yards, touchdown",,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
