Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
1,,,,CAR 30,3,0,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
1,0:46,1,10,NYG 20,3,0,Eli Manning pass complete short left to Steve Smith for 13 yards (tackle by James Anderson),0.280,1.140
1,0:16,1,10,NYG 33,3,0,Brandon Jacobs right tackle for -1 yards (tackle by Damione Lewis),1.140,0.460
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,NYG 32,3,0,Brandon Jacobs right end for 2 yards (tackle by Jon Beason),0.460,0.040
2,14:19,3,9,NYG 34,3,0,Eli Manning sacked by Jon Beason for -9 yards,0.040,-1.700
2,13:54,4,18,NYG 25,3,0,"Jeff Feagles punts 38 yards, muffed catch by Captain Munnerlyn, recovered by Captain Munnerlyn and returned for no gain",-1.700,-1.400
2,13:41,1,10,CAR 37,3,0,Jonathan Stewart right guard for 7 yards (tackle by Michael Johnson and Michael Boley),1.400,1.800
2,13:08,2,3,CAR 44,3,0,Jonathan Stewart middle for -3 yards (tackle by Michael Boley and Fred Robbins),1.800,0.700
2,12:29,3,6,CAR 41,3,0,Matt Moore pass complete short left to Steve Smith for 11 yards (tackle by Danny Clark),0.700,2.390
2,11:58,1,10,NYG 48,3,0,Mike Goodson middle for 3 yards (tackle by Aaron Rouse and Chris Canty),2.390,2.250
2,11:28,2,7,NYG 45,3,0,"Matt Moore pass incomplete short right intended for Steve Smith. Penalty on Kevin Dockery: Defensive Pass Interfere, 9 yards (no play)",2.250,3.180
2,11:21,1,10,NYG 36,3,0,Jonathan Stewart left tackle for 7 yards (tackle by Kevin Dockery and Jonathan Goff),3.180,3.580
2,10:51,2,3,NYG 29,9,0,"Jonathan Stewart right guard for 29 yards, touchdown",3.580,7.000
2,,,,NYG 2,10,0,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,10,0,"Rhys Lloyd kicks off 67 yards, muffed catch by Domenik Hixon, recovered by Domenik Hixon at NYG-3, and returned for 12 yards",0.000,-0.220
2,10:32,1,10,NYG 15,10,0,Eli Manning pass incomplete deep middle intended for Hakeem Nicks,-0.220,-0.710
2,10:25,2,10,NYG 15,10,0,Ahmad Bradshaw right guard for -3 yards (tackle by Na'il Diggs),-0.710,-1.770
2,9:46,3,13,NYG 12,10,0,Eli Manning pass incomplete deep left intended for Mario Manningham,-1.770,-2.490
2,9:38,4,13,NYG 12,10,0,"Jeff Feagles punts 39 yards, returned by Captain Munnerlyn for no gain",-2.490,-2.190
2,9:27,1,10,CAR 49,10,0,Matt Moore pass complete short right to Brad Hoover for 12 yards (tackle by Terrell Thomas),2.190,2.980
2,8:56,1,10,NYG 39,10,0,Jonathan Stewart left tackle for 6 yards (tackle by Michael Boley and Barry Cofield),2.980,3.250
2,8:18,2,4,NYG 33,10,0,Matt Moore pass complete short right to Steve Smith for 3 yards (tackle by Kevin Dockery),3.250,2.940
2,7:48,3,1,NYG 30,10,0,Jonathan Stewart left guard for 5 yards (tackle by Aaron Rouse),2.940,3.910
2,7:10,1,10,NYG 25,10,0,Mike Goodson right tackle for 1 yard (tackle by Danny Clark and Justin Tuck),3.910,3.500
2,6:29,2,9,NYG 24,10,0,Brad Hoover right tackle for 2 yards (tackle by Rocky Bernard),3.500,3.070
2,5:49,3,7,NYG 22,16,0,"Matt Moore pass complete deep right to Muhsin Muhammad for 22 yards, touchdown",3.070,7.000
2,,,,NYG 2,17,0,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,17,0,"Rhys Lloyd kicks off 66 yards, returned by Domenik Hixon for 18 yards (tackle by Quinton Culberson)",0.000,0.410
2,5:35,1,10,NYG 22,17,0,Brandon Jacobs right end for 1 yard (tackle by Julius Peppers and Everette Brown),0.410,0.000
2,5:01,2,9,NYG 23,17,0,Eli Manning pass incomplete short left intended for Steve Smith is intercepted by Richard Marshall at NYG-29,0.000,-3.640
2,4:50,1,10,NYG 29,17,0,Matt Moore pass complete short middle to Jonathan Stewart for 10 yards (tackle by Mathias Kiwanuka and Terrell Thomas),3.640,4.310
2,4:16,1,10,NYG 19,17,0,Jonathan Stewart right tackle for 1 yard (tackle by Danny Clark and Jonathan Goff),4.310,3.880
2,3:43,2,9,NYG 18,17,0,Jonathan Stewart middle for -2 yards (tackle by Barry Cofield and Mathias Kiwanuka),3.880,2.940
2,3:33,,,,17,0,Timeout #1 by New York Giants,0.000,2.940
2,3:33,3,11,NYG 20,17,0,Matt Moore pass complete short right to Mike Goodson for 13 yards (tackle by Terrell Thomas and Bruce Johnson),2.940,5.600
2,3:14,1,7,NYG 7,17,0,Jonathan Stewart right guard for 5 yards (tackle by Mathias Kiwanuka and Michael Johnson),5.600,5.720
2,2:29,2,2,NYG 2,23,0,"Matt Moore pass complete short middle to Jeff King for 2 yards, touchdown",5.720,7.000
2,,,,NYG 2,24,0,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,24,0,"Rhys Lloyd kicks off 59 yards, returned by Gartrell Johnson for 15 yards (tackle by Gary Barnidge)",0.000,0.670
2,2:14,1,10,NYG 26,24,0,Eli Manning sacked by Julius Peppers for -12 yards,0.670,-1.610
2,2:00,2,22,NYG 14,24,0,Eli Manning pass complete short middle to Kevin Boss for 8 yards (tackle by Richard Marshall and James Anderson),-1.610,-1.090
2,1:38,3,14,NYG 22,24,0,Eli Manning pass complete short right to Kevin Boss for 5 yards (tackle by James Anderson),-1.090,-1.570
2,1:27,,,,24,0,Timeout #2 by Carolina Panthers,0.000,-1.570
2,1:27,4,9,NYG 27,24,0,"Jeff Feagles punts 46 yards, returned by Captain Munnerlyn for 11 yards (tackle by Zak DeOssie)",-1.570,-1.470
2,1:17,1,10,CAR 38,24,0,Matt Moore pass incomplete deep left intended for Muhsin Muhammad (defended by Bruce Johnson),1.470,0.920
2,1:10,2,10,CAR 38,24,0,Matt Moore pass complete short right to Kenny Moore for 7 yards (tackle by Terrell Thomas),0.920,1.160
2,1:06,3,3,CAR 45,24,0,Jonathan Stewart right tackle for 11 yards (tackle by Aaron Rouse),1.160,2.650
2,0:59,,,,24,0,Timeout #3 by Carolina Panthers,0.000,2.650
2,0:59,1,10,NYG 44,24,0,Matt Moore pass incomplete short left intended for Kenny Moore,2.650,2.110
2,0:53,2,10,NYG 44,24,0,"Penalty on Matt Moore: Delay of Game, 5 yards (no play)",2.110,1.440
2,0:53,2,15,NYG 49,24,0,Matt Moore pass incomplete short left intended for Dante Rosario,1.440,0.760
2,0:48,3,15,NYG 49,24,0,Brad Hoover right tackle for no gain (tackle by Justin Tuck),0.760,0.000
2,0:45,,,,24,0,Timeout #2 by New York Giants,0.000,0.000
2,0:45,4,15,NYG 49,24,0,"Jason Baker punts 37 yards, fair catch by Domenik Hixon",0.000,0.350
2,0:38,1,10,NYG 12,24,0,Eli Manning pass incomplete short left intended for Ahmad Bradshaw,-0.350,-0.780
2,0:33,2,10,NYG 12,24,0,Eli Manning pass complete short right to Kevin Boss for 12 yards (tackle by Richard Marshall and Jon Beason),-0.780,0.540
2,0:24,,,,24,0,Timeout #3 by New York Giants,0.000,0.540
2,0:24,1,10,NYG 24,24,0,Eli Manning pass complete deep middle to Steve Smith for 27 yards (tackle by Dante Wesley),0.540,2.320
2,0:10,1,10,CAR 49,24,0,Eli Manning spiked the ball,2.320,1.780
2,0:09,2,10,CAR 49,24,0,Eli Manning pass incomplete deep left intended for Hakeem Nicks (defended by Chris Gamble),1.780,1.090
2,0:02,3,10,CAR 49,24,0,"Eli Manning middle for 6 yards (tackle by Captain Munnerlyn). Eli Manning fumbles (forced by Captain Munnerlyn), recovered by Julius Peppers at CAR-43 and returned for 11 yards (tackle by Shaun O'Hara)",1.090,0.000
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,24,0,"Lawrence Tynes kicks off 65 yards, returned by Mike Goodson for 24 yards",0.000,0.870
3,14:54,1,10,CAR 29,24,0,Matt Moore pass complete short right to Steve Smith for 14 yards (tackle by Kevin Dockery and Michael Johnson),0.870,1.800
3,14:16,1,10,CAR 43,24,0,Jonathan Stewart middle for no gain (tackle by Justin Tuck and Jonathan Goff),1.800,1.250
3,13:39,2,10,CAR 43,24,0,Jonathan Stewart left end for 30 yards (tackle by Michael Boley),1.250,3.780
3,13:16,1,10,NYG 27,30,0,"Matt Moore pass complete deep middle to Steve Smith for 27 yards, touchdown",3.780,7.000
3,,,,NYG 2,31,0,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,31,0,"Rhys Lloyd kicks off 70 yards, returned by Domenik Hixon for 28 yards (tackle by Dan Connor)",0.000,0.810
3,12:54,1,10,NYG 28,31,0,Ahmad Bradshaw right tackle for 1 yard (tackle by Tyler Brayton and Jon Beason),0.810,0.400
3,12:25,2,9,NYG 29,31,0,Eli Manning pass complete short left to Kevin Boss for 3 yards (tackle by Richard Marshall),0.400,0.100
3,11:46,3,6,NYG 32,31,0,Eli Manning pass complete short right to Steve Smith for 7 yards (tackle by Charles Godfrey),0.100,1.530
3,11:10,1,10,NYG 39,31,0,Eli Manning pass complete short middle to Steve Smith for 7 yards (tackle by Chris Gamble and James Anderson),1.530,1.930
3,10:38,2,3,NYG 46,31,0,Ahmad Bradshaw middle for 13 yards (tackle by Chris Harris and Jon Beason),1.930,2.850
3,10:10,1,10,CAR 41,31,0,Eli Manning pass complete short left to Mario Manningham for 12 yards (tackle by Captain Munnerlyn),2.850,3.640
3,9:43,1,10,CAR 29,31,0,"Eli Manning for no gain. Eli Manning fumbles, recovered by Ahmad Bradshaw at CAR-29",3.640,2.970
3,9:17,2,11,CAR 30,31,0,Eli Manning pass complete short right to Steve Smith for 11 yards (tackle by Richard Marshall and Charles Godfrey),2.970,4.310
3,8:37,1,10,CAR 19,31,0,Eli Manning pass incomplete deep left intended for Steve Smith,4.310,3.750
3,8:32,2,10,CAR 19,31,0,Eli Manning pass complete short right to Ahmad Bradshaw for -3 yards (tackle by James Anderson and Everette Brown),3.750,2.680
3,7:56,3,13,CAR 22,31,0,Eli Manning pass incomplete short right intended for Ahmad Bradshaw,2.680,1.990
3,7:49,4,13,CAR 22,31,3,Lawrence Tynes 40 yard field goal good,1.990,3.000
3,,,,NYG 30,31,3,"Lawrence Tynes kicks off 62 yards, returned by Mike Goodson for 20 yards (tackle by Travis Beckum)",0.000,0.810
3,7:36,1,10,CAR 28,31,3,Jonathan Stewart right tackle for 3 yards (tackle by Chase Blackburn and Michael Boley),0.810,0.670
3,7:04,2,7,CAR 31,31,3,Jonathan Stewart right end for 18 yards (tackle by Mathias Kiwanuka and Aaron Rouse),0.670,2.190
3,6:18,1,10,CAR 49,31,3,Brad Hoover left guard for 6 yards (tackle by Rocky Bernard and Clint Sintim),2.190,2.460
3,5:33,2,4,NYG 45,31,3,Brad Hoover right end for 18 yards (tackle by Kevin Dockery),2.460,3.780
3,4:55,1,10,NYG 27,31,3,Jonathan Stewart right tackle for -1 yards (tackle by Dave Tollefson and Chris Canty),3.780,3.100
3,4:09,2,11,NYG 28,31,3,Matt Moore pass complete short right to Muhsin Muhammad for 7 yards,3.100,3.340
3,3:41,3,4,NYG 21,31,3,Jonathan Stewart right guard for 5 yards (tackle by Aaron Rouse and Michael Boley),3.340,4.510
3,2:58,1,10,NYG 16,31,3,Jonathan Stewart left end for 2 yards (tackle by Chase Blackburn),4.510,4.210
3,2:14,2,8,NYG 14,31,3,Brad Hoover left tackle for no gain (tackle by Barry Cofield and Justin Tuck),4.210,3.370
3,1:34,3,8,NYG 14,31,3,Matt Moore pass complete short right to Kenny Moore for 5 yards (tackle by Kevin Dockery and Aaron Rouse),3.370,2.930
3,0:47,4,3,NYG 9,34,3,John Kasay 27 yard field goal good,2.930,3.000
3,,,,CAR 30,34,3,"Rhys Lloyd kicks off 68 yards, returned by Domenik Hixon for 35 yards (tackle by Captain Munnerlyn)",0.000,1.400
3,0:33,1,10,NYG 37,34,3,Ahmad Bradshaw right guard for 9 yards (tackle by Charles Godfrey),1.400,2.070
3,0:13,2,1,NYG 46,34,3,Eli Manning pass incomplete deep right intended for Mario Manningham,2.070,1.360
3,0:08,3,1,NYG 46,34,3,Ahmad Bradshaw right end for 5 yards (tackle by Nick Hayden and Jon Beason),1.360,2.320
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 49,34,3,Ahmad Bradshaw right end for 8 yards (tackle by Chris Harris),2.320,2.860
4,14:32,2,2,CAR 41,34,3,Ahmad Bradshaw middle for 4 yards (tackle by Nick Hayden and Tyler Brayton),2.860,3.120
4,14:07,1,10,CAR 37,34,3,Eli Manning pass complete short left to Mario Manningham for 25 yards (tackle by Captain Munnerlyn),3.120,4.780
4,13:32,1,10,CAR 12,34,3,Eli Manning pass complete short middle to Hakeem Nicks for 11 yards (tackle by Chris Harris),4.780,6.970
4,12:50,1,1,CAR 1,34,3,Brandon Jacobs right guard for -1 yards (tackle by Jon Beason and Dan Connor),6.970,5.720
4,12:11,2,2,CAR 2,34,9,"Eli Manning pass complete short left to Steve Smith for 2 yards, touchdown",5.720,7.000
4,,,,,34,9,"Two Point Attempt: Jeff Feagles pass incomplete, conversion fails",1.000,-1.000
4,,,,NYG 30,34,9,"Lawrence Tynes kicks off 59 yards, returned by Kenny Moore for 25 yards (tackle by Dave Tollefson)",0.000,1.330
4,11:54,1,10,CAR 36,34,9,Jonathan Stewart right end for 8 yards (tackle by Terrell Thomas),1.330,1.870
4,11:25,2,2,CAR 44,34,9,Jonathan Stewart left guard for 3 yards (tackle by Michael Boley and Chris Canty),1.870,2.060
4,10:46,1,10,CAR 47,34,9,Jonathan Stewart right tackle for 52 yards (tackle by Michael Boley),2.060,6.970
4,9:53,1,1,NYG 1,40,9,"Brad Hoover left guard for 1 yard, touchdown",6.970,7.000
4,,,,NYG 2,41,9,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,41,9,"Rhys Lloyd kicks off 79 yards, touchback",0.000,0.280
4,9:41,1,10,NYG 20,41,9,Eli Manning pass complete short right to Mario Manningham for 20 yards (tackle by Tyler Brayton),0.280,1.600
4,9:13,1,10,NYG 40,41,9,Eli Manning pass complete deep middle to Kevin Boss for 21 yards (tackle by Richard Marshall and Charles Godfrey),1.600,2.980
4,8:42,1,10,CAR 39,41,9,Eli Manning pass complete short right to Mario Manningham for 14 yards (tackle by Chris Harris),2.980,3.910
4,8:16,1,10,CAR 25,41,9,Ahmad Bradshaw left guard for 4 yards (tackle by Jon Beason),3.910,3.900
4,7:50,2,6,CAR 21,41,9,"Eli Manning pass incomplete short right intended for Domenik Hixon. Penalty on Richard Marshall: Illegal Contact, 5 yards (no play)",3.900,4.510
4,7:42,1,10,CAR 16,41,9,Eli Manning pass complete short middle to Mario Manningham for 3 yards (tackle by Captain Munnerlyn),4.510,4.390
4,7:19,2,7,CAR 13,41,9,Eli Manning pass incomplete short right intended for Kevin Boss,4.390,3.540
4,7:10,3,7,CAR 13,41,9,Eli Manning sacked by Charles Johnson for -12 yards. Penalty on David Diehl: Face Mask (15 Yards) (Declined),3.540,1.800
4,6:49,4,19,CAR 25,41,9,Eli Manning pass complete deep right to Derek Hagan for 21 yards,1.800,6.280
4,6:25,1,4,CAR 4,41,9,Eli Manning pass incomplete short middle intended for Kevin Boss,6.280,5.340
4,6:19,2,4,CAR 4,41,9,Ahmad Bradshaw middle for no gain (tackle by Jon Beason),5.340,4.490
4,5:55,3,4,CAR 4,41,9,Eli Manning pass complete short left to Hakeem Nicks for 3 yards (tackle by James Anderson and Charles Godfrey),4.490,3.550
4,5:19,4,1,CAR 1,41,9,Eli Manning pass incomplete short left intended for Madison Hedgecock,3.550,0.380
4,5:14,1,10,CAR 1,41,9,Jonathan Stewart left guard for 5 yards (tackle by Justin Tuck and Michael Boley),-0.380,-0.420
4,4:33,2,5,CAR 6,41,9,Jonathan Stewart right guard for no gain (tackle by Mathias Kiwanuka and Chase Blackburn),-0.420,-0.840
4,3:47,3,5,CAR 6,41,9,"Jonathan Stewart left end for 5 yards (tackle by Michael Boley). Penalty on Jeff King: Offensive Holding, 5 yards",-0.840,-0.840
4,3:32,3,5,CAR 6,41,9,"Brad Hoover left guard for 6 yards (tackle by Mathias Kiwanuka and Chase Blackburn). Penalty on Rocky Bernard: Defensive Holding, 5 yards",-0.840,-0.060
4,3:24,1,10,CAR 17,41,9,Brad Hoover middle for 2 yards (tackle by Michael Boley and Mathias Kiwanuka),-0.060,-0.250
4,3:22,,,,41,9,Timeout #1 by New York Giants,0.000,-0.250
4,3:22,2,8,CAR 19,41,9,Jonathan Stewart right end for 2 yards (tackle by Terrell Thomas and Clint Sintim),-0.250,-0.750
4,3:16,,,,41,9,Timeout #2 by New York Giants,0.000,-0.750
4,3:16,3,6,CAR 21,41,9,Mike Goodson left tackle for -7 yards (tackle by Terrell Thomas),-0.750,-2.470
4,3:10,,,,41,9,Timeout #3 by New York Giants,0.000,-2.470
4,3:10,4,13,CAR 14,41,9,Jason Baker punts 35 yards,-2.470,-2.320
4,3:01,1,10,CAR 49,41,9,"Eli Manning sacked by Tyler Brayton for -6 yards. Eli Manning fumbles (forced by Tyler Brayton), recovered by David Diehl at NYG-45",2.320,0.970
4,2:32,2,16,NYG 45,41,9,Eli Manning pass complete short left to Domenik Hixon for 13 yards (tackle by Richard Marshall),0.970,2.020
4,2:00,3,3,CAR 42,41,9,"Penalty on Tyler Brayton: Encroachment, 5 yards (no play)",2.020,3.120
4,2:00,1,10,CAR 37,41,9,Eli Manning pass incomplete deep right intended for Domenik Hixon is intercepted by Chris Harris at CAR-19 and returned for 3 yards,3.120,-0.410
4,1:53,1,10,CAR 22,41,9,Matt Moore kneels for -1 yards,0.410,-0.270
4,1:13,2,11,CAR 21,41,9,Matt Moore kneels for -1 yards,-0.270,-1.090
4,0:32,3,12,CAR 20,41,9,Matt Moore kneels for -1 yards,-1.090,-2.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
