Quarter,Time,Tm,Detail,WAS,PHI
1.0,2:48,Eagles,Nick Foles 4 yard rush (Alex Henery kick),0,7
2.0,14:31,Eagles,LeSean McCoy 1 yard rush (Alex Henery kick),0,14
,3:51,Eagles,Alex Henery 24 yard field goal,0,17
3.0,9:41,Eagles,LeSean McCoy 1 yard rush (Alex Henery kick),0,24
4.0,12:56,Redskins,Darrel Young 62 yard pass from Robert Griffin III (Nick Williams pass from Robert Griffin III),8,24
,5:57,Redskins,Aldrick Robinson 41 yard pass from Robert Griffin III (Robert Griffin III run),16,24
