0,1
Game Info,Game Info
Won Toss,Dolphins
Roof,outdoors
Surface,grass
Duration,2:56
Attendance,65265
Weather,"89 degrees, wind 8 mph"
Vegas Line,Detroit Lions -3.0
Over/Under,47.0 (over)
