Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,TAM 25,0,0,Peyton Barber right tackle for -1 yards (tackle by Adrian Clayborn and Vic Beasley),0.610,-0.070
1,14:27,2,11,TAM 24,0,0,Jameis Winston pass complete short right to Adam Humphries for 10 yards (tackle by Brian Poole),-0.070,0.560
1,14:04,3,1,TAM 34,0,0,Antone Smith left guard for 7 yards (tackle by Keanu Neal),0.560,1.660
1,13:33,1,10,TAM 41,0,0,Jameis Winston pass incomplete deep right intended for Antone Smith,1.660,1.120
1,13:26,2,10,TAM 41,0,0,Peyton Barber right guard for 8 yards (tackle by Keanu Neal and Ricardo Allen),1.120,1.490
1,12:44,3,2,TAM 49,0,0,Jameis Winston pass complete short right to Mike Evans for 17 yards (tackle by Desmond Trufant),1.490,3.310
1,12:05,1,10,ATL 34,0,0,Jameis Winston pass incomplete deep middle intended for Mike Evans,3.310,2.770
1,11:58,2,10,ATL 34,0,0,Jameis Winston pass complete short right to Mike Evans for 11 yards (tackle by Desmond Trufant),2.770,4.040
1,11:31,1,10,ATL 23,0,0,Peyton Barber left tackle for 4 yards (tackle by Brooks Reed and De'Vondre Campbell),4.040,4.050
1,11:05,2,6,ATL 19,0,0,Peyton Barber middle for 1 yard (tackle by Brooks Reed and Jonathan Babineaux),4.050,3.490
1,10:32,3,5,ATL 18,0,0,Jameis Winston pass complete short left to Cameron Brate for 8 yards (tackle by Keanu Neal),3.490,4.910
1,10:11,1,10,ATL 10,0,0,Antone Smith right guard for 7 yards (tackle by Brian Poole),4.910,5.530
1,9:37,2,3,ATL 3,0,6,"Jameis Winston pass complete short right to Mike Evans for 3 yards, touchdown",5.530,7.000
1,9:28,,,ATL 15,0,7,Roberto Aguayo kicks extra point good,0.000,0.000
1,9:28,,,TAM 35,0,7,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
1,9:28,1,10,ATL 25,0,7,Matt Ryan pass incomplete short left intended for Mohamed Sanu (defended by Vernon Hargreaves),0.610,0.060
1,9:21,2,10,ATL 25,0,7,Devonta Freeman right guard for 1 yard (tackle by Gerald McCoy),0.060,-0.490
1,8:42,3,9,ATL 26,0,7,Matt Ryan pass complete short middle to Devonta Freeman for 27 yards (tackle by Kwon Alexander),-0.490,2.460
1,8:09,1,10,TAM 47,0,7,Taylor Gabriel left end for 15 yards (tackle by Bradley McDougald),2.460,3.450
1,7:47,1,10,TAM 32,6,7,"Matt Ryan pass complete deep right to Levine Toilolo for 32 yards, touchdown",3.450,7.000
1,7:39,,,TAM 15,7,7,Matt Bryant kicks extra point good,0.000,0.000
1,7:39,,,ATL 35,7,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,7:39,1,10,TAM 25,7,7,"Antone Smith right tackle for 3 yards (tackle by Robert Alford and Keanu Neal). Penalty on Joe Hawley: Face Mask (15 Yards), 14 yards",0.610,-0.530
1,7:13,1,21,TAM 14,7,7,"Antone Smith middle for no gain (tackle by De'Vondre Campbell). Antone Smith fumbles (forced by De'Vondre Campbell), recovered by Brian Poole at TAM-14 (tackle by Ali Marpet)",-0.530,-4.650
1,7:04,1,10,TAM 14,7,7,Matt Ryan pass incomplete short left intended for Julio Jones,4.650,4.000
1,6:58,2,10,TAM 14,7,7,Matt Ryan pass complete short left to Taylor Gabriel for 3 yards (tackle by Jude Adjei-Barimah),4.000,3.620
1,6:18,3,7,TAM 11,7,7,Matt Ryan pass incomplete short left intended for Austin Hooper,3.620,2.700
1,6:12,4,7,TAM 11,10,7,Matt Bryant 29 yard field goal good,2.700,3.000
1,6:08,,,ATL 35,10,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,6:08,1,10,TAM 25,10,7,Jameis Winston pass complete short middle to Mike Evans for 7 yards (tackle by Desmond Trufant),0.610,1.010
1,5:41,2,3,TAM 32,10,7,"Antone Smith left guard for 11 yards (tackle by Deion Jones). Penalty on Donovan Smith: Offensive Holding, 10 yards (no play)",1.010,-0.340
1,5:17,2,13,TAM 22,10,7,Jameis Winston pass complete short right to Mike Evans for 8 yards (tackle by Deion Jones),-0.340,0.040
1,4:37,3,5,TAM 30,10,7,"Jameis Winston pass incomplete short middle intended for Adam Humphries (defended by Robert Alford). Penalty on Robert Alford: Defensive Pass Interference, 5 yards (no play)",0.040,1.270
1,4:30,1,10,TAM 35,10,7,Peyton Barber right guard for 3 yards (tackle by Deion Jones),1.270,1.130
1,3:59,2,7,TAM 38,10,7,Jameis Winston pass incomplete short right intended for Freddie Martino (defended by Brian Poole),1.130,0.430
1,3:56,3,7,TAM 38,10,7,Jameis Winston left end for 14 yards (tackle by Ricardo Allen),0.430,2.390
1,3:21,1,10,ATL 48,10,7,Peyton Barber right tackle for 2 yards (tackle by Jonathan Babineaux and Keanu Neal),2.390,2.120
1,2:40,2,8,ATL 46,10,7,"Jameis Winston pass complete short left to Adam Humphries for 8 yards (tackle by Brooks Reed). Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",2.120,0.770
1,2:19,2,18,TAM 44,10,7,Jameis Winston pass complete deep middle to Cameron Brate for 17 yards (tackle by Ricardo Allen),0.770,2.340
1,1:47,3,1,ATL 39,10,7,"Jameis Winston middle for no gain (tackle by Desmond Trufant). Jameis Winston fumbles (forced by Desmond Trufant), recovered by Paul Worrilow at ATL-39 (tackle by Peyton Barber)",2.340,-1.530
,,,,,,,"ATL challenged the runner was down by contact ruling, and the original play was overturned.",,
1,1:40,1,10,ATL 39,10,7,Devonta Freeman left end for 9 yards (tackle by DaVonte Lambert),1.530,2.200
1,1:00,2,1,ATL 48,10,7,"Matt Ryan for no gain. Matt Ryan fumbles, recovered by Matt Ryan at ATL-45",2.200,1.090
1,0:19,3,4,ATL 45,10,7,Matt Ryan pass complete short right to Taylor Gabriel for 9 yards (tackle by Brent Grimes). Penalty on Robert Ayers: Defensive Offside (Declined),1.090,2.520
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 46,10,7,Devonta Freeman left end for 20 yards (tackle by Chris Conte),2.520,3.840
2,14:34,1,10,TAM 26,10,7,Matt Ryan pass incomplete deep right intended for Joshua Perkins,3.840,3.300
2,14:25,2,10,TAM 26,10,7,Terron Ward middle for 3 yards (tackle by William Gholston and Vernon Hargreaves),3.300,3.010
2,13:48,3,7,TAM 23,10,7,Matt Ryan pass incomplete deep left intended for Austin Hooper (defended by Chris Conte). Penalty on Andy Levitre: Face Mask (15 Yards) (Declined),3.010,1.930
2,13:42,4,7,TAM 23,13,7,Matt Bryant 41 yard field goal good,1.930,3.000
2,13:38,,,ATL 35,13,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,13:38,1,10,TAM 25,13,7,Peyton Barber right tackle for 4 yards (tackle by Robert Alford and Brooks Reed),0.610,0.600
2,12:58,2,6,TAM 29,13,7,Jameis Winston pass complete short middle to Mike Evans for 7 yards (tackle by Ricardo Allen),0.600,1.330
2,12:22,1,10,TAM 36,13,7,"Jameis Winston pass complete short middle to Mike Evans for 14 yards (tackle by Desmond Trufant). Penalty on Joe Hawley: Offensive Holding, 10 yards (no play)",1.330,0.670
2,12:05,1,20,TAM 26,13,7,Peyton Barber left guard for 3 yards (tackle by Adrian Clayborn),0.670,-0.160
2,11:28,2,17,TAM 29,13,7,Jameis Winston pass incomplete short right intended for Cecil Shorts. Penalty on Demar Dotson: Ineligible Downfield Pass (Declined),-0.160,-0.820
2,11:19,3,17,TAM 29,13,7,Jameis Winston pass complete short left to Antone Smith for 10 yards (tackle by Courtney Upshaw),-0.820,-0.780
2,10:41,4,7,TAM 39,13,7,"Bryan Anger punts 53 yards, returned by Eric Weems for 10 yards (tackle by Howard Jones). Penalty on LaRoy Reynolds: Illegal Block Above the Waist (Declined), Penalty on Robenson Therezie: Offensive Holding, 4 yards",-0.780,0.380
2,10:29,1,10,ATL 4,13,7,Matt Ryan pass incomplete deep middle intended for Julio Jones,-0.380,-0.780
2,10:22,2,10,ATL 4,13,7,Matt Ryan pass complete deep middle to Julio Jones for 21 yards (tackle by Bradley McDougald),-0.780,0.610
2,9:46,1,10,ATL 25,13,7,Devonta Freeman right end for 3 yards (tackle by Akeem Spence),0.610,0.470
2,9:06,2,7,ATL 28,13,7,"Matt Ryan sacked by Gerald McCoy for -8 yards. Matt Ryan fumbles (forced by Gerald McCoy), recovered by Daryl Smith at ATL-19 (tackle by Andy Levitre)",0.470,-4.310
