Quarter,Time,Down,ToGo,Location,TEN,MIN,Detail,EPB,EPA
2,12:48,1,10,TEN 18,3,3,Daunte Culpepper pass complete to Nate Burleson for 17 yards (tackle by Andre Woolfolk),4.370,6.970
2,12:11,1,1,TEN 1,3,3,Moe Williams left guard for -2 yards (tackle by Albert Haynesworth). Penalty on TEN: Defensive 12 On-field (no play),6.970,6.970
2,11:39,,,,3,3,Timeout #2 by Minnesota Vikings,0.000,6.970
2,11:39,1,1,TEN 1,3,9,"Moe Williams up the middle for 1 yard, touchdown",6.970,7.000
2,,,,TEN 2,3,10,Morten Andersen kicks extra point good,0.000,0.000
2,,,,MIN 30,3,10,"Aaron Elling kicks off 65 yards, returned by Troy Fleming for 23 yards (tackle by Moe Williams)",0.000,-0.810
2,11:29,1,10,TEN 28,3,10,Billy Volek pass complete to Derrick Mason for 14 yards (tackle by Brian Williams),0.810,1.730
2,10:50,1,10,TEN 42,3,10,Billy Volek pass complete to Derrick Mason for 16 yards (tackle by Brian Williams),1.730,2.790
2,10:13,1,10,MIN 42,3,10,"Chris Brown right guard for 2 yards (tackle by Kenny Mixon). Penalty on Robert Holcombe: Offensive Holding, 10 yards (no play)",2.790,2.130
2,9:46,1,20,TEN 48,3,10,Chris Brown right guard for no gain (tackle by Steve Martin),2.130,0.890
2,9:10,2,20,TEN 48,3,10,Billy Volek pass complete to Ben Troupe for 6 yards (tackle by Raonall Smith),0.890,1.030
2,8:39,,,,3,10,Timeout #2 by Tennessee Titans,0.000,1.030
2,8:39,3,14,MIN 46,3,10,"Penalty on Billy Volek: Delay of Game, 5 yards (no play)",1.030,0.370
2,8:36,3,19,TEN 49,3,10,Billy Volek pass incomplete intended for Eddie Berlin,0.370,-0.130
2,8:31,4,19,TEN 49,3,10,"Craig Hentrich punts 31 yards, fair catch by Nate Burleson",-0.130,-0.280
2,8:23,1,10,MIN 20,3,10,"Mewelde Moore left guard for 3 yards (tackle by Carlos Hall). Penalty on Chris Liwienski: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,8:00,1,20,MIN 10,3,10,Daunte Culpepper pass incomplete intended for Mewelde Moore (defended by Carlos Hall),-0.760,-1.510
2,7:57,2,20,MIN 10,3,10,Mewelde Moore left end for 16 yards (tackle by Keith Bulluck),-1.510,-0.160
2,7:19,3,4,MIN 26,3,10,"Penalty on Daunte Culpepper: Delay of Game, 5 yards (no play)",-0.160,-0.820
2,6:57,3,9,MIN 21,3,10,Daunte Culpepper pass incomplete intended for Kelly Campbell (defended by Andre Dyson),-0.820,-1.960
2,6:48,4,9,MIN 21,3,10,"Darren Bennett punts 39 yards, returned by Derrick Mason for 5 yards (tackle by Rod Davis)",-1.960,-1.930
2,6:39,1,10,TEN 45,3,10,Chris Brown left guard for 2 yards (tackle by Raonall Smith),1.930,1.650
2,5:59,2,8,TEN 47,3,10,"Billy Volek pass incomplete intended for Eddie Berlin. Penalty on Brian Williams: Illegal Contact, 5 yards (no play)",1.650,2.390
2,5:53,1,10,MIN 48,3,10,"Chris Brown right end for 3 yards (tackle by Kenny Mixon). Penalty on Fred Miller: Offensive Holding, 10 yards (no play)",2.390,1.730
2,5:31,1,20,TEN 42,3,10,Billy Volek pass incomplete intended for Chris Brown,1.730,0.500
2,5:26,2,20,TEN 42,3,10,Billy Volek pass incomplete intended for Drew Bennett is intercepted by Antoine Winfield at MIN-20 and returned for 30 yards (tackle by Chris Brown),0.500,-2.260
2,5:13,1,10,MIN 50,3,10,Daunte Culpepper pass complete to Mewelde Moore for 6 yards (tackle by Andre Woolfolk),2.260,2.520
2,4:38,2,4,TEN 44,3,10,Mewelde Moore up the middle for 1 yard (tackle by Keith Bulluck),2.520,1.950
2,3:59,3,3,TEN 43,3,10,Daunte Culpepper pass complete to Nate Burleson for 6 yards (tackle by Andre Woolfolk),1.950,3.120
2,3:32,1,10,TEN 37,3,10,Daunte Culpepper pass complete to Nate Burleson for 2 yards (tackle by Andre Dyson),3.120,2.840
2,2:52,2,8,TEN 35,3,10,Daunte Culpepper pass complete to Mewelde Moore for 2 yards (tackle by Keith Bulluck),2.840,2.410
2,2:11,3,6,TEN 33,3,10,"Daunte Culpepper pass complete to Marcus Robinson for 33 yards. Penalty on Chris Liwienski: Offensive Holding, 10 yards (no play)",2.410,1.090
2,2:01,3,16,TEN 43,3,10,Daunte Culpepper pass complete to Jermaine Wiggins for 10 yards (tackle by Tank Williams),1.090,1.160
2,1:53,4,6,TEN 33,3,10,Daunte Culpepper pass complete to Nate Burleson for 14 yards (tackle by Andre Woolfolk),1.160,4.310
2,1:14,1,10,TEN 19,3,10,Daunte Culpepper pass complete to Kelly Campbell for 11 yards (tackle by Lamont Thompson),4.310,5.370
2,1:10,1,8,TEN 8,3,10,Moe Williams up the middle for 6 yards (tackle by Lamont Thompson),5.370,5.720
2,0:28,2,2,TEN 2,3,16,"Daunte Culpepper pass complete to Marcus Robinson for 2 yards, touchdown",5.720,7.000
2,,,,TEN 2,3,17,Morten Andersen kicks extra point good,0.000,0.000
2,,,,MIN 30,3,17,"Aaron Elling kicks off 67 yards, muffed by Troy Fleming, recovered by Troy Fleming at TEN-7, and returned for 17 yards",0.000,-0.540
2,0:17,1,10,TEN 24,3,17,Chris Brown up the middle for 3 yards (tackle by Willie Offord and Chris Hovan),0.540,0.400
Quarter,Time,Down,ToGo,Location,TEN,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,3,17,"Aaron Elling kicks off 63 yards, returned by Michael Waddell for 28 yards (tackle by Antoine Winfield)",0.000,-1.270
3,14:53,1,10,TEN 35,3,17,Billy Volek pass incomplete intended for Drew Bennett,1.270,0.720
3,14:49,2,10,TEN 35,3,17,Billy Volek pass complete to Derrick Mason for 16 yards (tackle by Brian Williams),0.720,2.320
3,14:07,1,10,MIN 49,3,17,Billy Volek pass complete to Derrick Mason for 8 yards (tackle by Brian Williams),2.320,2.860
3,13:19,2,2,MIN 41,3,17,"Penalty on Billy Volek: Delay of Game, 5 yards (no play)",2.860,2.190
3,13:00,2,7,MIN 46,3,17,Billy Volek pass complete to Ben Troupe for 19 yards (tackle by Raonall Smith),2.190,3.780
3,12:16,1,10,MIN 27,3,17,Chris Brown left guard for 2 yards (tackle by Raonall Smith),3.780,3.500
3,11:40,2,8,MIN 25,3,17,Billy Volek pass complete to Drew Bennett for 18 yards (tackle by Antoine Winfield),3.500,5.600
3,10:55,1,7,MIN 7,3,17,Chris Brown right end for 2 yards (tackle by Keith Newman),5.600,5.150
3,10:16,2,5,MIN 5,3,17,Billy Volek pass incomplete intended for Derrick Mason is intercepted by Raonall Smith and returned for 19 yards (tackle by Billy Volek),5.150,-0.040
3,10:07,1,10,MIN 18,3,17,Mewelde Moore up the middle for 2 yards (tackle by Carlos Hall),0.040,-0.130
3,9:26,2,8,MIN 20,3,17,Daunte Culpepper pass complete to Marcus Robinson for 11 yards (tackle by Samari Rolle),-0.130,1.000
3,8:43,1,10,MIN 31,3,17,Daunte Culpepper pass incomplete intended for Nate Burleson (defended by Andre Woolfolk),1.000,0.460
3,8:33,2,10,MIN 31,3,17,Mewelde Moore right guard for 7 yards (tackle by Lamont Thompson and Rocky Boiman),0.460,0.700
3,7:57,3,3,MIN 38,3,17,Daunte Culpepper pass complete to Moe Williams for 1 yard (tackle by Andre Woolfolk),0.700,-0.780
3,7:17,4,2,MIN 39,3,17,"Darren Bennett punts 61 yards, touchback",-0.780,-0.280
3,7:06,1,10,TEN 20,3,17,Billy Volek pass complete to Jason McAddley for 2 yards (tackle by Antoine Winfield),0.280,0.000
3,6:42,2,8,TEN 22,3,17,Chris Brown right tackle for 4 yards (tackle by Kenny Mixon),0.000,-0.160
3,6:00,3,4,TEN 26,3,17,Billy Volek pass complete to Ben Troupe for 10 yards (tackle by Corey Chavous),-0.160,1.330
3,5:28,1,10,TEN 36,3,17,Billy Volek pass incomplete intended for Troy Fleming (defended by Raonall Smith),1.330,0.790
3,5:23,2,10,TEN 36,3,17,Billy Volek pass complete to Ben Troupe for 3 yards (tackle by Raonall Smith),0.790,0.500
3,4:41,3,7,TEN 39,3,17,Billy Volek pass complete to Derrick Mason for 8 yards (tackle by Antoine Winfield),0.500,2.060
3,3:56,1,10,TEN 47,3,17,"Billy Volek pass complete to Derrick Mason for 12 yards (tackle by Brian Williams). Penalty on Ben Troupe: Illegal Motion, 5 yards (no play)",2.060,1.730
3,3:30,1,15,TEN 42,3,17,Billy Volek pass complete to Chris Brown for 21 yards (tackle by Antoine Winfield),1.730,3.120
3,2:48,1,10,MIN 37,3,17,Chris Brown right guard for no gain (tackle by Steve Martin and Chris Hovan),3.120,2.570
3,2:15,2,10,MIN 37,3,17,Billy Volek pass complete to Troy Fleming for 12 yards (tackle by Keith Newman),2.570,3.910
3,1:41,1,10,MIN 25,3,17,Chris Brown right guard for 4 yards (tackle by Kevin Williams),3.910,3.900
3,1:00,2,6,MIN 21,3,17,"Billy Volek pass complete to Ben Troupe for 1 yard (tackle by E.J. Henderson). Ben Troupe fumbles (forced by E.J. Henderson), recovered by Troy Fleming at MIN-20",3.900,3.340
3,0:13,3,5,MIN 20,3,17,Billy Volek pass incomplete intended for Ben Troupe (defended by Willie Offord),3.340,2.170
3,0:09,4,5,MIN 20,3,17,"Billy Volek pass complete to Derrick Mason for 18 yards (tackle by Corey Chavous). Penalty on Fred Miller: Unnecessary Roughness, 15 yards (no play)",2.170,0.970
Quarter,Time,Down,ToGo,Location,TEN,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,20,MIN 35,3,17,"Penalty on Brad Kassell: False Start, 5 yards (no play)",0.970,0.590
4,15:00,4,25,MIN 40,3,17,"Craig Hentrich punts 23 yards, fair catch by Nate Burleson. Penalty on Mike Nattiel: Offensive Holding, 8 yards",0.590,0.380
4,14:52,1,10,MIN 9,3,17,Mewelde Moore right end for 16 yards (tackle by Lamont Thompson and Rien Long),-0.380,0.610
4,14:05,1,10,MIN 25,3,17,Daunte Culpepper pass complete to Nate Burleson for 9 yards (tackle by Andre Dyson),0.610,1.280
4,13:19,2,1,MIN 34,3,17,Daunte Culpepper pass complete to Jermaine Wiggins for 5 yards (tackle by Tank Williams),1.280,1.530
4,12:36,1,10,MIN 39,3,17,Mewelde Moore left tackle for 33 yards (tackle by Lamont Thompson),1.530,3.710
4,12:06,1,10,TEN 28,3,17,Daunte Culpepper right end for 6 yards (tackle by Travis LaBoy),3.710,3.980
4,11:38,2,4,TEN 22,3,17,Daunte Culpepper pass complete to Mewelde Moore for 8 yards (tackle by Andre Woolfolk),3.980,4.650
4,11:07,1,10,TEN 14,3,17,Moe Williams up the middle for 3 yards (tackle by Travis LaBoy),4.650,4.520
4,10:31,2,7,TEN 11,3,17,Daunte Culpepper pass incomplete intended for Nate Burleson (defended by Andre Dyson),4.520,3.620
4,10:21,3,7,TEN 11,3,17,Daunte Culpepper pass incomplete intended for Moe Williams (defended by Keith Bulluck),3.620,2.700
4,10:21,4,7,TEN 11,3,20,Morten Andersen 29 yard field goal good,2.700,3.000
4,,,,MIN 30,3,20,"Aaron Elling kicks off 66 yards, returned by Michael Waddell for 25 yards (tackle by Larry Ned)",0.000,-0.870
4,10:11,1,10,TEN 29,3,20,Chris Brown left guard for 6 yards (tackle by Chris Hovan),0.870,1.140
4,9:37,2,4,TEN 35,3,20,Billy Volek pass incomplete intended for Ben Troupe,1.140,0.430
4,9:33,3,4,TEN 35,3,20,Billy Volek pass incomplete intended for Derrick Mason,0.430,-1.040
4,9:30,4,4,TEN 35,3,20,Craig Hentrich pass complete to Eddie Berlin for 6 yards (tackle by Derek Ross),-1.040,1.660
4,8:47,1,10,TEN 41,3,20,Billy Volek pass incomplete intended for Eddie Berlin (defended by Brian Williams),1.660,1.120
4,8:42,2,10,TEN 41,3,20,Billy Volek pass incomplete intended for Drew Bennett,1.120,0.430
4,8:37,3,10,TEN 41,3,20,"Penalty on Justin Hartwig: False Start, 5 yards (no play)",0.430,-0.230
4,8:37,3,15,TEN 36,3,20,Billy Volek pass incomplete intended for Ben Troupe,-0.230,-0.980
4,8:32,4,15,TEN 36,3,20,"Craig Hentrich punts 49 yards, fair catch by Nate Burleson",-0.980,0.220
4,8:24,1,10,MIN 15,3,20,Daunte Culpepper sacked by Travis LaBoy for -5 yards,-0.220,-1.150
4,7:53,2,15,MIN 10,3,20,Mewelde Moore left tackle for 4 yards (tackle by Randy Starks and Keith Bulluck),-1.150,-1.510
4,7:14,,,,3,20,Timeout #1 by Minnesota Vikings,0.000,-1.510
4,7:14,3,11,MIN 14,3,20,Daunte Culpepper pass incomplete intended for Nate Burleson,-1.510,-2.470
4,7:08,4,11,MIN 14,3,20,"Darren Bennett punts 33 yards, muffed catch by Derrick Mason, recovered by Derrick Mason and returned for no gain",-2.470,-2.460
4,7:00,1,10,MIN 47,3,20,"Billy Volek sacked by Kevin Williams for -8 yards. Billy Volek fumbles (forced by Kevin Williams), recovered by Chris Hovan at MIN-49 (tackle by Jacob Bell)",2.460,-2.190
4,6:52,1,10,MIN 49,3,20,Mewelde Moore left end for 15 yards (tackle by Tank Williams),2.190,3.180
4,6:26,1,10,TEN 36,3,20,"Moe Williams left guard for 5 yards (tackle by Tank Williams). Penalty on Chris Liwienski: Offensive Holding, 10 yards (no play)",3.180,2.520
4,6:05,1,20,TEN 46,3,20,Daunte Culpepper sacked by Travis LaBoy for -10 yards,2.520,-0.060
4,5:34,2,30,MIN 44,3,20,Mewelde Moore up the middle for 2 yards (tackle by Travis LaBoy and Kevin Carter),-0.060,-0.430
4,5:27,,,,3,20,Timeout #1 by Tennessee Titans,0.000,-0.430
4,5:27,3,28,MIN 46,3,20,Daunte Culpepper pass complete to Mewelde Moore for 13 yards (tackle by Travis LaBoy),-0.430,0.530
4,4:37,,,,3,20,Timeout #2 by Minnesota Vikings,0.000,0.530
4,4:37,4,15,TEN 41,3,20,"Darren Bennett punts 31 yards, fair catch by Derrick Mason",0.530,0.380
4,4:30,1,10,TEN 10,3,20,Billy Volek pass complete to Derrick Mason for 11 yards (tackle by Terrance Shaw),-0.380,0.340
4,4:24,1,10,TEN 21,3,20,"Billy Volek pass incomplete intended for Ben Troupe. Penalty on Willie Offord: Defensive Pass Interference, 8 yards (no play)",0.340,0.870
4,4:19,1,10,TEN 29,3,20,Billy Volek pass incomplete intended for Darrell Hill,0.870,0.330
4,4:13,2,10,TEN 29,3,20,Billy Volek pass complete to Ben Troupe for 18 yards (tackle by Corey Chavous),0.330,2.060
4,3:41,1,10,TEN 47,3,20,Billy Volek pass incomplete intended for Eddie Berlin,2.060,1.520
4,3:34,2,10,TEN 47,3,20,Billy Volek pass incomplete intended for Jason McAddley,1.520,0.830
4,3:30,3,10,TEN 47,3,20,Billy Volek pass complete to Derrick Mason for 7 yards (tackle by Brian Russell),0.830,0.200
4,3:01,4,3,MIN 46,3,20,Billy Volek pass incomplete intended for Jason McAddley is intercepted by Terrance Shaw at MIN-42 and returned for 22 yards (tackle by Robert Holcombe),0.200,-3.180
4,2:54,1,10,TEN 36,3,20,Mewelde Moore up the middle for -4 yards (tackle by Randy Starks),3.180,2.100
4,2:11,2,14,TEN 40,3,20,Mewelde Moore left tackle for no gain (tackle by Keith Bulluck and Rocky Boiman),2.100,1.420
4,2:05,,,,3,20,Timeout #2 by Tennessee Titans,0.000,1.420
4,2:05,3,14,TEN 40,3,20,Mewelde Moore left guard for 10 yards (tackle by Tank Williams),1.420,1.460
4,1:58,4,4,TEN 30,3,20,Daunte Culpepper pass complete to Mewelde Moore for 1 yard (tackle by Brad Kassell),1.460,-0.870
4,1:53,1,10,TEN 29,3,20,Billy Volek pass incomplete intended for Drew Bennett,0.870,0.330
4,1:46,2,10,TEN 29,3,20,Billy Volek pass incomplete intended for Robert Holcombe,0.330,-0.360
4,1:41,3,10,TEN 29,3,20,Billy Volek sacked by Dontarrious Thomas and Chris Hovan for -8 yards,-0.360,-1.960
4,1:00,4,18,TEN 21,3,20,"Craig Hentrich punts 49 yards, fair catch by Nate Burleson",-1.960,-0.940
4,0:53,1,10,MIN 30,3,20,Daunte Culpepper kneels for -1 yards,0.940,0.260
4,0:26,2,11,MIN 29,3,20,Daunte Culpepper kneels for -1 yards,0.260,-0.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
