Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Brett Conway kicks off 68 yards, returned by Terrell Roberts for 18 yards (tackle by Chaun Thompson)",0.000,0.280
1,14:56,1,10,CIN 20,0,0,Jon Kitna pass complete to Peter Warrick for 6 yards (tackle by Kevin Bentley),0.280,0.540
1,14:30,2,4,CIN 26,0,0,"Jon Kitna pass incomplete intended for Chad Ochocinco. Penalty on Roosevelt Williams: Defensive Pass Interference, 14 yards (no play)",0.540,1.600
1,14:25,1,10,CIN 40,0,0,Corey Dillon left tackle for 15 yards (tackle by Daylon McCutcheon and Earl Little),1.600,2.590
1,14:01,1,10,CLE 45,0,0,Jon Kitna pass incomplete intended for Chad Ochocinco (defended by Michael Lehan),2.590,2.040
1,13:55,2,10,CLE 45,0,0,Corey Dillon right end for 1 yard,2.040,1.490
1,13:29,3,9,CLE 44,0,0,"Jon Kitna pass complete to Peter Warrick for 8 yards (tackle by Brant Boyer). Penalty on Brant Boyer: Illegal Contact, 5 yards (no play)",1.490,2.980
1,13:04,1,10,CLE 39,0,0,Rudi Johnson left tackle for 1 yard (tackle by Orpheus Roye),2.980,2.580
1,12:37,2,9,CLE 38,0,0,Rudi Johnson left guard for 7 yards (tackle by Tyrone Rogers and Brant Boyer),2.580,2.810
1,11:55,3,2,CLE 31,0,0,Corey Dillon right end for 21 yards (tackle by Earl Little),2.810,4.910
1,11:12,1,10,CLE 10,0,0,"Jon Kitna pass complete to Peter Warrick for -5 yards (tackle by Roosevelt Williams). Peter Warrick fumbles (forced by Roosevelt Williams), ball out of bounds at CLE-15. Penalty on Roosevelt Williams: Defensive Holding, 5 yards, Penalty on Earl Little: Illegal Bat (Declined) (no play)",4.910,6.060
1,11:02,1,5,CLE 5,0,6,"Rudi Johnson up the middle for 5 yards, touchdown",6.060,7.000
1,,,,CLE 2,0,7,Shayne Graham kicks extra point good,0.000,0.000
1,,,,CIN 30,0,7,"Shayne Graham kicks off 65 yards, returned by Nick Maddox for 15 yards (tackle by Rogers Beckett). Nick Maddox fumbles (forced by Rogers Beckett), recovered by Chad Mustard at CLE-21",0.000,0.340
1,10:47,1,10,CLE 21,0,7,Jamel White right tackle for 5 yards (tackle by Riall Johnson and Tony Williams),0.340,0.480
1,10:11,2,5,CLE 26,0,7,Tim Couch pass complete to Quincy Morgan for 6 yards (tackle by Brian Simmons),0.480,1.070
1,9:34,1,10,CLE 32,0,7,Tim Couch pass incomplete intended for Quincy Morgan,1.070,0.530
1,9:28,2,10,CLE 32,0,7,Jamel White right tackle for 23 yards (tackle by Mark Roman),0.530,2.590
1,8:55,1,10,CIN 45,0,7,Jamel White up the middle for 7 yards (tackle by Mark Roman),2.590,2.990
1,8:14,2,3,CIN 38,0,7,"Penalty on Tony Williams: Encroachment, 5 yards (no play)",2.990,3.380
1,7:57,1,10,CIN 33,0,7,Tim Couch pass incomplete intended for Dennis Northcutt,3.380,2.840
1,7:49,2,10,CIN 33,0,7,Jamel White left end for -5 yards (tackle by Jeff Burris),2.840,1.490
1,7:06,3,15,CIN 38,0,7,--,1.490,1.930
1,6:24,4,2,CIN 25,3,7,Brett Conway 42 yard field goal good,1.930,3.000
1,,,,CLE 30,3,7,"Brett Conway kicks off 63 yards, returned by Terrell Roberts for 21 yards (tackle by Ben Taylor)",0.000,0.810
1,6:14,1,10,CIN 28,3,7,Jon Kitna pass complete to Peter Warrick for 5 yards,0.810,0.940
1,5:50,2,5,CIN 33,3,7,Corey Dillon right end for no gain (tackle by Michael Lehan),0.940,0.230
1,5:15,3,5,CIN 33,3,7,Jon Kitna pass complete to Chad Ochocinco for 6 yards,0.230,1.530
1,4:57,1,10,CIN 39,3,7,Corey Dillon up the middle for 5 yards,1.530,1.660
1,4:25,2,5,CIN 44,3,7,Jon Kitna pass incomplete intended for Peter Warrick (defended by Daylon McCutcheon),1.660,0.960
1,4:20,3,5,CIN 44,3,7,Jon Kitna sacked by Kenard Lang for -9 yards,0.960,-1.040
1,3:50,4,14,CIN 35,3,7,"Penalty on Leigh Bodden: Neutral Zone Infraction, 5 yards (no play)",-1.040,-0.720
1,3:41,4,9,CIN 40,3,7,"Kyle Richardson punts 46 yards, returned by Dennis Northcutt for 9 yards (tackle by Rogers Beckett). Penalty on Michael Jameson: Illegal Block Above the Waist, 10 yards",-0.720,0.380
1,3:29,1,10,CLE 10,3,7,Lee Suggs right tackle for 3 yards (tackle by Kevin Hardy and Riall Johnson),-0.380,-0.560
1,2:53,2,7,CLE 13,3,7,Lee Suggs up the middle for 8 yards (tackle by Artrell Hawkins),-0.560,0.340
1,2:16,1,10,CLE 21,3,7,Dennis Northcutt right end for 7 yards (tackle by Mark Roman),0.340,0.750
1,1:49,2,3,CLE 28,3,7,Lee Suggs right tackle for 10 yards (tackle by Artrell Hawkins),0.750,1.470
1,1:09,1,10,CLE 38,3,7,Tim Couch pass complete to Darnell Sanders for 6 yards (tackle by Kevin Hardy),1.470,1.730
1,0:25,2,4,CLE 44,3,7,Lee Suggs up the middle for 5 yards (tackle by Jeff Burris),1.730,2.190
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 49,3,7,Lee Suggs left guard for 3 yards (tackle by Oliver Gibson),2.190,2.050
2,14:26,2,7,CIN 48,3,7,Lee Suggs left guard for 6 yards (tackle by Glen Steele and Kevin Hardy),2.050,2.150
2,13:48,3,1,CIN 42,3,7,Lee Suggs up the middle for 1 yard (tackle by Brian Simmons and Kevin Hardy),2.150,2.850
2,13:08,1,10,CIN 41,3,7,--,2.850,3.970
2,12:25,1,10,CIN 24,3,7,Jamel White left guard for -1 yards (tackle by Carl Powell),3.970,3.300
2,11:43,2,11,CIN 25,3,7,"Penalty on Ryan Tucker: False Start, 5 yards (no play)",3.300,2.620
2,11:20,2,16,CIN 30,3,7,Jamel White up the middle for 8 yards (tackle by Jeff Burris),2.620,3.010
2,10:35,3,8,CIN 22,3,7,--,3.010,2.590
2,9:53,4,1,CIN 15,3,7,Tim Couch pass incomplete intended for Darnell Sanders,2.590,0.220
2,9:45,1,10,CIN 15,3,7,Jeremi Johnson up the middle for 2 yards (tackle by Brant Boyer),-0.220,-0.440
2,9:12,2,8,CIN 17,3,7,Rudi Johnson right tackle for 2 yards (tackle by Robert Griffith),-0.440,-0.880
2,8:38,3,6,CIN 19,3,7,Jon Kitna pass complete to Brandon Bennett for 3 yards (tackle by Robert Griffith),-0.880,-1.900
