Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
3,7:30,4,3,DET 7,14,10,Robbie Gould 25 yard field goal good,2.990,3.000
3,7:30,,,CHI 35,14,10,"Robbie Gould kicks off 71 yards, returned by Micheal Spurlock for 20 yards (tackle by Craig Steltz)",0.000,0.280
3,7:20,1,10,DET 14,14,10,Reggie Bush left guard for 14 yards (tackle by Chris Conte),-0.280,0.810
3,6:40,1,10,DET 28,14,10,Joique Bell left tackle for 6 yards (tackle by Chris Conte),0.810,1.070
3,6:01,2,4,DET 34,14,10,Joique Bell right tackle for -2 yards (tackle by James Anderson),1.070,0.100
3,5:15,3,6,DET 32,14,10,Matthew Stafford pass incomplete short right intended for Calvin Johnson,0.100,-1.240
3,5:11,4,6,DET 32,14,10,"Sam Martin punts 59 yards, returned by Devin Hester for 16 yards (tackle by Theo Riddick)",-1.240,-0.610
3,4:58,1,10,CHI 25,14,10,Jay Cutler pass incomplete short right intended for Matt Forte,0.610,0.060
3,4:54,2,10,CHI 25,14,10,Jay Cutler pass incomplete short middle intended for Dante Rosario,0.060,-0.620
3,4:50,3,10,CHI 25,14,10,"Jay Cutler pass incomplete deep middle intended for Brandon Marshall. Penalty on Don Carey: Illegal Contact, 5 yards (no play)",-0.620,0.940
3,4:43,1,10,CHI 30,14,10,Matt Forte right end for 1 yard (tackle by Don Carey),0.940,0.530
3,3:57,2,9,CHI 31,14,10,Eben Britton for 1 yard (tackle by Israel Idonije),0.530,-0.030
3,3:17,3,8,CHI 32,14,10,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,-0.030,-1.240
3,3:10,4,8,CHI 32,14,10,"Adam Podlesh punts 44 yards, fair catch by Micheal Spurlock",-1.240,-0.540
3,3:03,1,10,DET 24,14,10,Joique Bell right guard for 9 yards (tackle by Major Wright and Chris Conte),0.540,1.210
3,2:25,2,1,DET 33,14,10,Reggie Bush left tackle for 5 yards (tackle by James Anderson),1.210,1.470
3,1:45,1,10,DET 38,14,10,"Penalty on Corey Wootton: Encroachment, 5 yards (no play)",1.470,2.200
3,1:26,1,5,DET 43,14,10,Joique Bell right guard for -1 yards (tackle by David Bass),2.200,1.460
3,0:46,2,6,DET 42,14,10,Matthew Stafford pass complete short middle to Reggie Bush for 3 yards (tackle by Stephen Paea),1.460,1.160
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,DET 45,14,10,Matthew Stafford pass incomplete short left intended for Reggie Bush,1.160,-0.390
4,14:57,4,3,DET 45,14,10,"Sam Martin punts 41 yards, fair catch by Devin Hester",-0.390,0.280
4,14:50,1,10,CHI 14,14,10,Jay Cutler pass complete short left to Tony Fiammetta for 4 yards (tackle by DeAndre Levy),-0.280,-0.210
4,14:11,2,6,CHI 18,14,10,Jay Cutler pass incomplete short left intended for Alshon Jeffery,-0.210,-0.920
4,14:07,3,6,CHI 18,14,10,Jay Cutler pass complete short middle to Alshon Jeffery for 12 yards (tackle by Glover Quin),-0.920,0.940
4,13:21,1,10,CHI 30,14,10,Matt Forte left tackle for 1 yard (tackle by DeAndre Levy),0.940,0.530
4,12:46,2,9,CHI 31,14,10,Jay Cutler pass incomplete short left intended for Brandon Marshall (defended by Rashean Mathis),0.530,-0.160
4,12:41,3,9,CHI 31,14,10,Jay Cutler pass complete short left to Matt Forte for 3 yards (tackle by Rashean Mathis),-0.160,-1.110
4,12:06,4,6,CHI 34,14,10,"Adam Podlesh punts 44 yards, fair catch by Micheal Spurlock",-1.110,-0.410
4,11:59,1,10,DET 22,14,10,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,0.410,-0.130
4,11:54,2,10,DET 22,14,10,Reggie Bush right guard for 1 yard (tackle by Landon Cohen),-0.130,-0.690
4,11:08,3,9,DET 23,14,10,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson is intercepted by Chris Conte at DET-44 and returned for 35 yards (tackle by Dominic Raiola),-0.690,-5.140
4,10:57,1,9,DET 9,14,10,"Matt Forte left end for 9 yards. Penalty on Matt Slauson: Offensive Holding, 10 yards (no play)",5.140,4.230
4,10:52,1,19,DET 19,14,10,Jay Cutler pass complete short right to Alshon Jeffery for 5 yards (tackle by Stephen Tulloch),4.230,3.580
4,10:12,2,14,DET 14,14,10,Jay Cutler pass complete short middle to Matt Forte for no gain,3.580,3.000
4,9:30,3,14,DET 14,14,10,Jay Cutler pass incomplete short right intended for Alshon Jeffery,3.000,2.510
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,9:22,4,14,DET 14,14,13,Robbie Gould 32 yard field goal good,2.510,3.000
4,9:22,,,CHI 35,14,13,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,9:17,1,10,DET 20,14,13,Joique Bell left tackle for 4 yards (tackle by James Anderson),0.280,0.270
4,8:37,2,6,DET 24,14,13,Matthew Stafford pass complete deep middle to Joseph Fauria for 25 yards (tackle by Khaseem Greene),0.270,2.190
4,7:55,1,10,DET 49,14,13,Matthew Stafford pass incomplete short right intended for Calvin Johnson,2.190,1.650
4,7:53,2,10,DET 49,14,13,"Matthew Stafford pass complete deep middle to Calvin Johnson for 19 yards (tackle by Charles Tillman). Penalty on Charles Tillman: Face Mask (15 Yards), 15 yards",1.650,4.440
4,7:23,1,10,CHI 17,14,13,"Matthew Stafford pass incomplete deep left intended for Joseph Fauria. Penalty on Joseph Fauria: Face Mask (15 Yards), 15 yards (no play)",4.440,3.450
4,7:17,1,25,CHI 32,14,13,Joique Bell right tackle for 5 yards (tackle by Jonathan Bostic),3.450,2.540
4,6:37,2,20,CHI 27,14,13,Matthew Stafford pass incomplete short right intended for Joique Bell (defended by Stephen Paea),2.540,1.880
4,6:33,3,20,CHI 27,14,13,Matthew Stafford pass incomplete deep left intended for Calvin Johnson (defended by Chris Conte),1.880,1.670
4,6:25,4,20,CHI 27,14,13,David Akers 45 yard field goal no good,1.670,-1.330
4,6:20,1,10,CHI 36,14,13,Matt Forte left tackle for -1 yards (tackle by Stephen Tulloch),1.330,0.660
4,5:46,2,11,CHI 35,14,13,Jay Cutler pass incomplete deep right intended for Brandon Marshall,0.660,-0.030
4,5:41,3,11,CHI 35,14,13,Jay Cutler pass incomplete short left intended for Alshon Jeffery,-0.030,-1.040
4,5:36,4,11,CHI 35,14,13,"Adam Podlesh punts 39 yards, out of bounds",-1.040,-0.670
4,5:28,1,10,DET 26,14,13,Matthew Stafford pass complete deep left to Jeremy Ross for 17 yards (tackle by Tim Jennings and Isaiah Frey),0.670,1.800
4,4:49,1,10,DET 43,14,13,Reggie Bush left guard for 7 yards (tackle by James Anderson),1.800,2.200
4,4:11,2,3,,14,13,Matthew Stafford pass incomplete short right intended for Calvin Johnson,2.200,1.490
4,4:05,3,3,,14,13,Matthew Stafford pass complete short middle to Calvin Johnson for 14 yards (tackle by Charles Tillman),1.490,3.180
4,3:28,1,10,CHI 36,14,13,Reggie Bush right tackle for 11 yards (tackle by Major Wright),3.180,3.910
4,2:43,1,10,CHI 25,14,13,Reggie Bush right tackle for 11 yards (tackle by Major Wright and Jonathan Bostic),3.910,3.910
4,2:36,1,10,CHI 25,14,13,Timeout #1 by Chicago Bears,3.910,4.650
4,2:36,1,10,CHI 14,14,13,Reggie Bush right guard for no gain (tackle by Stephen Paea),4.650,4.650
4,2:31,1,10,CHI 14,14,13,Timeout #2 by Chicago Bears,4.650,4.000
4,2:31,2,10,CHI 14,14,13,Matthew Stafford pass incomplete short right intended for Calvin Johnson,4.000,3.110
4,2:28,3,10,CHI 14,20,13,"Matthew Stafford pass complete short left to Calvin Johnson for 14 yards, touchdown",3.110,7.000
4,2:28,,,CHI 2,21,13,David Akers kicks extra point good,0.000,0.000
4,2:28,,,DET 35,21,13,"Sam Martin kicks off 64 yards, returned by Devin Hester for 25 yards (tackle by Theo Riddick)",0.000,-0.670
4,2:17,1,10,CHI 26,21,13,Josh McCown pass incomplete short right intended for Earl Bennett,0.670,0.130
4,2:13,2,10,CHI 26,21,13,"Josh McCown pass complete short left to Earl Bennett for 8 yards. Penalty on Nick Fairley: Unnecessary Roughness, 15 yards",0.130,2.190
4,2:07,1,10,CHI 49,21,13,Josh McCown sacked by Nick Fairley for -3 yards,2.190,1.240
4,2:00,2,13,CHI 46,21,13,Josh McCown pass incomplete short left intended for Brandon Marshall,1.240,0.560
4,1:56,3,13,CHI 46,21,13,Josh McCown pass complete short right to Alshon Jeffery for 12 yards,0.560,0.460
4,1:50,4,1,DET 42,21,13,Josh McCown pass complete short left to Brandon Marshall for 14 yards (tackle by Rashean Mathis),0.460,3.710
4,1:24,1,10,DET 28,21,13,Josh McCown pass complete short right to Alshon Jeffery for 13 yards,3.710,4.580
4,1:17,1,10,DET 15,21,13,Josh McCown pass complete short left to Martellus Bennett for 4 yards (tackle by Stephen Tulloch),4.580,4.640
4,0:52,2,6,DET 11,21,13,Josh McCown pass incomplete short left intended for Alshon Jeffery,4.640,3.780
4,0:47,3,6,DET 11,21,19,"Josh McCown pass complete short left to Brandon Marshall for 11 yards, touchdown",3.780,7.000
4,0:47,,,,21,19,"Two Point Attempt: Josh McCown pass incomplete intended for Dante Rosario, conversion fails. Penalty on Willie Young: Roughing the Passer, 1 yards (no play)",0.000,-1.000
4,0:47,,,,21,19,"Two Point Attempt: Eben Britton, conversion fails",0.000,-1.000
4,0:40,3,6,DET 11,21,19,Timeout #1 by Detroit Lions,3.780,0.000
4,0:47,,,CHI 35,21,19,"Robbie Gould kicks onside 9 yards, recovered by Joique Bell",0.000,-2.650
4,0:39,1,10,CHI 44,21,19,Matthew Stafford kneels for -1 yards,2.650,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
