Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Dallas Thomas,G,56,100%,0,0%,3,15%
Mike Pouncey,C,56,100%,0,0%,3,15%
Jamil Douglas,G,56,100%,0,0%,3,15%
Ja'Wuan James,T,56,100%,0,0%,3,15%
Ryan Tannehill,QB,56,100%,0,0%,0,0%
Jordan Cameron,TE,55,98%,0,0%,0,0%
Branden Albert,T,54,96%,0,0%,0,0%
Jarvis Landry,WR,53,95%,0,0%,3,15%
Lamar Miller,RB,45,80%,0,0%,0,0%
Rishard Matthews,WR,44,79%,0,0%,3,15%
Greg Jennings,WR,39,70%,0,0%,0,0%
Kenny Stills,WR,22,39%,0,0%,0,0%
Damien Williams,RB,13,23%,0,0%,14,70%
Jeff Linkenbach,T,7,12%,0,0%,3,15%
Dion Sims,TE,3,5%,0,0%,0,0%
DeVante Parker,WR,1,2%,0,0%,0,0%
Brice McCain,CB,0,0%,76,100%,6,30%
Brent Grimes,CB,0,0%,76,100%,3,15%
Jelani Jenkins,LB,0,0%,76,100%,0,0%
Reshad Jones,FS,0,0%,72,95%,0,0%
Koa Misi,LB,0,0%,70,92%,0,0%
Ndamukong Suh,DT,0,0%,64,84%,3,15%
Earl Mitchell,DT,0,0%,64,84%,3,15%
Walt Aikens,SS,0,0%,57,75%,10,50%
Cameron Wake,DE,0,0%,55,72%,0,0%
Jamar Taylor,CB,0,0%,45,59%,0,0%
Terrence Fede,DE,0,0%,38,50%,13,65%
Derrick Shelby,DE,0,0%,31,41%,5,25%
Olivier Vernon,DE,0,0%,29,38%,2,10%
Michael Thomas,FS,0,0%,23,30%,14,70%
Zach Vigil,LB,0,0%,19,25%,14,70%
Kelvin Sheppard,LB,0,0%,17,22%,7,35%
C.J. Mosley,DT,0,0%,12,16%,2,10%
Jordan Phillips,DT,0,0%,11,14%,6,30%
Spencer Paysinger,LB,0,0%,1,1%,17,85%
Jordan Kovacs,DB,0,0%,0,0%,14,70%
Neville Hewitt,LB,0,0%,0,0%,14,70%
Zackary Bowman,CB,0,0%,0,0%,14,70%
Bobby McCain,CB,0,0%,0,0%,8,40%
Matt Darr,P,0,0%,0,0%,7,35%
John Denney,LS,0,0%,0,0%,7,35%
Andrew Franks,K,0,0%,0,0%,7,35%
Billy Turner,G,0,0%,0,0%,3,15%
Sam Brenner,C,0,0%,0,0%,3,15%
LaMichael James,RB,0,0%,0,0%,3,15%
