Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,IND 30,0,0,"Dave Rayner kicks off 61 yards, returned by Adam Jones for 29 yards (tackle by Dexter Reid)",0.000,-1.470
1,14:55,1,10,TEN 38,0,0,Chris Brown left tackle for 7 yards (tackle by Cato June),1.470,1.870
1,14:15,2,3,TEN 45,0,0,Chris Brown left tackle for 5 yards (tackle by Gary Brackett and Bob Sanders),1.870,2.260
1,13:35,1,10,,0,0,Chris Brown right guard for -4 yards (tackle by Montae Reagor),2.260,1.170
1,12:54,2,14,TEN 46,0,0,Chris Brown right end for -1 yards (tackle by Corey Simon),1.170,0.370
1,12:09,3,15,TEN 45,0,0,Steve McNair pass incomplete intended for Ben Troupe,0.370,-0.390
1,12:04,4,15,TEN 45,0,0,"Craig Hentrich punts 35 yards, fair catch by Troy Walters",-0.390,-0.280
1,11:56,1,10,IND 20,0,0,"Peyton Manning sacked by Kyle Vanden Bosch for -9 yards. Penalty on Adam Jones: Illegal Contact, 5 yards (no play)",0.280,0.610
1,11:36,1,10,IND 25,0,0,Peyton Manning pass complete to Dallas Clark for 15 yards (tackle by Lamont Thompson),0.610,1.600
1,11:00,1,10,IND 40,0,0,Peyton Manning pass incomplete intended for Bryan Fletcher (defended by Brad Kassell),1.600,1.050
1,10:53,2,10,IND 40,0,0,Peyton Manning pass incomplete intended for Brandon Stokley,1.050,0.370
1,10:48,3,10,IND 40,0,0,Peyton Manning pass complete to Marvin Harrison for 36 yards (tackle by Lamont Thompson),0.370,3.970
1,10:06,1,10,TEN 24,0,0,Edgerrin James for 3 yards (tackle by Rien Long),3.970,3.840
1,9:24,2,7,TEN 21,0,0,Peyton Manning pass complete to Marvin Harrison for 10 yards (tackle by Peter Sirmon),3.840,4.840
1,8:54,1,10,TEN 11,0,0,Edgerrin James left guard for 1 yard (tackle by Rien Long and Bo Schobel),4.840,4.320
1,8:14,2,9,TEN 10,0,6,"Peyton Manning pass complete to Marvin Harrison for 10 yards, touchdown",4.320,7.000
1,8:14,,,TEN 2,0,7,Mike Vanderjagt kicks extra point good,0.000,0.000
1,8:14,,,IND 30,0,7,"Dave Rayner kicks off 66 yards, returned by Adam Jones for 11 yards (tackle by Matt Giordano)",0.000,0.220
1,8:05,1,10,TEN 15,0,7,Steve McNair pass complete to Roydell Williams for 16 yards (tackle by Jason David),-0.220,1.000
1,7:25,1,10,TEN 31,0,7,Chris Brown for 10 yards (tackle by Mike Doss and Gary Brackett),1.000,1.660
1,6:36,1,10,TEN 41,0,7,"Penalty on Steve McNair: Delay of Game, 5 yards (no play)",1.660,1.330
1,6:15,1,15,TEN 36,0,7,Steve McNair pass complete to Drew Bennett for 4 yards (tackle by Cato June),1.330,0.990
1,5:35,2,11,TEN 40,0,7,Chris Brown for 5 yards (tackle by Dwight Freeney),0.990,0.960
1,4:53,3,6,TEN 45,0,7,Steve McNair pass complete to Erron Kinney for 4 yards (tackle by Mike Doss),0.960,-0.130
1,4:18,4,2,TEN 49,0,7,"Craig Hentrich punts 51 yards, touchback",-0.130,-0.280
1,4:02,1,10,IND 20,0,7,Edgerrin James right guard for 4 yards,0.280,0.270
1,3:22,2,6,IND 24,0,7,Edgerrin James right guard for 4 yards (tackle by Albert Haynesworth and Rocky Boiman),0.270,0.100
1,2:43,3,2,IND 28,0,7,Edgerrin James for -1 yards (tackle by Albert Haynesworth),0.100,-1.570
1,2:03,4,3,IND 27,0,7,"Hunter Smith punts 48 yards, fair catch by Adam Jones",-1.570,-0.610
1,1:55,1,10,TEN 25,0,7,Steve McNair pass complete to Drew Bennett for 7 yards (tackle by Marlin Jackson),0.610,1.010
1,1:14,2,3,TEN 32,0,7,Chris Brown left tackle for 1 yard (tackle by Bob Sanders),1.010,0.430
1,0:32,3,2,TEN 33,0,7,Steve McNair pass complete to Bo Scaife for 11 yards (tackle by Dwight Freeney),0.430,1.860
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TEN 44,0,7,Steve McNair sacked by Dwight Freeney for -6 yards,1.860,0.510
2,14:28,2,16,TEN 38,0,7,Chris Brown for 4 yards (tackle by Corey Simon),0.510,0.370
2,13:43,3,12,TEN 42,0,7,Steve McNair pass complete to Ben Troupe for 11 yards (tackle by Marlin Jackson),0.370,0.130
2,13:36,4,1,IND 47,0,7,Chris Brown for 2 yards (tackle by Gary Brackett and Bob Sanders),0.130,2.590
2,12:54,1,10,IND 45,0,7,Steve McNair pass complete to Roydell Williams for 18 yards (tackle by Mike Doss),2.590,3.780
2,12:10,1,10,IND 27,0,7,Steve McNair pass complete to Drew Bennett for 3 yards (tackle by Marlin Jackson),3.780,3.640
2,11:27,2,7,IND 24,0,7,Travis Henry for 4 yards (tackle by Kelvin Hayden and Gary Brackett),3.640,3.470
2,10:40,3,3,IND 20,0,7,Adam Jones sacked by Robert Mathis for -13 yards,3.470,1.150
2,9:57,4,16,IND 33,0,7,Rob Bironas 51 yard field goal no good,1.150,-1.660
2,9:52,1,10,IND 41,0,7,"Peyton Manning pass complete to Edgerrin James for 10 yards (tackle by Peter Sirmon). Penalty on Jake Scott: Ineligible Downfield Pas, 5 yards (no play)",1.660,1.330
2,9:27,1,15,IND 36,0,7,Peyton Manning pass complete to Bryan Fletcher for 9 yards (tackle by Peter Sirmon and Albert Haynesworth),1.330,1.660
2,8:54,2,6,IND 45,0,7,Edgerrin James for 9 yards (tackle by Lamont Thompson),1.660,2.520
2,8:17,1,10,TEN 46,0,7,Peyton Manning pass complete to Reggie Wayne for 7 yards (tackle by Keith Bulluck),2.520,2.920
2,7:47,2,3,TEN 39,0,7,Edgerrin James left tackle for 4 yards (tackle by Antwan Odom),2.920,3.250
2,7:03,1,10,TEN 35,0,7,Peyton Manning sacked by Kyle Vanden Bosch for -3 yards,3.250,3.580
2,6:50,1,10,TEN 30,0,7,"Edgerrin James for 2 yards (tackle by Rien Long). Penalty on Jeff Saturday: Offensive Holding, 10 yards (no play)",3.580,2.920
2,6:26,1,20,TEN 40,0,7,Peyton Manning pass complete to Reggie Wayne for 16 yards (tackle by Reynaldo Hill and Rocky Boiman),2.920,3.840
2,5:51,2,4,TEN 24,0,7,Edgerrin James for 3 yards (tackle by Bo Schobel),3.840,3.530
2,5:18,3,1,TEN 21,0,7,Edgerrin James right guard for 3 yards (tackle by Keith Bulluck),3.530,4.370
2,4:43,1,10,TEN 18,0,7,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Reynaldo Hill),4.370,3.800
2,4:40,2,10,TEN 18,0,7,"Edgerrin James right guard for 2 yards (tackle by Rien Long). Penalty on TEN: Defensive 12 On-field, 5 yards (no play)",3.800,4.610
2,4:18,2,5,TEN 13,0,7,Peyton Manning pass incomplete intended for Edgerrin James,4.610,3.820
2,4:15,3,5,TEN 13,0,13,"Peyton Manning pass complete to Bryan Fletcher for 13 yards, touchdown",3.820,7.000
2,4:15,,,TEN 2,0,14,Mike Vanderjagt kicks extra point good,0.000,0.000
2,4:15,,,IND 30,0,14,"Dave Rayner kicks off 61 yards, returned by Adam Jones for 36 yards (tackle by Matt Giordano)",0.000,-1.930
2,4:02,1,10,TEN 45,0,14,Steve McNair pass complete to Tyrone Calico for 12 yards (tackle by Cato June),1.930,2.720
2,3:25,1,10,IND 43,0,14,Travis Henry for 1 yard (tackle by Corey Simon),2.720,2.310
2,2:40,2,9,IND 42,0,14,Steve McNair pass complete to Bo Scaife for 9 yards (tackle by David Thornton),2.310,3.380
2,2:00,1,10,IND 33,0,14,Steve McNair pass complete to Travis Henry for 13 yards (tackle by Gary Brackett and Marlin Jackson),3.380,4.240
2,1:26,1,10,IND 20,0,14,Travis Henry right end for 4 yards (tackle by Cato June),4.240,4.280
2,1:04,1,10,IND 20,0,14,Timeout #1 by Tennessee Titans,4.240,4.280
2,1:04,2,6,IND 16,0,14,"Steve McNair pass incomplete intended for Ben Troupe. Penalty on Marlin Jackson: Defensive Holding, 5 yards (no play)",4.280,4.840
2,0:57,1,10,IND 11,0,14,Steve McNair pass incomplete intended for Tyrone Calico,4.840,4.140
2,0:52,2,10,IND 11,0,14,Steve McNair pass complete to Troy Fleming for 5 yards (tackle by Robert Mathis and Gary Brackett),4.140,4.210
2,0:38,2,10,IND 11,0,14,Timeout #2 by Tennessee Titans,4.140,4.210
2,0:38,3,5,IND 6,0,14,Steve McNair pass incomplete intended for Ben Troupe (defended by Mike Doss),4.210,2.990
2,0:33,3,5,IND 6,0,14,Timeout #3 by Tennessee Titans,4.210,2.990
2,0:33,4,5,IND 6,3,14,Rob Bironas 24 yard field goal good,2.990,3.000
2,0:33,,,TEN 30,3,14,"Rob Bironas kicks off 71 yards, returned by Dominic Rhodes for 21 yards (tackle by Cody Spencer)",0.000,0.280
2,0:24,1,10,IND 20,3,14,Peyton Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
