#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:03,CIN 31,3,1:35,7,Punt
2,1,8:54,CIN 22,6,2:29,50,Downs
3,1,4:20,CIN 19,3,1:42,4,Punt
4,2,14:53,CIN 11,3,1:34,2,Punt
5,2,12:10,CIN 42,5,2:18,12,Punt
6,2,8:01,SFO 11,5,2:45,11,Touchdown
7,2,3:22,SFO 36,5,2:05,36,Touchdown
8,2,0:58,SFO 20,1,0:05,20,Touchdown
9,3,15:00,CIN 26,13,6:20,70,Field Goal
10,3,7:18,CIN 26,5,2:28,20,Fumble
11,3,3:14,CIN 21,4,3:06,-5,Punt
12,4,14:04,CIN 12,3,2:11,0,Punt
13,4,8:06,CIN 31,3,1:56,-3,Punt
14,4,1:50,CIN 15,3,0:25,7,Punt
