Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
AJ Dillon,GNB,14,63,0,3,38,2.7,25,1.8,1,14.0
Patrick Taylor,GNB,11,53,1,3,29,2.6,24,2.2,1,11.0
Jordan Love,GNB,1,-1,0,0,-1,-1.0,0,0.0,0,
Aaron Rodgers,GNB,1,7,0,0,7,7.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jamaal Williams,DET,13,43,0,4,25,1.9,18,1.4,0,
D'Andre Swift,DET,7,30,1,2,22,3.1,8,1.1,0,
Craig Reynolds,DET,3,2,0,,-1,-0.3,3,1.0,0,
Tim Boyle,DET,1,-1,0,,-1,-1.0,0,0.0,0,
Kalif Raymond,DET,1,13,0,1,9,9.0,4,4.0,0,
Amon-Ra St. Brown,DET,1,12,0,0,12,12.0,0,0.0,0,
