Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Bengals,8.0,9.36,16.13,-5.62,0.0,4.05,7.01,-2.96,16.98,-3.84,-3.94,5.24,-1.15,-0.99,-3.0
Titans,-8.0,-4.05,-7.01,2.96,-16.98,-9.36,-16.13,5.62,0.0,3.84,-5.24,3.94,0.99,1.15,3.0
