Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
1,8:24,3,4,DET 18,0,7,Jamaal Charles for 3 yards (tackle by Chris Houston),3.570,2.590
1,8:05,4,1,DET 15,3,7,Ryan Succop 33 yard field goal good,2.590,3.000
1,,,,KAN 35,3,7,"Ryan Succop kicks off 74 yards, touchback",0.000,0.280
1,8:00,1,10,DET 20,3,7,Jahvid Best right tackle for 2 yards (tackle by Kelly Gregg and Jovan Belcher),0.280,0.000
1,7:25,2,8,DET 22,3,7,Matthew Stafford pass complete short right to Nate Burleson for 7 yards (tackle by Sabby Piscitelli and Jon McGraw),0.000,0.230
1,6:46,3,1,DET 29,3,7,Matthew Stafford pass incomplete short left intended for Brandon Pettigrew (defended by Derrick O. Johnson),0.230,-1.440
1,6:41,4,1,DET 29,3,7,Ryan Donahue punts 38 yards,-1.440,-1.140
1,6:29,1,10,KAN 33,3,7,Thomas Jones right tackle for 3 yards (tackle by Corey Williams and Justin Durant),1.140,1.000
1,5:52,2,7,KAN 36,3,7,Matt Cassel pass complete short left to Le'Ron McClain for 12 yards (tackle by Justin Durant),1.000,2.130
1,5:08,1,10,KAN 48,3,7,Matt Cassel pass complete deep middle to Dwayne Bowe for 18 yards (tackle by Eric Wright),2.130,3.310
1,4:25,1,10,DET 34,3,7,Thomas Jones right tackle for no gain (tackle by DeAndre Levy and Ndamukong Suh),3.310,2.770
1,3:47,2,10,DET 34,3,7,Dexter McCluster up the middle for 2 yards (tackle by Justin Durant),2.770,2.350
1,3:08,3,8,DET 32,3,7,Matt Cassel pass complete short middle to Jerheme Urban for 6 yards (tackle by Stephen Tulloch),2.350,1.860
1,2:27,4,2,DET 26,3,7,Ryan Succop 44 yard field goal no good,1.860,-1.200
1,2:23,1,10,DET 34,3,7,Matthew Stafford pass complete short left to Jahvid Best for 5 yards (tackle by Derrick O. Johnson),1.200,1.330
1,1:46,2,5,DET 39,3,7,Jahvid Best right end for no gain (tackle by Brandon Flowers),1.330,0.630
1,1:06,3,5,DET 39,3,7,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Brandon Flowers),0.630,-0.780
1,1:02,4,5,DET 39,3,7,"Ryan Donahue punts 37 yards, fair catch by Javier Arenas",-0.780,-0.540
1,0:53,1,10,KAN 24,3,7,"Penalty on Branden Albert: False Start, 5 yards (no play)",0.540,0.130
1,0:53,1,15,KAN 19,3,7,Dwayne Bowe left end for 12 yards (tackle by DeAndre Levy),0.130,0.940
1,0:24,2,3,KAN 31,3,7,Le'Ron McClain right tackle for 12 yards (tackle by Louis Delmas),0.940,1.800
Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 43,3,7,Thomas Jones up the middle for 2 yards (tackle by Kyle Vanden Bosch),1.800,1.520
2,14:26,2,8,KAN 45,3,7,Le'Ron McClain right tackle for 2 yards (tackle by Justin Durant),1.520,1.090
2,13:32,3,6,KAN 47,3,7,Dexter McCluster up the middle for 5 yards (tackle by DeAndre Levy),1.090,0.070
2,13:04,4,1,DET 48,3,7,"Penalty on KAN: Illegal Substitution, 5 yards (no play)",0.070,-0.260
2,12:43,4,6,KAN 47,3,7,"Dustin Colquitt punts 33 yards, fair catch by Stefan Logan",-0.260,-0.280
2,12:34,1,10,DET 20,3,7,Matthew Stafford pass complete short left to Jahvid Best for 7 yards (tackle by Amon Gordon),0.280,0.680
2,12:03,2,3,DET 27,3,7,Jahvid Best up the middle for -2 yards (tackle by Sabby Piscitelli and Jon McGraw),0.680,-0.300
2,11:22,3,5,DET 25,3,7,Matthew Stafford pass incomplete deep right intended for Nate Burleson,-0.300,-1.700
2,11:14,4,5,DET 25,3,7,"Ryan Donahue punts 38 yards, fair catch by Javier Arenas. Penalty on Demorrio Williams: Roughing the Kicker, 15 yards (no play)",-1.700,1.600
2,11:06,1,10,DET 40,3,7,Matthew Stafford pass complete short right to Titus Young for 9 yards (tackle by Brandon Flowers),1.600,2.270
2,10:34,2,1,DET 49,3,7,Jerome Harrison left tackle for 3 yards (tackle by Jon McGraw and Sabby Piscitelli),2.270,2.390
2,10:01,1,10,KAN 48,3,7,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Amon Gordon),2.390,1.850
2,9:56,2,10,KAN 48,3,7,Matthew Stafford pass complete short right to Nate Burleson for 9 yards (tackle by Sabby Piscitelli),1.850,2.340
2,9:20,3,1,KAN 39,3,7,Jerome Harrison right tackle for no gain (tackle by Brandon Flowers and Jon McGraw),2.340,0.660
2,8:39,4,1,KAN 39,3,7,Ryan Donahue punts 31 yards,0.660,0.380
2,8:30,1,10,KAN 8,3,7,Thomas Jones up the middle for 3 yards (tackle by Stephen Tulloch),-0.380,-0.560
2,7:57,2,7,KAN 11,3,7,Thomas Jones right end for 4 yards (tackle by Kyle Vanden Bosch),-0.560,-0.600
2,7:18,3,3,KAN 15,3,7,Matt Cassel pass complete short left to Dexter McCluster for -1 yards (tackle by Aaron Berry and Justin Durant),-0.600,-2.470
2,6:38,4,4,KAN 14,3,7,"Dustin Colquitt punts 38 yards, returned by Stefan Logan for 7 yards (tackle by Terrance Copper)",-2.470,-2.590
2,6:26,1,10,KAN 45,3,7,Matthew Stafford pass complete short right to Nate Burleson for 9 yards (tackle by Brandon Flowers),2.590,3.260
2,5:58,2,1,KAN 36,3,13,"Matthew Stafford pass complete deep right to Tony Scheffler for 36 yards, touchdown",3.260,7.000
2,,,,KAN 2,3,14,"Jason Hanson kicks extra point good. Penalty on Amon Gordon: Defensive Offside, 5 yards",0.000,0.000
2,,,,DET 40,3,14,"Jason Hanson kicks off 66 yards, touchback",0.000,0.280
2,5:50,1,10,KAN 20,3,14,Matt Cassel pass complete deep right to Dwayne Bowe for 45 yards (tackle by Louis Delmas),0.280,3.250
2,5:27,1,10,DET 35,3,14,Matt Cassel pass incomplete short right intended for Dwayne Bowe (defended by Cliff Avril),3.250,2.700
2,5:24,2,10,DET 35,3,14,Matt Cassel pass complete short right to Dexter McCluster for 6 yards (tackle by Justin Durant),2.700,2.810
2,4:46,3,4,DET 29,3,14,Matt Cassel pass incomplete short right intended for Dwayne Bowe is intercepted by Chris Houston at DET-16 and returned for 26 yards (tackle by Jon Asamoah),2.810,-1.730
2,4:36,1,10,DET 42,3,14,Matthew Stafford pass complete short right to Nate Burleson for 1 yard (tackle by Javier Arenas),1.730,1.320
2,3:56,2,9,DET 43,3,14,"Matthew Stafford pass complete deep left to Nate Burleson for 47 yards (tackle by Kendrick Lewis). Penalty on Jahvid Best: Chop Block, 15 yards (no play)",1.320,-0.700
2,3:26,2,24,DET 28,3,14,Matthew Stafford pass incomplete deep left intended for Titus Young,-0.700,-1.350
2,3:17,3,24,DET 28,3,14,Matthew Stafford pass complete deep middle to Titus Young for 43 yards (tackle by Kendrick Lewis),-1.350,3.640
2,2:43,1,10,KAN 29,3,14,Jahvid Best left tackle for 4 yards (tackle by Jon McGraw and Tamba Hali),3.640,3.640
2,2:03,2,6,KAN 25,3,14,"Matthew Stafford pass complete deep middle to Calvin Johnson for 24 yards (tackle by Brandon Carr). Penalty on Stephen Peterman: Offensive Holding, 10 yards (no play)",3.640,2.290
2,1:57,2,16,KAN 35,3,14,Jahvid Best right tackle for 2 yards (tackle by Tamba Hali),2.290,1.880
2,1:21,3,14,KAN 33,3,14,Matthew Stafford pass incomplete deep right intended for Brandon Pettigrew (defended by Derrick O. Johnson),1.880,1.150
2,1:12,,,,3,14,Timeout #1 by Detroit Lions,0.000,1.150
2,1:12,4,14,KAN 33,3,17,Jason Hanson 51 yard field goal good,1.150,3.000
2,,,,DET 35,3,17,"Jason Hanson kicks off 72 yards, touchback",0.000,0.280
2,1:07,1,10,KAN 20,3,17,Matt Cassel pass complete short left to Steve Breaston for 7 yards (tackle by Aaron Berry),0.280,0.680
2,0:46,2,3,KAN 27,3,17,Dexter McCluster left end for 5 yards (tackle by Aaron Berry and Louis Delmas),0.680,1.070
2,0:38,,,,3,17,Timeout #2 by Kansas City Chiefs,0.000,1.070
2,0:38,1,10,KAN 32,3,17,Matt Cassel pass incomplete deep middle intended for Jerheme Urban is intercepted by Amari Spievey at DET-46 and returned for 15 yards (tackle by Dexter McCluster),1.070,-2.980
2,0:30,1,10,KAN 39,3,17,Matthew Stafford pass complete deep right to Nate Burleson for 29 yards (tackle by Kendrick Lewis),2.980,4.910
2,0:24,,,,3,17,Timeout #2 by Detroit Lions,0.000,4.910
2,0:24,1,10,KAN 10,3,17,Matthew Stafford pass incomplete short left intended for Nate Burleson,4.910,4.190
2,0:20,2,10,KAN 10,3,17,Matthew Stafford pass incomplete short right intended for Jahvid Best,4.190,3.130
2,0:16,3,10,KAN 10,3,17,Matthew Stafford pass incomplete,3.130,2.760
2,0:06,,,,3,17,Timeout #3 by Detroit Lions,0.000,0.000
2,0:06,,,,3,17,Timeout #3 by Kansas City Chiefs,0.000,2.760
2,0:06,4,10,KAN 10,3,20,Jason Hanson 28 yard field goal good. Penalty on Brandon Carr: Defensive Offside (Declined),2.760,3.000
2,,,,DET 35,3,20,"Jason Hanson kicks onside 18 yards, recovered by Justin Houston",0.000,2.060
2,0:01,1,10,KAN 47,3,20,Matt Cassel sacked by Ndamukong Suh for -9 yards,2.060,0.300
Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,3,20,"Jason Hanson kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,KAN 20,3,20,Thomas Jones up the middle for no gain (tackle by Stephen Tulloch),0.280,-0.270
3,14:27,2,10,KAN 20,3,20,Thomas Jones right end for 12 yards (tackle by Eric Wright),-0.270,1.070
3,13:47,1,10,KAN 32,3,20,Matt Cassel pass complete short middle to Leonard Pope for 4 yards (tackle by DeAndre Levy),1.070,1.070
3,13:12,2,6,KAN 36,3,20,Thomas Jones right end for 5 yards (tackle by Chris Houston),1.070,1.030
3,12:25,3,1,KAN 41,3,20,Le'Ron McClain up the middle for no gain (tackle by DeAndre Levy),1.030,-0.650
3,11:32,4,1,KAN 41,3,20,"Dustin Colquitt punts 44 yards, fair catch by Stefan Logan",-0.650,0.220
3,11:23,1,10,DET 15,3,20,Jahvid Best left end for 2 yards (tackle by Derrick O. Johnson),-0.220,-0.440
3,10:43,2,8,DET 17,3,20,Matthew Stafford pass complete short left to Will Heller for 2 yards (tackle by Brandon Carr),-0.440,-0.880
3,10:02,3,6,DET 19,3,20,Matthew Stafford pass incomplete short right intended for Tony Scheffler (defended by Jon McGraw),-0.880,-2.140
3,9:57,4,6,DET 19,3,20,"Ryan Donahue punts 51 yards, returned by Javier Arenas for 1 yard (tackle by John Wendling). Penalty on Donald Washington: Offensive Holding, 10 yards",-2.140,-0.340
3,9:47,1,10,KAN 21,3,20,Dexter McCluster left end for 1 yard (tackle by Lawrence Jackson and DeAndre Levy),0.340,-0.070
3,9:21,2,9,KAN 22,3,20,Matt Cassel pass complete short middle to Dexter McCluster for 1 yard (tackle by Justin Durant),-0.070,-0.630
3,8:39,3,8,KAN 23,3,20,Matt Cassel pass complete short left to Dwayne Bowe for 13 yards (tackle by Eric Wright),-0.630,1.330
3,8:09,1,10,KAN 36,3,20,Dexter McCluster left end for 2 yards (tackle by Lawrence Jackson),1.330,1.060
3,7:28,2,8,KAN 38,3,20,"Matt Cassel pass complete short left to Thomas Jones for 2 yards (tackle by DeAndre Levy). Penalty on Eric Wright: Illegal Contact, 5 yards (no play)",1.060,1.800
3,6:57,1,10,KAN 43,3,20,Matt Cassel pass complete short left to Le'Ron McClain for no gain,1.800,1.250
3,6:27,2,10,KAN 43,3,20,Matt Cassel pass incomplete short right intended for Leonard Pope,1.250,0.560
3,6:24,3,10,KAN 43,3,20,Matt Cassel pass incomplete deep right intended for Dexter McCluster,0.560,-0.520
3,6:18,4,10,KAN 43,3,20,"Dustin Colquitt punts 41 yards, fair catch by Stefan Logan",-0.520,0.140
3,6:10,1,10,DET 16,3,20,Jahvid Best right tackle for 6 yards (tackle by Sabby Piscitelli),-0.140,0.280
3,5:37,2,4,DET 22,3,20,Jahvid Best up the middle for 9 yards (tackle by Sabby Piscitelli),0.280,1.000
3,4:54,1,10,DET 31,3,20,Matthew Stafford pass complete short left to Nate Burleson for 27 yards (tackle by Derrick O. Johnson),1.000,2.790
3,4:06,1,10,KAN 42,3,20,Matthew Stafford pass incomplete short left intended for Titus Young (defended by Brandon Carr),2.790,2.240
3,4:04,2,10,KAN 42,3,20,Matthew Stafford for 1 yard (tackle by Cameron Sheffield),2.240,1.680
3,3:35,3,9,KAN 41,3,20,Matthew Stafford pass complete short middle to Jahvid Best for 35 yards (tackle by Brandon Carr),1.680,5.830
3,2:47,1,6,KAN 6,3,20,Jahvid Best left tackle for -2 yards (tackle by Javier Arenas and Jon McGraw),5.830,4.570
3,2:06,2,8,KAN 8,3,20,Matthew Stafford pass complete short right to Titus Young for 7 yards (tackle by Brandon Flowers),4.570,5.170
3,1:25,3,1,KAN 1,3,20,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Brandon Flowers),5.170,3.550
3,1:21,4,1,KAN 1,3,26,"Matthew Stafford pass complete short right to Calvin Johnson for 1 yard, touchdown",3.550,7.000
3,,,,KAN 2,3,27,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 35,3,27,"Jason Hanson kicks off 65 yards, returned by Dexter McCluster for 35 yards (tackle by Jason Hanson)",0.000,1.270
3,1:09,1,10,KAN 35,3,27,"Matt Cassel sacked by Kyle Vanden Bosch for -8 yards. Matt Cassel fumbles (forced by Kyle Vanden Bosch), recovered by Stephen Tulloch at KAN-27 and returned for 4 yards (tackle by Barry Richardson)",1.270,-4.040
3,1:00,1,10,KAN 23,3,27,Matthew Stafford pass incomplete short left intended for Jahvid Best (defended by Derrick O. Johnson),4.040,3.500
3,0:54,2,10,KAN 23,3,27,Jahvid Best up the middle for 12 yards (tackle by Kendrick Lewis),3.500,4.840
3,0:10,1,10,KAN 11,3,27,Jahvid Best left tackle for 2 yards (tackle by Sabby Piscitelli),4.840,4.510
Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,KAN 9,3,27,Matthew Stafford pass incomplete short middle intended for Tony Scheffler,4.510,3.530
4,14:57,3,8,KAN 9,3,33,"Matthew Stafford pass complete short left to Jahvid Best for 9 yards, touchdown",3.530,7.000
4,,,,KAN 2,3,34,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 35,3,34,"Jason Hanson kicks off 70 yards, returned by Dexter McCluster for 15 yards (tackle by John Wendling)",0.000,-0.380
4,14:45,1,10,KAN 10,3,34,Matt Cassel pass complete short right to Dwayne Bowe for 16 yards (tackle by Amari Spievey),-0.380,0.670
4,14:21,1,10,KAN 26,3,34,"Matt Cassel pass complete short left to Dexter McCluster for -8 yards (tackle by Eric Wright). Dexter McCluster fumbles (forced by Eric Wright), recovered by Cliff Avril at KAN-18 (tackle by Branden Albert)",0.670,-4.370
4,14:08,1,10,KAN 18,3,34,Matthew Stafford pass complete short right to Jahvid Best for 5 yards (tackle by Tamba Hali),4.370,4.610
4,13:27,2,5,KAN 13,3,34,Jahvid Best up the middle for 2 yards (tackle by Jon McGraw),4.610,4.260
4,12:45,3,3,KAN 11,3,34,Matthew Stafford pass complete short right to Brandon Pettigrew for 7 yards (tackle by Jon McGraw),4.260,6.280
4,12:07,1,4,KAN 4,3,34,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Brandon Flowers),6.280,5.340
4,12:03,2,4,KAN 4,3,34,Jahvid Best left tackle for 3 yards (tackle by Kendrick Lewis). Penalty on Glenn Dorsey: Unnecessary Roughness,5.340,6.970
4,11:35,1,1,KAN 1,3,40,"Jahvid Best right tackle for 1 yard, touchdown",6.970,7.000
4,,,,KAN 2,3,41,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 35,3,41,"Jason Hanson kicks off 66 yards, returned by Dexter McCluster for 19 yards (tackle by Stefan Logan)",0.000,0.040
4,11:25,1,10,KAN 18,3,41,Thomas Jones right end for -2 yards (tackle by Justin Durant),0.040,-0.800
4,10:50,2,12,KAN 16,3,41,Dexter McCluster right end for 4 yards (tackle by Chris Houston and Justin Durant),-0.800,-0.910
4,10:23,3,8,KAN 20,3,41,Matt Cassel pass complete short left to Dwayne Bowe for 9 yards (tackle by Aaron Berry). Penalty on Cliff Avril: Defensive Offside (Declined),-0.910,0.870
4,9:57,1,10,KAN 29,3,41,Matt Cassel pass complete short right to Leonard Pope for 5 yards (tackle by Justin Durant),0.870,1.000
4,9:13,2,5,KAN 34,3,41,Matt Cassel pass incomplete deep left intended for Dwayne Bowe (defended by Eric Wright),1.000,0.300
4,9:05,3,5,KAN 34,3,41,Matt Cassel pass incomplete short middle intended for Jerheme Urban is intercepted by Eric Wright at KAN-38 and returned for 4 yards (tackle by Dexter McCluster),0.300,-3.310
4,8:46,1,10,KAN 34,3,41,Keiland Williams right tackle for 3 yards (tackle by Jovan Belcher and Tamba Hali),3.310,3.180
4,8:16,2,7,KAN 31,3,41,Keiland Williams left tackle for 3 yards (tackle by Tamba Hali and Tyson Jackson),3.180,2.870
4,7:32,3,4,KAN 28,3,41,"Penalty on Corey Hilliard: False Start, 5 yards (no play)",2.870,2.210
4,7:26,3,9,KAN 33,3,41,Shaun Hill pass complete deep left to Titus Young for 28 yards (tackle by Brandon Carr),2.210,6.060
4,7:02,1,5,KAN 5,3,41,Keiland Williams left tackle for 4 yards (tackle by Brandon Carr),6.060,5.910
4,6:24,2,1,KAN 1,3,41,Keiland Williams right tackle for no gain (tackle by Kelly Gregg),5.910,5.170
4,5:41,3,1,KAN 1,3,41,Keiland Williams right tackle for no gain (tackle by Glenn Dorsey and Jovan Belcher),5.170,3.550
4,5:11,4,1,KAN 1,3,47,"Keiland Williams up the middle for 1 yard, touchdown",3.550,7.000
4,,,,KAN 2,3,48,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 35,3,48,"Jason Hanson kicks off 71 yards, touchback",0.000,0.280
4,5:05,1,10,KAN 20,3,48,Thomas Jones right end for no gain (tackle by Ashlee Palmer),0.280,-0.270
4,4:26,2,10,KAN 20,3,48,Tyler Palko pass incomplete deep left intended for Steve Breaston,-0.270,-0.960
4,4:23,3,10,KAN 20,3,48,Dexter McCluster right tackle for 8 yards (tackle by Willie Young),-0.960,-1.500
4,3:49,4,2,KAN 28,3,48,"Dustin Colquitt punts 42 yards, fair catch by Stefan Logan",-1.500,-0.940
4,3:41,1,10,DET 30,3,48,Jerome Harrison left end for 2 yards (tackle by Glenn Dorsey),0.940,0.660
4,3:00,2,8,DET 32,3,48,Keiland Williams right end for 14 yards (tackle by Tyson Jackson),0.660,1.990
4,2:51,1,10,DET 46,3,48,"Keiland Williams right tackle for 2 yards (tackle by Andy Studebaker). Keiland Williams fumbles (forced by Andy Studebaker), recovered by Dylan Gandy at DET-48",1.990,1.720
4,2:06,2,8,DET 48,3,48,Jerome Harrison right end for 1 yard (tackle by Demorrio Williams),1.720,1.160
4,2:00,3,7,DET 49,3,48,Keiland Williams up the middle for -2 yards (tackle by Justin Houston),1.160,-0.260
4,1:17,4,9,DET 47,3,48,Ryan Donahue punts 49 yards,-0.260,0.380
4,1:02,1,10,KAN 4,3,48,Jackie Battle up the middle for 3 yards (tackle by Willie Young),-0.380,-0.560
4,0:33,2,7,KAN 7,3,48,Jackie Battle up the middle for 3 yards (tackle by DeAndre Levy and Lawrence Jackson),-0.560,-0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
