Quarter,Time,Tm,Detail,SDG,DEN
1.0,2:58,Broncos,Jason Elam 45 yard field goal,0,3
2.0,12:13,Chargers,LaDainian Tomlinson 16 yard rush (Nate Kaeding kick),7,3
,4:55,Chargers,LaDainian Tomlinson 4 yard rush (Nate Kaeding kick),14,3
3.0,14:49,Broncos,Champ Bailey 25 yard interception return (Jason Elam kick),14,10
4.0,8:46,Broncos,Kyle Johnson 3 yard rush (Jason Elam kick),14,17
,5:21,Chargers,Nate Kaeding 42 yard field goal,17,17
,0:05,Broncos,Jason Elam 41 yard field goal,17,20
