Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
3,,,,SDG 2,14,10,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,14,10,"Todd Sauerbrun kicks off 70 yards, touchback",0.000,0.280
3,14:49,1,10,SDG 20,14,10,LaDainian Tomlinson left tackle for 4 yards (tackle by Al Wilson),0.280,0.270
3,14:12,2,6,SDG 24,14,10,LaDainian Tomlinson up the middle for -1 yards (tackle by Al Wilson),0.270,-0.560
3,13:34,3,7,SDG 23,14,10,"Penalty on Shane Olivea: False Start, 5 yards (no play)",-0.560,-1.330
3,13:19,3,12,SDG 18,14,10,Drew Brees pass complete to Darren Sproles for 5 yards (tackle by Nick Ferguson),-1.330,-1.830
3,12:45,4,7,SDG 23,14,10,"Mike Scifres punts 45 yards, returned by D.J. Williams for 29 yards (tackle by Kassim Osgood). D.J. Williams fumbles, recovered by Cecil Sapp at SDG-37",-1.830,-3.120
3,12:23,1,10,SDG 37,14,10,Mike Anderson up the middle for 2 yards (tackle by Jamal Williams),3.120,2.840
3,11:48,2,8,SDG 35,14,10,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Drayton Florence),2.840,2.150
3,11:42,3,8,SDG 35,14,10,Jake Plummer pass incomplete intended for Charlie Adams,2.150,0.970
3,11:35,4,8,SDG 35,14,10,Jason Elam 53 yard field goal no good,0.970,-1.800
3,11:30,1,10,SDG 43,14,10,LaDainian Tomlinson left tackle for -1 yards (tackle by John Engelberger),1.800,1.120
3,10:46,2,11,SDG 42,14,10,Drew Brees pass incomplete intended for Antonio Gates,1.120,0.430
3,10:43,3,11,SDG 42,14,10,"Drew Brees sacked by Ian Gold for -7 yards. Drew Brees fumbles (forced by Ian Gold), recovered by Courtney Brown at SDG-35 (tackle by Roman Oben)",0.430,-3.310
3,10:37,1,10,SDG 34,14,10,Jake Plummer pass complete to Ashley Lelie for 12 yards (tackle by Quentin Jammer),3.310,4.110
3,10:16,1,10,SDG 22,14,10,Mike Anderson left guard for 3 yards (tackle by Donnie Edwards),4.110,3.970
3,9:37,2,7,SDG 19,14,10,Jake Plummer pass incomplete intended for Mike Anderson,3.970,3.260
3,9:31,3,7,SDG 19,14,10,Jake Plummer pass incomplete is intercepted by Bhawoh Jue at SDG-9 and returned for 8 yards,3.260,0.060
3,9:22,1,10,SDG 17,14,10,LaDainian Tomlinson up the middle for 9 yards (tackle by Al Wilson),-0.060,0.750
3,8:46,2,1,SDG 26,14,10,Lorenzo Neal up the middle for 3 yards (tackle by D.J. Williams and Keith Burns),0.750,0.870
3,8:11,1,10,SDG 29,14,10,LaDainian Tomlinson up the middle for -3 yards (tackle by Ian Gold),0.870,-0.080
3,7:31,2,13,SDG 26,14,10,Drew Brees sacked by Courtney Brown for -8 yards,-0.080,-2.040
3,6:52,3,21,SDG 18,14,10,LaDainian Tomlinson right end for 2 yards (tackle by Al Wilson),-2.040,-2.030
3,6:17,4,19,SDG 20,14,10,"Mike Scifres punts 45 yards, returned by D.J. Williams for -4 yards (tackle by Hanik Milligan). Penalty on Roc Alexander: Offensive Holding (Offsetting), Penalty on Kassim Osgood: Unsportsmanlike Conduct (Offsetting)",-2.030,-1.000
3,6:02,1,10,DEN 31,14,10,Jake Plummer pass complete to Rod Smith for 10 yards (tackle by Donnie Edwards),1.000,1.660
3,5:22,1,10,DEN 41,14,10,Mike Anderson up the middle for 2 yards (tackle by Bhawoh Jue),1.660,1.390
3,4:43,2,8,DEN 43,14,10,Jake Plummer pass complete to Rod Smith for 11 yards (tackle by Donnie Edwards),1.390,2.520
3,4:04,1,10,SDG 46,14,10,Jake Plummer pass complete to Darius Watts for 10 yards (tackle by Ben Leber),2.520,3.180
3,3:29,1,10,SDG 36,14,10,Ron Dayne left guard for 5 yards (tackle by Jamal Williams),3.180,3.310
3,2:43,2,5,SDG 31,14,10,"Penalty on Stephen Alexander: False Start, 5 yards (no play)",3.310,2.640
3,2:26,2,10,SDG 36,14,10,"Jake Plummer pass complete to Jeb Putzier for 36 yards. Penalty on George Foster: Personal Foul, 15 yards, Penalty on Cooper Carlisle: Offensive Holding (Declined) (no play)",2.640,0.610
3,2:15,2,25,DEN 49,14,10,Jake Plummer pass complete to Stephen Alexander for 5 yards (tackle by Clinton Hart),0.610,0.630
3,1:35,3,20,SDG 46,14,10,Jake Plummer pass complete to Mike Anderson for 11 yards (tackle by DeQuincy Scott),0.630,0.970
3,0:54,4,9,SDG 35,14,10,Jason Elam 53 yard field goal no good,0.970,-1.800
3,0:49,1,10,SDG 43,14,10,Drew Brees pass complete to Antonio Gates for 12 yards (tackle by John Lynch),1.800,2.590
3,0:23,1,10,DEN 45,14,10,LaDainian Tomlinson up the middle for 1 yard (tackle by John Lynch),2.590,2.180
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,DEN 44,14,10,Drew Brees sacked by Demetrin Veal for -14 yards,2.180,-0.360
4,14:23,,,,14,10,Timeout #1 by San Diego Chargers,0.000,-0.360
4,14:23,3,23,SDG 42,14,10,Drew Brees pass incomplete intended for Reche Caldwell,-0.360,-0.590
4,14:17,4,23,SDG 42,14,10,"Mike Scifres punts 35 yards, fair catch by D.J. Williams",-0.590,-0.480
4,14:08,1,10,DEN 23,14,10,Jake Plummer pass incomplete intended for Rod Smith,0.480,-0.070
4,14:02,,,,14,10,Timeout #1 by Denver Broncos,0.000,-0.070
4,14:02,2,10,DEN 23,14,10,Mike Anderson left tackle for 3 yards (tackle by Luis Castillo),-0.070,-0.360
4,13:26,3,7,DEN 26,14,10,Jake Plummer pass complete to Jeb Putzier for 16 yards (tackle by Drayton Florence),-0.360,1.730
4,12:44,1,10,DEN 42,14,10,Mike Anderson right tackle for 2 yards (tackle by Luis Castillo),1.730,1.460
4,12:06,2,8,DEN 44,14,10,Jake Plummer pass incomplete intended for Ashley Lelie,1.460,0.760
4,11:59,3,8,DEN 44,14,10,Jake Plummer pass incomplete intended for Rod Smith,0.760,-0.460
4,11:55,4,8,DEN 44,14,10,Todd Sauerbrun punts 39 yards,-0.460,0.060
4,11:43,1,10,SDG 17,14,10,LaDainian Tomlinson up the middle for -1 yards (tackle by Trevor Pryce),-0.060,-0.730
4,11:01,2,11,SDG 16,14,10,Drew Brees sacked by John Lynch for -12 yards. Penalty on Keenan McCardell: Illegal Motion (Declined),-0.730,-2.940
4,10:34,3,23,SDG 4,14,10,Lorenzo Neal right tackle for 3 yards (tackle by Al Wilson),-2.940,-2.490
4,9:58,4,20,SDG 7,14,10,"Mike Scifres punts 54 yards, returned by D.J. Williams for 37 yards. Penalty on DEN: Offensive 12 On-field, 5 yards",-2.490,-3.640
4,9:41,1,10,SDG 29,14,10,Jake Plummer pass complete to Mike Anderson for 26 yards (tackle by Drayton Florence),3.640,6.510
4,8:53,1,3,SDG 3,14,16,"Kyle Johnson up the middle for 3 yards, touchdown",6.510,7.000
4,,,,SDG 2,14,17,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,14,17,"Todd Sauerbrun kicks off 61 yards, returned by Darren Sproles for 18 yards (tackle by Keith Burns)",0.000,0.740
4,8:42,1,10,SDG 27,14,17,Drew Brees pass complete to Antonio Gates for 13 yards (tackle by D.J. Williams),0.740,1.600
4,8:05,1,10,SDG 40,14,17,Drew Brees pass complete to Eric Parker for 9 yards (tackle by Champ Bailey),1.600,2.270
4,7:30,2,1,SDG 49,14,17,Drew Brees pass complete to Eric Parker for 2 yards (tackle by Champ Bailey),2.270,2.320
4,6:53,1,10,DEN 49,14,17,Drew Brees pass complete to Antonio Gates for 24 yards (tackle by Al Wilson),2.320,3.910
4,6:19,1,10,DEN 25,14,17,LaDainian Tomlinson up the middle for 1 yard (tackle by John Lynch and Ebenezer Ekuban),3.910,3.500
4,5:38,2,9,DEN 24,14,17,Drew Brees pass incomplete intended for Keenan McCardell,3.500,2.810
4,5:33,,,,14,17,Timeout #2 by San Diego Chargers,0.000,2.810
4,5:33,3,9,DEN 24,14,17,Drew Brees pass incomplete intended for Keenan McCardell,2.810,1.870
,,,,,,,"SDG challenged the ruling, and the original play was overturned.",,
4,5:25,4,9,DEN 24,17,17,Nate Kaeding 42 yard field goal good,1.870,3.000
4,,,,SDG 30,17,17,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
4,5:21,1,10,DEN 20,17,17,Jake Plummer pass incomplete intended for Ashley Lelie,0.280,-0.270
4,5:14,2,10,DEN 20,17,17,Jake Plummer pass complete to Charlie Adams for 8 yards (tackle by Drayton Florence),-0.270,0.100
4,4:34,3,2,DEN 28,17,17,Mike Anderson up the middle for 2 yards (tackle by Donnie Edwards),0.100,0.940
4,3:52,1,10,DEN 30,17,17,"Jake Plummer pass incomplete intended for Charlie Adams. Penalty on Quentin Jammer: Defensive Pass Interfere, 4 yards (no play)",0.940,1.200
4,3:48,1,10,DEN 34,17,17,Ron Dayne left tackle for 13 yards (tackle by Terrence Kiel),1.200,2.060
4,3:12,1,10,DEN 47,17,17,Ron Dayne left tackle for 8 yards (tackle by DeQuincy Scott),2.060,2.600
4,2:35,2,2,SDG 45,17,17,Ron Dayne right guard for 3 yards (tackle by Randall Godfrey),2.600,2.790
4,2:00,1,10,SDG 42,17,17,Jake Plummer pass incomplete intended for Rod Smith,2.790,2.240
4,1:52,2,10,SDG 42,17,17,"Ron Dayne left guard for 5 yards (tackle by Randall Godfrey). Penalty on Ben Leber: Defensive Offside, 5 yards (no play)",2.240,2.920
4,1:47,2,5,SDG 37,17,17,Ron Dayne right guard for 3 yards (tackle by Terrence Kiel),2.920,2.610
4,1:02,,,,17,17,Timeout #2 by Denver Broncos,0.000,2.610
4,1:02,3,2,SDG 34,17,17,Ron Dayne left tackle for 1 yard (tackle by Ben Leber),2.610,1.210
4,0:57,,,,17,17,Timeout #3 by San Diego Chargers,0.000,0.000
4,0:57,,,,17,17,Timeout #3 by Denver Broncos,0.000,1.210
4,0:57,4,1,SDG 33,17,17,Ron Dayne left end for 10 yards (tackle by Steve Foley),1.210,4.040
4,0:10,1,10,SDG 23,17,17,Jake Plummer pass incomplete,4.040,3.500
4,0:09,2,10,SDG 23,17,20,Jason Elam 41 yard field goal good,3.500,3.000
4,,,,DEN 30,17,20,"Todd Sauerbrun kicks off 51 yards, returned by Darren Sproles for 26 yards (tackle by D.J. Williams)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
