#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:32,GNB 29,3,2:21,9,Punt
2,1,6:51,GNB 22,3,1:34,4,Punt
3,1,2:16,GNB 20,6,4:29,22,Punt
4,2,10:29,GNB 14,4,2:02,28,Interception
5,2,6:23,GNB 29,5,2:27,48,Interception
6,2,3:47,GNB 37,8,3:04,63,Touchdown
7,3,15:00,GNB 47,3,1:40,6,Punt
8,3,9:00,GNB 28,8,3:24,72,Touchdown
9,3,4:07,GNB 4,2,0:46,2,Interception
10,3,1:46,GNB 2,3,1:31,5,Punt
11,4,13:20,GNB 16,3,1:27,84,Touchdown
12,4,7:16,GNB 36,3,1:03,3,Punt
13,4,5:14,GNB 39,3,0:54,6,Punt
14,4,1:56,GNB 23,7,1:13,40,Downs
