Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss and deferred, Rams to receive the opening kickoff.",,
1,15:00,,,MIN 35,0,0,"Blair Walsh kicks off 72 yards, returned by Chris Givens for 19 yards (tackle by Robert Blanton)",0.000,-0.350
1,14:57,1,10,STL 12,0,0,Sam Bradford pass complete short left to Steven Jackson for 11 yards (tackle by Letroy Guion),-0.350,0.480
1,14:16,1,10,STL 23,0,0,Steven Jackson right tackle for no gain (tackle by Jasper Brinkley),0.480,-0.070
1,13:39,2,10,STL 23,0,0,Sam Bradford sacked by Brian Robison for -8 yards,-0.070,-2.150
1,13:03,3,18,STL 15,0,0,Sam Bradford pass incomplete short left intended for Steven Jackson,-2.150,-2.440
1,12:58,4,18,STL 15,0,0,"John Hekker punts 45 yards, returned by Marcus Sherels for 15 yards (tackle by Justin Cole)",-2.440,-2.590
1,12:45,1,10,STL 45,0,0,Christian Ponder pass complete short right to Kyle Rudolph for 14 yards (tackle by Craig Dahl),2.590,3.510
1,12:20,1,10,STL 31,0,0,Adrian Peterson left end for 4 yards (tackle by Janoris Jenkins),3.510,3.510
1,11:42,2,6,STL 27,0,0,Christian Ponder pass complete short middle to Jerome Simpson for 11 yards (tackle by Janoris Jenkins),3.510,4.510
1,11:03,1,10,STL 16,0,0,Adrian Peterson left guard for -2 yards (tackle by William Hayes),4.510,3.640
1,10:28,2,12,STL 18,0,0,Adrian Peterson right tackle for -2 yards (tackle by William Hayes),3.640,2.740
1,9:40,3,14,STL 20,0,0,Christian Ponder pass complete short right to Stephen Burton for 13 yards (tackle by Jo-Lonn Dunbar),2.740,3.010
1,9:00,4,1,STL 7,0,0,"Christian Ponder for 3 yards (tackle by Eugene Sims). Penalty on Mario Haggan: Defensive Holding, 2 yards",3.010,6.740
1,8:33,1,2,STL 2,0,0,Adrian Peterson up the middle for -2 yards (tackle by Chris Long),6.740,5.340
1,7:57,2,4,STL 4,0,0,Adrian Peterson up the middle for -1 yards (tackle by Robert Quinn),5.340,4.260
1,7:14,3,5,STL 5,6,0,"Christian Ponder left end for 5 yards, touchdown",4.260,7.000
1,7:14,,,STL 2,7,0,Blair Walsh kicks extra point good,0.000,0.000
1,7:07,,,MIN 35,7,0,"Blair Walsh kicks off 74 yards, touchback",0.000,0.280
1,7:05,1,10,STL 20,7,0,Sam Bradford pass complete short right to Danny Amendola for 8 yards (tackle by Jamarca Sanford),0.280,0.810
1,6:33,2,2,STL 28,7,0,Steven Jackson right tackle for 13 yards (tackle by Harrison Smith),0.810,1.660
1,5:53,1,10,STL 41,7,0,Steven Jackson up the middle for 15 yards (tackle by Jamarca Sanford),1.660,2.650
1,5:24,1,10,MIN 44,7,0,Sam Bradford pass incomplete short right intended for Lance Kendricks,2.650,2.110
1,5:19,2,10,MIN 44,7,0,Sam Bradford pass incomplete short right intended for Chris Givens,2.110,1.420
1,5:16,3,10,MIN 44,7,0,"Sam Bradford pass complete short left to Brandon Gibson for 12 yards (tackle by A.J. Jefferson). Penalty on Rodger Saffold: Offensive Holding, 10 yards (no play)",1.420,0.100
1,4:53,3,20,STL 46,7,0,Sam Bradford pass complete short middle to Daryl Richardson for 7 yards (tackle by Chad Greenway),0.100,0.130
1,4:17,4,13,MIN 47,7,0,John Hekker punts 39 yards,0.130,0.380
1,4:09,1,10,MIN 8,7,0,Adrian Peterson up the middle for 6 yards (tackle by Jo-Lonn Dunbar),-0.380,-0.320
1,3:30,2,4,MIN 14,7,0,Christian Ponder pass complete short right to John Carlson for 7 yards (tackle by Quintin Mikell),-0.320,0.340
1,2:55,1,10,MIN 21,7,0,Adrian Peterson left end for -3 yards (tackle by Janoris Jenkins),0.340,-0.700
1,2:16,2,13,MIN 18,7,0,Adrian Peterson left tackle for 8 yards (tackle by James Laurinaitis),-0.700,-0.230
1,1:31,3,5,MIN 26,7,0,Christian Ponder pass incomplete short left intended for Jerome Simpson,-0.230,-1.630
1,1:25,4,5,MIN 26,7,0,"Chris Kluwe punts 49 yards, returned by Danny Amendola for 2 yards (tackle by Harrison Smith)",-1.630,-0.740
1,1:15,1,10,STL 27,7,0,Daryl Richardson up the middle for 3 yards (tackle by Antoine Winfield),0.740,0.600
1,0:39,2,7,STL 30,7,0,Sam Bradford pass complete short left to Brandon Gibson for 15 yards (tackle by Harrison Smith),0.600,1.930
1,0:05,1,10,STL 45,7,0,Steven Jackson right tackle for 6 yards (tackle by Everson Griffen),1.930,2.190
Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,MIN 49,7,0,Sam Bradford pass incomplete short left intended for Brandon Gibson,2.190,1.490
2,14:55,3,4,MIN 49,7,0,Sam Bradford pass complete short left to Danny Amendola for 7 yards (tackle by A.J. Jefferson),1.490,2.790
2,14:32,1,10,MIN 42,7,0,"Sam Bradford pass complete deep middle to Chris Givens for 22 yards. Penalty on Brandon Gibson: Taunting (Offsetting), Penalty on Mistral Raymond: Unnecessary Roughness (Offsetting)",2.790,4.240
2,14:10,1,10,MIN 20,7,0,Steven Jackson right guard for 4 yards (tackle by Chad Greenway and Harrison Smith),4.240,4.280
2,13:32,2,6,MIN 16,7,0,Sam Bradford pass complete short left to Brandon Gibson for 12 yards (tackle by A.J. Jefferson),4.280,6.280
2,12:44,1,4,MIN 4,7,6,"Sam Bradford pass complete short right to Brian Quick for 4 yards, touchdown",6.280,7.000
2,12:44,,,MIN 2,7,7,Greg Zuerlein kicks extra point good,0.000,0.000
2,12:39,,,STL 35,7,7,"Greg Zuerlein kicks off 71 yards, returned by Marcus Sherels for 24 yards (tackle by Quintin Mikell)",0.000,0.040
2,12:34,1,10,MIN 18,13,7,"Adrian Peterson up the middle for 82 yards, touchdown",0.040,7.000
2,12:34,,,STL 2,14,7,Blair Walsh kicks extra point good,0.000,0.000
2,12:21,,,MIN 35,14,7,"Blair Walsh kicks off 70 yards, touchback",0.000,0.280
2,12:21,1,10,STL 20,14,7,Sam Bradford right end for 9 yards (tackle by Chad Greenway),0.280,0.950
2,11:41,2,1,STL 29,14,7,Daryl Richardson up the middle for -1 yards (tackle by Chad Greenway),0.950,0.100
2,11:00,3,2,STL 28,14,7,"Sam Bradford for no gain. Scott Wells fumbles, recovered by Chad Greenway at STL-28 (tackle by Barry Richardson)",0.100,-3.710
2,10:52,1,10,STL 28,14,7,Christian Ponder pass complete short left to John Carlson for -4 yards (tackle by Jo-Lonn Dunbar). Penalty on Matt Kalil: Ineligible Downfield Pass (Declined),3.710,2.630
2,10:26,2,14,STL 32,14,7,Adrian Peterson up the middle for 1 yard (tackle by Kendall Langford),2.630,2.080
2,9:55,3,13,STL 31,14,7,Christian Ponder sacked by Eugene Sims for -1 yards,2.080,1.240
2,9:17,4,14,STL 32,17,7,Blair Walsh 50 yard field goal good,1.240,3.000
2,9:11,,,MIN 35,17,7,"Blair Walsh kicks off 72 yards, touchback",0.000,0.280
2,9:11,1,10,STL 20,17,7,Steven Jackson up the middle for 1 yard (tackle by Christian Ballard),0.280,-0.130
2,8:38,2,9,STL 21,17,7,Sam Bradford pass incomplete deep right intended for Brandon Gibson (defended by Letroy Guion),-0.130,-0.820
2,8:33,3,9,STL 21,23,7,"Sam Bradford pass incomplete short middle intended for Lance Kendricks is intercepted by Everson Griffen at STL-29 and returned for 29 yards, touchdown",-0.820,-7.000
2,,,,STL 2,24,7,Blair Walsh kicks extra point good,0.000,0.000
2,8:25,,,MIN 35,24,7,"Blair Walsh kicks off 74 yards, touchback",0.000,0.280
2,8:25,1,10,STL 20,24,7,Sam Bradford sacked by Erin Henderson for -7 yards. Penalty on Rodger Saffold: Offensive Holding (Declined),0.280,-1.280
2,7:57,2,17,STL 13,24,7,Sam Bradford pass complete short right to Steven Jackson for 9 yards (tackle by Josh Robinson),-1.280,-0.690
2,7:13,3,8,STL 22,24,7,Sam Bradford sacked by Christian Ballard for -9 yards,-0.690,-2.490
2,6:37,4,17,STL 13,24,7,"John Hekker punts 55 yards, fair catch by Marcus Sherels",-2.490,-1.070
2,6:29,1,10,MIN 32,24,7,Christian Ponder pass incomplete deep right intended for Jarius Wright,1.070,0.530
2,6:24,2,10,MIN 32,24,7,Adrian Peterson right end for 10 yards (tackle by Rocky McIntosh),0.530,0.000
2,5:36,,,,24,7,Timeout #1 by Minnesota Vikings,0.000,1.730
2,5:36,1,10,MIN 42,24,7,Adrian Peterson for 5 yards (tackle by Craig Dahl),1.730,1.860
2,5:07,2,5,MIN 47,24,7,Christian Ponder pass complete short left to John Carlson for 14 yards (tackle by Craig Dahl),1.860,2.980
2,4:26,1,10,STL 39,24,7,"Christian Ponder pass complete short right to Jerome Simpson for 1 yard (tackle by Cortland Finnegan). Jerome Simpson fumbles (forced by Cortland Finnegan), recovered by Jerome Simpson at STL-38",2.980,2.580
2,3:58,2,9,STL 38,24,7,Adrian Peterson right end for 13 yards (tackle by Cortland Finnegan),2.580,3.910
2,3:34,1,10,STL 25,24,7,Christian Ponder pass incomplete short left intended for Toby Gerhart,3.910,3.360
2,3:24,2,10,STL 25,24,7,"Penalty on Kendall Langford: Neutral Zone Infraction, 5 yards (no play)",3.360,4.040
2,3:24,2,5,STL 20,24,7,Christian Ponder pass incomplete deep left intended for Michael Jenkins,4.040,3.340
2,3:19,3,5,STL 20,24,7,Christian Ponder pass incomplete short left intended for Jerome Simpson,3.340,2.170
2,3:15,4,5,STL 20,27,7,Blair Walsh 38 yard field goal good,2.170,3.000
2,3:11,,,MIN 35,27,7,"Blair Walsh kicks off 61 yards, returned by Chris Givens for 10 yards (tackle by Matt Asiata)",0.000,-0.280
2,3:07,1,10,STL 14,27,7,Steven Jackson up the middle for 4 yards (tackle by Chad Greenway),-0.280,-0.210
2,2:34,2,6,STL 18,27,7,Sam Bradford pass complete short left to Brandon Gibson for 11 yards (tackle by A.J. Jefferson),-0.210,0.870
2,2:00,1,10,STL 29,27,7,Sam Bradford pass complete short left to Brandon Gibson for 13 yards (tackle by Jasper Brinkley),0.870,1.730
2,1:55,1,10,STL 42,27,7,Sam Bradford pass complete short left to Lance Kendricks for 13 yards (tackle by Josh Robinson),1.730,2.590
2,1:49,1,10,MIN 45,27,7,"Penalty on Scott Wells: False Start, 5 yards (no play)",2.590,2.260
2,1:49,1,15,,27,7,Sam Bradford pass complete short middle to Steven Jackson for 8 yards (tackle by Antoine Winfield),2.260,2.450
2,1:25,2,7,MIN 42,27,7,Sam Bradford pass complete short right to Steven Jackson for 8 yards (tackle by Chad Greenway),2.450,3.310
2,1:19,1,10,MIN 34,27,7,"Penalty on Robert Turner: False Start, 5 yards (no play)",3.310,2.980
2,1:19,1,15,MIN 39,27,7,Sam Bradford pass incomplete short left intended for Danny Amendola,2.980,2.090
2,1:15,2,15,MIN 39,27,7,Sam Bradford pass incomplete short middle intended for Chris Givens,2.090,1.420
2,1:12,3,15,MIN 39,27,7,Sam Bradford pass incomplete deep right intended for Chris Givens,1.420,0.660
2,1:05,4,15,MIN 39,27,7,Greg Zuerlein 57 yard field goal no good,0.660,-2.060
2,1:00,1,10,MIN 47,27,7,Christian Ponder pass complete short middle to Kyle Rudolph for 6 yards (tackle by James Laurinaitis),2.060,0.000
2,0:53,,,,27,7,Timeout #2 by Minnesota Vikings,0.000,2.330
2,0:52,2,4,STL 47,27,7,Christian Ponder pass complete short left to Toby Gerhart for 12 yards (tackle by Janoris Jenkins),2.330,3.250
2,0:47,1,10,STL 35,27,7,Christian Ponder pass complete short right to Toby Gerhart for 9 yards (tackle by James Laurinaitis),3.250,3.920
2,0:23,2,1,STL 26,27,7,Christian Ponder pass complete short left to Jerome Simpson for 2 yards (tackle by Cortland Finnegan),3.920,0.000
2,0:02,,,,27,7,Timeout #3 by Minnesota Vikings,0.000,3.970
2,0:02,1,10,STL 24,30,7,Blair Walsh 42 yard field goal good,3.970,3.000
Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,30,7,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,30,7,Adrian Peterson left tackle for 6 yards (tackle by Mario Haggan),0.280,0.540
3,14:27,2,4,MIN 26,30,7,Christian Ponder pass complete short left to Kyle Rudolph for 2 yards (tackle by Janoris Jenkins),0.540,0.100
3,13:56,3,2,MIN 28,30,7,Adrian Peterson up the middle for no gain (tackle by James Laurinaitis),0.100,-1.500
