Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
3,13:19,4,2,MIN 28,30,7,"Chris Kluwe punts 49 yards, returned by Danny Amendola for 35 yards (tackle by Robert Blanton). Penalty on Cory Harkey: Illegal Block Above the Waist, 10 yards",-1.500,-0.940
3,13:04,1,10,STL 30,30,7,Steven Jackson left tackle for 13 yards (tackle by A.J. Jefferson),0.940,1.800
3,12:34,1,10,STL 43,30,7,Steven Jackson up the middle for no gain (tackle by Chad Greenway),1.800,1.250
3,11:56,2,10,STL 43,30,7,Sam Bradford pass incomplete short left intended for Danny Amendola (defended by Kevin Williams),1.250,0.560
3,11:52,3,10,STL 43,30,7,Sam Bradford sacked by Chad Greenway for -8 yards,0.560,-1.040
3,11:26,4,18,STL 35,30,7,"John Hekker punts 25 yards, out of bounds",-1.040,-1.600
3,11:12,1,10,MIN 40,30,7,Adrian Peterson right guard for 2 yards (tackle by Michael Brockers),1.600,1.320
3,10:27,2,8,MIN 42,30,7,Christian Ponder pass complete short left to Stephen Burton for 5 yards (tackle by Janoris Jenkins),1.320,1.290
3,9:48,3,3,MIN 47,30,7,Christian Ponder pass complete short right to Michael Jenkins for 11 yards (tackle by Trumaine Johnson),1.290,2.790
3,9:08,1,10,STL 42,30,7,Adrian Peterson right tackle for 12 yards (tackle by Craig Dahl),2.790,3.580
3,8:38,1,10,STL 30,30,7,Adrian Peterson right tackle for 1 yard (tackle by William Hayes),3.580,3.170
3,7:55,2,9,STL 29,30,7,Christian Ponder pass complete short right to Jerome Simpson for 13 yards (tackle by Cortland Finnegan),3.170,4.510
3,7:07,1,10,STL 16,30,7,Adrian Peterson right tackle for 2 yards (tackle by Quintin Mikell),4.510,4.210
3,6:27,2,8,STL 14,30,7,"Christian Ponder sacked by Quintin Mikell for -10 yards. Christian Ponder fumbles (forced by Quintin Mikell), ball out of bounds at STL-35",4.210,0.760
,,,,,,,"MIN challenged the incomplete pass ruling, and the play was upheld.",,
3,6:03,3,29,STL 35,30,7,Christian Ponder pass incomplete short right intended for Stephen Burton (defended by Trumaine Johnson),0.760,0.970
3,6:01,4,29,STL 35,33,7,Blair Walsh 53 yard field goal good,0.970,3.000
3,5:56,,,MIN 35,33,7,"Blair Walsh kicks off 72 yards, touchback",0.000,0.280
3,5:56,1,10,STL 20,33,7,Sam Bradford pass complete short right to Steven Jackson for 18 yards (tackle by Christian Ballard),0.280,1.470
3,5:13,1,10,STL 38,33,7,Sam Bradford pass complete short left to Steven Jackson for 8 yards (tackle by Chad Greenway),1.470,2.000
3,4:45,2,2,STL 46,33,7,Daryl Richardson up the middle for 3 yards (tackle by Jamarca Sanford),2.000,2.190
3,4:14,1,10,STL 49,33,7,Sam Bradford pass incomplete short right intended for Danny Amendola (defended by Antoine Winfield),2.190,1.650
3,4:08,2,10,STL 49,33,7,Sam Bradford pass complete short right to Austin Pettis for 13 yards (tackle by Antoine Winfield),1.650,3.050
3,3:29,1,10,MIN 38,33,7,Steven Jackson up the middle for 8 yards (tackle by Chad Greenway),3.050,3.590
3,3:00,2,2,MIN 30,33,7,Steven Jackson right tackle for no gain (tackle by Harrison Smith),3.590,2.870
3,2:19,3,2,MIN 30,33,7,"Penalty on STL: False Start, 5 yards (no play)",2.870,2.210
3,1:50,3,7,MIN 35,33,7,"Sam Bradford pass incomplete short middle intended for Danny Amendola. Penalty on A.J. Jefferson: Defensive Pass Interference, 5 yards (no play)",2.210,3.580
3,1:47,1,10,MIN 30,33,7,Steven Jackson up the middle for 9 yards (tackle by Jasper Brinkley),3.580,4.250
3,1:04,2,1,MIN 21,33,7,Sam Bradford pass incomplete short left intended for Danny Amendola,4.250,3.530
3,0:56,3,1,MIN 21,33,7,Steven Jackson up the middle for no gain (tackle by Jared Allen),3.530,2.210
3,0:12,4,1,MIN 21,33,7,Sam Bradford pass complete short left to Austin Pettis for 5 yards (tackle by A.J. Jefferson),2.210,4.510
Quarter,Time,Down,ToGo,Location,MIN,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 16,33,7,Sam Bradford pass complete short left to Steven Jackson for 5 yards (tackle by Chad Greenway),4.510,4.760
4,14:34,2,5,MIN 11,33,7,Sam Bradford pass incomplete short left intended for Steven Jackson,4.760,3.940
4,14:29,3,5,MIN 11,33,7,Sam Bradford pass complete short middle to Danny Amendola for 5 yards (tackle by Chad Greenway),3.940,5.830
4,13:45,1,6,MIN 6,33,13,"Sam Bradford pass complete short right to Danny Amendola for 6 yards, touchdown",5.830,7.000
4,13:45,,,MIN 2,33,14,Greg Zuerlein kicks extra point good,0.000,0.000
4,13:39,,,STL 35,33,14,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
4,13:39,1,10,MIN 20,33,14,Adrian Peterson left end for no gain (tackle by Cortland Finnegan),0.280,-0.270
4,13:08,2,10,MIN 20,33,14,Adrian Peterson left end for 17 yards (tackle by Janoris Jenkins),-0.270,1.400
4,12:41,1,10,MIN 37,33,14,Christian Ponder pass complete short right to Jarius Wright for 11 yards (tackle by Quintin Mikell),1.400,2.130
4,12:00,1,10,MIN 48,33,14,Adrian Peterson up the middle for 1 yard (tackle by James Laurinaitis),2.130,1.720
4,11:16,2,9,MIN 49,33,14,Adrian Peterson right tackle for no gain (tackle by William Hayes),1.720,1.020
4,10:33,3,9,MIN 49,33,14,"Christian Ponder pass complete short left to Stephen Burton for 4 yards (tackle by Jo-Lonn Dunbar). Penalty on Phil Loadholt: Unnecessary Roughness, 15 yards",1.020,-0.850
4,10:02,4,20,MIN 38,33,14,"Chris Kluwe punts 50 yards, fair catch by Danny Amendola",-0.850,0.350
4,9:53,1,10,STL 12,33,14,Sam Bradford pass complete short middle to Austin Pettis for 8 yards (tackle by Harrison Smith),-0.350,0.290
4,9:33,2,2,STL 20,33,14,Sam Bradford pass complete deep middle to Danny Amendola for 26 yards (tackle by Harrison Smith),0.290,1.990
4,9:03,1,10,STL 46,33,14,Sam Bradford pass complete short middle to Austin Pettis for 6 yards (tackle by Marcus Sherels),1.990,2.260
4,8:29,2,4,MIN 48,33,14,Sam Bradford pass complete short right to Daryl Richardson for 13 yards (tackle by Josh Robinson),2.260,3.250
4,7:59,1,10,MIN 35,33,14,"Sam Bradford pass incomplete deep right intended for Austin Pettis. Penalty on Josh Robinson: Defensive Pass Interference, 29 yards (no play)",3.250,5.830
4,7:52,1,6,MIN 6,33,20,"Sam Bradford pass complete short middle to Lance Kendricks for 6 yards, touchdown",5.830,7.000
4,7:52,,,,33,22,"Two Point Attempt: Sam Bradford pass complete to Danny Amendola, conversion succeeds",0.000,1.000
4,7:48,,,STL 35,33,22,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
4,7:48,1,10,MIN 20,33,22,Adrian Peterson right tackle for 52 yards (tackle by Janoris Jenkins),0.280,3.710
4,6:57,1,10,STL 28,33,22,Toby Gerhart left tackle for -3 yards (tackle by Jo-Lonn Dunbar),3.710,2.760
4,6:15,2,13,STL 31,33,22,Toby Gerhart up the middle for -2 yards (tackle by Jo-Lonn Dunbar),2.760,1.820
4,5:40,3,15,STL 33,33,22,Christian Ponder pass incomplete short right intended for Kyle Rudolph,1.820,1.150
4,5:36,4,15,STL 33,36,22,Blair Walsh 51 yard field goal good,1.150,3.000
4,5:31,,,MIN 35,36,22,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
4,5:31,1,10,STL 20,36,22,Sam Bradford pass complete short right to Steven Jackson for 6 yards (tackle by Chad Greenway),0.280,0.540
4,5:05,2,4,STL 26,36,22,Sam Bradford pass complete deep middle to Austin Pettis for 23 yards (tackle by Harrison Smith),0.540,2.190
4,4:40,1,10,STL 49,36,22,Sam Bradford pass incomplete short right intended for Daryl Richardson,2.190,1.650
4,4:37,2,10,STL 49,36,22,Sam Bradford pass incomplete deep middle intended for Danny Amendola,1.650,0.960
4,4:33,3,10,STL 49,36,22,Sam Bradford pass incomplete deep middle intended for Austin Pettis,0.960,-0.130
4,4:29,4,10,STL 49,36,22,Sam Bradford pass incomplete short right intended for Danny Amendola (defended by Marcus Sherels),-0.130,-2.320
4,4:24,1,10,STL 49,36,22,Toby Gerhart right tackle for 2 yards (tackle by Kendall Langford),2.320,2.050
4,3:43,2,8,STL 47,36,22,Toby Gerhart up the middle for 1 yard (tackle by James Laurinaitis),2.050,0.000
4,3:36,,,,36,22,Timeout #1 by St. Louis Rams,0.000,1.490
4,3:36,3,7,STL 46,36,22,Toby Gerhart left tackle for -3 yards (tackle by Chris Long),1.490,0.000
4,3:31,,,,36,22,Timeout #2 by St. Louis Rams,0.000,0.000
4,3:31,4,10,STL 49,36,22,". , recovered by Mario Haggan at STL-12 (tackle by Cullen Loeffler)",0.000,0.350
4,3:15,1,10,STL 12,36,22,Sam Bradford pass complete deep right to Brandon Gibson for 18 yards (tackle by Josh Robinson),-0.350,0.940
4,3:07,1,10,STL 30,36,22,Sam Bradford pass complete short right to Brian Quick for 8 yards (tackle by Josh Robinson),0.940,1.470
4,2:42,2,2,STL 38,36,22,Sam Bradford pass incomplete short right intended for Daryl Richardson,1.470,0.760
4,2:37,3,2,STL 38,36,22,Sam Bradford pass complete short right to Danny Amendola for 6 yards (tackle by Josh Robinson),0.760,1.860
4,2:33,1,10,STL 44,36,22,Sam Bradford pass complete short middle to Cory Harkey for 21 yards (tackle by Harrison Smith),1.860,3.250
4,2:10,1,10,MIN 35,36,22,Sam Bradford pass complete short right to Lance Kendricks for 16 yards (tackle by Harrison Smith),3.250,4.310
4,2:00,1,10,MIN 19,36,22,"Penalty on Shelley Smith: False Start, 5 yards (no play)",4.310,3.970
4,2:00,1,15,MIN 24,36,22,Sam Bradford pass incomplete short right intended for Daryl Richardson,3.970,3.090
4,1:55,2,15,MIN 24,36,22,Sam Bradford pass complete short right to Brandon Gibson for 7 yards (tackle by Erin Henderson),3.090,3.260
4,1:33,3,8,MIN 17,36,22,Sam Bradford pass complete short middle to Daryl Richardson for 5 yards (tackle by Chad Greenway),3.260,0.000
4,1:22,,,,36,22,Timeout #3 by St. Louis Rams,0.000,2.730
4,1:22,4,3,MIN 12,36,22,Sam Bradford pass incomplete short right intended for Brian Quick,2.730,0.350
4,1:14,1,10,MIN 12,36,22,Christian Ponder kneels for -1 yards,-0.350,-0.850
4,0:52,2,11,MIN 11,36,22,Christian Ponder kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
