Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,PHI 25,0,0,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Kingsley Enagbare),0.610,0.060
1,14:56,2,10,PHI 25,0,0,Jalen Hurts pass incomplete deep right intended for DeVonta Smith,0.060,-0.620
1,14:50,3,10,PHI 25,0,0,Jalen Hurts scrambles right end for 24 yards (tackle by Rudy Ford),-0.620,2.190
1,14:18,1,10,PHI 49,0,0,Miles Sanders left tackle for 5 yards (tackle by Preston Smith and Adrian Amos),2.190,2.320
1,13:43,2,5,GNB 46,0,0,Miles Sanders up the middle for 8 yards (tackle by Krys Barnes),2.320,3.050
1,13:18,1,10,GNB 38,0,0,Jalen Hurts pass complete short left to DeVonta Smith for 6 yards (tackle by Jaire Alexander),3.050,3.320
1,12:46,2,4,GNB 32,0,0,Miles Sanders right end for -2 yards (tackle by Justin Hollins and Rasul Douglas),3.320,2.340
1,12:09,3,6,GNB 34,0,0,Jalen Hurts up the middle for 28 yards (tackle by Adrian Amos),2.340,5.830
1,11:44,1,6,GNB 6,0,0,Kenneth Gainwell up the middle for 2 yards (tackle by Kingsley Enagbare and Adrian Amos),5.830,5.340
1,11:25,2,4,GNB 4,0,6,"Kenneth Gainwell for 4 yards, touchdown",5.340,7.000
1,11:19,,,GNB 15,0,7,Jake Elliott kicks extra point good,0.000,0.000
1,11:19,,,PHI 35,0,7,"Jake Elliott kicks off 66 yards, returned by Keisean Nixon for 10 yards (tackle by Zach Pascal)",0.000,-0.380
1,11:16,1,10,GNB 9,0,7,Aaron Rodgers pass incomplete deep right intended for Christian Watson,-0.380,-0.780
1,11:11,2,10,GNB 9,0,7,Aaron Jones up the middle for 6 yards (tackle by Javon Hargrave and Josh Sweat),-0.780,-0.720
1,10:32,3,4,GNB 15,0,7,Aaron Rodgers pass short right (defended by Darius Slay) intended for Allen Lazard is intercepted by Josiah Scott at GB-29 and returned for no gain (tackle by Randall Cobb),-0.720,-3.640
1,10:23,1,10,GNB 29,0,7,Miles Sanders left guard for 6 yards (tackle by Quay Walker),3.640,3.910
1,9:43,2,4,GNB 23,0,7,Jalen Hurts left end for 8 yards (tackle by Adrian Amos),3.910,4.580
1,9:08,1,10,GNB 15,0,13,"Miles Sanders left guard for 15 yards, touchdown",4.580,7.000
1,9:03,,,GNB 15,0,13,Jake Elliott kicks extra point no good,0.000,-1.000
1,9:02,,,PHI 35,0,13,"Jake Elliott kicks off 62 yards, returned by Keisean Nixon for 38 yards (tackle by Nakobe Dean)",0.000,1.660
1,8:51,1,10,GNB 41,0,13,Aaron Jones right end for 10 yards (tackle by Marcus Epps),1.660,2.320
1,8:13,1,10,PHI 49,0,13,Aaron Jones left guard for -1 yards (tackle by Fletcher Cox),2.320,1.650
1,7:33,2,11,PHI 50,0,13,Aaron Rodgers pass complete short left to Aaron Jones for 30 yards (tackle by T.J. Edwards),1.650,4.240
1,6:51,1,10,PHI 20,6,13,"AJ Dillon left guard for 20 yards, touchdown",4.240,7.000
1,6:45,,,PHI 15,7,13,Mason Crosby kicks extra point good,0.000,0.000
1,6:40,,,GNB 35,7,13,"Mason Crosby kicks off 57 yards, returned by Boston Scott for 20 yards (tackle by Dallin Leavitt)",0.000,0.810
1,6:34,1,10,PHI 28,7,13,Miles Sanders left guard for 7 yards (tackle by Kingsley Enagbare),0.810,1.210
1,6:08,2,3,PHI 35,7,13,Miles Sanders up the middle for 2 yards (tackle by Kingsley Enagbare),1.210,0.760
1,5:30,3,1,PHI 37,7,13,Jalen Hurts up the middle for no gain (tackle by Kingsley Enagbare),0.760,-0.910
1,5:06,4,1,PHI 37,7,13,"Jalen Hurts aborted snap, recovered by Miles Sanders at PHI-37 (tackle by Rasul Douglas)",-0.910,-3.120
1,5:00,1,10,PHI 37,7,13,Aaron Jones right end for 2 yards (tackle by Javon Hargrave and Kyzir White),3.120,2.840
1,4:25,2,8,PHI 35,7,13,Aaron Rodgers pass incomplete short left intended for Randall Cobb,2.840,2.150
1,4:22,3,8,PHI 35,7,13,Aaron Rodgers pass complete short left to Aaron Jones for 3 yards (tackle by Josiah Scott and T.J. Edwards),2.150,1.260
1,3:37,4,5,PHI 32,7,13,"Aaron Rodgers pass complete deep middle to Christian Watson for 21 yards (tackle by C.J. Gardner-Johnson). Penalty on Kyzir White: Defensive Holding, 5 yards (declined)",1.260,4.840
1,3:16,1,10,PHI 11,13,13,"Aaron Rodgers pass complete short middle to Randall Cobb for 11 yards, touchdown",4.840,7.000
1,3:12,,,PHI 15,14,13,Mason Crosby kicks extra point good,0.000,0.000
1,3:09,,,GNB 35,14,13,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
1,3:09,1,10,PHI 25,14,13,Miles Sanders right end for -1 yards (tackle by Preston Smith),0.610,-0.070
1,2:32,2,11,PHI 24,14,13,Jalen Hurts pass complete short right to A.J. Brown for 23 yards (tackle by Rasul Douglas),-0.070,2.060
1,2:02,1,10,PHI 47,14,13,Jalen Hurts pass complete short right to Miles Sanders for 4 yards (tackle by Quay Walker),2.060,2.060
1,1:35,2,6,GNB 49,14,13,Miles Sanders left guard for 4 yards (tackle by Krys Barnes and Jarran Reed),2.060,1.880
1,0:53,3,2,GNB 45,14,13,Jalen Hurts scrambles right end for 42 yards (tackle by Rasul Douglas),1.880,6.510
1,0:13,,,,,,Timeout #1 by Philadelphia Eagles,,
1,0:13,1,3,GNB 3,14,13,Jalen Hurts right end for 1 yard (tackle by Rudy Ford and Kingsley Enagbare),6.510,5.720
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,GNB 2,14,19,"Miles Sanders right guard for 2 yards, touchdown",5.720,7.000
2,14:54,,,GNB 15,14,20,Jake Elliott kicks extra point good,0.000,0.000
2,14:54,,,PHI 35,14,20,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,14:54,1,10,GNB 25,14,20,AJ Dillon left end for 4 yards (tackle by Milton Williams and Linval Joseph),0.610,0.600
2,14:10,2,6,GNB 29,14,20,AJ Dillon right end for 12 yards (tackle by T.J. Edwards),0.600,1.660
2,13:26,1,10,GNB 41,14,20,Aaron Rodgers pass complete short middle to Robert Tonyan for 17 yards (tackle by Reed Blankenship),1.660,2.790
2,12:42,1,10,PHI 42,14,20,AJ Dillon right end for 6 yards (tackle by Haason Reddick and T.J. Edwards),2.790,3.050
2,12:04,2,4,PHI 36,14,20,Aaron Rodgers pass complete short left to AJ Dillon for 8 yards (tackle by Reed Blankenship and James Bradberry),3.050,3.710
2,11:20,1,10,PHI 28,14,20,Aaron Rodgers pass short middle intended for Tyler Davis is intercepted by Reed Blankenship at PHI-18 and returned for 4 yards (tackle by Robert Tonyan),3.710,-0.410
2,11:12,1,10,PHI 22,14,20,Jalen Hurts pass complete deep left to DeVonta Smith for 17 yards (tackle by Jaire Alexander),0.410,1.530
2,10:42,1,10,PHI 39,14,20,Miles Sanders left tackle for 5 yards (tackle by Tedarrell Slaton and Dean Lowry),1.530,1.660
2,10:06,2,5,PHI 44,14,20,"Jalen Hurts for 17 yards (tackle by Rudy Ford). Penalty on Adrian Amos: Low Block, 15 yards (accepted)",1.660,3.970
2,9:43,1,10,GNB 24,14,20,Jalen Hurts scrambles right end for 2 yards (tackle by Kingsley Enagbare and Quay Walker),3.970,3.700
2,9:02,2,8,GNB 22,14,20,"Jalen Hurts pass incomplete deep right. Penalty on Isaac Seumalo: Ineligible Downfield Pass, 5 yards (declined)",3.700,3.010
2,8:56,3,8,GNB 22,14,20,"Jalen Hurts pass complete short left to A.J. Brown for -2 yards. A.J. Brown fumbles (forced by Rudy Ford), recovered by Quay Walker at GB-24 and returned for 63 yards (tackle by Jalen Hurts)",3.010,-4.710
2,8:38,1,10,PHI 13,14,20,"Aaron Jones left end for 3 yards, touchdown. Penalty on Elgton Jenkins: Offensive Holding, 10 yards (accepted)",4.710,4.240
2,8:32,1,17,PHI 20,14,20,Aaron Rodgers pass complete short left to Robert Tonyan for -3 yards (tackle by James Bradberry),4.240,2.810
2,7:50,2,20,PHI 23,20,20,"Aaron Rodgers pass complete deep middle to Aaron Jones for 23 yards, touchdown",2.810,7.000
2,7:41,,,PHI 15,20,20,Mason Crosby kicks extra point no good,0.000,-1.000
2,7:41,,,GNB 35,20,20,"Mason Crosby kicks off 61 yards, returned by Boston Scott for 24 yards (tackle by Tariq Carpenter)",0.000,0.810
2,7:37,1,10,PHI 28,20,20,Jalen Hurts pass complete short left to Miles Sanders for 7 yards (tackle by Krys Barnes and Quay Walker),0.810,1.210
2,6:50,2,3,PHI 35,20,20,Jalen Hurts sacked by Justin Hollins for -5 yards,1.210,-0.160
2,6:02,3,8,PHI 30,20,20,Jalen Hurts pass incomplete short right,-0.160,-1.370
2,5:55,4,8,PHI 30,20,20,Arryn Siposs punts 52 yards out of bounds,-1.370,-0.040
