Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
2,9:40,1,10,BAL 21,10,7,Lamar Jackson pass complete deep right to Devin Duvernay for 19 yards (tackle by Lonnie Johnson),0.340,1.600
2,9:01,1,10,BAL 40,10,7,"Penalty on Charles Omenihu: Neutral Zone Infraction, 5 yards (no play)",1.600,2.330
2,8:43,1,5,BAL 45,10,7,Mark Ingram left guard for 5 yards (tackle by Brennan Scarlett and Benardrick McKinney),2.330,2.260
2,8:04,1,10,BAL 50,10,7,Mark Ingram right guard for 1 yard (tackle by Zach Cunningham),2.260,1.850
2,7:22,2,9,HOU 49,10,7,Lamar Jackson pass incomplete deep right,1.850,1.160
2,7:11,3,9,HOU 49,10,7,Lamar Jackson pass complete deep left to Marquise Brown for 25 yards (tackle by Eric Murray),1.160,3.970
2,6:27,1,10,HOU 24,10,7,Mark Ingram left tackle for 3 yards (tackle by Brandon Dunn),3.970,3.840
2,5:45,2,7,HOU 21,10,7,Lamar Jackson pass incomplete short right intended for Mark Andrews (defended by Vernon Hargreaves),3.840,3.140
2,5:40,3,7,HOU 21,10,7,Lamar Jackson pass incomplete deep right intended for Marquise Brown,3.140,2.060
2,5:35,4,7,HOU 21,13,7,Justin Tucker 39 yard field goal good,2.060,3.000
2,5:31,,,BAL 35,13,7,"Justin Tucker kicks off 65 yards, returned by DeAndre Carter for 17 yards (tackle by Chris Board)",0.000,-0.060
2,5:26,1,10,HOU 17,19,7,"Deshaun Watson pass complete short right to Keke Coutee for 5 yards (tackle by Marlon Humphrey). Keke Coutee fumbles (forced by Marlon Humphrey), recovered by L.J. Fort at HOU-22 and returned for 22 yards, touchdown",-0.060,-7.000
2,5:16,,,HOU 15,20,7,Justin Tucker kicks extra point good,0.000,0.000
2,5:16,,,BAL 35,20,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,5:16,1,10,HOU 25,20,7,David Johnson left guard for 5 yards (tackle by Marlon Humphrey),0.610,0.740
2,4:52,2,5,HOU 30,20,7,David Johnson right guard for 2 yards (tackle by Brandon Williams and Patrick Queen),0.740,0.300
2,4:09,3,3,HOU 32,20,7,Deshaun Watson pass complete short left to Brandin Cooks for 5 yards (tackle by Anthony Averett),0.300,1.400
2,3:31,1,10,HOU 37,20,7,Deshaun Watson left end for 5 yards (tackle by Malik Harrison),1.400,1.530
2,3:05,2,5,HOU 42,20,7,David Johnson up the middle for 6 yards (tackle by Jihad Ward and Calais Campbell),1.530,2.130
2,2:32,1,10,HOU 48,20,7,Deshaun Watson pass deep left intended for Brandin Cooks is intercepted by Marcus Peters at BAL-35 and returned for 9 yards,2.130,-1.860
2,2:21,1,10,BAL 44,20,7,Lamar Jackson pass complete short left to Marquise Brown for 11 yards (tackle by Bradley Roby),1.860,2.590
2,2:00,1,10,HOU 45,20,7,Lamar Jackson sacked by J.J. Watt for -6 yards,2.590,1.230
2,1:54,,,,,,Timeout #2 by Houston Texans,,
2,1:54,2,16,BAL 49,20,7,Lamar Jackson pass complete short middle to Willie Snead for 7 yards (tackle by Lonnie Johnson),1.230,1.490
2,1:16,3,9,HOU 44,20,7,Lamar Jackson sacked by Zach Cunningham for -8 yards,1.490,-0.190
2,1:12,,,,,,Timeout #3 by Houston Texans,,
2,1:12,4,17,BAL 48,20,7,"Sam Koch punts 41 yards, fair catch by DeAndre Carter at HOU-11",-0.190,0.370
2,1:06,1,10,HOU 11,20,7,Deshaun Watson pass complete short right to Jordan Akins for 12 yards (tackle by Patrick Queen),-0.370,0.480
2,1:02,1,10,HOU 23,20,7,Deshaun Watson pass complete short middle to David Johnson for 9 yards (tackle by Chuck Clark and Matt Judon),0.480,1.150
2,0:41,2,1,HOU 32,20,7,Deshaun Watson pass complete short left to Kenny Stills for 13 yards (tackle by Anthony Averett),1.150,1.930
2,0:34,1,10,HOU 45,20,7,"Deshaun Watson sacked by Patrick Queen for no gain. Penalty on Anthony Averett: Illegal Contact, 5 yards (no play)",1.930,2.260
2,0:25,1,10,HOU 50,20,7,Deshaun Watson pass complete short right to Brandin Cooks for 15 yards (tackle by Marcus Peters). Penalty on Anthony Levine: Illegal Contact (Declined),2.260,3.250
2,0:16,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:16,1,10,BAL 35,20,7,Deshaun Watson pass complete short middle to Randall Cobb for 9 yards (tackle by Marlon Humphrey),3.250,3.920
2,0:04,2,1,BAL 26,20,7,Deshaun Watson spiked the ball,3.920,3.200
2,0:03,3,1,BAL 26,20,10,Ka'imi Fairbairn 44 yard field goal good,3.200,3.000
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,20,10,"Ka'imi Fairbairn kicks off 61 yards, returned by Devin Duvernay for 18 yards (tackle by John Reid). Penalty on Anthony Levine: Illegal Double-Team Block, 11 yards",0.000,-0.370
3,14:55,1,10,BAL 11,20,10,Lamar Jackson right end for 2 yards (tackle by Zach Cunningham),-0.370,-0.630
3,14:22,2,8,BAL 13,20,10,Lamar Jackson pass complete short middle to Miles Boykin for 13 yards (tackle by Zach Cunningham and Benardrick McKinney),-0.630,0.670
3,13:39,1,10,BAL 26,20,10,Lamar Jackson pass complete short right to Miles Boykin for 5 yards (tackle by Zach Cunningham and Benardrick McKinney),0.670,0.810
3,12:58,2,5,BAL 31,20,10,Mark Ingram right guard for 4 yards (tackle by Brandon Dunn and Zach Cunningham),0.810,0.630
3,12:17,3,1,BAL 35,20,10,Gus Edwards left guard for 14 yards (tackle by Justin Reid),0.630,2.190
3,11:39,1,10,BAL 49,20,10,Gus Edwards left guard for no gain (tackle by Jacob Martin),2.190,1.650
3,10:59,2,10,BAL 49,20,10,"Penalty on Carlos Watkins: Neutral Zone Infraction, 5 yards (no play)",1.650,2.320
3,10:38,2,5,HOU 46,20,10,Gus Edwards right guard for 5 yards (tackle by Benardrick McKinney and Zach Cunningham),2.320,2.850
3,9:55,1,10,HOU 41,20,10,Lamar Jackson left end for 1 yard (tackle by Zach Cunningham),2.850,2.440
3,9:21,2,9,HOU 40,20,10,Lamar Jackson left end for 3 yards (tackle by Phillip Gaines),2.440,2.150
3,8:44,3,6,HOU 37,20,10,Lamar Jackson pass complete short right to J.K. Dobbins for 13 yards (tackle by Eric Murray),2.150,3.970
3,8:01,1,10,HOU 24,20,10,J.K. Dobbins right guard for 4 yards (tackle by Justin Reid),3.970,3.970
3,7:20,2,6,HOU 20,20,10,Lamar Jackson pass incomplete deep left intended for Mark Andrews (defended by Benardrick McKinney),3.970,3.270
3,7:14,3,6,HOU 20,20,10,Lamar Jackson sacked by Charles Omenihu for -9 yards,3.270,1.500
3,6:28,4,15,HOU 29,23,10,Justin Tucker 47 yard field goal good,1.500,3.000
3,6:24,,,BAL 35,23,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,6:24,1,10,HOU 25,23,10,David Johnson left guard for 9 yards (tackle by Patrick Queen and Pernell McPhee),0.610,1.280
3,5:49,2,1,HOU 34,23,10,Deshaun Watson right end for 1 yard (tackle by Patrick Queen),1.280,1.270
3,5:14,1,10,HOU 35,23,10,Deshaun Watson pass incomplete deep left intended for David Johnson,1.270,0.720
3,5:09,2,10,HOU 35,23,10,Deshaun Watson pass complete short left to Randall Cobb for 6 yards (tackle by Derek Wolfe and Marcus Peters),0.720,0.830
3,4:32,3,4,HOU 41,23,10,Deshaun Watson pass complete short right to Randall Cobb for 6 yards (tackle by Marlon Humphrey),0.830,2.060
3,4:10,1,10,HOU 47,23,10,David Johnson up the middle for -2 yards (tackle by Calais Campbell and Derek Wolfe),2.060,1.250
3,3:30,2,12,HOU 45,23,10,Deshaun Watson pass complete short middle to Randall Cobb for 15 yards (tackle by Patrick Queen),1.250,2.920
3,2:55,1,10,BAL 40,23,10,Deshaun Watson sacked by Tyus Bowser for -9 yards,2.920,1.160
3,2:10,2,19,BAL 49,23,10,Deshaun Watson pass complete short left to Jordan Akins for 4 yards (tackle by Anthony Averett),1.160,1.030
3,1:28,3,15,BAL 45,23,10,Deshaun Watson pass complete deep left to Brandin Cooks for 24 yards (tackle by Anthony Averett),1.030,4.170
3,0:50,1,10,BAL 21,23,10,"Penalty on Tytus Howard: False Start, 5 yards (no play)",4.170,3.840
3,0:27,1,15,BAL 26,23,10,Deshaun Watson pass incomplete deep right intended for Darren Fells,3.840,2.950
3,0:22,2,15,BAL 26,23,10,David Johnson up the middle for 4 yards (tackle by Marlon Humphrey and Jihad Ward),2.950,2.810
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,BAL 22,23,10,"Deshaun Watson pass incomplete deep right intended for Kenny Stills. Penalty on Calais Campbell: Defensive Offside, 5 yards (no play)",2.810,3.460
4,14:55,3,6,BAL 17,23,10,Deshaun Watson pass incomplete short middle intended for Brandin Cooks,3.460,2.340
4,14:50,4,6,BAL 17,23,13,Ka'imi Fairbairn 35 yard field goal good,2.340,3.000
4,14:47,,,HOU 35,23,13,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,14:47,1,10,BAL 25,23,13,Lamar Jackson right end for 14 yards (tackle by Eric Murray),0.610,1.530
4,14:05,1,10,BAL 39,23,13,Lamar Jackson pass complete short middle to Willie Snead for 22 yards (tackle by Benardrick McKinney and Eric Murray),1.530,2.980
4,13:26,1,10,HOU 39,23,13,Lamar Jackson pass incomplete short left intended for Miles Boykin (defended by J.J. Watt),2.980,2.440
4,13:22,2,10,HOU 39,23,13,Gus Edwards right tackle for 4 yards (tackle by P.J. Hall),2.440,2.280
4,12:39,3,6,HOU 35,23,13,Lamar Jackson pass complete short right to Marquise Brown for 5 yards (tackle by Benardrick McKinney),2.280,1.520
4,12:04,4,1,HOU 30,29,13,"Mark Ingram left end for 30 yards, touchdown",1.520,7.000
4,11:58,,,HOU 15,30,13,Justin Tucker kicks extra point good,0.000,0.000
4,11:58,,,BAL 35,30,13,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,11:58,1,10,HOU 25,30,13,Deshaun Watson pass incomplete short left intended for Kenny Stills,0.610,0.060
4,11:55,2,10,HOU 25,30,13,Deshaun Watson pass complete short left to Jordan Akins for 11 yards (tackle by Jimmy Smith),0.060,1.330
4,11:33,1,10,HOU 36,30,13,Deshaun Watson pass complete short left to David Johnson for 7 yards (tackle by Chuck Clark),1.330,1.740
4,11:00,2,3,HOU 43,30,13,Deshaun Watson pass complete short middle to Jordan Akins for 11 yards (tackle by DeShon Elliott),1.740,2.520
4,10:39,1,10,BAL 46,30,13,David Johnson right guard for 2 yards (tackle by Brandon Williams),2.520,2.250
4,10:13,2,8,BAL 44,30,13,Deshaun Watson pass complete deep right to Randall Cobb for 23 yards (tackle by DeShon Elliott),2.250,4.170
4,9:46,1,10,BAL 21,30,13,Deshaun Watson sacked by and Calais Campbell for -1 yards and Marlon Humphrey for -1 yards,4.170,3.490
4,9:09,2,11,BAL 22,30,13,Deshaun Watson pass incomplete short right intended for Brandin Cooks (defended by Marcus Peters),3.490,2.810
4,9:03,3,11,BAL 22,30,13,Deshaun Watson sacked by DeShon Elliott for -4 yards,2.810,1.740
4,8:17,4,15,BAL 26,30,16,Ka'imi Fairbairn 45 yard field goal good,1.740,3.000
4,8:13,,,HOU 35,30,16,"Ka'imi Fairbairn kicks off 54 yards, returned by Devin Duvernay for 16 yards (tackle by Brennan Scarlett and Tyrell Adams)",0.000,0.740
4,8:08,1,10,BAL 27,30,16,Mark Ingram right tackle for 3 yards (tackle by P.J. Hall and Benardrick McKinney),0.740,0.600
4,7:26,2,7,BAL 30,30,16,Lamar Jackson left end for no gain (tackle by Justin Reid),0.600,-0.100
4,6:49,3,7,BAL 30,30,16,Lamar Jackson right tackle for 6 yards (tackle by Justin Reid),-0.100,-0.980
4,6:32,4,1,BAL 36,30,16,Lamar Jackson up the middle for 2 yards (tackle by Brennan Scarlett and Benardrick McKinney),-0.980,1.470
4,5:45,1,10,BAL 38,30,16,Gus Edwards left guard for 1 yard (tackle by Brandon Dunn and P.J. Hall),1.470,1.060
4,5:38,,,,,,Timeout #1 by Houston Texans,,
4,5:38,2,9,BAL 39,30,16,Gus Edwards left tackle for 7 yards (tackle by Justin Reid and Eric Murray),1.060,1.290
4,5:31,,,,,,Timeout #2 by Houston Texans,,
4,5:31,3,2,BAL 46,30,16,Gus Edwards left tackle for 15 yards (tackle by Justin Reid),1.290,2.980
4,4:59,1,10,HOU 39,30,16,Gus Edwards right guard for 22 yards (tackle by Eric Murray and Vernon Hargreaves),2.980,4.440
4,4:51,,,,,,Timeout #3 by Houston Texans,,
4,4:51,1,10,HOU 17,30,16,"Mark Ingram left guard for 3 yards (tackle by Zach Cunningham). Penalty on Ross Blacklock: Disqualification, 7 yards",4.440,5.600
4,4:42,1,7,HOU 7,30,16,Lamar Jackson left end for 1 yard (tackle by Zach Cunningham),5.600,4.950
4,4:36,2,6,HOU 6,30,16,Mark Ingram left end for 2 yards (tackle by Zach Cunningham),4.950,4.490
4,4:31,,,,,,Timeout #2 by Baltimore Ravens,,
4,4:31,3,4,HOU 4,30,16,Gus Edwards right guard for 2 yards (tackle by Jacob Martin),4.490,3.250
4,3:47,4,2,HOU 2,33,16,Justin Tucker 20 yard field goal good,3.250,3.000
4,3:44,,,BAL 35,33,16,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,3:44,1,10,HOU 25,33,16,Deshaun Watson pass complete short left to Kenny Stills for 3 yards (tackle by Patrick Queen),0.610,0.470
4,3:28,2,7,HOU 28,33,16,Deshaun Watson left end for 2 yards (tackle by Marcus Peters),0.470,0.040
4,3:19,3,5,HOU 30,33,16,Deshaun Watson sacked by and Chuck Clark for -8 yards and Calais Campbell for -8 yards,0.040,-1.900
4,2:33,4,13,HOU 22,33,16,"Bryan Anger punts 57 yards, returned by James Proche for 8 yards (tackle by Michael Thomas)",-1.900,-0.870
4,2:23,1,10,BAL 29,33,16,J.K. Dobbins left end for 44 yards (tackle by Justin Reid),0.870,3.780
4,2:00,1,10,HOU 27,33,16,Lamar Jackson kneels for -1 yards,3.780,3.100
4,1:16,2,11,HOU 28,33,16,Lamar Jackson kneels for -1 yards,3.100,2.280
4,0:34,3,12,HOU 29,33,16,Lamar Jackson kneels for -1 yards,2.280,1.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
