Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Saints to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NOR 25,0,0,Derek Carr pass complete short left to Taysom Hill for 11 yards (tackle by Calais Campbell),0.610,1.330
1,14:26,1,10,NOR 36,0,0,Derek Carr pass complete short left to Jamaal Williams for 5 yards (tackle by AJ Terrell and Arnold Ebiketie),1.330,1.470
1,13:53,2,5,NOR 41,0,0,Jamaal Williams right guard for -1 yards (tackle by David Onyemata),1.470,0.630
1,13:15,3,6,NOR 40,0,0,"Derek Carr sacked by Bud Dupree for -5 yards. Derek Carr fumbles (forced by Bud Dupree), recovered by James Hurst at NO-35",0.630,-1.040
1,12:28,4,11,NOR 35,0,0,Lou Hedley punts 44 yards out of bounds,-1.040,-0.340
1,12:21,1,10,ATL 21,0,0,Bijan Robinson right tackle for -1 yards (tackle by Demario Davis),0.340,-0.340
1,11:42,2,11,ATL 20,0,0,Desmond Ridder pass complete short left to Bijan Robinson for 6 yards (tackle by Demario Davis),-0.340,-0.230
1,11:02,3,5,ATL 26,0,0,Desmond Ridder pass complete deep right to Scott Miller for 56 yards (tackle by Jordan Howden),-0.230,4.370
1,10:21,1,10,NOR 18,0,0,Desmond Ridder pass complete short right to Drake London for 9 yards (tackle by Johnathan Abram),4.370,5.420
1,9:31,2,1,NOR 9,0,0,Bijan Robinson right guard for 7 yards (tackle by Johnathan Abram and Demario Davis),5.420,0.000
1,9:31,1,10,NOR 2,0,0,"Penalty on MyCole Pruitt: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",0.000,4.440
1,9:23,1,10,NOR 17,0,0,Tyler Allgeier right tackle for 2 yards (tackle by Carl Granderson),4.440,4.150
1,8:49,2,8,NOR 15,6,0,"Desmond Ridder pass complete short right to Jonnu Smith for 15 yards, touchdown",4.150,7.000
1,8:42,,,NOR 15,7,0,Younghoe Koo kicks extra point good,0.000,0.000
1,8:42,,,ATL 35,7,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,8:42,1,10,NOR 25,7,0,"Penalty on Max Garcia: False Start, 5 yards (accepted) (no play)",0.610,0.280
1,8:42,1,15,NOR 20,7,0,Taysom Hill left guard for 4 yards (tackle by Kaden Elliss and Ta'Quon Graham),0.280,-0.070
1,8:10,2,11,NOR 24,7,0,"Derek Carr pass complete deep left to Rashid Shaheed for 20 yards (tackle by Clark Phillips). Penalty on Clark Phillips: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.070,2.850
1,7:39,1,10,ATL 41,7,0,Jamaal Williams left tackle for 3 yards (tackle by Albert Huggins and David Onyemata),2.850,2.710
1,7:02,2,7,ATL 38,7,0,Taysom Hill left guard for 8 yards (tackle by Kaden Elliss),2.710,3.580
1,6:24,1,10,ATL 30,7,0,Kendre Miller left guard for 9 yards (tackle by Richie Grant),3.580,4.250
1,5:45,2,1,ATL 21,7,0,Derek Carr pass complete short right to Taysom Hill for 3 yards (tackle by Kaden Elliss),4.250,4.370
1,5:07,1,10,ATL 18,7,6,"Derek Carr pass complete deep left to A.T. Perry for 18 yards, touchdown",4.370,7.000
1,5:01,,,ATL 15,7,7,Blake Grupe kicks extra point good,0.000,0.000
1,5:01,,,NOR 35,7,7,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
1,5:01,1,10,ATL 25,7,7,Bijan Robinson right tackle for 4 yards (tackle by Tanoh Kpassagnon),0.610,0.600
1,4:24,2,6,ATL 29,13,7,"Desmond Ridder pass complete short left to Bijan Robinson for 71 yards, touchdown",0.600,7.000
1,4:13,,,NOR 15,14,7,Younghoe Koo kicks extra point good,0.000,0.000
1,4:13,,,ATL 35,14,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,4:13,1,10,NOR 25,14,7,Kendre Miller right guard for 5 yards (tackle by Albert Huggins and Richie Grant),0.610,0.740
1,3:38,2,5,NOR 30,14,7,Taysom Hill left guard for 8 yards (tackle by Calais Campbell and Richie Grant),0.740,1.470
1,3:04,1,10,NOR 38,14,7,Derek Carr pass complete short left to Jamaal Williams for 3 yards (tackle by Arnold Ebiketie and Clark Phillips),1.470,1.330
1,2:25,2,7,NOR 41,14,7,Derek Carr pass incomplete short right intended for Rashid Shaheed (defended by AJ Terrell),1.330,0.630
1,2:21,3,7,NOR 41,14,7,Derek Carr pass complete short right to Chris Olave for 14 yards (tackle by Clark Phillips),0.630,2.590
1,1:42,1,10,ATL 45,14,7,Jamaal Williams left tackle for 1 yard (tackle by Lorenzo Carter),2.590,2.180
1,1:01,2,9,ATL 44,14,7,Derek Carr pass complete short left to Taysom Hill for 8 yards (tackle by Nathan Landman),2.180,2.540
1,0:20,3,1,ATL 36,14,7,Jamaal Williams right guard for 2 yards (tackle by Nathan Landman and LaCale London),2.540,3.310
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 34,14,7,Derek Carr pass incomplete short right intended for Jordan Mims (defended by Andre Smith),3.310,2.770
2,14:54,2,10,ATL 34,14,7,Kendre Miller left guard for 2 yards (tackle by Mike Hughes),2.770,2.350
2,14:17,3,8,ATL 32,14,7,Derek Carr pass complete short middle to Taysom Hill for 6 yards (tackle by Clark Phillips and Richie Grant),2.350,1.860
2,13:37,4,2,ATL 26,14,7,Derek Carr pass complete short right to Juwan Johnson for 12 yards (tackle by Andre Smith and Richie Grant),1.860,4.650
2,13:02,1,10,ATL 14,14,7,Derek Carr right guard for 6 yards (tackle by Andre Smith),4.650,5.090
2,12:28,2,4,ATL 8,14,7,Jamaal Williams left guard for 4 yards (tackle by Lorenzo Carter and Nathan Landman),5.090,6.280
2,11:50,1,4,ATL 4,14,7,Jamaal Williams right guard for 1 yard (tackle by Andre Smith and Nathan Landman),6.280,5.530
2,11:09,2,3,ATL 3,14,13,"Kendre Miller left end for 2 yards Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Kendre Miller left end for 3 yards, touchdown",5.530,7.000
2,11:04,,,ATL 15,14,14,Blake Grupe kicks extra point good,0.000,0.000
2,11:04,,,NOR 35,14,14,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
2,11:04,1,10,ATL 25,14,14,Cordarrelle Patterson left tackle for 4 yards (tackle by Cameron Jordan and Pete Werner),0.610,0.600
2,10:25,2,6,ATL 29,14,14,"Bijan Robinson right tackle for no gain (tackle by Nathan Shepherd). Penalty on MyCole Pruitt: Offensive Holding, 10 yards (accepted) (no play)",0.600,-0.810
2,10:05,2,16,ATL 19,14,14,Desmond Ridder pass complete short right to Bijan Robinson for 5 yards (tackle by Paulson Adebo),-0.810,-0.760
2,9:32,3,11,ATL 24,14,14,Desmond Ridder pass complete short left to Jonnu Smith for 6 yards (tackle by Ugo Amadi and Johnathan Abram),-0.760,-1.370
