Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
1,5:10,2,1,PHI 26,3,0,Carson Wentz right tackle for 7 yards (tackle by Dorance Armstrong),0.750,1.140
1,4:28,1,10,PHI 33,3,0,Jalen Reagor left end for 6 yards (tackle by Trevon Diggs),1.140,1.400
1,3:58,2,4,PHI 39,3,0,Boston Scott left tackle for 17 yards (tackle by Xavier Woods),1.400,2.650
1,3:33,1,10,DAL 44,3,0,Carson Wentz pass incomplete short left intended for Corey Clement,2.650,2.110
1,3:28,2,10,DAL 44,3,0,Carson Wentz pass complete short right to Jalen Reagor for 8 yards (tackle by Anthony Brown),2.110,2.480
1,2:56,3,2,DAL 36,3,0,"Penalty on Jaylon Smith: Neutral Zone Infraction, 5 yards (no play)",2.480,3.510
1,2:33,1,10,DAL 31,3,0,Boston Scott left tackle for -4 yards (tackle by DeMarcus Lawrence),3.510,2.430
1,1:50,2,14,DAL 35,3,0,Carson Wentz pass complete deep left to Travis Fulgham for 32 yards (tackle by Trevon Diggs),2.430,6.510
1,1:09,1,3,DAL 3,3,0,"Penalty on PHI: Delay of Game, 5 yards (no play)",6.510,5.370
1,0:44,1,8,DAL 8,3,0,Carson Wentz pass complete short left to Boston Scott for 6 yards (tackle by Donovan Wilson),5.370,5.720
1,0:09,2,2,DAL 2,3,6,"Carson Wentz pass complete short right to Jalen Reagor for 2 yards, touchdown",5.720,7.000
1,0:02,,,DAL 15,3,7,Jake Elliott kicks extra point good,0.000,0.000
1,0:02,,,PHI 35,3,7,"Jake Elliott kicks off 59 yards, returned by Tony Pollard for 20 yards (tackle by T.J. Edwards and Rudy Ford)",0.000,0.670
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 26,3,7,Tony Pollard right tackle for -3 yards (tackle by Will Parks),0.670,-0.280
2,14:24,2,13,DAL 23,3,7,Ben DiNucci pass incomplete deep right intended for Noah Brown,-0.280,-0.960
2,14:19,,,,,,Timeout #1 by Dallas Cowboys,,
2,14:19,3,13,DAL 23,3,7,Ben DiNucci pass incomplete deep right intended for Dalton Schultz. Penalty on Zack Martin: Offensive Holding (Declined),-0.960,-1.830
2,14:11,4,13,DAL 23,3,7,"Chris Jones punts 37 yards, returned by Greg Ward for no gain (tackle by Joe Thomas). Penalty on Rudy Ford: Offensive Holding, 10 yards. Penalty on Corey Clement: Illegal Block Above the Waist, 10 yards",-1.830,-0.940
2,14:01,1,10,PHI 30,3,7,Boston Scott left tackle for 1 yard (tackle by Jourdan Lewis),0.940,0.530
2,13:21,2,9,PHI 31,3,7,Carson Wentz pass complete deep left to Travis Fulgham for 18 yards (tackle by Trevon Diggs),0.530,2.190
2,12:34,1,10,PHI 49,3,7,Carson Wentz pass incomplete short right intended for Greg Ward (defended by Trevon Diggs),2.190,1.650
2,12:29,2,10,PHI 49,3,7,Corey Clement up the middle for 7 yards (tackle by Sean Lee and Antwaun Woods),1.650,1.880
2,11:45,3,3,DAL 44,3,7,Carson Wentz pass incomplete short right,1.880,0.330
2,11:38,4,3,DAL 44,3,7,"Carson Wentz sacked by Leighton Vander Esch for -10 yards. Carson Wentz fumbles (forced by Leighton Vander Esch), recovered by Dorance Armstrong at PHI-46",0.330,-2.520
2,11:30,1,10,PHI 46,3,7,Ben DiNucci pass incomplete short right intended for Noah Brown (defended by Jalen Mills),2.520,1.980
2,11:26,2,10,PHI 46,3,7,Ben DiNucci pass complete short left to Michael Gallup for 10 yards (tackle by Darius Slay),1.980,3.180
2,11:12,1,10,PHI 36,3,7,Ezekiel Elliott right guard for 4 yards (tackle by Duke Riley),3.180,3.180
2,10:30,2,6,PHI 32,3,7,Ezekiel Elliott up the middle for 1 yard (tackle by Alex Singleton),3.180,2.610
2,9:54,3,5,PHI 31,3,7,Ben DiNucci pass incomplete short left intended for Michael Gallup,2.610,1.350
2,9:50,4,5,PHI 31,6,7,Greg Zuerlein 49 yard field goal good,1.350,3.000
2,9:46,,,DAL 35,6,7,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,9:46,1,10,PHI 25,6,7,Boston Scott left tackle for 4 yards (tackle by Jaylon Smith),0.610,0.600
2,9:06,2,6,PHI 29,6,7,Boston Scott right guard for 11 yards (tackle by Anthony Brown),0.600,1.600
2,8:36,1,10,PHI 40,6,7,Corey Clement up the middle for 3 yards (tackle by Jaylon Smith and Xavier Woods),1.600,1.460
2,8:07,2,7,PHI 43,6,7,Carson Wentz pass complete short right to Travis Fulgham for 6 yards (tackle by Anthony Brown),1.460,1.550
2,7:42,3,1,PHI 49,6,7,Carson Wentz up the middle for 2 yards (tackle by Randy Gregory),1.550,2.320
2,7:02,1,10,DAL 49,6,7,Carson Wentz pass incomplete deep left intended for John Hightower,2.320,1.780
2,6:55,2,10,DAL 49,6,7,Boston Scott right guard for 4 yards (tackle by Aldon Smith and Leighton Vander Esch),1.780,1.620
2,6:17,,,,,,Timeout #2 by Dallas Cowboys,,
2,6:17,3,6,DAL 45,6,7,Greg Ward left end for 2 yards (tackle by Randy Gregory),1.620,0.400
2,5:40,4,4,DAL 43,6,7,"Cameron Johnston punts 43 yards, touchback.",0.400,-0.280
2,5:29,1,10,DAL 20,6,7,Ben DiNucci pass complete short middle to Tony Pollard for 14 yards (tackle by Avonte Maddox),0.280,1.200
2,4:53,1,10,DAL 34,6,7,Ben DiNucci pass complete short left to Michael Gallup for 1 yard (tackle by Josh Sweat),1.200,0.790
2,4:13,2,9,DAL 35,6,7,Ben DiNucci pass incomplete short right intended for Amari Cooper,0.790,0.100
2,4:06,3,9,DAL 35,6,7,"Penalty on Cameron Erving: False Start, 5 yards (no play)",0.100,-0.560
2,4:06,3,14,DAL 30,6,7,Cedrick Wilson right end for -1 yards (tackle by Nickell Robey-Coleman),-0.560,-1.440
2,3:25,4,15,DAL 29,6,7,"Chris Jones punts 44 yards, returned by Greg Ward for 22 yards (tackle by Francis Bernard and Dorance Armstrong)",-1.440,-2.190
2,3:14,1,10,PHI 49,6,7,Boston Scott right tackle for 2 yards (tackle by Randy Gregory),2.190,1.920
2,2:32,2,8,DAL 49,6,7,Carson Wentz pass incomplete short left intended for Jalen Reagor,1.920,1.220
2,2:27,3,8,DAL 49,6,7,"Carson Wentz pass incomplete deep left intended for Dallas Goedert. Penalty on Randy Gregory: Roughing the Passer, 15 yards (no play)",1.220,3.310
2,2:22,1,10,DAL 34,6,7,Carson Wentz pass deep right intended for Jalen Reagor is intercepted by Trevon Diggs at DAL-0 and returned for no gain,3.310,-0.280
2,2:14,1,10,DAL 20,6,7,Ezekiel Elliott right guard for -3 yards (tackle by T.J. Edwards),0.280,-0.790
2,2:00,2,13,DAL 17,6,7,Ben DiNucci pass incomplete short right,-0.790,-1.510
2,1:53,3,13,DAL 17,6,7,Ben DiNucci pass incomplete short right intended for Michael Gallup,-1.510,-2.320
2,1:50,4,13,DAL 17,6,7,Chris Jones punts 36 yards out of bounds,-2.320,-2.060
2,1:43,1,10,PHI 47,6,7,Carson Wentz pass complete short right to Boston Scott for 3 yards (tackle by Jaylon Smith),2.060,1.920
2,1:20,2,7,PHI 50,6,7,Carson Wentz pass incomplete short left intended for John Hightower (defended by Trevon Diggs),1.920,1.220
2,1:17,3,7,PHI 50,6,7,Carson Wentz pass complete short middle to Greg Ward for 6 yards (tackle by Trevon Diggs),1.220,0.330
2,0:32,,,,,,Timeout #1 by Philadelphia Eagles,,
2,0:32,4,1,DAL 44,6,7,Carson Wentz pass incomplete short right intended for Travis Fulgham,0.330,-1.930
2,0:29,1,10,DAL 45,6,7,Ben DiNucci pass complete short right to Michael Gallup for 11 yards (tackle by Michael Jacquet),1.930,2.650
2,0:22,1,10,PHI 44,6,7,Ezekiel Elliott up the middle for 3 yards (tackle by Josh Sweat),2.650,2.520
2,0:18,,,,,,Timeout #3 by Dallas Cowboys,,
2,0:18,2,7,PHI 41,6,7,Ben DiNucci pass incomplete short left intended for Ezekiel Elliott,2.520,1.820
2,0:15,3,7,PHI 41,6,7,Ben DiNucci pass incomplete deep right intended for CeeDee Lamb (defended by Michael Jacquet),1.820,0.530
2,0:10,4,7,PHI 41,9,7,Greg Zuerlein 59 yard field goal good,0.530,3.000
2,0:06,,,DAL 35,9,7,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,0:06,1,10,PHI 25,9,7,Carson Wentz kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,9,7,"Greg Zuerlein kicks off 65 yards, returned by Jason Huntley for 20 yards (tackle by Joe Thomas)",0.000,0.280
3,14:54,1,10,PHI 20,9,7,"Boston Scott up the middle for 3 yards (tackle by Leighton Vander Esch). Penalty on Dallas Goedert: False Start, 5 yards (no play)",0.280,-0.310
3,14:54,1,15,PHI 15,9,7,Carson Wentz pass complete short right to Travis Fulgham for 4 yards (tackle by DeMarcus Lawrence),-0.310,-0.460
3,14:11,2,11,PHI 19,9,7,"Carson Wentz pass incomplete deep right intended for Travis Fulgham. Penalty on Anthony Brown: Defensive Pass Interference, 23 yards (no play)",-0.460,1.730
3,14:07,1,10,PHI 42,9,7,Boston Scott up the middle for 4 yards (tackle by Aldon Smith),1.730,1.730
3,13:27,2,6,PHI 46,9,7,Carson Wentz pass complete short left to Jalen Reagor for 6 yards (tackle by Trevon Diggs),1.730,2.390
3,12:52,1,10,DAL 48,9,7,"Boston Scott right end for -3 yards (tackle by DeMarcus Lawrence and Jourdan Lewis). Boston Scott fumbles, ball out of bounds at DAL-48 (forced by DeMarcus Lawrence)",2.390,1.440
3,12:20,2,13,PHI 49,9,7,Carson Wentz pass deep middle intended for John Hightower is intercepted by Trevon Diggs at DAL-0 and returned for 33 yards,1.440,-1.000
3,12:04,1,10,DAL 31,9,7,Ezekiel Elliott left tackle for 9 yards (tackle by Alex Singleton),1.000,1.680
3,11:24,2,1,DAL 40,9,7,Ezekiel Elliott left tackle for 6 yards (tackle by Alex Singleton and T.J. Edwards),1.680,1.990
3,10:45,1,10,DAL 46,9,7,Ezekiel Elliott right guard for 8 yards (tackle by T.J. Edwards),1.990,2.530
3,10:11,2,2,PHI 46,9,7,Tony Pollard right guard for 7 yards (tackle by Michael Jacquet),2.530,2.980
3,9:35,1,10,PHI 39,9,7,Tony Pollard right guard for 2 yards (tackle by Duke Riley and Fletcher Cox),2.980,2.710
3,8:55,2,8,PHI 37,9,7,Tony Pollard up the middle for 9 yards (tackle by T.J. Edwards),2.710,3.710
3,8:19,1,10,PHI 28,9,7,Ezekiel Elliott left tackle for 2 yards (tackle by Michael Jacquet and T.J. Edwards),3.710,3.440
3,7:40,2,8,PHI 26,9,7,Cedrick Wilson right end for -10 yards (tackle by Fletcher Cox),3.440,1.420
3,6:55,3,18,PHI 36,9,7,Ben DiNucci pass complete short left to CeeDee Lamb for 2 yards (tackle by Josh Sweat),1.420,1.060
3,6:18,4,16,PHI 34,9,7,Greg Zuerlein 52 yard field goal no good,1.060,-1.730
3,6:13,1,10,PHI 42,9,7,Corey Clement left guard for 7 yards (tackle by Trevon Diggs and Jaylon Smith),1.730,2.130
3,5:34,2,3,PHI 49,9,7,Carson Wentz pass complete short left to Corey Clement for 4 yards (tackle by Jaylon Smith),2.130,2.460
3,5:07,1,10,DAL 47,9,7,"Carson Wentz pass incomplete short right intended for Greg Ward (defended by DeMarcus Lawrence). Penalty on DeMarcus Lawrence: Defensive Holding, 5 yards (no play)",2.460,2.790
3,5:03,1,10,DAL 42,9,7,Jalen Hurts pass complete short left to Travis Fulgham for 9 yards (tackle by Trevon Diggs),2.790,3.460
3,4:36,2,1,DAL 33,9,7,Carson Wentz pass incomplete short left,3.460,2.740
3,4:30,3,1,DAL 33,9,7,Carson Wentz pass complete short left to Greg Ward for 2 yards (tackle by Donovan Wilson),2.740,3.510
3,3:48,1,10,DAL 31,9,7,Carson Wentz pass complete short left to Dallas Goedert for 15 yards (tackle by Donovan Wilson),3.510,4.510
3,3:15,1,10,DAL 16,9,7,Boston Scott left end for -2 yards (tackle by Jourdan Lewis),4.510,3.640
3,2:37,2,12,DAL 18,9,7,Carson Wentz left end for 9 yards (tackle by Jaylon Smith),3.640,4.390
3,1:58,3,3,DAL 9,9,13,"Carson Wentz pass complete short left to Travis Fulgham for 9 yards, touchdown",4.390,7.000
3,1:54,,,DAL 2,9,15,"Two Point Attempt: Carson Wentz pass complete to Jalen Reagor, conversion succeeds",1.000,1.000
3,1:54,,,PHI 35,9,15,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,1:54,1,10,DAL 25,9,15,Ben DiNucci pass complete short left to Michael Gallup for 14 yards (tackle by Avonte Maddox),0.610,1.530
3,1:25,1,10,DAL 39,9,15,Ezekiel Elliott up the middle for no gain (tackle by Josh Sweat),1.530,0.990
3,0:55,2,10,DAL 39,9,15,"Ben DiNucci pass incomplete short left intended for Michael Gallup (defended by Avonte Maddox). Penalty on Avonte Maddox: Defensive Pass Interference, 8 yards (no play)",0.990,2.060
3,0:51,1,10,DAL 47,9,15,"Ben DiNucci left end for 10 yards (tackle by Jalen Mills). Penalty on Dalton Schultz: Offensive Holding, 10 yards",2.060,2.060
3,0:33,1,10,DAL 47,9,15,Ben DiNucci pass incomplete deep left intended for Michael Gallup,2.060,1.520
3,0:27,2,10,DAL 47,9,15,Ben DiNucci pass complete short left to Dalton Schultz for 9 yards (tackle by Josh Sweat),1.520,2.020
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,PHI 44,9,15,Ezekiel Elliott right tackle for no gain (tackle by T.J. Edwards and Javon Hargrave),2.020,0.330
4,14:30,4,1,PHI 44,9,15,Ben DiNucci up the middle for 1 yard (tackle by Duke Riley and Josh Sweat),0.330,2.720
4,14:13,1,10,PHI 43,9,15,Ben DiNucci pass incomplete deep left intended for Michael Gallup,2.720,2.180
4,14:08,2,10,PHI 43,9,15,Ezekiel Elliott right guard for no gain (tackle by T.J. Edwards),2.180,1.490
4,13:30,3,10,PHI 43,9,15,Ben DiNucci pass complete short middle to Dalton Schultz for 8 yards (tackle by Jalen Mills),1.490,0.990
4,12:52,4,2,PHI 35,9,15,Ben DiNucci pass incomplete short left intended for Amari Cooper (defended by Javon Hargrave),0.990,-1.270
4,12:44,1,10,PHI 35,9,15,Boston Scott right tackle for no gain (tackle by DeMarcus Lawrence and Antwaun Woods),1.270,0.720
4,12:09,2,10,PHI 35,9,15,Boston Scott left guard for 4 yards (tackle by DeMarcus Lawrence),0.720,0.560
4,11:30,3,6,PHI 39,9,15,Carson Wentz pass incomplete short middle intended for Greg Ward,0.560,-0.780
4,11:27,4,6,PHI 39,9,15,"Cameron Johnston punts 40 yards, returned by CeeDee Lamb for 4 yards (tackle by Corey Clement)",-0.780,-0.610
4,11:18,1,10,DAL 25,9,15,Ezekiel Elliott right guard for 4 yards (tackle by Avonte Maddox),0.610,0.600
4,10:42,2,6,DAL 29,9,15,Ben DiNucci pass complete short right to Amari Cooper for 5 yards (tackle by Michael Jacquet),0.600,0.560
4,10:01,3,1,DAL 34,9,15,Ezekiel Elliott left end for 2 yards (tackle by Duke Riley),0.560,1.330
4,9:29,1,10,DAL 36,9,15,Tony Pollard up the middle for 14 yards (tackle by Jalen Mills),1.330,2.260
4,8:50,1,10,DAL 50,9,15,Tony Pollard left guard for 6 yards (tackle by Alex Singleton),2.260,2.520
4,8:26,2,4,PHI 44,9,15,Ben DiNucci left end for 6 yards (tackle by Will Parks),2.520,3.050
4,7:56,1,10,PHI 38,9,15,Ben DiNucci pass complete short left to Dalton Schultz for 7 yards (tackle by Alex Singleton and T.J. Edwards),3.050,3.450
4,7:18,2,3,PHI 31,9,15,Ben DiNucci pass complete short left to Michael Gallup for 6 yards (tackle by Avonte Maddox),3.450,3.910
4,6:46,1,10,PHI 25,9,15,Ben DiNucci left end for -4 yards (tackle by Will Parks),3.910,2.820
4,6:12,2,14,PHI 29,9,15,Ben DiNucci pass complete short middle to Dalton Schultz for 8 yards (tackle by Will Parks),2.820,3.200
4,5:34,3,6,PHI 21,9,21,"Ben DiNucci sacked by T.J. Edwards for -14 yards. Ben DiNucci fumbles (forced by T.J. Edwards), recovered by Rodney McLeod at PHI-47 and returned for 53 yards, touchdown",3.200,-7.000
4,5:18,,,DAL 2,9,21,"Two Point Attempt: Jalen Hurts rushes, conversion fails.",1.000,-1.000
4,5:18,,,PHI 35,9,21,"Jake Elliott kicks off 56 yards, returned by Tony Pollard for 14 yards (tackle by Alex Singleton)",0.000,0.480
4,5:11,1,10,DAL 23,9,21,Tony Pollard right tackle for 5 yards (tackle by Brandon Graham),0.480,0.610
4,4:43,2,5,DAL 28,9,21,Ben DiNucci sacked by Fletcher Cox for -12 yards,0.610,-1.960
4,4:09,3,17,DAL 16,9,21,Ben DiNucci pass incomplete deep right intended for Cedrick Wilson (defended by Rodney McLeod),-1.960,-2.390
4,4:00,4,17,DAL 16,9,21,"Penalty on DAL: Delay of Game, 5 yards (no play)",-2.390,-2.490
4,4:00,4,22,DAL 11,9,23,L.P. Ladouceur fumbles out of bounds,-2.490,-2.000
4,3:55,,,DAL 20,9,23,"Greg Zuerlein kicks onside 25 yards, returned by Rodney McLeod for no gain",0.000,2.590
4,3:54,1,10,DAL 45,9,23,Boston Scott left end for 4 yards (tackle by Jourdan Lewis),2.590,2.580
4,3:45,,,,,,Timeout #1 by Dallas Cowboys,,
4,3:45,2,6,DAL 41,9,23,Corey Clement up the middle for 7 yards (tackle by Jaylon Smith),2.580,3.310
4,3:35,,,,,,Timeout #2 by Dallas Cowboys,,
4,3:35,1,10,DAL 34,9,23,Corey Clement up the middle for no gain (tackle by Randy Gregory),3.310,2.770
4,3:30,,,,,,Timeout #3 by Dallas Cowboys,,
4,3:30,2,10,DAL 34,9,23,Carson Wentz sacked by Aldon Smith for no gain,2.770,2.080
4,2:43,3,10,DAL 34,9,23,Carson Wentz pass complete short left to Greg Ward for 2 yards (tackle by Donovan Wilson),2.080,1.240
4,2:00,4,8,DAL 32,9,23,Carson Wentz pass incomplete deep right intended for Jalen Reagor (defended by Anthony Brown),1.240,-1.070
4,1:55,1,10,DAL 32,9,23,Ben DiNucci pass incomplete short right intended for Michael Gallup,1.070,0.530
4,1:50,2,10,DAL 32,9,23,Ben DiNucci pass complete short middle to CeeDee Lamb for 6 yards (tackle by Marcus Epps),0.530,0.630
4,1:28,3,4,DAL 38,9,23,Ben DiNucci pass incomplete short middle intended for Amari Cooper,0.630,-0.850
4,1:22,4,4,DAL 38,9,23,Ben DiNucci pass complete short middle to Dalton Schultz for 15 yards (tackle by Jalen Mills),-0.850,2.460
4,1:02,1,10,PHI 47,9,23,Ben DiNucci pass complete short right to Dalton Schultz for 6 yards (tackle by Jalen Mills),2.460,2.720
4,0:57,2,4,PHI 41,9,23,Ben DiNucci pass incomplete short right intended for Dalton Schultz,2.720,2.010
4,0:53,3,4,PHI 41,9,23,Ben DiNucci pass complete short left to Ezekiel Elliott for 10 yards (tackle by T.J. Edwards),2.010,3.510
4,0:32,1,10,PHI 31,9,23,Ben DiNucci spiked the ball,3.510,2.970
4,0:31,2,10,PHI 31,9,23,Ben DiNucci right end for 9 yards (tackle by Nickell Robey-Coleman),2.970,3.470
4,0:24,3,1,PHI 22,9,23,Ben DiNucci pass complete short left to CeeDee Lamb for 7 yards (tackle by Nickell Robey-Coleman),3.470,4.580
4,0:09,1,10,PHI 15,9,23,Ben DiNucci pass incomplete short left intended for Cedrick Wilson,4.580,3.950
4,0:03,2,10,PHI 15,9,23,Ben DiNucci pass complete short left to Tony Pollard for 10 yards (tackle by Will Parks and T.J. Edwards),3.950,3.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
