Quarter,Time,Tm,Detail,DAL,PHI
1.0,10:11,Cowboys,Greg Zuerlein 49 yard field goal,3,0
,0:02,Eagles,Jalen Reagor 2 yard pass from Carson Wentz (Jake Elliott kick),3,7
2.0,9:46,Cowboys,Greg Zuerlein 49 yard field goal,6,7
,0:06,Cowboys,Greg Zuerlein 59 yard field goal,9,7
3.0,1:54,Eagles,Travis Fulgham 9 yard pass from Carson Wentz (Jalen Reagor pass from Carson Wentz),9,15
4.0,5:18,Eagles,Rodney McLeod 53 yard fumble return (run failed),9,21
,3:55,Eagles,"Safety, fumble out of bounds in end zone",9,23
