Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,DAL,19,63,0,4,40,2.1,23,1.2,0,
Tony Pollard,DAL,7,40,0,3,23,3.3,17,2.4,0,
Ben DiNucci,DAL,5,22,0,2,22,4.4,0,0.0,0,
Cedrick Wilson Jr.,DAL,2,-11,0,,-11,-5.5,0,0.0,0,
Chris Jones,DAL,1,0,0,,0,0.0,0,0.0,0,
CeeDee Lamb,DAL,1,19,0,1,16,16.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Boston Scott,PHI,15,70,0,3,39,2.6,31,2.1,5,3.0
Corey Clement,PHI,5,24,0,1,16,3.2,8,1.6,0,
Carson Wentz,PHI,4,17,0,2,16,4.0,1,0.3,0,
Jalen Reagor,PHI,1,6,0,0,6,6.0,0,0.0,0,
Greg Ward,PHI,1,2,0,0,2,2.0,0,0.0,0,
