Quarter,Time,Down,ToGo,Location,NYJ,HOU,Detail,EPB,EPA
1,3:07,1,10,HOU 26,0,0,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Thomas Jones at HOU-25",3.840,3.430
1,2:30,2,9,HOU 25,0,0,Mark Sanchez pass complete short middle to Jerricho Cotchery for 14 yards (tackle by Fred Bennett),3.430,4.840
1,1:45,1,10,HOU 11,0,0,Leon Washington left guard for 2 yards (tackle by Tim Bulman and Brian Cushing),4.840,4.510
1,1:45,2,8,HOU 9,0,0,Thomas Jones middle for 3 yards (tackle by Mario Williams and DeMeco Ryans),4.510,4.210
1,0:16,,,,0,0,Timeout #1 by New York Jets,0.000,4.210
1,0:16,3,5,HOU 6,0,0,Mark Sanchez pass incomplete short left intended for Chansi Stuckey,4.210,2.990
1,0:12,4,5,HOU 6,3,0,"Jay Feely 24 yard field goal good. Penalty on D'Brickashaw Ferguson: Unnecessary Roughness, 15 yards",2.990,3.000
1,,,,NYJ 15,3,0,"Jay Feely kicks off 65 yards, returned by Jacoby Jones for 12 yards (tackle by Wallace Wright)",0.000,1.070
1,0:01,1,10,HOU 32,3,0,Matt Schaub pass complete short left to Vonta Leach for 9 yards (tackle by Vernon Gholston and Kerry Rhodes),1.070,1.740
Quarter,Time,Down,ToGo,Location,NYJ,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,HOU 41,3,0,Matt Schaub pass complete short left to Owen Daniels for 2 yards (tackle by Kerry Rhodes),1.740,1.800
2,14:23,1,10,HOU 43,3,0,Matt Schaub pass incomplete short right intended for Steve Slaton,1.800,1.250
2,14:16,2,10,HOU 43,3,0,Steve Slaton left tackle for 4 yards (tackle by Bryan Thomas),1.250,1.090
2,13:34,3,6,HOU 47,3,0,Matt Schaub pass incomplete short left intended for Andre' Davis,1.090,-0.260
2,13:29,4,6,HOU 47,3,0,"Matt Turk punts 33 yards, fair catch by Jim Leonhard",-0.260,-0.280
2,13:20,1,10,NYJ 20,3,0,"Penalty on Brandon Moore: False Start, 5 yards (no play)",0.280,-0.310
2,13:20,1,15,NYJ 15,3,0,Leon Washington middle for 12 yards (tackle by Fred Bennett),-0.310,0.680
2,13:20,2,3,NYJ 27,3,0,Mark Sanchez pass incomplete short right intended for Dustin Keller (defended by Nick Ferguson),0.680,-0.030
2,12:40,3,3,NYJ 27,3,0,Mark Sanchez pass incomplete short middle intended for Chansi Stuckey,-0.030,-1.570
2,12:34,4,3,NYJ 27,3,0,Steve Weatherford punts 43 yards,-1.570,-0.940
2,12:26,1,10,HOU 30,3,0,Steve Slaton right end for -1 yards (tackle by Vernon Gholston),0.940,0.260
2,11:42,2,11,HOU 29,3,0,Steve Slaton right tackle for -2 yards (tackle by Jim Leonhard),0.260,-0.690
2,11:00,3,13,HOU 27,3,0,Matt Schaub pass complete short right to Steve Slaton for 14 yards (tackle by David Harris),-0.690,1.660
2,10:26,1,10,HOU 41,3,0,Matt Schaub middle for 6 yards (tackle by David Harris),1.660,1.930
2,9:42,2,4,HOU 47,3,0,Chris Brown right tackle for 5 yards (tackle by Jim Leonhard and David Harris),1.930,2.390
2,9:05,1,10,NYJ 48,3,0,Matt Schaub pass complete short left to Vonta Leach for 14 yards (tackle by Lito Sheppard and David Harris),2.390,3.310
2,8:24,1,10,NYJ 34,3,0,Chris Brown middle for -1 yards (tackle by Bart Scott),3.310,2.640
2,7:43,2,11,NYJ 35,3,0,"Matt Schaub pass complete short left to Steve Slaton for 18 yards (tackle by Donald Strickland). Steve Slaton fumbles (forced by Donald Strickland), recovered by Mike DeVito at NYJ-15 and returned for 7 yards (tackle by Chester Pitts)",2.640,-0.410
2,7:29,1,10,NYJ 22,3,0,Brad Smith left end for 15 yards (tackle by Brian Cushing),0.410,1.400
2,7:06,1,10,NYJ 37,3,0,Thomas Jones middle for 1 yard (tackle by Nick Ferguson and Shaun Cody),1.400,0.990
2,6:29,2,9,NYJ 38,3,0,Mark Sanchez pass incomplete short left intended for Ben Hartsock (defended by Mario Williams),0.990,0.300
2,6:22,3,9,NYJ 38,3,0,Mark Sanchez pass complete deep middle to Chansi Stuckey for 20 yards (tackle by Glover Quin and Dominique Barber),0.300,2.790
2,5:35,1,10,HOU 42,3,0,Leon Washington middle for -1 yards (tackle by Mario Williams),2.790,2.110
2,5:03,2,11,HOU 43,3,0,Leon Washington left guard for 3 yards (tackle by Jeff Zgonina and Dominique Barber),2.110,1.820
2,5:03,3,8,HOU 40,3,0,Mark Sanchez pass complete short middle to Jerricho Cotchery for 10 yards (tackle by Xavier Adibi),1.820,3.580
2,3:39,1,10,HOU 30,3,0,Mark Sanchez pass incomplete deep right intended for David Clowney,3.580,3.030
2,3:32,2,10,HOU 30,3,0,Leon Washington left guard for no gain (tackle by Antonio Smith and Brian Cushing). Penalty on Wayne Hunter: Illegal Motion (Declined),3.030,2.340
2,3:27,3,10,HOU 30,9,0,"Mark Sanchez pass complete deep middle to Chansi Stuckey for 30 yards, touchdown",2.340,7.000
2,,,,HOU 2,10,0,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYJ 30,10,0,"Jay Feely kicks off 71 yards, returned by Jacoby Jones for 21 yards (tackle by Jason Trusnik). Penalty on Chaun Thompson: Unnecessary Roughness, 10 yards",0.000,-0.380
2,3:14,1,10,HOU 10,10,0,"Matt Schaub pass complete short middle to Steve Slaton for 4 yards (tackle by Bart Scott). Penalty on Owen Daniels: Offensive Holding, 5 yards (no play)",-0.380,-0.570
2,2:43,1,15,HOU 5,10,0,Matt Schaub pass complete short right to Andre' Davis for no gain,-0.570,-1.150
2,2:00,2,15,HOU 5,10,0,"Penalty on Eric Winston: False Start, 2 yards (no play)",-1.150,-1.290
2,2:00,2,17,HOU 3,10,0,Matt Schaub pass complete short left to Andre' Davis for 7 yards (tackle by Kerry Rhodes),-1.290,-1.420
2,1:18,3,10,HOU 10,10,0,Matt Schaub pass complete short middle to Owen Daniels for 8 yards (tackle by Kerry Rhodes),-1.420,-2.240
2,1:11,,,,10,0,Timeout #2 by New York Jets,0.000,-2.240
2,1:11,4,2,HOU 18,10,0,"Matt Turk punts 51 yards, returned by Jim Leonhard for 18 yards (tackle by Joel Dreessen)",-2.240,-2.190
2,0:58,1,10,NYJ 49,10,0,Mark Sanchez pass complete short right to Chansi Stuckey for 3 yards (tackle by Fred Bennett),2.190,2.050
2,0:53,2,7,HOU 48,10,0,Leon Washington middle for no gain (tackle by Antonio Smith),2.050,1.360
2,0:29,3,7,HOU 48,10,0,Mark Sanchez pass complete short middle to Leon Washington for 5 yards (tackle by Xavier Adibi),1.360,0.400
2,0:02,,,,10,0,Timeout #3 by New York Jets,0.000,0.400
2,0:02,4,2,HOU 43,10,0,Mark Sanchez pass complete deep left to Dustin Keller for 25 yards (tackle by DeMeco Ryans). Penalty on DeMeco Ryans: Taunting (Declined),0.400,1.070
Quarter,Time,Down,ToGo,Location,NYJ,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,10,0,"Kris Brown kicks off 67 yards, returned by Leon Washington for 20 yards (tackle by Joel Dreessen). Penalty on Jamaal Westerman: Offensive Holding, 10 yards",0.000,-0.320
3,14:53,1,10,NYJ 13,10,0,Thomas Jones right tackle for 3 yards (tackle by Zach Diles),-0.320,-0.440
3,14:15,2,7,NYJ 16,10,0,Thomas Jones left tackle for 2 yards (tackle by Brian Cushing),-0.440,-0.830
3,13:30,3,5,NYJ 18,10,0,Mark Sanchez pass complete short middle to Jerricho Cotchery for 10 yards (tackle by Glover Quin),-0.830,0.810
3,12:44,1,10,NYJ 28,10,0,Mark Sanchez pass complete short right to Leon Washington for 7 yards,0.810,1.210
3,12:13,2,3,NYJ 35,10,0,Thomas Jones right guard for 1 yard (tackle by Brian Cushing),1.210,0.630
3,11:31,3,2,NYJ 36,10,0,Mark Sanchez pass complete short right to Jerricho Cotchery for 25 yards (tackle by Zach Diles),0.630,2.980
3,10:56,1,10,HOU 39,10,0,Mark Sanchez pass complete short right to Dustin Keller for 11 yards (tackle by Dominique Barber),2.980,3.710
3,10:19,1,10,HOU 28,10,0,"Thomas Jones middle for 2 yards (tackle by Antonio Smith). Thomas Jones fumbles (forced by Antonio Smith), recovered by Damien Woody at HOU-26",3.710,3.440
3,9:33,2,8,HOU 26,10,0,Leon Washington left end for 11 yards (tackle by Dominique Barber),3.440,4.580
3,9:01,1,10,HOU 15,10,0,Leon Washington middle for no gain (tackle by Mario Williams),4.580,3.950
3,8:22,2,10,HOU 15,10,0,"Mark Sanchez pass incomplete short right intended for Jerricho Cotchery (defended by Brice McCain). Penalty on Nick Ferguson: Illegal Use of Hands, 5 yards (no play)",3.950,4.910
3,8:16,1,10,HOU 10,10,0,Leon Washington middle for 9 yards (tackle by Brian Cushing),4.910,5.910
3,7:39,2,1,HOU 1,16,0,"Thomas Jones middle for 1 yard, touchdown",5.910,7.000
3,,,,HOU 2,17,0,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYJ 30,17,0,"Jay Feely kicks off 74 yards, returned by Jacoby Jones for 29 yards (tackle by James Ihedigbo)",0.000,0.610
3,7:28,1,10,HOU 25,17,0,Steve Slaton left end for 7 yards (tackle by Vernon Gholston),0.610,1.010
3,7:07,2,3,HOU 32,17,0,Matt Schaub sacked by David Harris for -8 yards,1.010,-0.760
3,6:42,3,11,HOU 24,17,0,Matt Schaub pass incomplete short middle intended for Andre Johnson,-0.760,-1.770
3,6:35,4,11,HOU 24,17,0,"Matt Turk punts 51 yards, returned by Leon Washington for 12 yards (tackle by Nick Ferguson)",-1.770,-1.400
3,6:21,1,10,NYJ 37,17,0,Mark Sanchez pass incomplete deep middle intended for Dustin Keller,1.400,0.860
3,6:14,2,10,NYJ 37,17,0,Thomas Jones middle for 3 yards (tackle by Brian Cushing and DeMeco Ryans),0.860,0.560
3,5:31,3,7,NYJ 40,17,0,Mark Sanchez pass incomplete short left intended for Leon Washington,0.560,-0.720
3,5:27,4,7,NYJ 40,17,0,"Steve Weatherford punts 46 yards, fair catch by Jacoby Jones",-0.720,0.280
3,5:18,1,10,HOU 14,17,0,Matt Schaub pass complete short middle to Owen Daniels for 27 yards (tackle by Kerry Rhodes and David Harris). Penalty on David Harris: Illegal Contact (Declined),-0.280,1.660
3,4:52,1,10,HOU 41,17,0,Matt Schaub pass complete short right to Chris Brown for 1 yard (tackle by David Harris),1.660,1.260
3,4:20,2,9,HOU 42,17,0,Matt Schaub pass incomplete short right intended for David Anderson,1.260,0.560
3,4:17,3,9,HOU 42,17,0,Matt Schaub pass complete short left to Andre Johnson for 7 yards (tackle by Bryan Thomas),0.560,-0.130
3,3:37,4,2,HOU 49,17,0,Matt Schaub pass incomplete short middle intended for Owen Daniels (defended by Eric Smith),-0.130,-2.320
3,3:33,1,10,HOU 49,17,0,Thomas Jones left guard for 1 yard (tackle by Amobi Okoye and Brian Cushing),2.320,1.920
3,2:58,2,9,HOU 48,17,0,"Leon Washington right end for -2 yards (tackle by John Busing). Penalty on Brad Smith: Offensive Holding, 10 yards (no play)",1.920,0.570
3,2:27,2,19,NYJ 42,17,0,Leon Washington middle for 11 yards (tackle by Nick Ferguson and Glover Quin),0.570,1.360
3,1:48,3,8,HOU 47,17,0,Mark Sanchez pass complete short right to Leon Washington for 4 yards (tackle by Connor Barwin),1.360,0.400
3,1:02,4,4,HOU 43,17,0,"Steve Weatherford punts 32 yards, fair catch by Jacoby Jones",0.400,0.370
3,0:54,1,10,HOU 11,17,0,"Steve Slaton right end for 3 yards (tackle by Darrelle Revis). Penalty on Marques Douglas: Defensive Holding, 5 yards",-0.370,0.150
3,0:29,1,10,HOU 19,17,0,Matt Schaub pass incomplete short middle intended for Owen Daniels,0.150,-0.390
3,0:25,2,10,HOU 19,17,0,Matt Schaub pass complete short middle to David Anderson for 14 yards (tackle by Jamaal Westerman),-0.390,1.140
3,0:01,1,10,HOU 33,17,0,Matt Schaub pass incomplete short middle intended for Owen Daniels,1.140,0.590
Quarter,Time,Down,ToGo,Location,NYJ,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,HOU 33,17,0,Matt Schaub pass incomplete short right intended for Steve Slaton,0.590,-0.100
4,14:56,3,10,HOU 33,17,0,Matt Schaub sacked by Jamaal Westerman for -13 yards,-0.100,-2.030
4,14:39,4,23,HOU 20,17,0,"Matt Turk punts 44 yards, fair catch by Jim Leonhard",-2.030,-1.330
4,14:28,1,10,NYJ 36,17,0,Mark Sanchez pass incomplete deep left intended for Chansi Stuckey,1.330,0.790
4,14:28,2,10,NYJ 36,17,0,"Penalty on D'Brickashaw Ferguson: False Start, 5 yards (no play)",0.790,0.120
4,14:23,2,15,NYJ 31,17,0,Mark Sanchez pass complete deep middle to Jerricho Cotchery for 21 yards (tackle by John Busing),0.120,2.390
4,13:42,1,10,HOU 48,17,0,"Penalty on Mark Sanchez: False Start, 5 yards (no play)",2.390,2.060
4,13:15,1,15,NYJ 47,17,0,Thomas Jones middle for no gain (tackle by DeMeco Ryans),2.060,1.170
4,12:35,2,15,NYJ 47,17,6,"Mark Sanchez pass incomplete short left intended for Dustin Keller is intercepted by John Busing at HOU-38 and returned for 14 yards. John Busing fumbles (forced by Dustin Keller), recovered by Dominique Barber at NYJ-48 and returned for 48 yards, touchdown. Penalty on Mark Sanchez: Low Block, 15 yards",1.170,-7.000
4,,,,NYJ 2,17,7,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 45,17,7,"Kris Brown kicks off 55 yards, touchback",0.000,0.280
4,12:18,1,10,NYJ 20,17,7,Thomas Jones right tackle for 2 yards (tackle by Shaun Cody),0.280,0.000
4,11:42,2,8,NYJ 22,17,7,Mark Sanchez for 5 yards (tackle by Mario Williams),0.000,-0.030
4,11:11,3,3,NYJ 27,17,7,Mark Sanchez pass complete deep right to Dustin Keller for 40 yards (tackle by John Busing),-0.030,3.380
4,11:11,1,10,HOU 33,17,7,"Penalty on NYJ: Illegal Substitution, 5 yards (no play)",3.380,3.050
4,10:17,1,15,HOU 38,23,7,"Thomas Jones right guard for 38 yards, touchdown",3.050,7.000
4,,,,HOU 2,24,7,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYJ 30,24,7,"Jay Feely kicks off 73 yards, returned by Jacoby Jones for 24 yards (tackle by Marques Murrell)",0.000,0.340
4,10:02,1,10,HOU 21,24,7,Matt Schaub pass incomplete short middle intended for Andre Johnson,0.340,-0.200
4,9:56,2,10,HOU 21,24,7,Matt Schaub pass complete deep middle to Andre Johnson for 17 yards (tackle by Lito Sheppard),-0.200,1.470
4,9:27,1,10,HOU 38,24,7,Matt Schaub pass complete short middle to Owen Daniels for 7 yards (tackle by Eric Smith),1.470,1.870
4,9:03,2,3,HOU 45,24,7,Matt Schaub pass incomplete short left intended for David Anderson,1.870,1.160
4,9:02,3,3,HOU 45,24,7,Steve Slaton middle for 6 yards (tackle by David Harris and Donald Strickland),1.160,2.320
4,8:36,1,10,NYJ 49,24,7,Matt Schaub pass complete short right to Andre' Davis for 7 yards (tackle by David Harris),2.320,2.730
4,8:06,2,3,NYJ 42,24,7,Matt Schaub pass complete short middle to Andre Johnson for 4 yards (tackle by Donald Strickland),2.730,3.050
4,7:34,1,10,NYJ 38,24,7,Matt Schaub pass incomplete short left intended for David Anderson,3.050,2.510
4,7:29,2,10,NYJ 38,24,7,Matt Schaub pass incomplete deep middle intended for Jacoby Jones is intercepted by Lito Sheppard at NYJ-12,2.510,0.350
4,7:20,1,10,NYJ 12,24,7,Leon Washington left tackle for 1 yard (tackle by DeMeco Ryans and Mario Williams),-0.350,-0.700
4,6:39,2,9,NYJ 13,24,7,Thomas Jones right tackle for 39 yards (tackle by Dominique Barber),-0.700,2.390
4,5:57,,,,24,7,Timeout #1 by Houston Texans,0.000,2.390
4,5:57,1,10,HOU 48,24,7,Leon Washington right guard for no gain (tackle by John Busing),2.390,1.850
4,5:12,2,10,HOU 48,24,7,Leon Washington right guard for 3 yards (tackle by Amobi Okoye and DeMeco Ryans),1.850,1.550
4,4:28,3,7,HOU 45,24,7,Mark Sanchez left end for 7 yards (tackle by Brice McCain),1.550,3.050
4,3:40,1,10,HOU 38,24,7,Thomas Jones right tackle for 3 yards (tackle by Kevin Bentley),3.050,2.910
4,2:56,2,7,HOU 35,24,7,Thomas Jones left tackle for 2 yards (tackle by Tim Bulman and DeMeco Ryans),2.910,2.480
4,2:13,3,5,HOU 33,24,7,Thomas Jones middle for 4 yards (tackle by Mario Williams),2.480,1.620
4,2:00,4,1,HOU 29,24,7,Tony Richardson middle for 2 yards (tackle by Brice McCain),1.620,3.780
4,1:42,,,,24,7,Timeout #2 by Houston Texans,0.000,3.780
4,1:42,1,10,HOU 27,24,7,Thomas Jones right tackle for 5 yards (tackle by Jeff Zgonina),3.780,3.910
4,0:57,2,5,HOU 22,24,7,Mark Sanchez kneels for -4 yards,3.910,2.680
4,0:16,3,9,HOU 26,24,7,Mark Sanchez kneels for -2 yards,2.680,1.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
