Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Leonard Fournette,JAX,29,131,0,8,69,2.4,62,2.1,1,29.0
Gardner Minshew II,JAX,9,48,0,2,25,2.8,23,2.6,0,
Ryquell Armstead,JAX,3,3,0,,-7,-2.3,10,3.3,0,
Dede Westbrook,JAX,2,14,0,0,9,4.5,5,2.5,0,
DJ Chark,JAX,1,20,0,1,16,16.0,4,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,10,2,0,0,-11,-1.1,13,1.3,1,10.0
Giovani Bernard,CIN,4,0,0,,-2,-0.5,2,0.5,0,
Andy Dalton,CIN,4,33,1,3,13,3.3,20,5.0,0,
Alex Erickson,CIN,2,-2,0,0,-11,-5.5,9,4.5,0,
