#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:39,CIN 1,3,1:59,6,Punt
2,1,6:34,CIN 47,4,0:48,12,Punt
3,1,3:30,JAX 43,3,1:32,-7,Punt
4,2,13:28,CIN 12,3,1:39,2,Punt
5,2,6:30,CIN 25,5,1:28,25,Punt
6,2,2:14,CIN 20,6,0:49,80,Touchdown
7,2,0:04,CIN 49,1,0:04,0,End of Half
8,3,15:00,CIN 25,5,1:40,28,Fumble
9,3,6:52,CIN 25,3,1:36,-11,Punt
10,3,3:38,CIN 9,10,3:07,72,Field Goal
11,4,12:41,CIN 25,10,4:16,60,Interception
12,4,5:11,CIN 23,3,0:53,5,Interception
13,4,4:18,JAX 41,1,0:19,0,Interception
14,4,1:56,CIN 31,9,1:33,69,Touchdown
