Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
1,4:53,1,10,LAC 14,14,0,"Philip Rivers pass complete short right to Derek Watt for 7 yards (tackle by Todd Davis and Shelby Harris). Penalty on Von Miller: Defensive Holding, 5 yards (no play)",-0.280,0.150
1,4:27,1,10,LAC 19,14,0,Melvin Gordon right tackle for 4 yards (tackle by De'Vante Bausby),0.150,0.210
1,3:42,2,6,LAC 23,14,0,Philip Rivers pass complete short right to Austin Ekeler for 12 yards (tackle by Todd Davis),0.210,1.270
1,3:16,1,10,LAC 35,14,0,Melvin Gordon left guard for 5 yards (tackle by Alexander Johnson and Kareem Jackson),1.270,1.400
1,2:33,2,5,LAC 40,14,0,"Philip Rivers pass deep left intended for Mike Williams is intercepted by Justin Simmons at DEN-37 and returned for 17 yards. Justin Simmons fumbles (forced by Lance Kendricks), recovered by Duke Dawson at LAC-42 (tackle by Mike Pouncey)",1.400,-2.790
1,2:20,1,10,LAC 42,14,0,Diontae Spencer left end for 9 yards (tackle by Drue Tranquill),2.790,3.460
1,1:47,2,1,LAC 33,14,0,Joe Flacco pass incomplete short left intended for Courtland Sutton (defended by Casey Hayward),3.460,2.740
1,1:43,3,1,LAC 33,14,0,Joe Flacco pass complete short right to Phillip Lindsay for 13 yards (tackle by Joey Bosa),2.740,4.240
1,1:15,1,10,LAC 20,14,0,Phillip Lindsay up the middle for 3 yards (tackle by Roderic Teamer and Justin Jones),4.240,4.120
1,0:40,2,7,LAC 17,14,0,"Phillip Lindsay left guard for 3 yards (tackle by Uchenna Nwosu). Penalty on Elijah Wilkinson: Offensive Holding, 10 yards (no play)",4.120,2.750
1,0:15,2,17,LAC 27,14,0,Joe Flacco pass complete short middle to Noah Fant for 6 yards (tackle by Drue Tranquill and Desmond King),2.750,2.870
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,LAC 21,14,0,"Joe Flacco sacked by Uchenna Nwosu for -10 yards. Joe Flacco fumbles (forced by Uchenna Nwosu), recovered by Jatavis Brown at LAC-31 (tackle by Garett Bolles)",2.870,-1.000
2,14:51,1,10,LAC 31,14,0,Austin Ekeler right end for 3 yards (tackle by Alexander Johnson),1.000,0.870
2,14:23,2,7,LAC 34,14,0,Philip Rivers pass incomplete short right intended for Mike Williams,0.870,0.170
2,14:17,3,7,LAC 34,14,0,"Philip Rivers pass incomplete deep left intended for Andre Patton. Penalty on Duke Dawson: Defensive Pass Interference, 21 yards (no play)",0.170,2.590
2,14:10,1,10,DEN 45,14,0,Philip Rivers pass complete short left to Austin Ekeler for 8 yards (tackle by Kareem Jackson and Duke Dawson),2.590,3.120
2,13:37,2,2,DEN 37,14,0,Austin Ekeler up the middle for no gain (tackle by Mike Purcell and Kareem Jackson),3.120,2.410
2,12:56,3,2,DEN 37,14,0,Philip Rivers pass complete short left to Austin Ekeler for 4 yards (tackle by Todd Davis),2.410,3.380
2,12:14,1,10,DEN 33,14,0,Philip Rivers pass complete short left to Derek Watt for 8 yards (tackle by Chris Harris),3.380,3.920
2,11:29,2,2,DEN 25,14,0,Philip Rivers up the middle for -3 yards (tackle by DeMarcus Walker),3.920,2.810
2,10:44,3,5,DEN 28,14,0,Philip Rivers pass complete short right to Keenan Allen for 7 yards (tackle by Duke Dawson),2.810,4.170
2,10:09,1,10,DEN 21,14,0,Melvin Gordon left end for 2 yards (tackle by Isaac Yiadom and Justin Hollins),4.170,3.900
2,9:31,2,8,DEN 19,14,0,Philip Rivers pass complete short left to Austin Ekeler for 3 yards,3.900,3.630
2,8:53,3,5,DEN 16,14,0,"Philip Rivers pass incomplete short right. Penalty on Philip Rivers: Intentional Grounding, 14 yards",3.630,1.410
2,8:49,4,19,DEN 30,14,0,Chase McLaughlin 48 yard field goal no good,1.410,-1.470
2,8:44,1,10,DEN 38,14,0,Royce Freeman up the middle for 6 yards (tackle by Drue Tranquill and Denzel Perryman),1.470,1.730
2,8:10,2,4,DEN 44,14,0,Royce Freeman right guard for 2 yards (tackle by Justin Jones),1.730,1.290
2,7:26,3,2,DEN 46,14,0,"Joe Flacco pass incomplete short right intended for Emmanuel Sanders. Penalty on Michael Davis: Defensive Pass Interference, 9 yards (no play)",1.290,2.590
2,7:21,1,10,LAC 45,14,0,Royce Freeman right guard for 9 yards (tackle by Roderic Teamer),2.590,3.260
2,6:45,2,1,LAC 36,14,0,Joe Flacco pass complete short right to Emmanuel Sanders for 9 yards,3.260,3.780
2,6:33,1,10,LAC 27,14,0,Phillip Lindsay up the middle for 5 yards (tackle by Joey Bosa),3.780,3.910
2,6:10,2,5,LAC 22,14,0,Joe Flacco pass incomplete deep right,3.910,3.200
2,6:02,3,5,LAC 22,14,0,Joe Flacco pass complete short right to Royce Freeman for no gain (tackle by Jaylen Watkins and Uchenna Nwosu),3.200,2.040
2,5:22,4,5,LAC 22,17,0,Brandon McManus 40 yard field goal good,2.040,3.000
2,5:17,,,DEN 35,17,0,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,5:17,1,10,LAC 25,17,0,Philip Rivers pass incomplete short right intended for Melvin Gordon,0.610,0.060
2,5:12,,,,,,Timeout #1 by Denver Broncos,,
2,5:12,2,10,LAC 25,17,0,Philip Rivers pass complete short middle to Mike Williams for 15 yards (tackle by Isaac Yiadom),0.060,1.600
2,4:31,1,10,LAC 40,17,0,Melvin Gordon right end for no gain (tackle by Todd Davis),1.600,1.050
2,3:52,2,10,LAC 40,17,0,Philip Rivers pass complete deep left to Mike Williams for 20 yards (tackle by Chris Harris),1.050,2.920
2,3:06,1,10,DEN 40,17,0,Philip Rivers pass complete short left to Austin Ekeler for 2 yards (tackle by Kareem Jackson),2.920,2.640
2,2:24,2,8,DEN 38,17,0,"Philip Rivers pass incomplete short right intended for Keenan Allen. Penalty on Isaac Yiadom: Defensive Holding, 5 yards (no play)",2.640,3.380
2,2:18,1,10,DEN 33,17,0,Melvin Gordon left tackle for 3 yards (tackle by Kareem Jackson),3.380,3.240
2,2:00,2,7,DEN 30,17,0,Philip Rivers pass incomplete short middle intended for Mike Williams (defended by Shelby Harris),3.240,2.540
2,1:55,3,7,DEN 30,17,0,"Philip Rivers pass incomplete short left intended for Mike Williams (defended by Isaac Yiadom). Penalty on Isaac Yiadom: Defensive Holding, 5 yards (no play)",2.540,3.910
2,1:50,1,10,DEN 25,17,0,Philip Rivers pass complete short left to Austin Ekeler for -1 yards (tackle by Todd Davis),3.910,3.230
2,1:04,2,11,DEN 26,17,0,Philip Rivers pass complete short middle to Virgil Green for 5 yards (tackle by Justin Simmons),3.230,3.200
2,0:27,3,6,DEN 21,17,0,Philip Rivers pass complete short right to Austin Ekeler for 11 yards (tackle by Justin Simmons and Alexander Johnson),3.200,4.910
2,0:20,,,,,,Timeout #2 by Denver Broncos,,
2,0:20,1,10,DEN 10,17,0,Philip Rivers pass incomplete short left intended for Mike Williams,4.910,4.190
2,0:15,2,10,DEN 10,17,0,Philip Rivers pass complete short right to Mike Williams for 7 yards (tackle by Isaac Yiadom and Justin Simmons),4.190,4.720
2,0:11,,,,,,Timeout #1 by Los Angeles Chargers,,
2,0:11,3,3,DEN 3,17,0,Philip Rivers pass complete short right to Austin Ekeler for 2 yards (tackle by Alexander Johnson),4.720,3.550
2,0:07,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:07,,,,,,Timeout #3 by Denver Broncos,,
2,0:07,4,1,DEN 1,17,0,"Philip Rivers pass complete short middle to Austin Ekeler for no gain (tackle by Kareem Jackson). Austin Ekeler fumbles, ball out of bounds at DEN-1 (forced by Kareem Jackson)",3.550,0.000
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,17,0,"Brandon McManus kicks off 63 yards, returned by Troymaine Pope for 20 yards (tackle by Fred Brown). Penalty on Nick Dzubnar: Offensive Holding, 10 yards",0.000,-0.350
3,14:54,1,10,LAC 12,17,0,Austin Ekeler right tackle for 4 yards (tackle by Derek Wolfe),-0.350,-0.370
3,14:18,2,6,LAC 16,17,0,Philip Rivers pass complete short left to Austin Ekeler for no gain (tackle by Alexander Johnson and Duke Dawson),-0.370,-0.950
3,13:34,3,6,LAC 16,17,0,Philip Rivers pass incomplete deep left intended for Keenan Allen,-0.950,-2.390
3,13:27,4,6,LAC 16,17,0,"Ty Long punts 47 yards, returned by Diontae Spencer for 8 yards (tackle by Andre Patton). Penalty on Fred Brown: Illegal Block Above the Waist, 10 yards",-2.390,-1.270
3,13:15,1,10,DEN 35,17,0,Phillip Lindsay up the middle for 16 yards (tackle by Rayshawn Jenkins),1.270,2.320
3,12:36,1,10,LAC 49,17,0,Phillip Lindsay right end for no gain (tackle by Thomas Davis),2.320,1.780
3,12:04,2,10,LAC 49,17,0,Joe Flacco pass complete short left to Courtland Sutton for 4 yards (tackle by Denzel Perryman),1.780,1.620
3,11:19,,,,,,Timeout #1 by Denver Broncos,,
3,11:19,3,6,LAC 45,17,0,Joe Flacco pass complete short right to Phillip Lindsay for 4 yards (tackle by Desmond King),1.620,0.530
3,11:13,4,2,LAC 41,17,0,"Penalty on Dalton Risner: False Start, 5 yards (no play)",0.530,0.200
3,11:03,4,7,LAC 46,17,0,"Colby Wadman punts 46 yards, touchback.",0.200,-0.280
3,10:55,1,10,LAC 20,17,0,Philip Rivers pass complete short right to Travis Benjamin for 13 yards (tackle by Davontae Harris),0.280,1.140
3,10:15,1,10,LAC 33,17,0,Philip Rivers pass complete short right to Mike Williams for 14 yards (tackle by Davontae Harris),1.140,2.060
3,9:43,1,10,LAC 47,17,0,Philip Rivers pass complete short right to Melvin Gordon for 2 yards (tackle by Todd Davis),2.060,1.790
3,9:02,2,8,LAC 49,17,0,Melvin Gordon up the middle for 1 yard (tackle by Von Miller),1.790,1.220
3,8:20,3,7,LAC 50,17,0,Philip Rivers pass incomplete short right intended for Lance Kendricks (defended by Will Parks),1.220,-0.060
3,8:14,4,7,LAC 50,17,0,"Ty Long punts 41 yards, fair catch by Diontae Spencer at DEN-9",-0.060,0.380
3,8:07,1,10,DEN 9,17,0,Royce Freeman up the middle for 3 yards (tackle by Denzel Perryman),-0.380,-0.560
3,7:29,2,7,DEN 12,17,0,Joe Flacco sacked by Jerry Tillery for -7 yards,-0.560,-1.890
3,6:46,3,14,DEN 5,17,0,Royce Freeman right guard for 11 yards (tackle by Jatavis Brown and Roderic Teamer),-1.890,-2.390
3,6:01,4,3,DEN 16,17,0,Colby Wadman punts 40 yards out of bounds,-2.390,-1.860
3,5:51,1,10,LAC 44,17,0,Philip Rivers pass incomplete short right intended for Keenan Allen,1.860,1.320
3,5:46,2,10,LAC 44,17,0,Melvin Gordon left guard for 7 yards (tackle by Von Miller),1.320,1.550
3,5:04,3,3,DEN 49,17,0,Melvin Gordon up the middle for no gain (tackle by Malik Reed),1.550,0.000
3,4:30,4,3,DEN 49,17,0,"Ty Long punts 45 yards, returned by Diontae Spencer for no gain (tackle by Andre Patton and Brandon Facyson)",0.000,0.380
3,4:19,1,10,DEN 4,17,0,Phillip Lindsay up the middle for 1 yard (tackle by Brandon Mebane),-0.380,-0.710
3,3:44,2,9,DEN 5,17,0,Joe Flacco pass short right (defended by Justin Jones) intended for Jeff Heuerman is intercepted by Kyzir White at DEN-7 and returned for no gain,-0.710,-5.600
3,3:38,1,7,DEN 7,17,0,Melvin Gordon left guard for 5 yards (tackle by Malik Reed),5.600,5.720
3,3:01,2,2,DEN 2,17,0,Melvin Gordon up the middle for no gain (tackle by DeMarcus Walker),5.720,4.950
3,2:14,3,2,DEN 2,17,0,Philip Rivers pass short middle intended for Mike Williams is intercepted by Alexander Johnson at DEN-0 and returned for no gain,4.950,-0.280
3,2:07,1,10,DEN 20,17,0,Joe Flacco pass incomplete short right intended for Courtland Sutton (defended by Michael Davis),0.280,-0.270
3,2:00,2,10,DEN 20,17,0,Joe Flacco pass incomplete short right intended for Jeff Heuerman,-0.270,-0.960
3,1:55,3,10,DEN 20,17,0,"Joe Flacco pass complete short right to Fred Brown for 10 yards (tackle by Michael Davis). Penalty on Ronald Leary: Offensive Holding, 10 yards (no play)",-0.960,-2.590
3,1:32,3,20,DEN 10,17,0,Joe Flacco pass complete short right to Phillip Lindsay for 7 yards (tackle by Uchenna Nwosu),-2.590,-2.320
3,0:49,4,13,DEN 17,17,6,"Colby Wadman punts 51 yards, returned by Desmond King for 68 yards, touchdown",-2.320,-7.000
3,0:31,,,DEN 15,17,7,Chase McLaughlin kicks extra point good,0.000,0.000
3,0:31,,,LAC 35,17,7,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
3,0:31,1,10,DEN 25,17,7,Phillip Lindsay right end for -3 yards (tackle by Joey Bosa),0.610,-0.340
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,DEN 22,17,7,Joe Flacco pass complete short middle to Phillip Lindsay for 9 yards (tackle by Desmond King),-0.340,0.170
4,14:22,3,4,DEN 31,17,7,Joe Flacco up the middle for 6 yards (tackle by Roderic Teamer),0.170,1.400
4,13:41,1,10,DEN 37,17,7,Royce Freeman right end for 3 yards (tackle by Denzel Perryman),1.400,1.260
4,13:15,2,7,DEN 40,17,7,Joe Flacco pass complete short right to Andrew Beck for 10 yards (tackle by Kyzir White),1.260,2.260
4,12:33,1,10,DEN 50,17,7,Royce Freeman up the middle for 3 yards (tackle by Isaac Rochell and Kyzir White),2.260,2.120
4,11:59,2,7,LAC 47,17,7,Royce Freeman right end for 11 yards (tackle by Drue Tranquill),2.120,3.180
4,11:26,1,10,LAC 36,17,7,"Joe Flacco pass complete short left to Royce Freeman for 12 yards (tackle by Thomas Davis and Roderic Teamer). Penalty on Dalton Risner: Ineligible Downfield Pass, 5 yards (no play)",3.180,2.850
4,10:58,1,15,LAC 41,17,7,Phillip Lindsay up the middle for 6 yards (tackle by Drue Tranquill),2.850,2.770
4,10:23,2,9,LAC 35,17,7,Phillip Lindsay right tackle for 5 yards (tackle by Brandon Mebane),2.770,2.740
4,9:44,3,4,LAC 30,17,7,Joe Flacco sacked by Joey Bosa for -6 yards,2.740,0.880
4,9:00,4,10,LAC 36,17,7,Brandon McManus 54 yard field goal no good,0.880,-1.860
4,8:55,1,10,LAC 44,17,7,"Philip Rivers pass incomplete deep right intended for Andre Patton. Penalty on Davontae Harris: Defensive Pass Interference, 31 yards (no play)",1.860,3.910
4,8:48,1,10,DEN 25,17,7,Philip Rivers pass complete short right to Melvin Gordon for no gain (tackle by Shelby Harris),3.910,3.360
4,8:02,2,10,DEN 25,17,7,Philip Rivers pass complete short left to Keenan Allen for -4 yards (tackle by Alexander Johnson). Penalty on Trenton Scott: Offensive Holding (Declined),3.360,2.150
4,7:36,3,14,DEN 29,17,7,Philip Rivers pass complete short left to Austin Ekeler for 2 yards (tackle by Will Parks),2.150,1.670
4,6:52,4,12,DEN 27,17,10,Chase McLaughlin 45 yard field goal good,1.670,3.000
4,6:47,,,LAC 35,17,10,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
4,6:47,1,10,DEN 25,17,10,Phillip Lindsay right tackle for 1 yard (tackle by Justin Jones),0.610,0.200
4,6:03,2,9,DEN 26,17,10,Joe Flacco right end for 2 yards (tackle by Roderic Teamer),0.200,-0.230
4,5:19,3,7,DEN 28,17,10,Joe Flacco pass complete short left to Courtland Sutton for 6 yards (tackle by Rayshawn Jenkins),-0.230,-1.110
4,4:33,4,1,DEN 34,17,10,"Colby Wadman punts 47 yards, returned by Desmond King for 1 yard (tackle by Trey Marshall)",-1.110,-0.280
4,4:22,1,10,LAC 20,17,10,"Austin Ekeler left end for 5 yards (tackle by Davontae Harris). Penalty on Von Miller: Defensive Offside, 5 yards (no play)",0.280,1.010
4,4:15,1,5,LAC 25,17,10,Philip Rivers pass incomplete short left intended for Austin Ekeler (defended by Shelby Harris),1.010,0.410
4,4:12,2,5,LAC 25,17,10,Philip Rivers pass complete short middle to Keenan Allen for 5 yards (tackle by Davontae Harris),0.410,0.940
4,3:44,1,10,LAC 30,17,10,Philip Rivers pass incomplete short left intended for Travis Benjamin,0.940,0.390
4,3:40,2,10,LAC 30,17,10,Philip Rivers pass incomplete deep middle intended for Mike Williams (defended by Alexander Johnson),0.390,-0.300
4,3:35,,,,,,Timeout #2 by Denver Broncos,,
4,3:35,3,10,LAC 30,17,10,Philip Rivers pass incomplete short right intended for Melvin Gordon,-0.300,-1.370
4,3:30,4,10,LAC 30,17,10,"Ty Long punts 41 yards, returned by Diontae Spencer for 2 yards (tackle by Troymaine Pope)",-1.370,-1.000
4,3:20,1,10,DEN 31,17,10,Phillip Lindsay up the middle for 32 yards (tackle by Uchenna Nwosu),1.000,3.120
4,2:32,1,10,LAC 37,17,10,Royce Freeman up the middle for 2 yards (tackle by Justin Jones and Thomas Davis),3.120,2.840
4,2:27,,,,,,Timeout #1 by Los Angeles Chargers,,
4,2:27,2,8,LAC 35,17,10,"Royce Freeman up the middle for 3 yards (tackle by Joey Bosa). Penalty on Emmanuel Sanders: Offensive Holding, 10 yards (no play)",2.840,1.490
4,2:21,2,18,LAC 45,17,10,Royce Freeman up the middle for 4 yards (tackle by Drue Tranquill and Uchenna Nwosu),1.490,1.360
4,2:15,,,,,,Timeout #2 by Los Angeles Chargers,,
4,2:15,3,14,LAC 41,17,10,Phillip Lindsay left tackle for 13 yards (tackle by Roderic Teamer and Rayshawn Jenkins),1.360,1.720
4,2:00,4,1,LAC 28,20,10,Brandon McManus 46 yard field goal good,1.720,3.000
4,1:55,,,DEN 35,20,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,1:55,1,10,LAC 25,20,10,Philip Rivers pass complete short left to Austin Ekeler for 6 yards (tackle by Kareem Jackson),0.610,0.870
4,1:48,2,4,LAC 31,20,10,Philip Rivers pass complete short left to Mike Williams for 10 yards (tackle by Kareem Jackson),0.870,1.660
4,1:31,1,10,LAC 41,20,10,Philip Rivers pass complete short middle to Austin Ekeler for 17 yards (tackle by Alexander Johnson),1.660,2.790
4,1:10,1,10,DEN 42,20,10,Philip Rivers pass complete short left to Mike Williams for 8 yards (tackle by Duke Dawson),2.790,3.320
4,0:51,2,2,DEN 34,20,10,Philip Rivers pass complete short right to Austin Ekeler for 9 yards (tackle by Alexander Johnson),3.320,3.910
4,0:31,1,10,DEN 25,20,10,Philip Rivers pass complete short right to Austin Ekeler for 11 yards (tackle by Todd Davis),3.910,4.650
4,0:15,1,10,DEN 14,20,10,Philip Rivers spiked the ball,4.650,4.000
4,0:15,2,10,DEN 14,20,13,Chase McLaughlin 32 yard field goal good,4.000,3.000
4,0:10,,,LAC 35,20,13,"Chase McLaughlin kicks onside 7 yards, returned by Joseph Jones for no gain",0.000,2.790
4,0:09,1,10,LAC 42,20,13,Joe Flacco kneels for -1 yards,2.790,2.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
