Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
1,1:05,4,1,GNB 36,0,7,Brandon Jacobs left guard for 5 yards (tackle by Chris Banjo and Morgan Burnett),0.890,3.510
1,0:27,1,10,GNB 31,0,7,Brandon Jacobs right end for no gain (tackle by Tramon Williams),3.510,2.970
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,GNB 31,0,7,Eli Manning pass incomplete short right intended for Victor Cruz,2.970,2.280
2,14:55,3,10,GNB 31,0,7,Eli Manning pass complete short right to Brandon Myers for 9 yards (tackle by M.D. Jennings),2.280,2.140
2,14:12,4,1,GNB 22,0,10,Josh Brown 40 yard field goal good,2.140,3.000
2,14:12,,,NYG 35,0,10,"Josh Brown kicks off 68 yards, returned by Micah Hyde for 21 yards (tackle by Mark Herzlich)",0.000,-0.040
2,13:57,1,10,GNB 18,0,10,Scott Tolzien pass incomplete short right intended for Jordy Nelson,0.040,-0.490
2,13:53,2,10,GNB 18,0,10,Scott Tolzien pass complete deep right to Jordy Nelson for 25 yards (tackle by Antrel Rolle),-0.490,1.800
2,13:19,1,10,GNB 43,0,10,Scott Tolzien pass complete deep middle to James Jones for 45 yards (tackle by Prince Amukamara),1.800,4.780
2,12:30,1,10,NYG 12,0,10,James Starks up the middle for no gain (tackle by Jason Pierre-Paul and Mike Patterson),4.780,4.100
2,11:46,2,10,NYG 12,0,10,James Starks right tackle for -1 yards (tackle by Jacquian Williams and Jason Pierre-Paul),4.100,3.100
2,11:03,3,11,NYG 13,0,10,Scott Tolzien pass complete short right to Jarrett Boykin for 7 yards (tackle by Trumaine McBride),3.100,3.000
2,10:28,4,4,NYG 6,3,10,Mason Crosby 24 yard field goal good,3.000,3.000
2,10:28,,,GNB 35,3,10,"Tim Masthay kicks off 66 yards, returned by Michael Cox for 12 yards (tackle by Chris Banjo)",0.000,0.370
2,10:17,1,10,NYG 11,3,10,Eli Manning pass complete short middle to Rueben Randle for 12 yards (tackle by Tramon Williams),-0.370,0.480
2,9:42,1,10,NYG 23,3,10,"Eli Manning pass incomplete short left intended for Hakeem Nicks. Penalty on Tramon Williams: Defensive Pass Interference, 8 yards (no play)",0.480,1.000
2,9:34,1,10,NYG 31,3,10,Andre Brown right tackle for 12 yards (tackle by Micah Hyde),1.000,1.800
2,8:56,1,10,NYG 43,3,10,Eli Manning pass complete short right to Jerrel Jernigan for 13 yards (tackle by M.D. Jennings and Brad Jones),1.800,2.650
2,8:18,1,10,GNB 44,3,10,Andre Brown left tackle for 7 yards (tackle by Brad Jones and A.J. Hawk),2.650,3.060
2,7:33,2,3,GNB 37,3,10,Andre Brown right guard for 2 yards (tackle by Tramon Williams and Clay Matthews),3.060,2.610
2,6:50,3,1,GNB 35,3,10,Eli Manning pass incomplete deep right intended for Victor Cruz (defended by Davon House),2.610,2.610
2,6:40,3,1,GNB 35,3,10,Timeout #1 by New York Giants,2.610,1.000
2,6:40,4,1,GNB 35,3,10,Brandon Jacobs right tackle for 2 yards (tackle by Mike Neal and Morgan Burnett),1.000,3.380
2,6:03,1,10,GNB 33,3,10,Eli Manning pass complete short left to Victor Cruz for 9 yards (tackle by Morgan Burnett),3.380,4.050
2,5:18,2,1,GNB 24,3,10,Andre Brown left tackle for 10 yards (tackle by Chris Banjo),4.050,4.650
2,4:37,1,10,GNB 14,3,10,Eli Manning pass incomplete short left intended for Hakeem Nicks,4.650,4.000
2,4:30,2,10,GNB 14,3,10,Eli Manning pass complete short left to Rueben Randle for -1 yards (tackle by Tramon Williams),4.000,3.060
2,3:45,3,11,GNB 15,3,10,Eli Manning pass incomplete short left intended for Louis Murphy is intercepted by Tramon Williams at GNB-11 and returned for 10 yards (tackle by Rueben Randle),3.060,-0.340
2,3:28,1,10,GNB 21,3,10,Eddie Lacy left tackle for 1 yard (tackle by Cullen Jenkins and Jason Pierre-Paul),0.340,-0.070
2,2:54,2,9,GNB 22,3,10,Scott Tolzien pass complete deep middle to Brandon Bostick for 26 yards (tackle by Jon Beason),-0.070,2.130
2,2:25,1,10,GNB 48,3,10,Eddie Lacy up the middle for 1 yard (tackle by Keith Rivers and Linval Joseph),2.130,1.720
2,2:00,2,9,GNB 49,3,10,Eddie Lacy right guard for 3 yards (tackle by Will Hill and Justin Tuck),1.720,1.720
2,1:28,2,9,GNB 49,3,10,Timeout #1 by Green Bay Packers,1.720,1.420
2,1:28,3,6,NYG 48,3,10,Scott Tolzien pass incomplete short left intended for Jarrett Boykin (defended by Justin Tuck),1.420,0.070
2,1:25,4,6,NYG 48,3,10,"Tim Masthay punts 35 yards, fair catch by Rueben Randle",0.070,0.320
2,1:18,1,10,NYG 13,3,10,Eli Manning pass incomplete short left intended for Brandon Myers (defended by Jarrett Bush),-0.320,-0.770
2,1:14,2,10,NYG 13,3,10,Eli Manning right end for 3 yards (tackle by Jarrett Bush),-0.770,-0.770
2,1:03,2,10,NYG 13,3,10,Timeout #2 by Green Bay Packers,-0.770,-1.060
2,1:03,3,7,NYG 16,3,10,Eli Manning pass complete short middle to Hakeem Nicks for 4 yards (tackle by Tramon Williams),-1.060,-1.060
2,0:55,3,7,NYG 16,3,10,Timeout #3 by Green Bay Packers,-1.060,-2.030
2,0:55,4,3,NYG 20,3,10,"Steve Weatherford punts 56 yards, returned by Micah Hyde for 13 yards (tackle by Mark Herzlich)",-2.030,-1.400
2,0:43,1,10,GNB 37,3,10,Scott Tolzien pass complete short left to Jarrett Boykin for 9 yards (tackle by Prince Amukamara and Jon Beason),1.400,2.070
2,0:21,2,1,GNB 46,3,10,Scott Tolzien pass complete short right to Jordy Nelson for 15 yards (tackle by Trumaine McBride),2.070,2.980
2,0:06,1,10,NYG 39,3,10,Scott Tolzien spiked the ball,2.980,2.440
2,0:05,2,10,NYG 39,6,10,Mason Crosby 57 yard field goal good,2.440,3.000
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,6,10,"Josh Brown kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,GNB 20,6,10,Eddie Lacy up the middle for 3 yards (tackle by Jon Beason and Jacquian Williams),0.280,0.140
3,14:30,2,7,GNB 23,6,10,Eddie Lacy left tackle for no gain (tackle by Prince Amukamara),0.140,-0.560
3,13:48,3,7,GNB 23,6,10,Scott Tolzien pass complete deep right to Jordy Nelson for 29 yards (tackle by Terrell Thomas),-0.560,2.390
3,13:09,1,10,NYG 48,6,10,Eddie Lacy left end for -1 yards (tackle by Prince Amukamara),2.390,1.710
3,12:36,2,11,NYG 49,6,10,Scott Tolzien pass incomplete short middle intended for James Jones is intercepted by Jon Beason at NYG-41 and returned for 9 yards,1.710,-2.260
3,12:16,1,10,,6,10,Eli Manning pass complete deep right to Hakeem Nicks for 35 yards (tackle by Morgan Burnett),2.260,4.580
3,11:36,1,10,GNB 15,6,10,Andre Brown right end for 3 yards (tackle by Tramon Williams and Nate Palmer),4.580,4.450
3,10:58,2,7,GNB 12,6,10,Eli Manning pass complete short right to Hakeem Nicks for 2 yards (tackle by Tramon Williams),4.450,4.000
3,10:16,3,5,GNB 10,6,10,Eli Manning pass incomplete short middle intended for Victor Cruz,4.000,2.810
3,10:09,4,5,GNB 10,6,13,Josh Brown 28 yard field goal good,2.810,3.000
3,10:09,,,NYG 35,6,13,"Josh Brown kicks off 69 yards, returned by Micah Hyde for 27 yards (tackle by Antrel Rolle). Penalty on Jamari Lattimore: Offensive Holding, 10 yards",0.000,0.320
3,9:59,1,10,GNB 13,6,13,Scott Tolzien pass complete short right to John Kuhn for 1 yard (tackle by Will Hill),-0.320,-0.680
3,9:26,2,9,GNB 14,6,13,Scott Tolzien pass complete short right to Eddie Lacy for 16 yards (tackle by Will Hill),-0.680,0.940
3,8:48,1,10,GNB 30,6,13,Eddie Lacy right guard for 5 yards (tackle by Jacquian Williams),0.940,1.070
3,8:12,2,5,GNB 35,6,13,Scott Tolzien pass complete short right to Andrew Quarless for 19 yards (tackle by Trumaine McBride),1.070,2.520
3,7:43,1,10,NYG 46,6,13,Scott Tolzien pass incomplete short right intended for James Jones,2.520,1.980
3,7:38,2,10,NYG 46,6,13,Scott Tolzien pass complete short right to Jordy Nelson for -2 yards (tackle by Jon Beason),1.980,1.030
3,7:00,3,12,NYG 48,6,13,Scott Tolzien pass incomplete short left intended for James Jones,1.030,0.070
3,6:53,4,12,NYG 48,6,13,"Tim Masthay punts 31 yards, fair catch by Rueben Randle. Penalty on Louis Murphy: Running Into the Kicker, 5 yards (no play)",0.070,0.400
3,6:45,4,7,NYG 43,6,13,M.D. Jennings right end for 6 yards (tackle by Spencer Paysinger),0.400,-1.400
3,6:32,1,10,NYG 37,6,13,Andre Brown right guard for -2 yards (tackle by Brad Jones),1.400,0.590
3,5:56,2,12,NYG 35,6,13,Eli Manning pass complete short middle to Victor Cruz for 8 yards (tackle by Morgan Burnett),0.590,0.960
3,5:16,3,4,NYG 43,6,13,Eli Manning pass complete deep right to Victor Cruz for 25 yards (tackle by Morgan Burnett and Micah Hyde),0.960,3.450
3,4:31,1,10,GNB 32,6,13,Eli Manning pass complete short right to John Conner for 2 yards (tackle by Brad Jones),3.450,3.170
3,3:49,2,8,GNB 30,6,13,Eli Manning pass complete short middle to Victor Cruz for 14 yards (tackle by Davon House). Penalty on Clay Matthews: Defensive Holding (Declined),3.170,4.510
3,3:18,1,10,GNB 16,6,13,Andre Brown right guard for 2 yards (tackle by C.J. Wilson and A.J. Hawk),4.510,4.210
3,2:39,2,8,GNB 14,6,13,Eli Manning pass complete short left to Andre Brown for 3 yards (tackle by Micah Hyde),4.210,3.940
3,1:55,3,5,GNB 11,6,13,Eli Manning pass complete short middle to Brandon Myers for 8 yards (tackle by M.D. Jennings),3.940,6.510
3,1:14,1,3,GNB 3,6,13,Andre Brown up the middle for 2 yards (tackle by M.D. Jennings and C.J. Wilson),6.510,5.910
3,0:30,2,1,GNB 1,6,19,"Brandon Jacobs left guard for 1 yard, touchdown",5.910,7.000
3,0:30,,,GNB 2,6,20,Josh Brown kicks extra point good,0.000,0.000
3,0:30,,,NYG 35,6,20,"Josh Brown kicks off 69 yards, returned by Micah Hyde for 21 yards (tackle by Larry Donnell)",0.000,0.060
3,0:19,1,10,GNB 17,6,20,Scott Tolzien pass complete deep middle to Jordy Nelson for 18 yards (tackle by Will Hill),-0.060,1.270
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 35,6,20,Scott Tolzien pass complete deep right to Jarrett Boykin for 52 yards (tackle by Trumaine McBride),1.270,4.710
4,14:15,1,10,NYG 13,6,20,Eddie Lacy left end for 3 yards (tackle by Jon Beason and Johnathan Hankins),4.710,4.580
4,13:35,2,7,NYG 10,6,20,Scott Tolzien pass complete short left to John Kuhn for 6 yards (tackle by Antrel Rolle),4.580,5.010
4,12:52,3,1,NYG 4,12,20,"Eddie Lacy left guard for 4 yards, touchdown",5.010,7.000
4,12:52,,,NYG 2,13,20,Mason Crosby kicks extra point good,0.000,0.000
4,12:52,,,GNB 35,13,20,"Tim Masthay kicks off 69 yards, returned by Michael Cox for 23 yards (tackle by Chris Banjo)",0.000,-0.150
4,12:38,1,10,NYG 19,13,20,Eli Manning sacked by Brad Jones for -9 yards,0.150,-1.440
4,12:11,2,19,NYG 10,13,20,Eli Manning pass complete short left to Andre Brown for 12 yards (tackle by A.J. Hawk),-1.440,-0.680
4,11:23,3,7,NYG 22,13,20,Eli Manning sacked by Clay Matthews for -7 yards. Penalty on Will Beatty: Illegal Use of Hands (Declined),-0.680,-2.440
4,11:10,4,14,NYG 15,13,20,"Steve Weatherford punts 52 yards, returned by Micah Hyde for 7 yards (tackle by Will Hill). Penalty on Davon House: Illegal Block Above the Waist, 10 yards",-2.440,-0.940
4,10:55,1,10,GNB 30,13,26,"Scott Tolzien pass incomplete intended for Andrew Quarless is intercepted by Jason Pierre-Paul at GNB-24 and returned for 24 yards, touchdown",0.940,-7.000
4,10:49,,,GNB 2,13,27,Josh Brown kicks extra point good,0.000,0.000
4,10:49,,,NYG 35,13,27,"Josh Brown kicks off 69 yards, touchback",0.000,-0.280
4,10:49,1,10,GNB 20,13,27,Eddie Lacy right end for -1 yards (tackle by Jacquian Williams and Mike Patterson),0.280,-0.460
4,10:14,2,11,GNB 19,13,27,Scott Tolzien pass complete short right to Andrew Quarless for -1 yards (tackle by Jacquian Williams),-0.460,-1.330
4,9:22,3,12,GNB 18,13,27,Scott Tolzien pass complete short left to Jordy Nelson for 11 yards (tackle by Terrell Thomas),-1.330,-1.440
4,8:43,4,1,GNB 29,13,27,"Tim Masthay punts 41 yards, out of bounds",-1.440,-0.940
4,8:30,1,10,NYG 30,13,27,Andre Brown left tackle for 6 yards (tackle by Morgan Burnett and Nate Palmer),0.940,1.200
4,7:50,2,4,NYG 36,13,27,Andre Brown right guard for 5 yards (tackle by Brad Jones and M.D. Jennings),1.200,1.660
4,7:03,1,10,NYG 41,13,27,Eli Manning pass complete short right to Hakeem Nicks for 9 yards (tackle by Davon House),1.660,2.340
4,6:22,2,1,,13,27,Andre Brown left guard for 3 yards (tackle by Brad Jones),2.340,2.460
4,5:38,1,10,GNB 47,13,27,Eli Manning sacked by A.J. Hawk for -1 yards,2.460,1.780
4,4:57,2,11,GNB 48,13,27,Eli Manning pass incomplete short left intended for John Conner (defended by Clay Matthews),1.780,1.090
4,4:46,3,11,GNB 48,13,27,Eli Manning sacked by Mike Neal for -6 yards,1.090,1.090
4,4:40,3,11,GNB 48,13,27,Timeout #1 by Green Bay Packers,1.090,-0.320
4,4:40,4,17,NYG 46,13,27,"Steve Weatherford punts 37 yards, fair catch by Micah Hyde",-0.320,0.060
4,4:32,1,10,GNB 17,13,27,Scott Tolzien pass complete short middle to Jarrett Boykin for 4 yards (tackle by Terrell Thomas),-0.060,0.080
4,4:10,2,6,GNB 21,13,27,Scott Tolzien left end for 7 yards (tackle by Jacquian Williams),0.080,0.810
4,3:46,1,10,GNB 28,13,27,Scott Tolzien pass complete short right to Jarrett Boykin for 12 yards (tackle by Trumaine McBride),0.810,1.600
4,3:23,1,10,GNB 40,13,27,Scott Tolzien left end for 4 yards (tackle by Terrell Thomas),1.600,1.590
4,2:57,2,6,GNB 44,13,27,Scott Tolzien pass complete short middle to Jarrett Boykin for 7 yards (tackle by Terrell Thomas),1.590,2.320
4,2:32,1,10,NYG 49,13,27,Scott Tolzien pass complete short left to Eddie Lacy for 5 yards (tackle by Jon Beason and Terrell Thomas),2.320,2.460
4,2:04,2,5,NYG 44,13,27,Scott Tolzien pass complete short left to James Jones for 10 yards (tackle by Prince Amukamara and Jacquian Williams),2.460,3.310
4,1:58,1,10,NYG 34,13,27,Scott Tolzien pass incomplete deep middle intended for Jarrett Boykin is intercepted by Antrel Rolle at NYG-13 and returned for 1 yard (tackle by Eddie Lacy),3.310,0.280
4,1:49,1,10,NYG 14,13,27,Andre Brown up the middle for 1 yard (tackle by Mike Daniels and Morgan Burnett),-0.280,-0.280
4,1:40,1,10,NYG 14,13,27,Timeout #2 by Green Bay Packers,-0.280,-0.640
4,1:40,2,9,NYG 15,13,27,Andre Brown right tackle for 5 yards (tackle by Brad Jones and Morgan Burnett),-0.640,-0.640
4,1:34,2,9,NYG 15,13,27,Timeout #3 by Green Bay Packers,-0.640,-0.680
4,1:34,3,4,NYG 20,13,27,Andre Brown up the middle for 1 yard (tackle by Mike Daniels and Clay Matthews),-0.680,-0.680
4,0:49,3,4,NYG 20,13,27,Timeout #1 by New York Giants,-0.680,-1.960
4,0:49,4,3,NYG 21,13,27,"Steve Weatherford punts 61 yards, returned by Micah Hyde for 14 yards (tackle by Mark Herzlich)",-1.960,-1.070
4,0:37,1,10,GNB 32,13,27,Scott Tolzien pass complete short left to John Kuhn for 4 yards (tackle by Prince Amukamara),1.070,1.070
4,0:31,2,6,GNB 36,13,27,Scott Tolzien pass complete short right to Jordy Nelson for 17 yards (tackle by Terrell Thomas),1.070,2.460
4,0:11,1,10,NYG 47,13,27,Scott Tolzien spiked the ball,2.460,1.910
4,0:10,2,10,NYG 47,13,27,"Scott Tolzien for no gain (tackle by Jason Pierre-Paul). Penalty on Justin Tuck: Defensive Offside (Offsetting), Penalty on David Bakhtiari: Offensive Holding (Offsetting) (no play)",1.910,1.910
4,0:04,2,10,NYG 47,13,27,John Kuhn up the middle for 12 yards (tackle by Jon Beason),1.910,1.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
